3 to 3090,,Channel 1,,,,
Date,Time,Voltage (V),Conc. CO2 (ppm),Time Elapsed,Discharge,Mol CO2
6/13/2019,12:38:28 PM,0.2095,2095,2445,,
6/13/2019,12:38:33 PM,0.2175,2175,2450,,
6/13/2019,12:38:38 PM,0.225,2250,2455,,
6/13/2019,12:38:43 PM,0.233,2330,2460,,
6/13/2019,12:38:48 PM,0.2405,2405,2465,,
6/13/2019,12:38:53 PM,0.2475,2475,2470,,
6/13/2019,12:38:58 PM,0.2545,2545,2475,,
6/13/2019,12:39:03 PM,0.261,2610,2480,,
6/13/2019,12:39:08 PM,0.267,2670,2485,,
6/13/2019,12:39:13 PM,0.273,2730,2490,,
6/13/2019,12:39:18 PM,0.2785,2785,2495,,
6/13/2019,12:39:23 PM,0.285,2850,2500,,
6/13/2019,12:39:28 PM,0.2915,2915,2505,,
6/13/2019,12:39:33 PM,0.2975,2975,2510,,
6/13/2019,12:39:38 PM,0.3035,3035,2515,,
6/13/2019,12:39:43 PM,0.309,3090,2520,,
6/13/2019,12:39:48 PM,0.3145,3145,2525,,
6/13/2019,12:39:53 PM,0.3205,3205,2530,,
6/13/2019,12:39:58 PM,0.326,3260,2535,,
6/13/2019,12:40:03 PM,0.3315,3315,2540,,
6/13/2019,12:40:08 PM,0.3365,3365,2545,,
6/13/2019,12:40:13 PM,0.3415,3415,2550,,
6/13/2019,12:40:18 PM,0.3455,3455,2555,,
6/13/2019,12:40:23 PM,0.3495,3495,2560,,
6/13/2019,12:40:28 PM,0.354,3540,2565,,
6/13/2019,12:40:33 PM,0.3585,3585,2570,,
6/13/2019,12:40:38 PM,0.3635,3635,2575,,
6/13/2019,12:40:43 PM,0.368,3680,2580,,
6/13/2019,12:40:48 PM,0.3725,3725,2585,,
6/13/2019,12:40:53 PM,0.3765,3765,2590,,
6/13/2019,12:40:58 PM,0.381,3810,2595,,
6/13/2019,12:41:03 PM,0.386,3860,2600,,
6/13/2019,12:41:08 PM,0.39,3900,2605,,
6/13/2019,12:41:13 PM,0.3945,3945,2610,,
6/13/2019,12:41:18 PM,0.399,3990,2615,,
6/13/2019,12:41:23 PM,0.404,4040,2620,,
6/13/2019,12:41:28 PM,0.4085,4085,2625,,
6/13/2019,12:41:33 PM,0.412,4120,2630,,
6/13/2019,12:41:38 PM,0.415,4150,2635,,
6/13/2019,12:41:43 PM,0.4175,4175,2640,,
6/13/2019,12:41:48 PM,0.4205,4205,2645,,
6/13/2019,12:41:53 PM,0.4235,4235,2650,,
6/13/2019,12:41:58 PM,0.427,4270,2655,,
6/13/2019,12:42:03 PM,0.43,4300,2660,,
6/13/2019,12:42:08 PM,0.432,4320,2665,,
6/13/2019,12:42:13 PM,0.435,4350,2670,,
6/13/2019,12:42:18 PM,0.4385,4385,2675,,
6/13/2019,12:42:23 PM,0.4415,4415,2680,,
6/13/2019,12:42:28 PM,0.4445,4445,2685,,
6/13/2019,12:42:33 PM,0.4465,4465,2690,,
6/13/2019,12:42:38 PM,0.4495,4495,2695,,
6/13/2019,12:42:43 PM,0.453,4530,2700,,
6/13/2019,12:42:48 PM,0.456,4560,2705,,
6/13/2019,12:42:53 PM,0.458,4580,2710,,
6/13/2019,12:42:58 PM,0.46,4600,2715,,
6/13/2019,12:43:03 PM,0.4625,4625,2720,,
6/13/2019,12:43:08 PM,0.464,4640,2725,,
6/13/2019,12:43:13 PM,0.4665,4665,2730,,
6/13/2019,12:43:18 PM,0.468,4680,2735,,
6/13/2019,12:43:23 PM,0.47,4700,2740,,
6/13/2019,12:43:28 PM,0.4715,4715,2745,,
6/13/2019,12:43:33 PM,0.4735,4735,2750,,
6/13/2019,12:43:38 PM,0.476,4760,2755,,
6/13/2019,12:43:43 PM,0.479,4790,2760,,
6/13/2019,12:43:48 PM,0.482,4820,2765,,
6/13/2019,12:43:53 PM,0.485,4850,2770,,
6/13/2019,12:43:58 PM,0.488,4880,2775,,
6/13/2019,12:44:03 PM,0.4895,4895,2780,,
6/13/2019,12:44:08 PM,0.49,4900,2785,,
6/13/2019,12:44:13 PM,0.4905,4905,2790,,
6/13/2019,12:44:18 PM,0.4925,4925,2795,,
6/13/2019,12:44:23 PM,0.496,4960,2800,,
6/13/2019,12:44:28 PM,0.4995,4995,2805,,
6/13/2019,12:44:33 PM,0.502,5020,2810,,
6/13/2019,12:44:38 PM,0.504,5040,2815,,
6/13/2019,12:44:43 PM,0.5055,5055,2820,,
6/13/2019,12:44:48 PM,0.5065,5065,2825,,
6/13/2019,12:44:53 PM,0.5065,5065,2830,,
6/13/2019,12:44:58 PM,0.5075,5075,2835,,
6/13/2019,12:45:03 PM,0.5085,5085,2840,,
6/13/2019,12:45:08 PM,0.5095,5095,2845,,
6/13/2019,12:45:13 PM,0.51,5100,2850,,
6/13/2019,12:45:18 PM,0.5105,5105,2855,,
6/13/2019,12:45:23 PM,0.5115,5115,2860,,
6/13/2019,12:45:28 PM,0.5125,5125,2865,,
6/13/2019,12:45:33 PM,0.515,5150,2870,,
6/13/2019,12:45:38 PM,0.517,5170,2875,,
6/13/2019,12:45:43 PM,0.5205,5205,2880,,
6/13/2019,12:45:48 PM,0.523,5230,2885,,
6/13/2019,12:45:53 PM,0.5255,5255,2890,,
6/13/2019,12:45:58 PM,0.5275,5275,2895,,
6/13/2019,12:46:03 PM,0.529,5290,2900,,
6/13/2019,12:46:08 PM,0.5295,5295,2905,,
6/13/2019,12:46:13 PM,0.53,5300,2910,,
6/13/2019,12:46:18 PM,0.5295,5295,2915,,
6/13/2019,12:46:23 PM,0.529,5290,2920,,
6/13/2019,12:46:28 PM,0.529,5290,2925,,
6/13/2019,12:46:33 PM,0.529,5290,2930,,
6/13/2019,12:46:38 PM,0.5305,5305,2935,,
6/13/2019,12:46:43 PM,0.532,5320,2940,,
6/13/2019,12:46:48 PM,0.5325,5325,2945,,
6/13/2019,12:46:53 PM,0.534,5340,2950,,
6/13/2019,12:46:58 PM,0.536,5360,2955,,
6/13/2019,12:47:03 PM,0.5375,5375,2960,,
6/13/2019,12:47:08 PM,0.538,5380,2965,,
6/13/2019,12:47:13 PM,0.5395,5395,2970,,
6/13/2019,12:47:18 PM,0.54,5400,2975,,
6/13/2019,12:47:23 PM,0.54,5400,2980,,
6/13/2019,12:47:28 PM,0.5405,5405,2985,,
6/13/2019,12:47:33 PM,0.541,5410,2990,,
6/13/2019,12:47:38 PM,0.542,5420,2995,,
6/13/2019,12:47:43 PM,0.544,5440,3000,,
6/13/2019,12:47:48 PM,0.5445,5445,3005,,
6/13/2019,12:47:53 PM,0.546,5460,3010,,
6/13/2019,12:47:58 PM,0.5475,5475,3015,,
6/13/2019,12:48:03 PM,0.5475,5475,3020,,
6/13/2019,12:48:08 PM,0.5465,5465,3025,,
6/13/2019,12:48:13 PM,0.5445,5445,3030,,
6/13/2019,12:48:18 PM,0.545,5450,3035,,
6/13/2019,12:48:23 PM,0.547,5470,3040,,
6/13/2019,12:48:28 PM,0.5485,5485,3045,,
6/13/2019,12:48:33 PM,0.5485,5485,3050,,
6/13/2019,12:48:38 PM,0.549,5490,3055,,
6/13/2019,12:48:43 PM,0.549,5490,3060,,
6/13/2019,12:48:48 PM,0.5495,5495,3065,,
6/13/2019,12:48:53 PM,0.549,5490,3070,,
6/13/2019,12:48:58 PM,0.55,5500,3075,,
6/13/2019,12:49:03 PM,0.55,5500,3080,,
6/13/2019,12:49:08 PM,0.5495,5495,3085,,
6/13/2019,12:49:13 PM,0.549,5490,3090,,
6/13/2019,12:49:18 PM,0.55,5500,3095,,
6/13/2019,12:49:23 PM,0.5505,5505,3100,,
6/13/2019,12:49:28 PM,0.5505,5505,3105,,
6/13/2019,12:49:33 PM,0.5505,5505,3110,,
6/13/2019,12:49:38 PM,0.5515,5515,3115,,
6/13/2019,12:49:43 PM,0.5525,5525,3120,,
6/13/2019,12:49:48 PM,0.5535,5535,3125,,
6/13/2019,12:49:53 PM,0.555,5550,3130,,
6/13/2019,12:49:58 PM,0.5565,5565,3135,,
6/13/2019,12:50:03 PM,0.5575,5575,3140,,
6/13/2019,12:50:08 PM,0.5585,5585,3145,,
6/13/2019,12:50:13 PM,0.559,5590,3150,,
6/13/2019,12:50:18 PM,0.5595,5595,3155,,
6/13/2019,12:50:23 PM,0.5595,5595,3160,,
6/13/2019,12:50:28 PM,0.5585,5585,3165,,
6/13/2019,12:50:33 PM,0.5585,5585,3170,,
6/13/2019,12:50:38 PM,0.5595,5595,3175,,
6/13/2019,12:50:43 PM,0.561,5610,3180,,
6/13/2019,12:50:48 PM,0.562,5620,3185,,
6/13/2019,12:50:53 PM,0.563,5630,3190,,
6/13/2019,12:50:58 PM,0.5645,5645,3195,,
6/13/2019,12:51:03 PM,0.565,5650,3200,,
6/13/2019,12:51:08 PM,0.566,5660,3205,,
6/13/2019,12:51:13 PM,0.5665,5665,3210,,
6/13/2019,12:51:18 PM,0.567,5670,3215,,
6/13/2019,12:51:23 PM,0.5665,5665,3220,,
6/13/2019,12:51:28 PM,0.5655,5655,3225,,
6/13/2019,12:51:33 PM,0.5655,5655,3230,,
6/13/2019,12:51:38 PM,0.5655,5655,3235,,
6/13/2019,12:51:43 PM,0.5645,5645,3240,,
6/13/2019,12:51:48 PM,0.5635,5635,3245,,
6/13/2019,12:51:53 PM,0.5635,5635,3250,,
6/13/2019,12:51:58 PM,0.564,5640,3255,,
6/13/2019,12:52:03 PM,0.564,5640,3260,,
6/13/2019,12:52:08 PM,0.5645,5645,3265,,
6/13/2019,12:52:13 PM,0.566,5660,3270,,
6/13/2019,12:52:18 PM,0.568,5680,3275,,
6/13/2019,12:52:23 PM,0.5685,5685,3280,,
6/13/2019,12:52:28 PM,0.569,5690,3285,,
6/13/2019,12:52:33 PM,0.5695,5695,3290,,
6/13/2019,12:52:38 PM,0.5705,5705,3295,,
6/13/2019,12:52:43 PM,0.571,5710,3300,,
6/13/2019,12:52:48 PM,0.571,5710,3305,,
6/13/2019,12:52:53 PM,0.571,5710,3310,,
6/13/2019,12:52:58 PM,0.57,5700,3315,,
6/13/2019,12:53:03 PM,0.569,5690,3320,,
6/13/2019,12:53:08 PM,0.569,5690,3325,,
6/13/2019,12:53:13 PM,0.569,5690,3330,,
6/13/2019,12:53:18 PM,0.569,5690,3335,,
6/13/2019,12:53:23 PM,0.5695,5695,3340,,
6/13/2019,12:53:28 PM,0.571,5710,3345,,
6/13/2019,12:53:33 PM,0.572,5720,3350,,
6/13/2019,12:53:38 PM,0.5715,5715,3355,,
6/13/2019,12:53:43 PM,0.5705,5705,3360,,
6/13/2019,12:53:48 PM,0.569,5690,3365,,
6/13/2019,12:53:53 PM,0.5685,5685,3370,,
6/13/2019,12:53:58 PM,0.5685,5685,3375,,
6/13/2019,12:54:03 PM,0.569,5690,3380,,
6/13/2019,12:54:08 PM,0.5705,5705,3385,,
6/13/2019,12:54:13 PM,0.57,5700,3390,,
6/13/2019,12:54:18 PM,0.5695,5695,3395,,
6/13/2019,12:54:23 PM,0.569,5690,3400,,
6/13/2019,12:54:28 PM,0.5695,5695,3405,,
6/13/2019,12:54:33 PM,0.571,5710,3410,,
6/13/2019,12:54:38 PM,0.573,5730,3415,,
6/13/2019,12:54:43 PM,0.5745,5745,3420,,
6/13/2019,12:54:48 PM,0.576,5760,3425,,
6/13/2019,12:54:53 PM,0.5765,5765,3430,,
6/13/2019,12:54:58 PM,0.5755,5755,3435,,
6/13/2019,12:55:03 PM,0.574,5740,3440,,
6/13/2019,12:55:08 PM,0.572,5720,3445,,
6/13/2019,12:55:13 PM,0.5715,5715,3450,,
6/13/2019,12:55:18 PM,0.5715,5715,3455,,
6/13/2019,12:55:23 PM,0.571,5710,3460,,
6/13/2019,12:55:28 PM,0.571,5710,3465,,
6/13/2019,12:55:33 PM,0.571,5710,3470,,
6/13/2019,12:55:38 PM,0.572,5720,3475,,
6/13/2019,12:55:43 PM,0.573,5730,3480,,
6/13/2019,12:55:48 PM,0.573,5730,3485,,
6/13/2019,12:55:53 PM,0.5725,5725,3490,,
6/13/2019,12:55:58 PM,0.572,5720,3495,,
6/13/2019,12:56:03 PM,0.572,5720,3500,,
6/13/2019,12:56:08 PM,0.573,5730,3505,,
6/13/2019,12:56:13 PM,0.575,5750,3510,,
6/13/2019,12:56:18 PM,0.576,5760,3515,,
6/13/2019,12:56:23 PM,0.576,5760,3520,,
6/13/2019,12:56:28 PM,0.5755,5755,3525,,
6/13/2019,12:56:33 PM,0.575,5750,3530,,
6/13/2019,12:56:38 PM,0.5745,5745,3535,,
6/13/2019,12:56:43 PM,0.5745,5745,3540,,
6/13/2019,12:56:48 PM,0.5745,5745,3545,,
6/13/2019,12:56:53 PM,0.574,5740,3550,,
6/13/2019,12:56:58 PM,0.5745,5745,3555,,
6/13/2019,12:57:03 PM,0.5755,5755,3560,,
6/13/2019,12:57:08 PM,0.5765,5765,3565,,
6/13/2019,12:57:13 PM,0.5765,5765,3570,,
6/13/2019,12:57:18 PM,0.576,5760,3575,,
6/13/2019,12:57:23 PM,0.576,5760,3580,,
6/13/2019,12:57:28 PM,0.576,5760,3585,,
6/13/2019,12:57:33 PM,0.576,5760,3590,,
6/13/2019,12:57:38 PM,0.575,5750,3595,,
6/13/2019,12:57:43 PM,0.5745,5745,3600,,
6/13/2019,12:57:48 PM,0.575,5750,3605,,
6/13/2019,12:57:53 PM,0.5755,5755,3610,,
6/13/2019,12:57:58 PM,0.5765,5765,3615,,
6/13/2019,12:58:03 PM,0.577,5770,3620,,
6/13/2019,12:58:08 PM,0.5765,5765,3625,,
6/13/2019,12:58:13 PM,0.5765,5765,3630,,
6/13/2019,12:58:18 PM,0.576,5760,3635,,
6/13/2019,12:58:23 PM,0.5745,5745,3640,,
6/13/2019,12:58:28 PM,0.5745,5745,3645,,
6/13/2019,12:58:33 PM,0.5755,5755,3650,,
6/13/2019,12:58:38 PM,0.5765,5765,3655,,
6/13/2019,12:58:43 PM,0.5765,5765,3660,,
6/13/2019,12:58:48 PM,0.577,5770,3665,,
6/13/2019,12:58:53 PM,0.5775,5775,3670,,
6/13/2019,12:58:58 PM,0.5785,5785,3675,,
6/13/2019,12:59:03 PM,0.5785,5785,3680,,
6/13/2019,12:59:08 PM,0.5795,5795,3685,,
6/13/2019,12:59:13 PM,0.58,5800,3690,,
6/13/2019,12:59:18 PM,0.579,5790,3695,,
6/13/2019,12:59:23 PM,0.5775,5775,3700,,
6/13/2019,12:59:28 PM,0.577,5770,3705,,
6/13/2019,12:59:33 PM,0.5775,5775,3710,,
6/13/2019,12:59:38 PM,0.5775,5775,3715,,
6/13/2019,12:59:43 PM,0.577,5770,3720,,
6/13/2019,12:59:48 PM,0.577,5770,3725,,
6/13/2019,12:59:53 PM,0.5765,5765,3730,,
6/13/2019,12:59:58 PM,0.5755,5755,3735,,
6/13/2019,1:00:03 PM,0.575,5750,3740,,
6/13/2019,1:00:08 PM,0.5745,5745,3745,,
6/13/2019,1:00:13 PM,0.574,5740,3750,,
6/13/2019,1:00:18 PM,0.574,5740,3755,,
6/13/2019,1:00:23 PM,0.5735,5735,3760,,
6/13/2019,1:00:28 PM,0.573,5730,3765,,
6/13/2019,1:00:33 PM,0.573,5730,3770,,
6/13/2019,1:00:38 PM,0.5735,5735,3775,,
6/13/2019,1:00:43 PM,0.574,5740,3780,,
6/13/2019,1:00:48 PM,0.575,5750,3785,,
6/13/2019,1:00:53 PM,0.575,5750,3790,,
6/13/2019,1:00:58 PM,0.574,5740,3795,,
6/13/2019,1:01:03 PM,0.574,5740,3800,,
6/13/2019,1:01:08 PM,0.575,5750,3805,,
6/13/2019,1:01:13 PM,0.5775,5775,3810,,
6/13/2019,1:01:18 PM,0.579,5790,3815,,
6/13/2019,1:01:23 PM,0.5795,5795,3820,,
6/13/2019,1:01:28 PM,0.58,5800,3825,,
6/13/2019,1:01:33 PM,0.579,5790,3830,,
6/13/2019,1:01:38 PM,0.577,5770,3835,,
6/13/2019,1:01:43 PM,0.5755,5755,3840,,
6/13/2019,1:01:48 PM,0.5755,5755,3845,,
6/13/2019,1:01:53 PM,0.5765,5765,3850,,
6/13/2019,1:01:58 PM,0.577,5770,3855,,
6/13/2019,1:02:03 PM,0.5775,5775,3860,,
6/13/2019,1:02:08 PM,0.578,5780,3865,,
6/13/2019,1:02:13 PM,0.5795,5795,3870,,
6/13/2019,1:02:18 PM,0.58,5800,3875,,
6/13/2019,1:02:23 PM,0.5805,5805,3880,,
6/13/2019,1:02:28 PM,0.581,5810,3885,,
6/13/2019,1:02:33 PM,0.5815,5815,3890,,
6/13/2019,1:02:38 PM,0.582,5820,3895,,
6/13/2019,1:02:43 PM,0.5825,5825,3900,,
6/13/2019,1:02:48 PM,0.582,5820,3905,,
6/13/2019,1:02:53 PM,0.58,5800,3910,,
6/13/2019,1:02:58 PM,0.5785,5785,3915,,
6/13/2019,1:03:03 PM,0.5785,5785,3920,,
6/13/2019,1:03:08 PM,0.579,5790,3925,,
6/13/2019,1:03:13 PM,0.5795,5795,3930,,
6/13/2019,1:03:18 PM,0.58,5800,3935,,
6/13/2019,1:03:23 PM,0.5805,5805,3940,,
6/13/2019,1:03:28 PM,0.582,5820,3945,,
6/13/2019,1:03:33 PM,0.5825,5825,3950,,
6/13/2019,1:03:38 PM,0.582,5820,3955,,
6/13/2019,1:03:43 PM,0.5815,5815,3960,,
6/13/2019,1:03:48 PM,0.582,5820,3965,,
6/13/2019,1:03:53 PM,0.5825,5825,3970,,
6/13/2019,1:03:58 PM,0.5815,5815,3975,,
6/13/2019,1:04:03 PM,0.58,5800,3980,,
6/13/2019,1:04:08 PM,0.5795,5795,3985,,
6/13/2019,1:04:13 PM,0.579,5790,3990,,
6/13/2019,1:04:18 PM,0.5775,5775,3995,,
6/13/2019,1:04:23 PM,0.5765,5765,4000,,
6/13/2019,1:04:28 PM,0.577,5770,4005,,
6/13/2019,1:04:33 PM,0.5785,5785,4010,,
6/13/2019,1:04:38 PM,0.58,5800,4015,,
6/13/2019,1:04:43 PM,0.5815,5815,4020,,
6/13/2019,1:04:48 PM,0.583,5830,4025,,
6/13/2019,1:04:53 PM,0.584,5840,4030,,
6/13/2019,1:04:58 PM,0.5845,5845,4035,,
6/13/2019,1:05:03 PM,0.584,5840,4040,,
6/13/2019,1:05:08 PM,0.583,5830,4045,,
6/13/2019,1:05:13 PM,0.5815,5815,4050,,
6/13/2019,1:05:18 PM,0.58,5800,4055,,
6/13/2019,1:05:23 PM,0.579,5790,4060,,
6/13/2019,1:05:28 PM,0.5795,5795,4065,,
6/13/2019,1:05:33 PM,0.58,5800,4070,,
6/13/2019,1:05:38 PM,0.58,5800,4075,,
6/13/2019,1:05:43 PM,0.5795,5795,4080,,
6/13/2019,1:05:48 PM,0.5795,5795,4085,,
6/13/2019,1:05:53 PM,0.5795,5795,4090,,
6/13/2019,1:05:58 PM,0.579,5790,4095,,
6/13/2019,1:06:03 PM,0.578,5780,4100,,
6/13/2019,1:06:08 PM,0.5765,5765,4105,,
6/13/2019,1:06:13 PM,0.5755,5755,4110,,
6/13/2019,1:06:18 PM,0.574,5740,4115,,
6/13/2019,1:06:23 PM,0.5735,5735,4120,,
6/13/2019,1:06:28 PM,0.5735,5735,4125,,
6/13/2019,1:06:33 PM,0.5735,5735,4130,,
6/13/2019,1:06:38 PM,0.574,5740,4135,,
6/13/2019,1:06:43 PM,0.575,5750,4140,,
6/13/2019,1:06:48 PM,0.5765,5765,4145,,
6/13/2019,1:06:53 PM,0.578,5780,4150,,
6/13/2019,1:06:58 PM,0.5795,5795,4155,,
6/13/2019,1:07:03 PM,0.5815,5815,4160,,
6/13/2019,1:07:08 PM,0.5825,5825,4165,,
6/13/2019,1:07:13 PM,0.5825,5825,4170,,
6/13/2019,1:07:18 PM,0.582,5820,4175,,
6/13/2019,1:07:23 PM,0.581,5810,4180,,
6/13/2019,1:07:28 PM,0.58,5800,4185,,
6/13/2019,1:07:33 PM,0.58,5800,4190,,
6/13/2019,1:07:38 PM,0.58,5800,4195,,
6/13/2019,1:07:43 PM,0.5805,5805,4200,,
6/13/2019,1:07:48 PM,0.5795,5795,4205,,
6/13/2019,1:07:53 PM,0.579,5790,4210,,
6/13/2019,1:07:58 PM,0.5775,5775,4215,,
6/13/2019,1:08:03 PM,0.578,5780,4220,,
6/13/2019,1:08:08 PM,0.5785,5785,4225,,
6/13/2019,1:08:13 PM,0.5785,5785,4230,,
6/13/2019,1:08:18 PM,0.5785,5785,4235,,
6/13/2019,1:08:23 PM,0.5795,5795,4240,,
6/13/2019,1:08:28 PM,0.58,5800,4245,,
6/13/2019,1:08:33 PM,0.58,5800,4250,,
6/13/2019,1:08:38 PM,0.5795,5795,4255,,
6/13/2019,1:08:43 PM,0.58,5800,4260,,
6/13/2019,1:08:48 PM,0.5805,5805,4265,,
6/13/2019,1:08:53 PM,0.5815,5815,4270,,
6/13/2019,1:08:58 PM,0.5815,5815,4275,,
6/13/2019,1:09:03 PM,0.5805,5805,4280,,
6/13/2019,1:09:08 PM,0.5785,5785,4285,,
6/13/2019,1:09:13 PM,0.577,5770,4290,,
6/13/2019,1:09:18 PM,0.5745,5745,4295,,
6/13/2019,1:09:23 PM,0.5735,5735,4300,,
6/13/2019,1:09:28 PM,0.5745,5745,4305,,
6/13/2019,1:09:33 PM,0.5765,5765,4310,,
6/13/2019,1:09:38 PM,0.5775,5775,4315,,
6/13/2019,1:09:43 PM,0.577,5770,4320,,
6/13/2019,1:09:48 PM,0.577,5770,4325,,
6/13/2019,1:09:53 PM,0.577,5770,4330,,
6/13/2019,1:09:58 PM,0.5765,5765,4335,,
6/13/2019,1:10:03 PM,0.5765,5765,4340,,
6/13/2019,1:10:08 PM,0.578,5780,4345,,
6/13/2019,1:10:13 PM,0.579,5790,4350,,
6/13/2019,1:10:18 PM,0.5805,5805,4355,,
6/13/2019,1:10:23 PM,0.5815,5815,4360,,
6/13/2019,1:10:28 PM,0.582,5820,4365,,
6/13/2019,1:10:33 PM,0.5815,5815,4370,,
6/13/2019,1:10:38 PM,0.582,5820,4375,,
6/13/2019,1:10:43 PM,0.583,5830,4380,,
6/13/2019,1:10:48 PM,0.583,5830,4385,,
6/13/2019,1:10:53 PM,0.5815,5815,4390,,
6/13/2019,1:10:58 PM,0.58,5800,4395,,
6/13/2019,1:11:03 PM,0.5795,5795,4400,,
6/13/2019,1:11:08 PM,0.5805,5805,4405,,
6/13/2019,1:11:13 PM,0.581,5810,4410,,
6/13/2019,1:11:18 PM,0.581,5810,4415,,
6/13/2019,1:11:23 PM,0.58,5800,4420,,
6/13/2019,1:11:28 PM,0.58,5800,4425,,
6/13/2019,1:11:33 PM,0.5805,5805,4430,,
6/13/2019,1:11:38 PM,0.5815,5815,4435,,
6/13/2019,1:11:43 PM,0.5815,5815,4440,,
6/13/2019,1:11:48 PM,0.5815,5815,4445,,
6/13/2019,1:11:53 PM,0.581,5810,4450,,
6/13/2019,1:11:58 PM,0.582,5820,4455,,
6/13/2019,1:12:03 PM,0.582,5820,4460,,
6/13/2019,1:12:08 PM,0.5825,5825,4465,,
6/13/2019,1:12:13 PM,0.5825,5825,4470,,
6/13/2019,1:12:18 PM,0.5825,5825,4475,,
6/13/2019,1:12:23 PM,0.583,5830,4480,,
6/13/2019,1:12:28 PM,0.583,5830,4485,,
6/13/2019,1:12:33 PM,0.583,5830,4490,,
6/13/2019,1:12:38 PM,0.5825,5825,4495,,
6/13/2019,1:12:43 PM,0.5815,5815,4500,,
6/13/2019,1:12:48 PM,0.5795,5795,4505,,
6/13/2019,1:12:53 PM,0.578,5780,4510,,
6/13/2019,1:12:58 PM,0.5775,5775,4515,,
6/13/2019,1:13:03 PM,0.5775,5775,4520,,
6/13/2019,1:13:08 PM,0.577,5770,4525,,
6/13/2019,1:13:13 PM,0.5775,5775,4530,,
6/13/2019,1:13:18 PM,0.5785,5785,4535,,
6/13/2019,1:13:23 PM,0.5795,5795,4540,,
6/13/2019,1:13:28 PM,0.5805,5805,4545,,
6/13/2019,1:13:33 PM,0.58,5800,4550,,
6/13/2019,1:13:38 PM,0.58,5800,4555,,
6/13/2019,1:13:43 PM,0.5795,5795,4560,,
6/13/2019,1:13:48 PM,0.5795,5795,4565,,
6/13/2019,1:13:53 PM,0.5785,5785,4570,,
6/13/2019,1:13:58 PM,0.5785,5785,4575,,
6/13/2019,1:14:03 PM,0.579,5790,4580,,
6/13/2019,1:14:08 PM,0.5795,5795,4585,,
6/13/2019,1:14:13 PM,0.5785,5785,4590,,
6/13/2019,1:14:18 PM,0.579,5790,4595,,
6/13/2019,1:14:23 PM,0.5805,5805,4600,,
6/13/2019,1:14:28 PM,0.5815,5815,4605,,
6/13/2019,1:14:33 PM,0.582,5820,4610,,
6/13/2019,1:14:38 PM,0.5825,5825,4615,,
6/13/2019,1:14:43 PM,0.5825,5825,4620,,
6/13/2019,1:14:48 PM,0.583,5830,4625,,
6/13/2019,1:14:53 PM,0.5825,5825,4630,,
6/13/2019,1:14:58 PM,0.583,5830,4635,,
6/13/2019,1:15:03 PM,0.5835,5835,4640,,
6/13/2019,1:15:08 PM,0.5835,5835,4645,,
6/13/2019,1:15:13 PM,0.5825,5825,4650,,
6/13/2019,1:15:18 PM,0.581,5810,4655,,
6/13/2019,1:15:23 PM,0.5795,5795,4660,,
6/13/2019,1:15:28 PM,0.5785,5785,4665,,
6/13/2019,1:15:33 PM,0.5785,5785,4670,,
6/13/2019,1:15:38 PM,0.5795,5795,4675,,
6/13/2019,1:15:43 PM,0.581,5810,4680,,
6/13/2019,1:15:48 PM,0.581,5810,4685,,
6/13/2019,1:15:53 PM,0.581,5810,4690,,
6/13/2019,1:15:58 PM,0.5815,5815,4695,,
6/13/2019,1:16:03 PM,0.5815,5815,4700,,
6/13/2019,1:16:08 PM,0.582,5820,4705,,
6/13/2019,1:16:13 PM,0.583,5830,4710,,
6/13/2019,1:16:18 PM,0.5845,5845,4715,,
6/13/2019,1:16:23 PM,0.586,5860,4720,,
6/13/2019,1:16:28 PM,0.586,5860,4725,,
6/13/2019,1:16:33 PM,0.586,5860,4730,,
6/13/2019,1:16:38 PM,0.585,5850,4735,,
6/13/2019,1:16:43 PM,0.5835,5835,4740,,
6/13/2019,1:16:48 PM,0.5815,5815,4745,,
6/13/2019,1:16:53 PM,0.581,5810,4750,,
6/13/2019,1:16:58 PM,0.581,5810,4755,,
6/13/2019,1:17:03 PM,0.5805,5805,4760,,
6/13/2019,1:17:08 PM,0.5805,5805,4765,,
6/13/2019,1:17:13 PM,0.579,5790,4770,,
6/13/2019,1:17:18 PM,0.578,5780,4775,,
6/13/2019,1:17:23 PM,0.577,5770,4780,,
6/13/2019,1:17:28 PM,0.5765,5765,4785,,
6/13/2019,1:17:33 PM,0.578,5780,4790,,
6/13/2019,1:17:38 PM,0.58,5800,4795,,
6/13/2019,1:17:43 PM,0.581,5810,4800,,
6/13/2019,1:17:48 PM,0.58,5800,4805,,
6/13/2019,1:17:53 PM,0.579,5790,4810,,
6/13/2019,1:17:58 PM,0.58,5800,4815,,
6/13/2019,1:18:03 PM,0.5815,5815,4820,,
6/13/2019,1:18:08 PM,0.582,5820,4825,,
6/13/2019,1:18:13 PM,0.582,5820,4830,,
6/13/2019,1:18:18 PM,0.5825,5825,4835,,
6/13/2019,1:18:23 PM,0.5825,5825,4840,,
6/13/2019,1:18:28 PM,0.5805,5805,4845,,
6/13/2019,1:18:33 PM,0.58,5800,4850,,
6/13/2019,1:18:38 PM,0.581,5810,4855,,
6/13/2019,1:18:43 PM,0.5835,5835,4860,,
6/13/2019,1:18:48 PM,0.583,5830,4865,,
6/13/2019,1:18:53 PM,0.582,5820,4870,,
6/13/2019,1:18:58 PM,0.581,5810,4875,,
6/13/2019,1:19:03 PM,0.5805,5805,4880,,
