,"CO2, ppm"
7/6/2019 13:31:25 ,3330
7/6/2019 13:31:26 ,3350
7/6/2019 13:31:27 ,3360
7/6/2019 13:31:28 ,3380
7/6/2019 13:31:29 ,3400
7/6/2019 13:31:30 ,3410
7/6/2019 13:31:31 ,3420
7/6/2019 13:31:32 ,3430
7/6/2019 13:31:33 ,3440
7/6/2019 13:31:34 ,3450
7/6/2019 13:31:35 ,3460
7/6/2019 13:31:36 ,3470
7/6/2019 13:31:37 ,3480
7/6/2019 13:31:38 ,3500
7/6/2019 13:31:39 ,3510
7/6/2019 13:31:40 ,3530
7/6/2019 13:31:41 ,3550
7/6/2019 13:31:42 ,3560
7/6/2019 13:31:43 ,3580
7/6/2019 13:31:44 ,3610
7/6/2019 13:31:45 ,3630
7/6/2019 13:31:46 ,3660
7/6/2019 13:31:47 ,3680
7/6/2019 13:31:48 ,3700
7/6/2019 13:31:49 ,3730
7/6/2019 13:31:50 ,3760
7/6/2019 13:31:51 ,3800
7/6/2019 13:31:52 ,3820
7/6/2019 13:31:53 ,3850
7/6/2019 13:31:54 ,3890
7/6/2019 13:31:55 ,3910
7/6/2019 13:31:56 ,3940
7/6/2019 13:31:57 ,3950
7/6/2019 13:31:58 ,3970
7/6/2019 13:31:59 ,3990
7/6/2019 13:32:00 ,4010
7/6/2019 13:32:01 ,4020
7/6/2019 13:32:02 ,4030
7/6/2019 13:32:03 ,4040
7/6/2019 13:32:04 ,4050
7/6/2019 13:32:05 ,4060
7/6/2019 13:32:06 ,4070
7/6/2019 13:32:07 ,4080
7/6/2019 13:32:08 ,4090
7/6/2019 13:32:09 ,4090
7/6/2019 13:32:10 ,4100
7/6/2019 13:32:11 ,4110
7/6/2019 13:32:12 ,4110
7/6/2019 13:32:13 ,4120
7/6/2019 13:32:14 ,4130
7/6/2019 13:32:15 ,4140
7/6/2019 13:32:16 ,4160
7/6/2019 13:32:17 ,4170
7/6/2019 13:32:18 ,4190
7/6/2019 13:32:19 ,4210
7/6/2019 13:32:20 ,4230
7/6/2019 13:32:21 ,4260
7/6/2019 13:32:22 ,4270
7/6/2019 13:32:23 ,4290
7/6/2019 13:32:24 ,4320
7/6/2019 13:32:25 ,4340
7/6/2019 13:32:26 ,4350
7/6/2019 13:32:27 ,4380
7/6/2019 13:32:28 ,4400
7/6/2019 13:32:29 ,4420
7/6/2019 13:32:30 ,4440
7/6/2019 13:32:31 ,4450
7/6/2019 13:32:32 ,4460
7/6/2019 13:32:33 ,4470
7/6/2019 13:32:34 ,4480
7/6/2019 13:32:35 ,4490
7/6/2019 13:32:36 ,4500
7/6/2019 13:32:37 ,4500
7/6/2019 13:32:38 ,4500
7/6/2019 13:32:39 ,4500
7/6/2019 13:32:40 ,4500
7/6/2019 13:32:41 ,4500
7/6/2019 13:32:42 ,4490
7/6/2019 13:32:43 ,4490
7/6/2019 13:32:44 ,4490
7/6/2019 13:32:45 ,4490
7/6/2019 13:32:46 ,4490
7/6/2019 13:32:47 ,4480
7/6/2019 13:32:48 ,4480
7/6/2019 13:32:49 ,4490
