,"CO2, ppm"
7/10/2019 14:34:03 ,1420
7/10/2019 14:34:04 ,1420
7/10/2019 14:34:05 ,1420
7/10/2019 14:34:06 ,1430
7/10/2019 14:34:07 ,1430
7/10/2019 14:34:08 ,1430
7/10/2019 14:34:09 ,1440
7/10/2019 14:34:10 ,1440
7/10/2019 14:34:11 ,1440
7/10/2019 14:34:12 ,1440
7/10/2019 14:34:13 ,1430
7/10/2019 14:34:14 ,1430
7/10/2019 14:34:15 ,1430
7/10/2019 14:34:16 ,1420
7/10/2019 14:34:17 ,1420
7/10/2019 14:34:18 ,1410
7/10/2019 14:34:19 ,1410
7/10/2019 14:34:20 ,1400
7/10/2019 14:34:21 ,1400
7/10/2019 14:34:22 ,1400
7/10/2019 14:34:23 ,1390
7/10/2019 14:34:24 ,1390
7/10/2019 14:34:25 ,1390
7/10/2019 14:34:26 ,1380
7/10/2019 14:34:27 ,1380
7/10/2019 14:34:28 ,1370
7/10/2019 14:34:29 ,1370
7/10/2019 14:34:30 ,1370
7/10/2019 14:34:31 ,1360
7/10/2019 14:34:32 ,1360
7/10/2019 14:34:33 ,1360
7/10/2019 14:34:34 ,1360
7/10/2019 14:34:35 ,1360
7/10/2019 14:34:36 ,1360
7/10/2019 14:34:37 ,1360
7/10/2019 14:34:38 ,1360
7/10/2019 14:34:39 ,1360
7/10/2019 14:34:40 ,1350
7/10/2019 14:34:41 ,1350
7/10/2019 14:34:42 ,1350
7/10/2019 14:34:43 ,1350
7/10/2019 14:34:44 ,1350
7/10/2019 14:34:45 ,1350
7/10/2019 14:34:46 ,1350
7/10/2019 14:34:47 ,1350
7/10/2019 14:34:48 ,1350
7/10/2019 14:34:49 ,1350
7/10/2019 14:34:50 ,1360
7/10/2019 14:34:51 ,1370
7/10/2019 14:34:52 ,1370
7/10/2019 14:34:53 ,1370
7/10/2019 14:34:54 ,1370
7/10/2019 14:34:55 ,1370
7/10/2019 14:34:56 ,1370
7/10/2019 14:34:57 ,1370
7/10/2019 14:34:58 ,1370
7/10/2019 14:34:59 ,1370
7/10/2019 14:35:00 ,1370
7/10/2019 14:35:01 ,1370
7/10/2019 14:35:02 ,1370
7/10/2019 14:35:03 ,1370
7/10/2019 14:35:04 ,1370
7/10/2019 14:35:05 ,1360
7/10/2019 14:35:06 ,1360
7/10/2019 14:35:07 ,1360
7/10/2019 14:35:08 ,1360
7/10/2019 14:35:09 ,1360
7/10/2019 14:35:10 ,1360
7/10/2019 14:35:11 ,1360
7/10/2019 14:35:12 ,1360
7/10/2019 14:35:13 ,1360
7/10/2019 14:35:14 ,1360
7/10/2019 14:35:15 ,1360
7/10/2019 14:35:16 ,1360
7/10/2019 14:35:17 ,1370
7/10/2019 14:35:18 ,1370
7/10/2019 14:35:19 ,1370
7/10/2019 14:35:20 ,1370
7/10/2019 14:35:21 ,1370
7/10/2019 14:35:22 ,1370
7/10/2019 14:35:23 ,1380
7/10/2019 14:35:24 ,1380
7/10/2019 14:35:25 ,1390
7/10/2019 14:35:26 ,1390
7/10/2019 14:35:27 ,1390
7/10/2019 14:35:28 ,1400
7/10/2019 14:35:29 ,1400
7/10/2019 14:35:30 ,1400
7/10/2019 14:35:31 ,1410
7/10/2019 14:35:32 ,1410
7/10/2019 14:35:33 ,1410
7/10/2019 14:35:34 ,1420
7/10/2019 14:35:35 ,1420
7/10/2019 14:35:36 ,1420
7/10/2019 14:35:37 ,1420
7/10/2019 14:35:38 ,1430
7/10/2019 14:35:39 ,1430
7/10/2019 14:35:40 ,1430
7/10/2019 14:35:41 ,1420
7/10/2019 14:35:42 ,1420
7/10/2019 14:35:43 ,1420
7/10/2019 14:35:44 ,1410
7/10/2019 14:35:45 ,1400
7/10/2019 14:35:46 ,1380
7/10/2019 14:35:47 ,1370
7/10/2019 14:35:48 ,1360
7/10/2019 14:35:49 ,1350
7/10/2019 14:35:50 ,1340
7/10/2019 14:35:51 ,1320
7/10/2019 14:35:52 ,1300
7/10/2019 14:35:53 ,1290
7/10/2019 14:35:54 ,1280
7/10/2019 14:35:55 ,1260
7/10/2019 14:35:56 ,1250
7/10/2019 14:35:57 ,1240
7/10/2019 14:35:58 ,1230
7/10/2019 14:35:59 ,1220
7/10/2019 14:36:00 ,1210
7/10/2019 14:36:01 ,1200
7/10/2019 14:36:02 ,1200
7/10/2019 14:36:03 ,1200
7/10/2019 14:36:04 ,1210
