,"CO2, ppm"
7/6/2019 12:38:43 ,10
7/6/2019 12:38:44 ,10
7/6/2019 12:38:45 ,10
7/6/2019 12:38:46 ,10
7/6/2019 12:38:47 ,10
7/6/2019 12:38:48 ,10
7/6/2019 12:38:49 ,0
7/6/2019 12:38:50 ,0
7/6/2019 12:38:51 ,-10
7/6/2019 12:38:52 ,-10
7/6/2019 12:38:53 ,-20
7/6/2019 12:38:54 ,-20
7/6/2019 12:38:55 ,-30
7/6/2019 12:38:56 ,-40
7/6/2019 12:38:57 ,-40
7/6/2019 12:38:58 ,-60
7/6/2019 12:38:59 ,-70
7/6/2019 12:39:00 ,-90
7/6/2019 12:39:01 ,-100
7/6/2019 12:39:02 ,-110
7/6/2019 12:39:03 ,-120
7/6/2019 12:39:04 ,-140
7/6/2019 12:39:05 ,-150
7/6/2019 12:39:06 ,-160
7/6/2019 12:39:07 ,-160
7/6/2019 12:39:08 ,-170
7/6/2019 12:39:09 ,-160
7/6/2019 12:39:10 ,-160
7/6/2019 12:39:11 ,-160
7/6/2019 12:39:12 ,-160
7/6/2019 12:39:13 ,-160
7/6/2019 12:39:14 ,-160
7/6/2019 12:39:15 ,-150
7/6/2019 12:39:16 ,-150
7/6/2019 12:39:17 ,-140
7/6/2019 12:39:18 ,-140
7/6/2019 12:39:19 ,-130
7/6/2019 12:39:20 ,-130
7/6/2019 12:39:21 ,-120
7/6/2019 12:39:22 ,-110
7/6/2019 12:39:23 ,-100
7/6/2019 12:39:24 ,-90
7/6/2019 12:39:25 ,-80
7/6/2019 12:39:26 ,-70
7/6/2019 12:39:27 ,-70
7/6/2019 12:39:28 ,-60
7/6/2019 12:39:29 ,-60
7/6/2019 12:39:30 ,-60
7/6/2019 12:39:31 ,-60
7/6/2019 12:39:32 ,-60
7/6/2019 12:39:33 ,-50
7/6/2019 12:39:34 ,-50
7/6/2019 12:39:35 ,-50
7/6/2019 12:39:36 ,-50
7/6/2019 12:39:37 ,-50
7/6/2019 12:39:38 ,-50
7/6/2019 12:39:39 ,-50
7/6/2019 12:39:40 ,-60
7/6/2019 12:39:41 ,-60
7/6/2019 12:39:42 ,-70
7/6/2019 12:39:43 ,-80
7/6/2019 12:39:44 ,-90
7/6/2019 12:39:45 ,-100
7/6/2019 12:39:46 ,-110
7/6/2019 12:39:47 ,-120
