,"CO2, ppm"
7/6/2019 11:25:37 ,930
7/6/2019 11:25:38 ,930
7/6/2019 11:25:39 ,930
7/6/2019 11:25:40 ,940
7/6/2019 11:25:41 ,940
7/6/2019 11:25:42 ,940
7/6/2019 11:25:43 ,950
7/6/2019 11:25:44 ,950
7/6/2019 11:25:45 ,950
7/6/2019 11:25:46 ,950
7/6/2019 11:25:47 ,950
7/6/2019 11:25:48 ,940
7/6/2019 11:25:49 ,940
7/6/2019 11:25:50 ,940
7/6/2019 11:25:51 ,940
7/6/2019 11:25:52 ,930
7/6/2019 11:25:53 ,930
7/6/2019 11:25:54 ,930
7/6/2019 11:25:55 ,920
7/6/2019 11:25:56 ,910
7/6/2019 11:25:57 ,910
7/6/2019 11:25:58 ,900
7/6/2019 11:25:59 ,900
7/6/2019 11:26:00 ,890
7/6/2019 11:26:01 ,880
7/6/2019 11:26:02 ,870
7/6/2019 11:26:03 ,870
7/6/2019 11:26:04 ,860
7/6/2019 11:26:05 ,860
7/6/2019 11:26:06 ,850
7/6/2019 11:26:07 ,840
7/6/2019 11:26:08 ,840
7/6/2019 11:26:09 ,830
7/6/2019 11:26:10 ,830
7/6/2019 11:26:11 ,830
7/6/2019 11:26:12 ,830
7/6/2019 11:26:13 ,830
7/6/2019 11:26:14 ,840
7/6/2019 11:26:15 ,840
7/6/2019 11:26:16 ,840
7/6/2019 11:26:17 ,840
7/6/2019 11:26:18 ,850
7/6/2019 11:26:19 ,850
7/6/2019 11:26:20 ,850
7/6/2019 11:26:21 ,850
7/6/2019 11:26:22 ,850
7/6/2019 11:26:23 ,850
7/6/2019 11:26:24 ,850
7/6/2019 11:26:25 ,850
7/6/2019 11:26:26 ,850
7/6/2019 11:26:27 ,850
7/6/2019 11:26:28 ,850
7/6/2019 11:26:29 ,860
7/6/2019 11:26:30 ,860
7/6/2019 11:26:31 ,870
7/6/2019 11:26:32 ,870
7/6/2019 11:26:33 ,880
7/6/2019 11:26:34 ,880
7/6/2019 11:26:35 ,890
7/6/2019 11:26:36 ,900
7/6/2019 11:26:37 ,900
7/6/2019 11:26:38 ,910
7/6/2019 11:26:39 ,920
7/6/2019 11:26:40 ,930
7/6/2019 11:26:41 ,940
7/6/2019 11:26:42 ,950
7/6/2019 11:26:43 ,950
7/6/2019 11:26:44 ,960
7/6/2019 11:26:45 ,970
7/6/2019 11:26:46 ,970
7/6/2019 11:26:47 ,970
7/6/2019 11:26:48 ,980
7/6/2019 11:26:49 ,980
7/6/2019 11:26:50 ,970
7/6/2019 11:26:51 ,970
7/6/2019 11:26:52 ,970
7/6/2019 11:26:53 ,970
7/6/2019 11:26:54 ,960
7/6/2019 11:26:55 ,960
7/6/2019 11:26:56 ,960
7/6/2019 11:26:57 ,960
