,"CO2, ppm"
7/6/2019 11:52:44 ,
7/6/2019 11:52:45 ,820
7/6/2019 11:52:46 ,820
7/6/2019 11:52:47 ,820
7/6/2019 11:52:48 ,810
7/6/2019 11:52:49 ,810
7/6/2019 11:52:50 ,810
7/6/2019 11:52:51 ,800
7/6/2019 11:52:52 ,800
7/6/2019 11:52:53 ,800
7/6/2019 11:52:54 ,800
7/6/2019 11:52:55 ,800
7/6/2019 11:52:56 ,810
7/6/2019 11:52:57 ,810
7/6/2019 11:52:58 ,820
7/6/2019 11:52:59 ,820
7/6/2019 11:53:00 ,830
7/6/2019 11:53:01 ,830
7/6/2019 11:53:02 ,830
7/6/2019 11:53:03 ,830
7/6/2019 11:53:04 ,840
7/6/2019 11:53:05 ,840
7/6/2019 11:53:06 ,840
7/6/2019 11:53:07 ,840
7/6/2019 11:53:08 ,840
7/6/2019 11:53:09 ,840
7/6/2019 11:53:10 ,840
7/6/2019 11:53:11 ,840
7/6/2019 11:53:12 ,840
7/6/2019 11:53:13 ,840
7/6/2019 11:53:14 ,840
7/6/2019 11:53:15 ,840
7/6/2019 11:53:16 ,840
7/6/2019 11:53:17 ,840
7/6/2019 11:53:18 ,850
7/6/2019 11:53:19 ,850
7/6/2019 11:53:20 ,860
7/6/2019 11:53:21 ,870
7/6/2019 11:53:22 ,890
7/6/2019 11:53:23 ,900
7/6/2019 11:53:24 ,920
7/6/2019 11:53:25 ,940
7/6/2019 11:53:26 ,950
7/6/2019 11:53:27 ,970
7/6/2019 11:53:28 ,990
7/6/2019 11:53:29 ,1010
7/6/2019 11:53:30 ,1020
7/6/2019 11:53:31 ,1040
7/6/2019 11:53:32 ,1050
7/6/2019 11:53:33 ,1060
7/6/2019 11:53:34 ,1070
7/6/2019 11:53:35 ,1080
7/6/2019 11:53:36 ,1090
7/6/2019 11:53:37 ,1100
7/6/2019 11:53:38 ,1110
7/6/2019 11:53:39 ,1110
7/6/2019 11:53:40 ,1120
7/6/2019 11:53:41 ,1130
7/6/2019 11:53:42 ,1140
7/6/2019 11:53:43 ,1150
7/6/2019 11:53:44 ,1160
7/6/2019 11:53:45 ,1170
7/6/2019 11:53:46 ,1190
7/6/2019 11:53:47 ,1210
7/6/2019 11:53:48 ,1230
7/6/2019 11:53:49 ,1240
7/6/2019 11:53:50 ,1260
7/6/2019 11:53:51 ,1280
7/6/2019 11:53:52 ,1300
7/6/2019 11:53:53 ,1330
7/6/2019 11:53:54 ,1340
7/6/2019 11:53:55 ,1370
7/6/2019 11:53:56 ,1390
7/6/2019 11:53:57 ,1410
7/6/2019 11:53:58 ,1420
7/6/2019 11:53:59 ,1430
7/6/2019 11:54:00 ,1440
7/6/2019 11:54:01 ,1450
7/6/2019 11:54:02 ,1450
7/6/2019 11:54:03 ,1460
7/6/2019 11:54:04 ,1460
7/6/2019 11:54:05 ,1450
7/6/2019 11:54:06 ,1450
7/6/2019 11:54:07 ,1450
7/6/2019 11:54:08 ,1450
7/6/2019 11:54:09 ,1450
7/6/2019 11:54:10 ,1460
7/6/2019 11:54:11 ,1470
7/6/2019 11:54:12 ,1480
7/6/2019 11:54:13 ,1480
7/6/2019 11:54:14 ,1480
