,"CO2, ppm"
7/10/2019 15:23:19 ,680
7/10/2019 15:23:20 ,680
7/10/2019 15:23:21 ,680
7/10/2019 15:23:22 ,690
7/10/2019 15:23:23 ,700
7/10/2019 15:23:24 ,710
7/10/2019 15:23:25 ,710
7/10/2019 15:23:26 ,730
7/10/2019 15:23:27 ,740
7/10/2019 15:23:28 ,740
7/10/2019 15:23:29 ,750
7/10/2019 15:23:30 ,750
7/10/2019 15:23:31 ,760
7/10/2019 15:23:32 ,760
7/10/2019 15:23:33 ,760
7/10/2019 15:23:34 ,750
7/10/2019 15:23:35 ,750
7/10/2019 15:23:36 ,740
7/10/2019 15:23:37 ,740
7/10/2019 15:23:38 ,730
7/10/2019 15:23:39 ,730
7/10/2019 15:23:40 ,720
7/10/2019 15:23:41 ,710
7/10/2019 15:23:42 ,700
7/10/2019 15:23:43 ,680
7/10/2019 15:23:44 ,670
7/10/2019 15:23:45 ,660
7/10/2019 15:23:46 ,640
7/10/2019 15:23:47 ,630
7/10/2019 15:23:48 ,620
7/10/2019 15:23:49 ,600
7/10/2019 15:23:50 ,600
7/10/2019 15:23:51 ,590
7/10/2019 15:23:52 ,590
7/10/2019 15:23:53 ,590
7/10/2019 15:23:54 ,600
7/10/2019 15:23:55 ,600
7/10/2019 15:23:56 ,610
7/10/2019 15:23:57 ,620
7/10/2019 15:23:58 ,620
7/10/2019 15:23:59 ,640
7/10/2019 15:24:00 ,640
7/10/2019 15:24:01 ,660
7/10/2019 15:24:02 ,670
7/10/2019 15:24:03 ,690
7/10/2019 15:24:04 ,700
7/10/2019 15:24:05 ,710
7/10/2019 15:24:06 ,730
7/10/2019 15:24:07 ,740
7/10/2019 15:24:08 ,760
7/10/2019 15:24:09 ,770
7/10/2019 15:24:10 ,780
7/10/2019 15:24:11 ,790
7/10/2019 15:24:12 ,800
7/10/2019 15:24:13 ,810
7/10/2019 15:24:14 ,820
7/10/2019 15:24:15 ,820
7/10/2019 15:24:16 ,830
7/10/2019 15:24:17 ,830
7/10/2019 15:24:18 ,840
7/10/2019 15:24:19 ,840
7/10/2019 15:24:20 ,840
7/10/2019 15:24:21 ,840
7/10/2019 15:24:22 ,850
7/10/2019 15:24:23 ,850
7/10/2019 15:24:24 ,850
7/10/2019 15:24:25 ,850
7/10/2019 15:24:26 ,850
7/10/2019 15:24:27 ,850
7/10/2019 15:24:28 ,850
7/10/2019 15:24:29 ,850
7/10/2019 15:24:30 ,850
7/10/2019 15:24:31 ,860
7/10/2019 15:24:32 ,870
7/10/2019 15:24:33 ,880
7/10/2019 15:24:34 ,880
7/10/2019 15:24:35 ,900
7/10/2019 15:24:36 ,910
7/10/2019 15:24:37 ,920
7/10/2019 15:24:38 ,940
7/10/2019 15:24:39 ,950
7/10/2019 15:24:40 ,970
7/10/2019 15:24:41 ,980
7/10/2019 15:24:42 ,990
7/10/2019 15:24:43 ,1000
7/10/2019 15:24:44 ,1010
7/10/2019 15:24:45 ,1010
7/10/2019 15:24:46 ,1010
7/10/2019 15:24:47 ,1020
7/10/2019 15:24:48 ,1020
7/10/2019 15:24:49 ,1020
7/10/2019 15:24:50 ,1020
7/10/2019 15:24:51 ,1020
7/10/2019 15:24:52 ,1020
7/10/2019 15:24:53 ,1020
7/10/2019 15:24:54 ,1010
7/10/2019 15:24:55 ,1010
7/10/2019 15:24:56 ,1000
7/10/2019 15:24:57 ,990
7/10/2019 15:24:58 ,980
7/10/2019 15:24:59 ,980
7/10/2019 15:25:00 ,970
7/10/2019 15:25:01 ,970
7/10/2019 15:25:02 ,970
7/10/2019 15:25:03 ,970
7/10/2019 15:25:04 ,970
7/10/2019 15:25:05 ,980
7/10/2019 15:25:06 ,980
7/10/2019 15:25:07 ,990
7/10/2019 15:25:08 ,990
7/10/2019 15:25:09 ,1000
7/10/2019 15:25:10 ,1000
7/10/2019 15:25:11 ,1010
7/10/2019 15:25:12 ,1010
7/10/2019 15:25:13 ,1020
7/10/2019 15:25:14 ,1020
7/10/2019 15:25:15 ,1030
7/10/2019 15:25:16 ,1030
7/10/2019 15:25:17 ,1030
7/10/2019 15:25:18 ,1030
7/10/2019 15:25:19 ,1030
7/10/2019 15:25:20 ,1020
7/10/2019 15:25:21 ,1020
7/10/2019 15:25:22 ,1010
7/10/2019 15:25:23 ,1000
7/10/2019 15:25:24 ,990
7/10/2019 15:25:25 ,970
7/10/2019 15:25:26 ,960
7/10/2019 15:25:27 ,940
7/10/2019 15:25:28 ,940
7/10/2019 15:25:29 ,930
7/10/2019 15:25:30 ,930
7/10/2019 15:25:31 ,920
7/10/2019 15:25:32 ,920
7/10/2019 15:25:33 ,930
7/10/2019 15:25:34 ,930
7/10/2019 15:25:35 ,940
7/10/2019 15:25:36 ,950
7/10/2019 15:25:37 ,960
7/10/2019 15:25:38 ,970
7/10/2019 15:25:39 ,980
7/10/2019 15:25:40 ,1000
7/10/2019 15:25:41 ,1010
7/10/2019 15:25:42 ,1030
7/10/2019 15:25:43 ,1050
7/10/2019 15:25:44 ,1050
7/10/2019 15:25:45 ,1070
7/10/2019 15:25:46 ,1080
7/10/2019 15:25:47 ,1090
7/10/2019 15:25:48 ,1090
7/10/2019 15:25:49 ,1100
7/10/2019 15:25:50 ,1100
7/10/2019 15:25:51 ,1100
7/10/2019 15:25:52 ,1100
7/10/2019 15:25:53 ,1100
7/10/2019 15:25:54 ,1090
7/10/2019 15:25:55 ,1080
7/10/2019 15:25:56 ,1070
7/10/2019 15:25:57 ,1060
7/10/2019 15:25:58 ,1050
7/10/2019 15:25:59 ,1030
7/10/2019 15:26:00 ,1020
7/10/2019 15:26:01 ,1010
7/10/2019 15:26:02 ,990
7/10/2019 15:26:03 ,990
7/10/2019 15:26:04 ,980
7/10/2019 15:26:05 ,970
7/10/2019 15:26:06 ,960
7/10/2019 15:26:07 ,960
7/10/2019 15:26:08 ,960
7/10/2019 15:26:09 ,960
7/10/2019 15:26:10 ,960
7/10/2019 15:26:11 ,960
7/10/2019 15:26:12 ,970
7/10/2019 15:26:13 ,970
7/10/2019 15:26:14 ,980
7/10/2019 15:26:15 ,990
7/10/2019 15:26:16 ,990
7/10/2019 15:26:17 ,1000
7/10/2019 15:26:18 ,1000
7/10/2019 15:26:19 ,1000
