,"CO2, ppm"
7/6/2019 13:25:48 ,1940
7/6/2019 13:25:49 ,2000
7/6/2019 13:25:50 ,2070
7/6/2019 13:25:51 ,2140
7/6/2019 13:25:52 ,2210
7/6/2019 13:25:53 ,2250
7/6/2019 13:25:54 ,2330
7/6/2019 13:25:55 ,2390
7/6/2019 13:25:56 ,2460
7/6/2019 13:25:57 ,2520
7/6/2019 13:25:58 ,2560
7/6/2019 13:25:59 ,2620
7/6/2019 13:26:00 ,2680
7/6/2019 13:26:01 ,2750
7/6/2019 13:26:02 ,2810
7/6/2019 13:26:03 ,2840
7/6/2019 13:26:04 ,2910
7/6/2019 13:26:05 ,2970
7/6/2019 13:26:06 ,3030
7/6/2019 13:26:07 ,3080
7/6/2019 13:26:08 ,3120
7/6/2019 13:26:09 ,3170
7/6/2019 13:26:10 ,3210
7/6/2019 13:26:11 ,3250
7/6/2019 13:26:12 ,3290
7/6/2019 13:26:13 ,3320
7/6/2019 13:26:14 ,3360
7/6/2019 13:26:15 ,3410
7/6/2019 13:26:16 ,3460
7/6/2019 13:26:17 ,3510
7/6/2019 13:26:18 ,3580
7/6/2019 13:26:19 ,3600
7/6/2019 13:26:20 ,3650
7/6/2019 13:26:21 ,3710
7/6/2019 13:26:22 ,3760
7/6/2019 13:26:23 ,3800
7/6/2019 13:26:24 ,3840
7/6/2019 13:26:25 ,3880
7/6/2019 13:26:26 ,3930
7/6/2019 13:26:27 ,3970
7/6/2019 13:26:28 ,4010
7/6/2019 13:26:29 ,4050
7/6/2019 13:26:30 ,4100
7/6/2019 13:26:31 ,4150
7/6/2019 13:26:32 ,4190
7/6/2019 13:26:33 ,4220
7/6/2019 13:26:34 ,4270
7/6/2019 13:26:35 ,4300
7/6/2019 13:26:36 ,4340
7/6/2019 13:26:37 ,4370
7/6/2019 13:26:38 ,4390
7/6/2019 13:26:39 ,4420
7/6/2019 13:26:40 ,4440
7/6/2019 13:26:41 ,4460
7/6/2019 13:26:42 ,4480
7/6/2019 13:26:43 ,4500
7/6/2019 13:26:44 ,4530
7/6/2019 13:26:45 ,4550
7/6/2019 13:26:46 ,4580
7/6/2019 13:26:47 ,4610
7/6/2019 13:26:48 ,4630
7/6/2019 13:26:49 ,4650
7/6/2019 13:26:50 ,4680
7/6/2019 13:26:51 ,4700
7/6/2019 13:26:52 ,4730
7/6/2019 13:26:53 ,4750
7/6/2019 13:26:54 ,4780
7/6/2019 13:26:55 ,4800
7/6/2019 13:26:56 ,4830
7/6/2019 13:26:57 ,4860
7/6/2019 13:26:58 ,4880
7/6/2019 13:26:59 ,4910
7/6/2019 13:27:00 ,4940
7/6/2019 13:27:01 ,4960
7/6/2019 13:27:02 ,4990
7/6/2019 13:27:03 ,5010
7/6/2019 13:27:04 ,5040
7/6/2019 13:27:05 ,5070
7/6/2019 13:27:06 ,5090
7/6/2019 13:27:07 ,5120
7/6/2019 13:27:08 ,5140
7/6/2019 13:27:09 ,5170
7/6/2019 13:27:10 ,5190
7/6/2019 13:27:11 ,5210
7/6/2019 13:27:12 ,5230
7/6/2019 13:27:13 ,5240
7/6/2019 13:27:14 ,5240
7/6/2019 13:27:15 ,5250
7/6/2019 13:27:16 ,5250
7/6/2019 13:27:17 ,5250
7/6/2019 13:27:18 ,5250
7/6/2019 13:27:19 ,5240
7/6/2019 13:27:20 ,5230
7/6/2019 13:27:21 ,5220
7/6/2019 13:27:22 ,5210
7/6/2019 13:27:23 ,5210
7/6/2019 13:27:24 ,5200
7/6/2019 13:27:25 ,5210
7/6/2019 13:27:26 ,5210
7/6/2019 13:27:27 ,5220
7/6/2019 13:27:28 ,5230
7/6/2019 13:27:29 ,5250
7/6/2019 13:27:30 ,5280
7/6/2019 13:27:31 ,5320
7/6/2019 13:27:32 ,5340
7/6/2019 13:27:33 ,5390
7/6/2019 13:27:34 ,5440
