,"CO2, ppm"
7/6/2019 12:45:50 ,280
7/6/2019 12:45:51 ,280
7/6/2019 12:45:52 ,280
7/6/2019 12:45:53 ,280
7/6/2019 12:45:54 ,280
7/6/2019 12:45:55 ,280
7/6/2019 12:45:56 ,280
7/6/2019 12:45:57 ,280
7/6/2019 12:45:58 ,290
7/6/2019 12:45:59 ,290
7/6/2019 12:46:00 ,290
7/6/2019 12:46:01 ,300
7/6/2019 12:46:02 ,300
7/6/2019 12:46:03 ,310
7/6/2019 12:46:04 ,310
7/6/2019 12:46:05 ,320
7/6/2019 12:46:06 ,330
7/6/2019 12:46:07 ,330
7/6/2019 12:46:08 ,340
7/6/2019 12:46:09 ,340
7/6/2019 12:46:10 ,350
7/6/2019 12:46:11 ,360
7/6/2019 12:46:12 ,370
7/6/2019 12:46:13 ,370
7/6/2019 12:46:14 ,370
7/6/2019 12:46:15 ,370
7/6/2019 12:46:16 ,370
7/6/2019 12:46:17 ,370
7/6/2019 12:46:18 ,370
7/6/2019 12:46:19 ,370
7/6/2019 12:46:20 ,370
7/6/2019 12:46:21 ,370
7/6/2019 12:46:22 ,370
7/6/2019 12:46:23 ,360
7/6/2019 12:46:24 ,360
7/6/2019 12:46:25 ,360
7/6/2019 12:46:26 ,350
7/6/2019 12:46:27 ,340
7/6/2019 12:46:28 ,330
7/6/2019 12:46:29 ,320
7/6/2019 12:46:30 ,310
7/6/2019 12:46:31 ,300
7/6/2019 12:46:32 ,290
7/6/2019 12:46:33 ,290
7/6/2019 12:46:34 ,290
7/6/2019 12:46:35 ,290
7/6/2019 12:46:36 ,290
7/6/2019 12:46:37 ,290
7/6/2019 12:46:38 ,290
7/6/2019 12:46:39 ,290
7/6/2019 12:46:40 ,300
7/6/2019 12:46:41 ,300
7/6/2019 12:46:42 ,300
7/6/2019 12:46:43 ,310
7/6/2019 12:46:44 ,310
7/6/2019 12:46:45 ,320
7/6/2019 12:46:46 ,330
7/6/2019 12:46:47 ,340
7/6/2019 12:46:48 ,350
7/6/2019 12:46:49 ,350
7/6/2019 12:46:50 ,360
