,"CO2, ppm"
7/11/2019 14:30:57 ,730
7/11/2019 14:30:58 ,730
7/11/2019 14:30:59 ,740
7/11/2019 14:31:00 ,740
7/11/2019 14:31:01 ,760
7/11/2019 14:31:02 ,770
7/11/2019 14:31:03 ,780
7/11/2019 14:31:04 ,790
7/11/2019 14:31:05 ,800
7/11/2019 14:31:06 ,810
7/11/2019 14:31:07 ,830
7/11/2019 14:31:08 ,840
7/11/2019 14:31:09 ,850
7/11/2019 14:31:10 ,860
7/11/2019 14:31:11 ,870
7/11/2019 14:31:12 ,870
7/11/2019 14:31:13 ,870
7/11/2019 14:31:14 ,880
7/11/2019 14:31:15 ,880
7/11/2019 14:31:16 ,880
7/11/2019 14:31:17 ,870
7/11/2019 14:31:18 ,870
7/11/2019 14:31:19 ,860
