,"CO2, ppm"
7/10/2019 14:53:53 ,1330
7/10/2019 14:53:54 ,1340
7/10/2019 14:53:55 ,1350
7/10/2019 14:53:56 ,1360
7/10/2019 14:53:57 ,1370
7/10/2019 14:53:58 ,1380
7/10/2019 14:53:59 ,1400
7/10/2019 14:54:00 ,1410
7/10/2019 14:54:01 ,1420
7/10/2019 14:54:02 ,1420
7/10/2019 14:54:03 ,1420
7/10/2019 14:54:04 ,1430
7/10/2019 14:54:05 ,1430
7/10/2019 14:54:06 ,1430
7/10/2019 14:54:07 ,1420
7/10/2019 14:54:08 ,1420
7/10/2019 14:54:09 ,1410
7/10/2019 14:54:10 ,1400
7/10/2019 14:54:11 ,1390
7/10/2019 14:54:12 ,1380
7/10/2019 14:54:13 ,1370
7/10/2019 14:54:14 ,1370
7/10/2019 14:54:15 ,1360
7/10/2019 14:54:16 ,1360
7/10/2019 14:54:17 ,1360
7/10/2019 14:54:18 ,1360
7/10/2019 14:54:19 ,1370
7/10/2019 14:54:20 ,1380
7/10/2019 14:54:21 ,1390
7/10/2019 14:54:22 ,1390
7/10/2019 14:54:23 ,1400
7/10/2019 14:54:24 ,1420
7/10/2019 14:54:25 ,1430
7/10/2019 14:54:26 ,1440
7/10/2019 14:54:27 ,1460
7/10/2019 14:54:28 ,1470
7/10/2019 14:54:29 ,1490
7/10/2019 14:54:30 ,1510
7/10/2019 14:54:31 ,1530
7/10/2019 14:54:32 ,1540
7/10/2019 14:54:33 ,1560
7/10/2019 14:54:34 ,1580
7/10/2019 14:54:35 ,1600
7/10/2019 14:54:36 ,1620
7/10/2019 14:54:37 ,1630
7/10/2019 14:54:38 ,1650
7/10/2019 14:54:39 ,1670
7/10/2019 14:54:40 ,1680
7/10/2019 14:54:41 ,1700
7/10/2019 14:54:42 ,1700
7/10/2019 14:54:43 ,1710
7/10/2019 14:54:44 ,1720
7/10/2019 14:54:45 ,1730
7/10/2019 14:54:46 ,1740
7/10/2019 14:54:47 ,1740
7/10/2019 14:54:48 ,1740
7/10/2019 14:54:49 ,1740
7/10/2019 14:54:50 ,1730
7/10/2019 14:54:51 ,1730
7/10/2019 14:54:52 ,1740
7/10/2019 14:54:53 ,1740
7/10/2019 14:54:54 ,1740
7/10/2019 14:54:55 ,1740
7/10/2019 14:54:56 ,1740
7/10/2019 14:54:57 ,1740
7/10/2019 14:54:58 ,1740
7/10/2019 14:54:59 ,1740
7/10/2019 14:55:00 ,1750
7/10/2019 14:55:01 ,1750
7/10/2019 14:55:02 ,1760
7/10/2019 14:55:03 ,1760
7/10/2019 14:55:04 ,1770
7/10/2019 14:55:05 ,1780
7/10/2019 14:55:06 ,1790
7/10/2019 14:55:07 ,1800
7/10/2019 14:55:08 ,1810
7/10/2019 14:55:09 ,1810
7/10/2019 14:55:10 ,1820
7/10/2019 14:55:11 ,1820
7/10/2019 14:55:12 ,1820
7/10/2019 14:55:13 ,1820
7/10/2019 14:55:14 ,1830
7/10/2019 14:55:15 ,1830
7/10/2019 14:55:16 ,1840
7/10/2019 14:55:17 ,1840
7/10/2019 14:55:18 ,1850
7/10/2019 14:55:19 ,1860
7/10/2019 14:55:20 ,1860
7/10/2019 14:55:21 ,1870
7/10/2019 14:55:22 ,1880
7/10/2019 14:55:23 ,1890
7/10/2019 14:55:24 ,1900
7/10/2019 14:55:25 ,1900
7/10/2019 14:55:26 ,1900
7/10/2019 14:55:27 ,1900
7/10/2019 14:55:28 ,1900
7/10/2019 14:55:29 ,1900
7/10/2019 14:55:30 ,1900
7/10/2019 14:55:31 ,1900
7/10/2019 14:55:32 ,1890
7/10/2019 14:55:33 ,1890
7/10/2019 14:55:34 ,1890
7/10/2019 14:55:35 ,1890
7/10/2019 14:55:36 ,1890
7/10/2019 14:55:37 ,1880
7/10/2019 14:55:38 ,1880
7/10/2019 14:55:39 ,1890
7/10/2019 14:55:40 ,1890
7/10/2019 14:55:41 ,1890
7/10/2019 14:55:42 ,1890
7/10/2019 14:55:43 ,1900
7/10/2019 14:55:44 ,1910
7/10/2019 14:55:45 ,1920
7/10/2019 14:55:46 ,1930
7/10/2019 14:55:47 ,1950
7/10/2019 14:55:48 ,1960
7/10/2019 14:55:49 ,1980
7/10/2019 14:55:50 ,2000
7/10/2019 14:55:51 ,2010
7/10/2019 14:55:52 ,2030
