,"CO2, ppm"
7/10/2019 15:13:30 ,2060
7/10/2019 15:13:31 ,2090
7/10/2019 15:13:32 ,2110
7/10/2019 15:13:33 ,2130
7/10/2019 15:13:34 ,2150
7/10/2019 15:13:35 ,2170
7/10/2019 15:13:36 ,2190
7/10/2019 15:13:37 ,2210
7/10/2019 15:13:38 ,2220
7/10/2019 15:13:39 ,2230
7/10/2019 15:13:40 ,2250
7/10/2019 15:13:41 ,2260
7/10/2019 15:13:42 ,2270
7/10/2019 15:13:43 ,2270
7/10/2019 15:13:44 ,2280
7/10/2019 15:13:45 ,2290
7/10/2019 15:13:46 ,2300
7/10/2019 15:13:47 ,2310
7/10/2019 15:13:48 ,2310
7/10/2019 15:13:49 ,2330
7/10/2019 15:13:50 ,2350
7/10/2019 15:13:51 ,2370
7/10/2019 15:13:52 ,2390
7/10/2019 15:13:53 ,2410
7/10/2019 15:13:54 ,2440
7/10/2019 15:13:55 ,2480
7/10/2019 15:13:56 ,2520
7/10/2019 15:13:57 ,2550
7/10/2019 15:13:58 ,2580
7/10/2019 15:13:59 ,2620
7/10/2019 15:14:00 ,2650
7/10/2019 15:14:01 ,2680
7/10/2019 15:14:02 ,2710
7/10/2019 15:14:03 ,2730
7/10/2019 15:14:04 ,2740
7/10/2019 15:14:05 ,2760
7/10/2019 15:14:06 ,2770
7/10/2019 15:14:07 ,2780
7/10/2019 15:14:08 ,2780
7/10/2019 15:14:09 ,2790
7/10/2019 15:14:10 ,2790
7/10/2019 15:14:11 ,2790
7/10/2019 15:14:12 ,2790
7/10/2019 15:14:13 ,2790
7/10/2019 15:14:14 ,2790
7/10/2019 15:14:15 ,2790
7/10/2019 15:14:16 ,2780
7/10/2019 15:14:17 ,2780
7/10/2019 15:14:18 ,2770
7/10/2019 15:14:19 ,2770
7/10/2019 15:14:20 ,2760
7/10/2019 15:14:21 ,2760
7/10/2019 15:14:22 ,2760
7/10/2019 15:14:23 ,2770
7/10/2019 15:14:24 ,2760
7/10/2019 15:14:25 ,2760
7/10/2019 15:14:26 ,2760
7/10/2019 15:14:27 ,2760
7/10/2019 15:14:28 ,2760
7/10/2019 15:14:29 ,2760
7/10/2019 15:14:30 ,2770
7/10/2019 15:14:31 ,2770
7/10/2019 15:14:32 ,2770
7/10/2019 15:14:33 ,2770
7/10/2019 15:14:34 ,2780
7/10/2019 15:14:35 ,2780
7/10/2019 15:14:36 ,2800
7/10/2019 15:14:37 ,2810
7/10/2019 15:14:38 ,2830
7/10/2019 15:14:39 ,2850
7/10/2019 15:14:40 ,2870
7/10/2019 15:14:41 ,2890
7/10/2019 15:14:42 ,2900
7/10/2019 15:14:43 ,2930
7/10/2019 15:14:44 ,2950
7/10/2019 15:14:45 ,2980
7/10/2019 15:14:46 ,3000
7/10/2019 15:14:47 ,3010
7/10/2019 15:14:48 ,3020
7/10/2019 15:14:49 ,3030
7/10/2019 15:14:50 ,3040
7/10/2019 15:14:51 ,3050
7/10/2019 15:14:52 ,3050
7/10/2019 15:14:53 ,3050
7/10/2019 15:14:54 ,3050
7/10/2019 15:14:55 ,3060
7/10/2019 15:14:56 ,3060
7/10/2019 15:14:57 ,3060
7/10/2019 15:14:58 ,3060
7/10/2019 15:14:59 ,3050
7/10/2019 15:15:00 ,3050
7/10/2019 15:15:01 ,3060
7/10/2019 15:15:02 ,3060
7/10/2019 15:15:03 ,3060
7/10/2019 15:15:04 ,3070
7/10/2019 15:15:05 ,3070
7/10/2019 15:15:06 ,3080
7/10/2019 15:15:07 ,3080
7/10/2019 15:15:08 ,3090
7/10/2019 15:15:09 ,3100
7/10/2019 15:15:10 ,3110
7/10/2019 15:15:11 ,3120
7/10/2019 15:15:12 ,3130
7/10/2019 15:15:13 ,3130
7/10/2019 15:15:14 ,3140
7/10/2019 15:15:15 ,3140
7/10/2019 15:15:16 ,3140
7/10/2019 15:15:17 ,3140
7/10/2019 15:15:18 ,3130
7/10/2019 15:15:19 ,3130
7/10/2019 15:15:20 ,3120
7/10/2019 15:15:21 ,3120
7/10/2019 15:15:22 ,3120
7/10/2019 15:15:23 ,3110
7/10/2019 15:15:24 ,3110
7/10/2019 15:15:25 ,3100
7/10/2019 15:15:26 ,3100
7/10/2019 15:15:27 ,3100
7/10/2019 15:15:28 ,3110
7/10/2019 15:15:29 ,3110
