,"CO2, ppm"
7/10/2019 14:44:52 ,4900
7/10/2019 14:44:53 ,4870
7/10/2019 14:44:54 ,4830
7/10/2019 14:44:55 ,4790
7/10/2019 14:44:56 ,4760
7/10/2019 14:44:57 ,4720
7/10/2019 14:44:58 ,4680
7/10/2019 14:44:59 ,4640
7/10/2019 14:45:00 ,4620
7/10/2019 14:45:01 ,4580
7/10/2019 14:45:02 ,4540
7/10/2019 14:45:03 ,4500
7/10/2019 14:45:04 ,4460
7/10/2019 14:45:05 ,4430
7/10/2019 14:45:06 ,4400
7/10/2019 14:45:07 ,4370
7/10/2019 14:45:08 ,4330
7/10/2019 14:45:09 ,4310
7/10/2019 14:45:10 ,4290
7/10/2019 14:45:11 ,4270
7/10/2019 14:45:12 ,4250
7/10/2019 14:45:13 ,4240
7/10/2019 14:45:14 ,4230
7/10/2019 14:45:15 ,4230
7/10/2019 14:45:16 ,4230
7/10/2019 14:45:17 ,4240
7/10/2019 14:45:18 ,4250
7/10/2019 14:45:19 ,4270
7/10/2019 14:45:20 ,4280
7/10/2019 14:45:21 ,4300
7/10/2019 14:45:22 ,4320
7/10/2019 14:45:23 ,4350
7/10/2019 14:45:24 ,4380
7/10/2019 14:45:25 ,4390
7/10/2019 14:45:26 ,4420
7/10/2019 14:45:27 ,4440
7/10/2019 14:45:28 ,4460
7/10/2019 14:45:29 ,4480
7/10/2019 14:45:30 ,4490
7/10/2019 14:45:31 ,4500
7/10/2019 14:45:32 ,4520
7/10/2019 14:45:33 ,4530
7/10/2019 14:45:34 ,4530
7/10/2019 14:45:35 ,4530
7/10/2019 14:45:36 ,4520
7/10/2019 14:45:37 ,4500
7/10/2019 14:45:38 ,4490
7/10/2019 14:45:39 ,4470
7/10/2019 14:45:40 ,4460
7/10/2019 14:45:41 ,4450
7/10/2019 14:45:42 ,4430
7/10/2019 14:45:43 ,4410
7/10/2019 14:45:44 ,4400
7/10/2019 14:45:45 ,4390
7/10/2019 14:45:46 ,4380
7/10/2019 14:45:47 ,4370
7/10/2019 14:45:48 ,4360
7/10/2019 14:45:49 ,4340
7/10/2019 14:45:50 ,4330
7/10/2019 14:45:51 ,4310
7/10/2019 14:45:52 ,4290
7/10/2019 14:45:53 ,4270
7/10/2019 14:45:54 ,4250
7/10/2019 14:45:55 ,4240
7/10/2019 14:45:56 ,4220
7/10/2019 14:45:57 ,4210
7/10/2019 14:45:58 ,4190
7/10/2019 14:45:59 ,4170
7/10/2019 14:46:00 ,4150
7/10/2019 14:46:01 ,4140
7/10/2019 14:46:02 ,4120
7/10/2019 14:46:03 ,4090
7/10/2019 14:46:04 ,4070
7/10/2019 14:46:05 ,4040
7/10/2019 14:46:06 ,4010
7/10/2019 14:46:07 ,3970
7/10/2019 14:46:08 ,3940
7/10/2019 14:46:09 ,3910
7/10/2019 14:46:10 ,3890
7/10/2019 14:46:11 ,3860
7/10/2019 14:46:12 ,3830
7/10/2019 14:46:13 ,3790
7/10/2019 14:46:14 ,3770
7/10/2019 14:46:15 ,3740
7/10/2019 14:46:16 ,3720
7/10/2019 14:46:17 ,3690
7/10/2019 14:46:18 ,3650
7/10/2019 14:46:19 ,3630
7/10/2019 14:46:20 ,3600
7/10/2019 14:46:21 ,3570
7/10/2019 14:46:22 ,3540
7/10/2019 14:46:23 ,3520
7/10/2019 14:46:24 ,3500
7/10/2019 14:46:25 ,3470
7/10/2019 14:46:26 ,3450
7/10/2019 14:46:27 ,3420
7/10/2019 14:46:28 ,3400
7/10/2019 14:46:29 ,3390
7/10/2019 14:46:30 ,3370
7/10/2019 14:46:31 ,3350
7/10/2019 14:46:32 ,3340
7/10/2019 14:46:33 ,3320
7/10/2019 14:46:34 ,3300
7/10/2019 14:46:35 ,3280
7/10/2019 14:46:36 ,3270
7/10/2019 14:46:37 ,3260
7/10/2019 14:46:38 ,3240
7/10/2019 14:46:39 ,3240
7/10/2019 14:46:40 ,3220
7/10/2019 14:46:41 ,3210
7/10/2019 14:46:42 ,3190
7/10/2019 14:46:43 ,3170
7/10/2019 14:46:44 ,3160
7/10/2019 14:46:45 ,3140
7/10/2019 14:46:46 ,3120
7/10/2019 14:46:47 ,3090
7/10/2019 14:46:48 ,3060
7/10/2019 14:46:49 ,3040
