,"CO2, ppm"
7/10/2019 14:38:41 ,1530
7/10/2019 14:38:42 ,1540
7/10/2019 14:38:43 ,1550
7/10/2019 14:38:44 ,1560
7/10/2019 14:38:45 ,1560
7/10/2019 14:38:46 ,1570
7/10/2019 14:38:47 ,1580
7/10/2019 14:38:48 ,1580
7/10/2019 14:38:49 ,1590
7/10/2019 14:38:50 ,1600
7/10/2019 14:38:51 ,1600
7/10/2019 14:38:52 ,1620
7/10/2019 14:38:53 ,1630
7/10/2019 14:38:54 ,1640
7/10/2019 14:38:55 ,1650
7/10/2019 14:38:56 ,1670
7/10/2019 14:38:57 ,1690
7/10/2019 14:38:58 ,1710
7/10/2019 14:38:59 ,1740
7/10/2019 14:39:00 ,1750
7/10/2019 14:39:01 ,1770
7/10/2019 14:39:02 ,1800
7/10/2019 14:39:03 ,1820
7/10/2019 14:39:04 ,1840
7/10/2019 14:39:05 ,1860
7/10/2019 14:39:06 ,1880
7/10/2019 14:39:07 ,1890
7/10/2019 14:39:08 ,1910
7/10/2019 14:39:09 ,1920
7/10/2019 14:39:10 ,1930
7/10/2019 14:39:11 ,1940
7/10/2019 14:39:12 ,1940
7/10/2019 14:39:13 ,1950
7/10/2019 14:39:14 ,1950
7/10/2019 14:39:15 ,1960
7/10/2019 14:39:16 ,1960
7/10/2019 14:39:17 ,1950
7/10/2019 14:39:18 ,1950
7/10/2019 14:39:19 ,1950
7/10/2019 14:39:20 ,1960
7/10/2019 14:39:21 ,1960
7/10/2019 14:39:22 ,1970
7/10/2019 14:39:23 ,1980
7/10/2019 14:39:24 ,1990
7/10/2019 14:39:25 ,2000
7/10/2019 14:39:26 ,2010
7/10/2019 14:39:27 ,2020
7/10/2019 14:39:28 ,2040
7/10/2019 14:39:29 ,2050
7/10/2019 14:39:30 ,2060
7/10/2019 14:39:31 ,2080
7/10/2019 14:39:32 ,2090
7/10/2019 14:39:33 ,2110
7/10/2019 14:39:34 ,2140
7/10/2019 14:39:35 ,2150
7/10/2019 14:39:36 ,2180
7/10/2019 14:39:37 ,2210
7/10/2019 14:39:38 ,2240
7/10/2019 14:39:39 ,2270
7/10/2019 14:39:40 ,2290
7/10/2019 14:39:41 ,2310
7/10/2019 14:39:42 ,2340
7/10/2019 14:39:43 ,2350
7/10/2019 14:39:44 ,2370
7/10/2019 14:39:45 ,2380
7/10/2019 14:39:46 ,2390
7/10/2019 14:39:47 ,2410
7/10/2019 14:39:48 ,2420
7/10/2019 14:39:49 ,2440
7/10/2019 14:39:50 ,2450
7/10/2019 14:39:51 ,2460
7/10/2019 14:39:52 ,2470
7/10/2019 14:39:53 ,2480
7/10/2019 14:39:54 ,2480
7/10/2019 14:39:55 ,2490
7/10/2019 14:39:56 ,2490
7/10/2019 14:39:57 ,2490
7/10/2019 14:39:58 ,2480
7/10/2019 14:39:59 ,2480
7/10/2019 14:40:00 ,2480
7/10/2019 14:40:01 ,2470
7/10/2019 14:40:02 ,2480
7/10/2019 14:40:03 ,2480
7/10/2019 14:40:04 ,2480
7/10/2019 14:40:05 ,2490
7/10/2019 14:40:06 ,2500
7/10/2019 14:40:07 ,2500
7/10/2019 14:40:08 ,2510
7/10/2019 14:40:09 ,2520
7/10/2019 14:40:10 ,2530
7/10/2019 14:40:11 ,2540
7/10/2019 14:40:12 ,2560
7/10/2019 14:40:13 ,2580
7/10/2019 14:40:14 ,2590
7/10/2019 14:40:15 ,2620
7/10/2019 14:40:16 ,2640
7/10/2019 14:40:17 ,2670
7/10/2019 14:40:18 ,2700
7/10/2019 14:40:19 ,2720
7/10/2019 14:40:20 ,2750
7/10/2019 14:40:21 ,2780
7/10/2019 14:40:22 ,2800
7/10/2019 14:40:23 ,2820
7/10/2019 14:40:24 ,2830
7/10/2019 14:40:25 ,2840
7/10/2019 14:40:26 ,2840
7/10/2019 14:40:27 ,2850
7/10/2019 14:40:28 ,2850
7/10/2019 14:40:29 ,2840
7/10/2019 14:40:30 ,2840
7/10/2019 14:40:31 ,2820
7/10/2019 14:40:32 ,2800
7/10/2019 14:40:33 ,2780
7/10/2019 14:40:34 ,2770
7/10/2019 14:40:35 ,2740
7/10/2019 14:40:36 ,2720
7/10/2019 14:40:37 ,2700
7/10/2019 14:40:38 ,2680
