"","dateTime","GPP","ER","K600_init","burnin","Saved","ID"
"1",2019-07-12,NA,NA,103.08,228,388,"202004170001"
"2",2019-07-13,1.38131872625215,-4.30113938373657,103.08,228,388,"202004170001"
"3",2019-07-14,1.78158129554674,-5.51530534117211,103.08,228,388,"202004170001"
"4",2019-07-15,1.40500508167075,-4.00462344731004,103.08,228,388,"202004170001"
"5",2019-07-16,1.41918538651941,-4.91582325593772,103.08,228,388,"202004170001"
"6",2019-07-17,1.14902823397925,-3.6108332874239,103.08,228,388,"202004170001"
"7",2019-07-18,1.2847265136794,-4.0344679213013,103.08,228,388,"202004170001"
"8",2019-07-19,0.947644821603027,-3.29640427578062,103.08,228,388,"202004170001"
"9",2019-07-20,1.27011591973801,-3.70518454755096,103.08,228,388,"202004170001"
"10",2019-07-21,1.43374543014049,-4.07224833439707,103.08,228,388,"202004170001"
"11",2019-07-22,1.84533404227818,-5.91921389270996,103.08,228,388,"202004170001"
"12",2019-07-23,1.67643879220282,-4.45204172877651,103.08,228,388,"202004170001"
"13",2019-07-24,1.6556136817394,-4.23039985711822,103.08,228,388,"202004170001"
"14",2019-07-25,1.30082775665077,-3.21067178887081,103.08,228,388,"202004170001"
"15",2019-07-26,1.00395027386338,-3.62525925983563,103.08,228,388,"202004170001"
"16",2019-07-27,1.18836833418986,-3.40014670632011,103.08,228,388,"202004170001"
"17",2019-07-28,1.31107128404378,-3.96371396350579,103.08,228,388,"202004170001"
"18",2019-07-29,1.53636559138348,-5.40727906352205,103.08,228,388,"202004170001"
"19",2019-07-30,1.08440574435472,-4.18109596472315,103.08,228,388,"202004170001"
"20",2019-07-31,0.869925996933639,-2.7437362937832,103.08,228,388,"202004170001"
"21",2019-08-01,1.19149026747047,-4.3212917982549,103.08,228,388,"202004170001"
"22",2019-08-02,0.698275298053558,-2.75906096555644,103.08,228,388,"202004170001"
"23",2019-08-03,1.0127085167234,-2.96085481757426,103.08,228,388,"202004170001"
"24",2019-08-04,1.20833597822709,-3.93850814344058,103.08,228,388,"202004170001"
"25",2019-08-05,1.38682428135708,-4.16044211275109,103.08,228,388,"202004170001"
"26",2019-08-06,0.973719322573978,-3.38633660963107,103.08,228,388,"202004170001"
"27",2019-08-07,0.83495130279138,-3.32813077958282,103.08,228,388,"202004170001"
"28",2019-08-08,0.743141737748265,-3.28602764356132,103.08,228,388,"202004170001"
"29",2019-08-09,0.704750794595384,-3.07358721576793,103.08,228,388,"202004170001"
"30",2019-08-10,0.826790146338046,-3.09129517457931,103.08,228,388,"202004170001"
"31",2019-08-11,0.851957363002357,-3.21932030330709,103.08,228,388,"202004170001"
"32",2019-08-12,0.760449542362557,-3.22784832606907,103.08,228,388,"202004170001"
"33",2019-08-13,0.329026853863111,-1.98685805597837,103.08,228,388,"202004170001"
"34",2019-08-14,NA,NA,103.08,228,388,"202004170001"
"35",2019-07-12,NA,NA,49.87,377,240,"202004170002"
"36",2019-07-13,1.38152854685996,-4.29043926336355,49.87,377,240,"202004170002"
"37",2019-07-14,1.77762090426161,-5.50449831919149,49.87,377,240,"202004170002"
"38",2019-07-15,1.40677129660713,-4.01794480774727,49.87,377,240,"202004170002"
"39",2019-07-16,1.41254960602857,-4.89766385215886,49.87,377,240,"202004170002"
"40",2019-07-17,1.1467370578391,-3.62693967727589,49.87,377,240,"202004170002"
"41",2019-07-18,1.29045901711175,-4.05027469584994,49.87,377,240,"202004170002"
"42",2019-07-19,0.952372301300862,-3.31378330034044,49.87,377,240,"202004170002"
"43",2019-07-20,1.26409631586988,-3.68603127638824,49.87,377,240,"202004170002"
"44",2019-07-21,1.42142197631148,-4.05486463134781,49.87,377,240,"202004170002"
"45",2019-07-22,1.84671076490629,-5.9432328956754,49.87,377,240,"202004170002"
"46",2019-07-23,1.67547853066084,-4.4547723902372,49.87,377,240,"202004170002"
"47",2019-07-24,1.65512995891324,-4.22146305858438,49.87,377,240,"202004170002"
"48",2019-07-25,1.29709939612642,-3.2028474928712,49.87,377,240,"202004170002"
"49",2019-07-26,0.999738052504957,-3.6166037314499,49.87,377,240,"202004170002"
"50",2019-07-27,1.19676324411189,-3.41294899913732,49.87,377,240,"202004170002"
"51",2019-07-28,1.30498927166608,-3.94870137629859,49.87,377,240,"202004170002"
"52",2019-07-29,1.54507879125164,-5.43671633308173,49.87,377,240,"202004170002"
"53",2019-07-30,1.08249834488824,-4.15618894717835,49.87,377,240,"202004170002"
"54",2019-07-31,0.869479678105801,-2.74281389452346,49.87,377,240,"202004170002"
"55",2019-08-01,1.19131558369841,-4.30830991976719,49.87,377,240,"202004170002"
"56",2019-08-02,0.692448695606535,-2.7532989862902,49.87,377,240,"202004170002"
"57",2019-08-03,1.02113939975707,-2.98011990911543,49.87,377,240,"202004170002"
"58",2019-08-04,1.19368049590252,-3.8918896987857,49.87,377,240,"202004170002"
"59",2019-08-05,1.38898728161551,-4.15168656581955,49.87,377,240,"202004170002"
"60",2019-08-06,0.983207873295425,-3.42419246678991,49.87,377,240,"202004170002"
"61",2019-08-07,0.838550950414374,-3.36331864875975,49.87,377,240,"202004170002"
"62",2019-08-08,0.74172704803363,-3.28547459506723,49.87,377,240,"202004170002"
"63",2019-08-09,0.705336210403756,-3.09995342112483,49.87,377,240,"202004170002"
"64",2019-08-10,0.825606837601885,-3.07118030936887,49.87,377,240,"202004170002"
"65",2019-08-11,0.85237609227413,-3.20105959661619,49.87,377,240,"202004170002"
"66",2019-08-12,0.755175920801562,-3.161921182399,49.87,377,240,"202004170002"
"67",2019-08-13,0.331460608617253,-1.98905397370461,49.87,377,240,"202004170002"
"68",2019-08-14,NA,NA,49.87,377,240,"202004170002"
"69",2019-07-12,NA,NA,157.82,293,355,"202004170003"
"70",2019-07-13,1.38020858873233,-4.28535885161378,157.82,293,355,"202004170003"
"71",2019-07-14,1.77697040654217,-5.49166798401516,157.82,293,355,"202004170003"
"72",2019-07-15,1.39923343172819,-3.99660146990905,157.82,293,355,"202004170003"
"73",2019-07-16,1.41630760031346,-4.91439366616725,157.82,293,355,"202004170003"
"74",2019-07-17,1.13667281428191,-3.57781300232628,157.82,293,355,"202004170003"
"75",2019-07-18,1.29134936963346,-4.05855512415002,157.82,293,355,"202004170003"
"76",2019-07-19,0.947033103110633,-3.28849957843854,157.82,293,355,"202004170003"
"77",2019-07-20,1.26208858591587,-3.67682908383655,157.82,293,355,"202004170003"
"78",2019-07-21,1.4158622337134,-4.03542726653271,157.82,293,355,"202004170003"
"79",2019-07-22,1.84735850818968,-5.9385131843334,157.82,293,355,"202004170003"
"80",2019-07-23,1.67896849613457,-4.45418192237801,157.82,293,355,"202004170003"
"81",2019-07-24,1.65617547713847,-4.23045679709682,157.82,293,355,"202004170003"
"82",2019-07-25,1.30595119274181,-3.22428462345585,157.82,293,355,"202004170003"
"83",2019-07-26,0.998135522805882,-3.60060517215814,157.82,293,355,"202004170003"
"84",2019-07-27,1.19705789473512,-3.42107644664424,157.82,293,355,"202004170003"
"85",2019-07-28,1.3038123426596,-3.92172469209006,157.82,293,355,"202004170003"
"86",2019-07-29,1.52621043245167,-5.37676945314206,157.82,293,355,"202004170003"
"87",2019-07-30,1.08357806490845,-4.16132802692524,157.82,293,355,"202004170003"
"88",2019-07-31,0.869147510788527,-2.7353674095211,157.82,293,355,"202004170003"
"89",2019-08-01,1.1920816657465,-4.32916212272514,157.82,293,355,"202004170003"
"90",2019-08-02,0.69483834280076,-2.7532061894712,157.82,293,355,"202004170003"
"91",2019-08-03,1.01239455133752,-2.96951655189866,157.82,293,355,"202004170003"
"92",2019-08-04,1.20609318238461,-3.905482904474,157.82,293,355,"202004170003"
"93",2019-08-05,1.3899508128885,-4.16012252862554,157.82,293,355,"202004170003"
"94",2019-08-06,0.972687476480048,-3.37894071653801,157.82,293,355,"202004170003"
"95",2019-08-07,0.834698486816534,-3.33701151750698,157.82,293,355,"202004170003"
"96",2019-08-08,0.75061256107742,-3.32168864835791,157.82,293,355,"202004170003"
"97",2019-08-09,0.703357596080214,-3.09443561556932,157.82,293,355,"202004170003"
"98",2019-08-10,0.827445919080872,-3.08719777051846,157.82,293,355,"202004170003"
"99",2019-08-11,0.849251238383592,-3.17985972308921,157.82,293,355,"202004170003"
"100",2019-08-12,0.76049506673571,-3.20998421642982,157.82,293,355,"202004170003"
"101",2019-08-13,0.331050178156458,-1.9778544189944,157.82,293,355,"202004170003"
"102",2019-08-14,NA,NA,157.82,293,355,"202004170003"
"103",2019-07-12,NA,NA,162.54,205,579,"202004170004"
"104",2019-07-13,1.37976665368115,-4.2901367073522,162.54,205,579,"202004170004"
"105",2019-07-14,1.7794110225604,-5.50675927701036,162.54,205,579,"202004170004"
"106",2019-07-15,1.40130044556326,-3.99629409644746,162.54,205,579,"202004170004"
"107",2019-07-16,1.42357511566238,-4.94236821272671,162.54,205,579,"202004170004"
"108",2019-07-17,1.14503838230407,-3.60381746666507,162.54,205,579,"202004170004"
"109",2019-07-18,1.28718696678638,-4.04227806452069,162.54,205,579,"202004170004"
"110",2019-07-19,0.951032466723972,-3.30883528886031,162.54,205,579,"202004170004"
"111",2019-07-20,1.26280777304879,-3.67672766670674,162.54,205,579,"202004170004"
"112",2019-07-21,1.42896263871336,-4.06355593049248,162.54,205,579,"202004170004"
"113",2019-07-22,1.85364465175778,-5.93889214857635,162.54,205,579,"202004170004"
"114",2019-07-23,1.67689102495365,-4.45060242194125,162.54,205,579,"202004170004"
"115",2019-07-24,1.65392644681088,-4.2246321651582,162.54,205,579,"202004170004"
"116",2019-07-25,1.30207729971217,-3.22119065702225,162.54,205,579,"202004170004"
"117",2019-07-26,1.00272856667961,-3.62663872456023,162.54,205,579,"202004170004"
"118",2019-07-27,1.19851418192494,-3.42372953792892,162.54,205,579,"202004170004"
"119",2019-07-28,1.30264817432925,-3.93758676958451,162.54,205,579,"202004170004"
"120",2019-07-29,1.52258408994105,-5.3600740857496,162.54,205,579,"202004170004"
"121",2019-07-30,1.08081212910725,-4.16849952682023,162.54,205,579,"202004170004"
"122",2019-07-31,0.866843375228261,-2.73880154409204,162.54,205,579,"202004170004"
"123",2019-08-01,1.18475437741392,-4.29789564989541,162.54,205,579,"202004170004"
"124",2019-08-02,0.702074479856847,-2.78119935344229,162.54,205,579,"202004170004"
"125",2019-08-03,1.01656758521939,-2.97626783659835,162.54,205,579,"202004170004"
"126",2019-08-04,1.19751277069079,-3.90415295972034,162.54,205,579,"202004170004"
"127",2019-08-05,1.3924218696961,-4.15643151095395,162.54,205,579,"202004170004"
"128",2019-08-06,0.97355085409885,-3.40792358964769,162.54,205,579,"202004170004"
"129",2019-08-07,0.833587507864608,-3.3213366990826,162.54,205,579,"202004170004"
"130",2019-08-08,0.746173946905394,-3.29976430332147,162.54,205,579,"202004170004"
"131",2019-08-09,0.709570524510904,-3.10728953985495,162.54,205,579,"202004170004"
"132",2019-08-10,0.829059807360426,-3.10651427592763,162.54,205,579,"202004170004"
"133",2019-08-11,0.851778093129059,-3.20605455784383,162.54,205,579,"202004170004"
"134",2019-08-12,0.761891036686234,-3.2173791813076,162.54,205,579,"202004170004"
"135",2019-08-13,0.332615313838087,-1.98603225415823,162.54,205,579,"202004170004"
"136",2019-08-14,NA,NA,162.54,205,579,"202004170004"
"137",2019-07-12,NA,NA,129.77,107,510,"202004170005"
"138",2019-07-13,1.3182688204072,-4.06538986488207,129.77,107,510,"202004170005"
"139",2019-07-14,1.80083250773812,-5.57337193055475,129.77,107,510,"202004170005"
"140",2019-07-15,1.38214498868797,-3.89087322465,129.77,107,510,"202004170005"
"141",2019-07-16,1.30964295061636,-4.55845129086761,129.77,107,510,"202004170005"
"142",2019-07-17,1.15547217416882,-3.66203131510452,129.77,107,510,"202004170005"
"143",2019-07-18,1.30538200211063,-4.14496653932248,129.77,107,510,"202004170005"
"144",2019-07-19,0.962540159419823,-3.4192371692725,129.77,107,510,"202004170005"
"145",2019-07-20,1.21529409545204,-3.47391476570569,129.77,107,510,"202004170005"
"146",2019-07-21,1.40276974175803,-3.98207970056441,129.77,107,510,"202004170005"
"147",2019-07-22,1.88975468932223,-6.17674900807041,129.77,107,510,"202004170005"
"148",2019-07-23,1.67204064859025,-4.45252328555303,129.77,107,510,"202004170005"
"149",2019-07-24,1.60221572117632,-4.06682123058346,129.77,107,510,"202004170005"
"150",2019-07-25,1.29081737064923,-3.13539882964465,129.77,107,510,"202004170005"
"151",2019-07-26,0.916589350948249,-3.23613742530628,129.77,107,510,"202004170005"
"152",2019-07-27,1.18547548679795,-3.33719740776466,129.77,107,510,"202004170005"
"153",2019-07-28,1.28380873749791,-3.84820180195566,129.77,107,510,"202004170005"
"154",2019-07-29,1.47632904309246,-5.14013871322434,129.77,107,510,"202004170005"
"155",2019-07-30,1.09492802942652,-4.32323579952208,129.77,107,510,"202004170005"
"156",2019-07-31,0.881425968029581,-2.63543457328668,129.77,107,510,"202004170005"
"157",2019-08-01,1.15387758894706,-4.31278847763376,129.77,107,510,"202004170005"
"158",2019-08-02,0.675606400708925,-2.44879979827431,129.77,107,510,"202004170005"
"159",2019-08-03,1.00838705641589,-2.99712916040109,129.77,107,510,"202004170005"
"160",2019-08-04,1.17812497929182,-3.75793138882401,129.77,107,510,"202004170005"
"161",2019-08-05,1.35882665542919,-4.10466634712177,129.77,107,510,"202004170005"
"162",2019-08-06,0.963199592176561,-3.36695605118948,129.77,107,510,"202004170005"
"163",2019-08-07,0.844463474226699,-3.5197701425563,129.77,107,510,"202004170005"
"164",2019-08-08,0.687755366201345,-2.86549692593863,129.77,107,510,"202004170005"
"165",2019-08-09,0.674416389459988,-2.84190739609207,129.77,107,510,"202004170005"
"166",2019-08-10,0.817162153246691,-3.09064264366741,129.77,107,510,"202004170005"
"167",2019-08-11,0.83360893729501,-3.04965368651393,129.77,107,510,"202004170005"
"168",2019-08-12,0.775899658802873,-3.21794959729764,129.77,107,510,"202004170005"
"169",2019-08-13,0.336240546300692,-1.63202540521663,129.77,107,510,"202004170005"
"170",2019-08-14,NA,NA,129.77,107,510,"202004170005"
"171",2019-07-12,NA,NA,393.96,226,565,"202004170006"
"172",2019-07-13,1.3792642577135,-4.28451775648613,393.96,226,565,"202004170006"
"173",2019-07-14,1.78609950997737,-5.54723246019237,393.96,226,565,"202004170006"
"174",2019-07-15,1.40211624516549,-3.99469720726972,393.96,226,565,"202004170006"
"175",2019-07-16,1.426489695178,-4.95058026141235,393.96,226,565,"202004170006"
"176",2019-07-17,1.14282983255836,-3.59824398562282,393.96,226,565,"202004170006"
"177",2019-07-18,1.2920363315752,-4.05781210495409,393.96,226,565,"202004170006"
"178",2019-07-19,0.947934265330024,-3.28404159877982,393.96,226,565,"202004170006"
"179",2019-07-20,1.26478772084187,-3.67719345139966,393.96,226,565,"202004170006"
"180",2019-07-21,1.42597945615844,-4.05427873402297,393.96,226,565,"202004170006"
"181",2019-07-22,1.85423594645564,-5.94552634225418,393.96,226,565,"202004170006"
"182",2019-07-23,1.67298882819288,-4.45230113678065,393.96,226,565,"202004170006"
"183",2019-07-24,1.6634026391874,-4.26006308536833,393.96,226,565,"202004170006"
"184",2019-07-25,1.30256749581119,-3.2134207387486,393.96,226,565,"202004170006"
"185",2019-07-26,0.999275631818918,-3.59679082591012,393.96,226,565,"202004170006"
"186",2019-07-27,1.19908365668276,-3.42133730398941,393.96,226,565,"202004170006"
"187",2019-07-28,1.30491785822476,-3.94127004902497,393.96,226,565,"202004170006"
"188",2019-07-29,1.53215847044599,-5.38706391667505,393.96,226,565,"202004170006"
"189",2019-07-30,1.07883891078375,-4.15052768067683,393.96,226,565,"202004170006"
"190",2019-07-31,0.868451935147791,-2.7454916702135,393.96,226,565,"202004170006"
"191",2019-08-01,1.18954723102831,-4.31937516822567,393.96,226,565,"202004170006"
"192",2019-08-02,0.698213993032705,-2.76921714861197,393.96,226,565,"202004170006"
"193",2019-08-03,1.01192525412115,-2.96694660938776,393.96,226,565,"202004170006"
"194",2019-08-04,1.1905505795707,-3.86741466844647,393.96,226,565,"202004170006"
"195",2019-08-05,1.39430554912616,-4.1669218577227,393.96,226,565,"202004170006"
"196",2019-08-06,0.979195433919539,-3.40363954127624,393.96,226,565,"202004170006"
"197",2019-08-07,0.832500220616075,-3.30836294055953,393.96,226,565,"202004170006"
"198",2019-08-08,0.744683294255112,-3.28252167606802,393.96,226,565,"202004170006"
"199",2019-08-09,0.696624533129521,-3.04731593940179,393.96,226,565,"202004170006"
"200",2019-08-10,0.828586725293264,-3.08561695285711,393.96,226,565,"202004170006"
"201",2019-08-11,0.853377061340606,-3.19800057685052,393.96,226,565,"202004170006"
"202",2019-08-12,0.763169613462967,-3.2091897998977,393.96,226,565,"202004170006"
"203",2019-08-13,0.334010951060346,-1.98118629141773,393.96,226,565,"202004170006"
"204",2019-08-14,NA,NA,393.96,226,565,"202004170006"
"205",2019-07-12,NA,NA,40.98,376,484,"202004170007"
"206",2019-07-13,1.3708792636831,-4.27143722464736,40.98,376,484,"202004170007"
"207",2019-07-14,1.78541115043155,-5.52550029899636,40.98,376,484,"202004170007"
"208",2019-07-15,1.40455598668976,-4.00959086031582,40.98,376,484,"202004170007"
"209",2019-07-16,1.41413795391408,-4.93484419373114,40.98,376,484,"202004170007"
"210",2019-07-17,1.14628944392394,-3.61030512065577,40.98,376,484,"202004170007"
"211",2019-07-18,1.28698225165182,-4.03108160319687,40.98,376,484,"202004170007"
"212",2019-07-19,0.956213344773983,-3.31438606462872,40.98,376,484,"202004170007"
"213",2019-07-20,1.26038643657148,-3.67380324759575,40.98,376,484,"202004170007"
"214",2019-07-21,1.42574193868099,-4.05082246716053,40.98,376,484,"202004170007"
"215",2019-07-22,1.84245709316482,-5.91221424104482,40.98,376,484,"202004170007"
"216",2019-07-23,1.67769638108177,-4.45638972136581,40.98,376,484,"202004170007"
"217",2019-07-24,1.65687335483096,-4.23351454595355,40.98,376,484,"202004170007"
"218",2019-07-25,1.30231916903716,-3.2177497740336,40.98,376,484,"202004170007"
"219",2019-07-26,1.0022306464877,-3.6160810022164,40.98,376,484,"202004170007"
"220",2019-07-27,1.19488983580584,-3.41332126950898,40.98,376,484,"202004170007"
"221",2019-07-28,1.30095607598733,-3.93640657205589,40.98,376,484,"202004170007"
"222",2019-07-29,1.53678446292689,-5.40673048241877,40.98,376,484,"202004170007"
"223",2019-07-30,1.08143984216423,-4.16034860345886,40.98,376,484,"202004170007"
"224",2019-07-31,0.86796430334564,-2.74701339561386,40.98,376,484,"202004170007"
"225",2019-08-01,1.19163007156192,-4.32345935197433,40.98,376,484,"202004170007"
"226",2019-08-02,0.697032116496412,-2.77463683387553,40.98,376,484,"202004170007"
"227",2019-08-03,1.01390853610508,-2.96665358448171,40.98,376,484,"202004170007"
"228",2019-08-04,1.19887511963956,-3.90027214602574,40.98,376,484,"202004170007"
"229",2019-08-05,1.38226580021059,-4.12539604003232,40.98,376,484,"202004170007"
"230",2019-08-06,0.976619397359472,-3.40384638015477,40.98,376,484,"202004170007"
"231",2019-08-07,0.836158587714994,-3.34562317593939,40.98,376,484,"202004170007"
"232",2019-08-08,0.749945494750165,-3.30227702444156,40.98,376,484,"202004170007"
"233",2019-08-09,0.703551120011371,-3.09134600176714,40.98,376,484,"202004170007"
"234",2019-08-10,0.826225608096364,-3.08116030183771,40.98,376,484,"202004170007"
"235",2019-08-11,0.853441881900093,-3.20242418346595,40.98,376,484,"202004170007"
"236",2019-08-12,0.761752640848844,-3.21970393448143,40.98,376,484,"202004170007"
"237",2019-08-13,0.335857568657048,-2.00320699788302,40.98,376,484,"202004170007"
"238",2019-08-14,NA,NA,40.98,376,484,"202004170007"
"239",2019-07-12,NA,NA,181.96,386,483,"202004170008"
"240",2019-07-13,1.38186473715905,-4.31377212325068,181.96,386,483,"202004170008"
"241",2019-07-14,1.78515435399621,-5.5200497851479,181.96,386,483,"202004170008"
"242",2019-07-15,1.40646870491298,-4.00416633479381,181.96,386,483,"202004170008"
"243",2019-07-16,1.41596648957842,-4.91084958340056,181.96,386,483,"202004170008"
"244",2019-07-17,1.14986720445431,-3.62000689505027,181.96,386,483,"202004170008"
