"Plot Title: DO_2"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)","Temp, °C (LGR S/N: 20645540, SEN S/N: 20645540)","Coupler Attached (LGR S/N: 20645540)","Host Connected (LGR S/N: 20645540)","Coupler Detached (LGR S/N: 20645540)","End Of File (LGR S/N: 20645540)"
40,07/18/19 11:45:00 PM,4.72,6.90,,,,
41,07/19/19 12:00:00 AM,4.69,6.84,,,,
42,07/19/19 12:15:00 AM,4.66,6.78,,,,
43,07/19/19 12:30:00 AM,4.63,6.74,,,,
44,07/19/19 12:45:00 AM,4.61,6.70,,,,
45,07/19/19 01:00:00 AM,4.60,6.66,,,,
46,07/19/19 01:15:00 AM,4.59,6.60,,,,
47,07/19/19 01:30:00 AM,4.59,6.54,,,,
48,07/19/19 01:45:00 AM,4.59,6.50,,,,
49,07/19/19 02:00:00 AM,4.59,6.44,,,,
50,07/19/19 02:15:00 AM,4.57,6.40,,,,
51,07/19/19 02:30:00 AM,4.55,6.36,,,,
52,07/19/19 02:45:00 AM,4.53,6.32,,,,
53,07/19/19 03:00:00 AM,4.51,6.28,,,,
54,07/19/19 03:15:00 AM,4.48,6.24,,,,
55,07/19/19 03:30:00 AM,4.47,6.20,,,,
56,07/19/19 03:45:00 AM,4.46,6.16,,,,
57,07/19/19 04:00:00 AM,4.44,6.10,,,,
58,07/19/19 04:15:00 AM,4.43,6.04,,,,
59,07/19/19 04:30:00 AM,4.43,5.92,,,,
60,07/19/19 04:45:00 AM,4.44,5.72,,,,
61,07/19/19 05:00:00 AM,4.44,5.54,,,,
62,07/19/19 05:15:00 AM,4.44,5.38,,,,
63,07/19/19 05:30:00 AM,4.43,5.30,,,,
64,07/19/19 05:45:00 AM,4.45,5.14,,,,
65,07/19/19 06:00:00 AM,4.45,5.08,,,,
66,07/19/19 06:15:00 AM,4.45,5.04,,,,
67,07/19/19 06:30:00 AM,4.44,5.04,,,,
68,07/19/19 06:45:00 AM,4.44,5.04,,,,
69,07/19/19 07:00:00 AM,4.46,5.06,,,,
70,07/19/19 07:15:00 AM,4.49,5.08,,,,
71,07/19/19 07:30:00 AM,4.55,5.10,,,,
72,07/19/19 07:45:00 AM,4.61,5.14,,,,
73,07/19/19 08:00:00 AM,4.71,5.18,,,,
74,07/19/19 08:15:00 AM,4.81,5.24,,,,
75,07/19/19 08:30:00 AM,4.91,5.30,,,,
76,07/19/19 08:45:00 AM,5.00,5.36,,,,
77,07/19/19 09:00:00 AM,5.10,5.44,,,,
78,07/19/19 09:15:00 AM,5.23,5.58,,,,
79,07/19/19 09:30:00 AM,5.35,5.82,,,,
80,07/19/19 09:45:00 AM,5.48,6.08,,,,
81,07/19/19 10:00:00 AM,5.58,6.36,,,,
82,07/19/19 10:15:00 AM,5.67,6.54,,,,
83,07/19/19 10:30:00 AM,5.75,6.72,,,,
84,07/19/19 10:45:00 AM,5.82,6.82,,,,
85,07/19/19 11:00:00 AM,5.89,6.94,,,,
86,07/19/19 11:15:00 AM,5.98,7.18,,,,
87,07/19/19 11:30:00 AM,6.04,7.40,,,,
88,07/19/19 11:45:00 AM,6.07,7.52,,,,
89,07/19/19 12:00:00 PM,6.09,7.52,,,,
90,07/19/19 12:15:00 PM,6.23,7.94,,,,
91,07/19/19 12:30:00 PM,6.25,8.36,,,,
92,07/19/19 12:45:00 PM,6.28,8.56,,,,
93,07/19/19 01:00:00 PM,6.34,8.80,,,,
94,07/19/19 01:15:00 PM,6.35,9.06,,,,
95,07/19/19 01:30:00 PM,6.38,9.32,,,,
96,07/19/19 01:45:00 PM,6.40,9.44,,,,
97,07/19/19 02:00:00 PM,6.41,9.48,,,,
98,07/19/19 02:15:00 PM,6.42,9.70,,,,
99,07/19/19 02:18:08 PM,,,Logged,,,
100,07/19/19 02:18:15 PM,,,,Logged,,
101,07/19/19 02:19:02 PM,,,,,Logged,
102,07/19/19 02:30:00 PM,6.28,10.46,,,,
103,07/19/19 02:45:00 PM,6.36,9.94,,,,
104,07/19/19 03:00:00 PM,6.34,9.76,,,,
105,07/19/19 03:15:00 PM,6.32,9.56,,,,
106,07/19/19 03:30:00 PM,6.33,9.44,,,,
107,07/19/19 03:45:00 PM,6.32,9.36,,,,
108,07/19/19 04:00:00 PM,6.30,9.24,,,,
109,07/19/19 04:15:00 PM,6.29,9.10,,,,
110,07/19/19 04:30:00 PM,6.27,8.98,,,,
111,07/19/19 04:45:00 PM,6.24,8.86,,,,
112,07/19/19 05:00:00 PM,6.22,8.72,,,,
113,07/19/19 05:15:00 PM,6.14,8.56,,,,
114,07/19/19 05:30:00 PM,6.07,8.42,,,,
115,07/19/19 05:45:00 PM,6.00,8.26,,,,
116,07/19/19 06:00:00 PM,5.93,8.12,,,,
117,07/19/19 06:15:00 PM,5.85,7.98,,,,
118,07/19/19 06:30:00 PM,5.75,7.84,,,,
119,07/19/19 06:45:00 PM,5.65,7.70,,,,
120,07/19/19 07:00:00 PM,5.56,7.58,,,,
121,07/19/19 07:15:00 PM,5.48,7.48,,,,
122,07/19/19 07:30:00 PM,5.39,7.38,,,,
123,07/19/19 07:45:00 PM,5.33,7.28,,,,
124,07/19/19 08:00:00 PM,5.28,7.20,,,,
125,07/19/19 08:15:00 PM,5.24,7.12,,,,
126,07/19/19 08:30:00 PM,5.19,7.04,,,,
127,07/19/19 08:45:00 PM,5.15,6.96,,,,
128,07/19/19 09:00:00 PM,5.11,6.90,,,,
129,07/19/19 09:15:00 PM,5.07,6.84,,,,
130,07/19/19 09:30:00 PM,5.03,6.80,,,,
131,07/19/19 09:45:00 PM,4.98,6.76,,,,
132,07/19/19 10:00:00 PM,4.94,6.72,,,,
133,07/19/19 10:15:00 PM,4.92,6.70,,,,
134,07/19/19 10:30:00 PM,4.91,6.64,,,,
135,07/19/19 10:45:00 PM,4.90,6.60,,,,
136,07/19/19 11:00:00 PM,4.89,6.54,,,,
137,07/19/19 11:15:00 PM,4.95,6.50,,,,
138,07/19/19 11:30:00 PM,5.05,6.42,,,,
139,07/19/19 11:45:00 PM,5.10,6.36,,,,
140,07/20/19 12:00:00 AM,5.09,6.30,,,,
141,07/20/19 12:15:00 AM,5.05,6.24,,,,
142,07/20/19 12:30:00 AM,5.02,6.22,,,,
143,07/20/19 12:45:00 AM,4.98,6.16,,,,
144,07/20/19 01:00:00 AM,4.96,6.12,,,,
145,07/20/19 01:15:00 AM,4.94,6.10,,,,
146,07/20/19 01:30:00 AM,4.92,6.06,,,,
147,07/20/19 01:45:00 AM,4.91,6.02,,,,
148,07/20/19 02:00:00 AM,4.90,5.98,,,,
149,07/20/19 02:15:00 AM,4.89,5.94,,,,
150,07/20/19 02:30:00 AM,4.90,5.90,,,,
151,07/20/19 02:45:00 AM,4.90,5.86,,,,
152,07/20/19 03:00:00 AM,4.95,5.82,,,,
153,07/20/19 03:15:00 AM,4.94,5.78,,,,
154,07/20/19 03:30:00 AM,4.95,5.72,,,,
155,07/20/19 03:45:00 AM,4.95,5.68,,,,
156,07/20/19 04:00:00 AM,4.94,5.62,,,,
157,07/20/19 04:15:00 AM,4.96,5.58,,,,
158,07/20/19 04:30:00 AM,4.95,5.54,,,,
159,07/20/19 04:45:00 AM,4.95,5.50,,,,
160,07/20/19 05:00:00 AM,4.98,5.46,,,,
161,07/20/19 05:15:00 AM,5.04,5.40,,,,
162,07/20/19 05:30:00 AM,5.05,5.36,,,,
163,07/20/19 05:45:00 AM,5.10,5.32,,,,
164,07/20/19 06:00:00 AM,5.17,5.26,,,,
165,07/20/19 06:15:00 AM,5.25,5.20,,,,
166,07/20/19 06:30:00 AM,5.32,5.14,,,,
167,07/20/19 06:45:00 AM,5.37,5.08,,,,
168,07/20/19 07:00:00 AM,5.37,5.08,,,,
169,07/20/19 07:15:00 AM,5.38,5.10,,,,
170,07/20/19 07:30:00 AM,5.45,5.10,,,,
171,07/20/19 07:45:00 AM,5.51,5.10,,,,
172,07/20/19 08:00:00 AM,5.57,5.12,,,,
173,07/20/19 08:15:00 AM,5.67,5.16,,,,
174,07/20/19 08:30:00 AM,5.78,5.24,,,,
175,07/20/19 08:45:00 AM,5.87,5.36,,,,
176,07/20/19 09:00:00 AM,5.95,5.46,,,,
177,07/20/19 09:15:00 AM,6.02,5.54,,,,
178,07/20/19 09:30:00 AM,6.11,5.62,,,,
179,07/20/19 09:45:00 AM,6.21,5.72,,,,
180,07/20/19 10:00:00 AM,6.28,5.84,,,,
181,07/20/19 10:15:00 AM,6.36,5.94,,,,
182,07/20/19 10:30:00 AM,6.45,6.08,,,,
183,07/20/19 10:45:00 AM,6.51,6.22,,,,
184,07/20/19 11:00:00 AM,6.59,6.36,,,,
185,07/20/19 11:15:00 AM,6.66,6.56,,,,
186,07/20/19 11:30:00 AM,6.73,6.82,,,,
187,07/20/19 11:45:00 AM,6.79,7.02,,,,
188,07/20/19 12:00:00 PM,6.84,7.20,,,,
189,07/20/19 12:15:00 PM,6.89,7.40,,,,
190,07/20/19 12:30:00 PM,6.92,7.60,,,,
191,07/20/19 12:45:00 PM,6.94,7.74,,,,
192,07/20/19 01:00:00 PM,6.95,7.88,,,,
193,07/20/19 01:15:00 PM,6.95,8.00,,,,
194,07/20/19 01:30:00 PM,6.99,8.08,,,,
195,07/20/19 01:45:00 PM,7.01,8.26,,,,
196,07/20/19 02:00:00 PM,7.00,8.36,,,,
197,07/20/19 02:15:00 PM,7.00,8.42,,,,
198,07/20/19 02:30:00 PM,7.01,8.52,,,,
199,07/20/19 02:45:00 PM,7.03,8.64,,,,
200,07/20/19 03:00:00 PM,7.01,8.72,,,,
201,07/20/19 03:15:00 PM,7.00,8.74,,,,
202,07/20/19 03:30:00 PM,7.00,8.72,,,,
203,07/20/19 03:45:00 PM,6.99,8.74,,,,
204,07/20/19 04:00:00 PM,6.96,8.72,,,,
205,07/20/19 04:15:00 PM,6.95,8.68,,,,
206,07/20/19 04:30:00 PM,6.94,8.66,,,,
207,07/20/19 04:45:00 PM,6.91,8.56,,,,
208,07/20/19 05:00:00 PM,6.87,8.46,,,,
209,07/20/19 05:15:00 PM,6.84,8.36,,,,
210,07/20/19 05:30:00 PM,6.81,8.28,,,,
211,07/20/19 05:45:00 PM,6.77,8.18,,,,
212,07/20/19 06:00:00 PM,6.71,8.06,,,,
213,07/20/19 06:15:00 PM,6.62,7.94,,,,
214,07/20/19 06:30:00 PM,6.51,7.78,,,,
215,07/20/19 06:45:00 PM,6.41,7.64,,,,
216,07/20/19 07:00:00 PM,6.31,7.52,,,,
217,07/20/19 07:15:00 PM,6.22,7.40,,,,
218,07/20/19 07:30:00 PM,6.13,7.28,,,,
219,07/20/19 07:45:00 PM,6.06,7.18,,,,
220,07/20/19 08:00:00 PM,5.98,7.08,,,,
221,07/20/19 08:15:00 PM,5.92,7.00,,,,
222,07/20/19 08:30:00 PM,5.85,6.90,,,,
223,07/20/19 08:45:00 PM,5.79,6.82,,,,
224,07/20/19 09:00:00 PM,5.74,6.76,,,,
225,07/20/19 09:15:00 PM,5.69,6.68,,,,
226,07/20/19 09:30:00 PM,5.64,6.60,,,,
227,07/20/19 09:45:00 PM,5.59,6.54,,,,
228,07/20/19 10:00:00 PM,5.54,6.48,,,,
229,07/20/19 10:15:00 PM,5.50,6.42,,,,
230,07/20/19 10:30:00 PM,5.46,6.38,,,,
231,07/20/19 10:45:00 PM,5.42,6.30,,,,
232,07/20/19 11:00:00 PM,5.37,6.26,,,,
233,07/20/19 11:15:00 PM,5.34,6.20,,,,
234,07/20/19 11:30:00 PM,5.32,6.14,,,,
235,07/20/19 11:45:00 PM,5.30,6.08,,,,
236,07/21/19 12:00:00 AM,5.28,6.02,,,,
237,07/21/19 12:15:00 AM,5.25,5.98,,,,
238,07/21/19 12:30:00 AM,5.24,5.92,,,,
239,07/21/19 12:45:00 AM,5.24,5.88,,,,
240,07/21/19 01:00:00 AM,5.22,5.82,,,,
241,07/21/19 01:15:00 AM,5.20,5.78,,,,
242,07/21/19 01:30:00 AM,5.19,5.74,,,,
243,07/21/19 01:45:00 AM,5.19,5.70,,,,
244,07/21/19 02:00:00 AM,5.16,5.68,,,,
245,07/21/19 02:15:00 AM,5.15,5.66,,,,
246,07/21/19 02:30:00 AM,5.14,5.62,,,,
247,07/21/19 02:45:00 AM,5.14,5.58,,,,
248,07/21/19 03:00:00 AM,5.13,5.54,,,,
249,07/21/19 03:15:00 AM,5.13,5.52,,,,
250,07/21/19 03:30:00 AM,5.12,5.48,,,,
251,07/21/19 03:45:00 AM,5.13,5.46,,,,
252,07/21/19 04:00:00 AM,5.12,5.42,,,,
253,07/21/19 04:15:00 AM,5.11,5.40,,,,
254,07/21/19 04:30:00 AM,5.10,5.36,,,,
255,07/21/19 04:45:00 AM,5.09,5.32,,,,
256,07/21/19 05:00:00 AM,5.08,5.30,,,,
257,07/21/19 05:15:00 AM,5.08,5.28,,,,
258,07/21/19 05:30:00 AM,5.08,5.24,,,,
259,07/21/19 05:45:00 AM,5.09,5.22,,,,
260,07/21/19 06:00:00 AM,5.09,5.18,,,,
261,07/21/19 06:15:00 AM,5.08,5.16,,,,
262,07/21/19 06:30:00 AM,5.10,5.14,,,,
263,07/21/19 06:45:00 AM,5.11,5.12,,,,
264,07/21/19 07:00:00 AM,5.14,5.10,,,,
265,07/21/19 07:15:00 AM,5.20,5.10,,,,
266,07/21/19 07:30:00 AM,5.28,5.10,,,,
267,07/21/19 07:45:00 AM,5.36,5.12,,,,
268,07/21/19 08:00:00 AM,5.45,5.16,,,,
269,07/21/19 08:15:00 AM,5.57,5.22,,,,
270,07/21/19 08:30:00 AM,5.67,5.28,,,,
271,07/21/19 08:45:00 AM,5.77,5.34,,,,
272,07/21/19 09:00:00 AM,5.90,5.50,,,,
273,07/21/19 09:15:00 AM,6.01,5.68,,,,
274,07/21/19 09:30:00 AM,6.13,5.90,,,,
275,07/21/19 09:45:00 AM,6.24,6.12,,,,
276,07/21/19 10:00:00 AM,6.33,6.34,,,,
277,07/21/19 10:15:00 AM,6.41,6.54,,,,
278,07/21/19 10:30:00 AM,6.49,6.76,,,,
279,07/21/19 10:45:00 AM,6.56,6.98,,,,
280,07/21/19 11:00:00 AM,6.63,7.24,,,,
281,07/21/19 11:15:00 AM,6.69,7.46,,,,
282,07/21/19 11:30:00 AM,6.74,7.68,,,,
283,07/21/19 11:45:00 AM,6.77,7.90,,,,
284,07/21/19 12:00:00 PM,6.80,8.06,,,,
285,07/21/19 12:15:00 PM,6.81,8.08,,,,
286,07/21/19 12:30:00 PM,6.84,8.10,,,,
287,07/21/19 12:45:00 PM,6.86,8.16,,,,
288,07/21/19 01:00:00 PM,6.88,8.28,,,,
289,07/21/19 01:15:00 PM,6.90,8.50,,,,
290,07/21/19 01:30:00 PM,6.90,8.74,,,,
291,07/21/19 01:45:00 PM,6.90,8.94,,,,
292,07/21/19 02:00:00 PM,6.92,9.26,,,,
293,07/21/19 02:15:00 PM,6.91,9.64,,,,
294,07/21/19 02:30:00 PM,6.88,9.88,,,,
295,07/21/19 02:45:00 PM,6.89,10.08,,,,
296,07/21/19 03:00:00 PM,6.83,10.20,,,,
297,07/21/19 03:15:00 PM,6.83,10.16,,,,
298,07/21/19 03:30:00 PM,6.80,10.20,,,,
299,07/21/19 03:45:00 PM,6.75,10.10,,,,
300,07/21/19 04:00:00 PM,6.73,9.96,,,,
301,07/21/19 04:15:00 PM,6.74,9.90,,,,
302,07/21/19 04:30:00 PM,6.70,9.82,,,,
303,07/21/19 04:45:00 PM,6.69,9.70,,,,
304,07/21/19 05:00:00 PM,6.68,9.62,,,,
305,07/21/19 05:15:00 PM,6.65,9.52,,,,
306,07/21/19 05:30:00 PM,6.62,9.40,,,,
307,07/21/19 05:45:00 PM,6.53,9.26,,,,
308,07/21/19 06:00:00 PM,6.44,9.08,,,,
309,07/21/19 06:15:00 PM,6.33,8.92,,,,
310,07/21/19 06:30:00 PM,6.24,8.74,,,,
311,07/21/19 06:45:00 PM,6.13,8.56,,,,
312,07/21/19 07:00:00 PM,6.06,8.40,,,,
313,07/21/19 07:15:00 PM,5.97,8.26,,,,
314,07/21/19 07:30:00 PM,5.89,8.12,,,,
315,07/21/19 07:45:00 PM,5.81,8.00,,,,
316,07/21/19 08:00:00 PM,5.75,7.86,,,,
317,07/21/19 08:15:00 PM,5.68,7.74,,,,
318,07/21/19 08:30:00 PM,5.63,7.60,,,,
319,07/21/19 08:45:00 PM,5.56,7.50,,,,
320,07/21/19 09:00:00 PM,5.51,7.38,,,,
321,07/21/19 09:15:00 PM,5.46,7.30,,,,
322,07/21/19 09:30:00 PM,5.41,7.20,,,,
323,07/21/19 09:45:00 PM,5.36,7.12,,,,
324,07/21/19 10:00:00 PM,5.32,7.02,,,,
325,07/21/19 10:15:00 PM,5.29,6.94,,,,
326,07/21/19 10:30:00 PM,5.25,6.86,,,,
327,07/21/19 10:45:00 PM,5.22,6.78,,,,
328,07/21/19 11:00:00 PM,5.18,6.70,,,,
329,07/21/19 11:15:00 PM,5.15,6.62,,,,
330,07/21/19 11:30:00 PM,5.11,6.56,,,,
331,07/21/19 11:45:00 PM,5.09,6.50,,,,
332,07/22/19 12:00:00 AM,5.06,6.46,,,,
333,07/22/19 12:15:00 AM,5.04,6.40,,,,
334,07/22/19 12:30:00 AM,5.03,6.34,,,,
335,07/22/19 12:45:00 AM,5.00,6.28,,,,
336,07/22/19 01:00:00 AM,4.97,6.24,,,,
337,07/22/19 01:15:00 AM,4.95,6.18,,,,
338,07/22/19 01:30:00 AM,4.93,6.14,,,,
339,07/22/19 01:45:00 AM,4.91,6.10,,,,
340,07/22/19 02:00:00 AM,4.89,6.06,,,,
341,07/22/19 02:15:00 AM,4.86,6.02,,,,
342,07/22/19 02:30:00 AM,4.84,5.98,,,,
343,07/22/19 02:45:00 AM,4.83,5.94,,,,
344,07/22/19 03:00:00 AM,4.80,5.92,,,,
345,07/22/19 03:15:00 AM,4.78,5.88,,,,
346,07/22/19 03:30:00 AM,4.76,5.86,,,,
347,07/22/19 03:45:00 AM,4.73,5.82,,,,
348,07/22/19 04:00:00 AM,4.71,5.80,,,,
349,07/22/19 04:15:00 AM,4.69,5.78,,,,
350,07/22/19 04:30:00 AM,4.68,5.74,,,,
351,07/22/19 04:45:00 AM,4.68,5.70,,,,
352,07/22/19 05:00:00 AM,4.68,5.66,,,,
353,07/22/19 05:15:00 AM,4.70,5.62,,,,
354,07/22/19 05:30:00 AM,4.71,5.60,,,,
355,07/22/19 05:45:00 AM,4.70,5.56,,,,
356,07/22/19 06:00:00 AM,4.70,5.52,,,,
357,07/22/19 06:15:00 AM,4.70,5.48,,,,
358,07/22/19 06:30:00 AM,4.74,5.44,,,,
359,07/22/19 06:45:00 AM,4.76,5.40,,,,
360,07/22/19 07:00:00 AM,4.77,5.40,,,,
361,07/22/19 07:15:00 AM,4.81,5.40,,,,
362,07/22/19 07:30:00 AM,4.91,5.44,,,,
363,07/22/19 07:45:00 AM,5.00,5.48,,,,
364,07/22/19 08:00:00 AM,5.11,5.52,,,,
365,07/22/19 08:15:00 AM,5.22,5.56,,,,
366,07/22/19 08:30:00 AM,5.32,5.62,,,,
367,07/22/19 08:45:00 AM,5.48,5.74,,,,
368,07/22/19 09:00:00 AM,5.61,5.96,,,,
369,07/22/19 09:15:00 AM,5.72,6.10,,,,
370,07/22/19 09:30:00 AM,5.85,6.28,,,,
371,07/22/19 09:45:00 AM,5.96,6.46,,,,
372,07/22/19 10:00:00 AM,6.06,6.64,,,,
373,07/22/19 10:15:00 AM,6.16,6.80,,,,
374,07/22/19 10:30:00 AM,6.23,7.00,,,,
375,07/22/19 10:45:00 AM,6.31,7.16,,,,
376,07/22/19 11:00:00 AM,6.37,7.30,,,,
377,07/22/19 11:15:00 AM,6.44,7.48,,,,
378,07/22/19 11:30:00 AM,6.50,7.68,,,,
379,07/22/19 11:45:00 AM,6.53,7.84,,,,
380,07/22/19 12:00:00 PM,6.57,7.98,,,,
381,07/22/19 12:15:00 PM,6.62,8.10,,,,
382,07/22/19 12:30:00 PM,6.65,8.30,,,,
383,07/22/19 12:45:00 PM,6.69,8.48,,,,
384,07/22/19 01:00:00 PM,6.70,8.62,,,,
385,07/22/19 01:15:00 PM,6.72,8.80,,,,
386,07/22/19 01:30:00 PM,6.71,8.84,,,,
387,07/22/19 01:45:00 PM,6.74,8.96,,,,
388,07/22/19 02:00:00 PM,6.79,9.20,,,,
389,07/22/19 02:15:00 PM,6.77,9.44,,,,
390,07/22/19 02:30:00 PM,6.73,9.62,,,,
391,07/22/19 02:45:00 PM,6.74,9.68,,,,
392,07/22/19 03:00:00 PM,6.76,10.02,,,,
393,07/22/19 03:15:00 PM,6.71,10.14,,,,
394,07/22/19 03:30:00 PM,6.69,10.10,,,,
395,07/22/19 03:45:00 PM,6.68,10.02,,,,
396,07/22/19 04:00:00 PM,6.65,9.96,,,,
397,07/22/19 04:15:00 PM,6.61,9.88,,,,
398,07/22/19 04:30:00 PM,6.54,9.78,,,,
399,07/22/19 04:45:00 PM,6.48,9.64,,,,
400,07/22/19 05:00:00 PM,6.45,9.54,,,,
401,07/22/19 05:15:00 PM,6.38,9.40,,,,
402,07/22/19 05:30:00 PM,6.32,9.26,,,,
403,07/22/19 05:45:00 PM,6.26,9.14,,,,
404,07/22/19 06:00:00 PM,6.18,9.00,,,,
405,07/22/19 06:15:00 PM,6.09,8.88,,,,
406,07/22/19 06:30:00 PM,5.98,8.76,,,,
407,07/22/19 06:45:00 PM,5.89,8.64,,,,
408,07/22/19 07:00:00 PM,5.79,8.52,,,,
409,07/22/19 07:15:00 PM,5.71,8.40,,,,
410,07/22/19 07:30:00 PM,5.64,8.30,,,,
411,07/22/19 07:45:00 PM,5.57,8.20,,,,
412,07/22/19 08:00:00 PM,5.51,8.10,,,,
413,07/22/19 08:15:00 PM,5.45,8.02,,,,
414,07/22/19 08:30:00 PM,5.38,7.94,,,,
415,07/22/19 08:45:00 PM,5.33,7.88,,,,
416,07/22/19 09:00:00 PM,5.26,7.80,,,,
417,07/22/19 09:15:00 PM,5.22,7.74,,,,
418,07/22/19 09:30:00 PM,5.17,7.66,,,,
419,07/22/19 09:45:00 PM,5.20,7.54,,,,
420,07/22/19 10:00:00 PM,5.25,7.42,,,,
421,07/22/19 10:15:00 PM,5.34,7.32,,,,
422,07/22/19 10:30:00 PM,5.43,7.20,,,,
423,07/22/19 10:45:00 PM,5.36,7.14,,,,
424,07/22/19 11:00:00 PM,5.30,7.12,,,,
425,07/22/19 11:15:00 PM,5.26,7.06,,,,
426,07/22/19 11:30:00 PM,5.19,7.02,,,,
427,07/22/19 11:45:00 PM,5.13,6.98,,,,
428,07/23/19 12:00:00 AM,5.09,6.92,,,,
429,07/23/19 12:15:00 AM,5.04,6.88,,,,
430,07/23/19 12:30:00 AM,4.99,6.84,,,,
431,07/23/19 12:45:00 AM,4.96,6.78,,,,
432,07/23/19 01:00:00 AM,4.94,6.74,,,,
433,07/23/19 01:15:00 AM,4.91,6.70,,,,
434,07/23/19 01:30:00 AM,4.89,6.64,,,,
435,07/23/19 01:45:00 AM,4.88,6.60,,,,
436,07/23/19 02:00:00 AM,4.85,6.54,,,,
437,07/23/19 02:15:00 AM,4.83,6.50,,,,
438,07/23/19 02:30:00 AM,4.81,6.44,,,,
439,07/23/19 02:45:00 AM,4.80,6.38,,,,
440,07/23/19 03:00:00 AM,4.79,6.34,,,,
441,07/23/19 03:15:00 AM,4.78,6.30,,,,
442,07/23/19 03:30:00 AM,4.76,6.24,,,,
443,07/23/19 03:45:00 AM,4.76,6.18,,,,
444,07/23/19 04:00:00 AM,4.76,6.14,,,,
445,07/23/19 04:15:00 AM,4.76,6.08,,,,
446,07/23/19 04:30:00 AM,4.76,6.04,,,,
447,07/23/19 04:45:00 AM,4.76,6.00,,,,
448,07/23/19 05:00:00 AM,4.76,5.96,,,,
449,07/23/19 05:15:00 AM,4.75,5.92,,,,
450,07/23/19 05:30:00 AM,4.74,5.88,,,,
451,07/23/19 05:45:00 AM,4.73,5.84,,,,
452,07/23/19 06:00:00 AM,4.73,5.80,,,,
453,07/23/19 06:15:00 AM,4.73,5.76,,,,
454,07/23/19 06:30:00 AM,4.74,5.72,,,,
455,07/23/19 06:45:00 AM,4.74,5.68,,,,
456,07/23/19 07:00:00 AM,4.75,5.64,,,,
457,07/23/19 07:15:00 AM,4.78,5.62,,,,
458,07/23/19 07:30:00 AM,4.83,5.62,,,,
459,07/23/19 07:45:00 AM,4.94,5.66,,,,
460,07/23/19 08:00:00 AM,5.03,5.68,,,,
461,07/23/19 08:15:00 AM,5.14,5.72,,,,
462,07/23/19 08:30:00 AM,5.34,5.76,,,,
463,07/23/19 08:45:00 AM,5.48,5.80,,,,
464,07/23/19 09:00:00 AM,5.64,5.84,,,,
465,07/23/19 09:15:00 AM,5.83,5.84,,,,
466,07/23/19 09:30:00 AM,6.01,5.84,,,,
467,07/23/19 09:45:00 AM,6.15,5.88,,,,
468,07/23/19 10:00:00 AM,6.26,5.94,,,,
469,07/23/19 10:15:00 AM,6.38,5.98,,,,
470,07/23/19 10:30:00 AM,6.47,6.04,,,,
