"","DateTime","PPM","VID"
"1302",2019-07-17 00:25:00,1995,"V1"
"1303",2019-07-17 00:40:00,1980,"V1"
"1304",2019-07-17 00:55:00,1995,"V1"
"1305",2019-07-17 01:10:00,1995,"V1"
"1306",2019-07-17 01:25:00,2010,"V1"
"1307",2019-07-17 01:40:00,2030,"V1"
"1308",2019-07-17 01:55:00,2045,"V1"
"1309",2019-07-17 02:10:00,2070,"V1"
"1310",2019-07-17 02:25:00,2070,"V1"
"1311",2019-07-17 02:40:00,2065,"V1"
"1312",2019-07-17 02:55:00,2085,"V1"
"1313",2019-07-17 03:10:00,2100,"V1"
"1314",2019-07-17 03:25:00,2125,"V1"
"1315",2019-07-17 03:40:00,2125,"V1"
"1316",2019-07-17 03:55:00,2125,"V1"
"1317",2019-07-17 04:10:00,2155,"V1"
"1318",2019-07-17 04:25:00,2140,"V1"
"1319",2019-07-17 04:40:00,2175,"V1"
"1320",2019-07-17 04:55:00,2160,"V1"
"1321",2019-07-17 05:10:00,2200,"V1"
"1322",2019-07-17 05:25:00,2195,"V1"
"1323",2019-07-17 05:40:00,2190,"V1"
"1324",2019-07-17 05:55:00,2240,"V1"
"1325",2019-07-17 06:10:00,2230,"V1"
"1326",2019-07-17 06:25:00,2260,"V1"
"1327",2019-07-17 06:40:00,2250,"V1"
"1328",2019-07-17 06:55:00,2225,"V1"
"1329",2019-07-17 07:10:00,2235,"V1"
"1330",2019-07-17 07:25:00,2185,"V1"
"1331",2019-07-17 07:40:00,2150,"V1"
"1332",2019-07-17 07:55:00,2120,"V1"
"1333",2019-07-17 08:10:00,2105,"V1"
"1334",2019-07-17 08:25:00,2060,"V1"
"1335",2019-07-17 08:40:00,2035,"V1"
"1336",2019-07-17 08:55:00,2005,"V1"
"1337",2019-07-17 09:10:00,1970,"V1"
"1338",2019-07-17 09:25:00,1945,"V1"
"1339",2019-07-17 09:40:00,1905,"V1"
"1340",2019-07-17 09:55:00,1885,"V1"
"1341",2019-07-17 10:10:00,1845,"V1"
"1342",2019-07-17 10:25:00,1825,"V1"
"1343",2019-07-17 10:40:00,1770,"V1"
"1344",2019-07-17 10:55:00,1750,"V1"
"1345",2019-07-17 11:10:00,1745,"V1"
"1346",2019-07-17 11:25:00,1700,"V1"
"1347",2019-07-17 11:40:00,1685,"V1"
"1348",2019-07-17 11:55:00,1675,"V1"
"1349",2019-07-17 12:10:00,1640,"V1"
"1350",2019-07-17 12:25:00,1635,"V1"
"1351",2019-07-17 12:40:00,1630,"V1"
"1352",2019-07-17 12:55:00,1605,"V1"
"1353",2019-07-17 13:10:00,1565,"V1"
"1354",2019-07-17 13:25:00,1560,"V1"
"1355",2019-07-17 13:40:00,1535,"V1"
"1356",2019-07-17 13:55:00,1515,"V1"
"1357",2019-07-17 14:10:00,1500,"V1"
"1358",2019-07-17 14:25:00,1495,"V1"
"1359",2019-07-17 14:40:00,1480,"V1"
"1360",2019-07-17 14:55:00,1460,"V1"
"1361",2019-07-17 15:10:00,1450,"V1"
"1362",2019-07-17 15:25:00,1445,"V1"
"1363",2019-07-17 15:40:00,1435,"V1"
"1364",2019-07-17 15:55:00,1450,"V1"
"1365",2019-07-17 16:10:00,1445,"V1"
"1366",2019-07-17 16:25:00,1430,"V1"
"1367",2019-07-17 16:40:00,1450,"V1"
"1368",2019-07-17 16:55:00,1465,"V1"
"1369",2019-07-17 17:10:00,1485,"V1"
"1370",2019-07-17 17:25:00,1485,"V1"
"1371",2019-07-17 17:40:00,1510,"V1"
"1372",2019-07-17 17:55:00,1530,"V1"
"1373",2019-07-17 18:10:00,1550,"V1"
"1374",2019-07-17 18:25:00,1595,"V1"
"1375",2019-07-17 18:40:00,1655,"V1"
"1376",2019-07-17 18:55:00,1705,"V1"
"1377",2019-07-17 19:10:00,1770,"V1"
"1378",2019-07-17 19:25:00,1815,"V1"
"1379",2019-07-17 19:40:00,1850,"V1"
"1380",2019-07-17 19:55:00,1895,"V1"
"1381",2019-07-17 20:10:00,1945,"V1"
"1382",2019-07-17 20:25:00,1975,"V1"
"1383",2019-07-17 20:40:00,1995,"V1"
"1384",2019-07-17 20:55:00,2030,"V1"
"1385",2019-07-17 21:10:00,2030,"V1"
"1386",2019-07-17 21:25:00,2060,"V1"
"1387",2019-07-17 21:40:00,2065,"V1"
"1388",2019-07-17 21:55:00,2090,"V1"
"1389",2019-07-17 22:10:00,2120,"V1"
"1390",2019-07-17 22:25:00,2150,"V1"
"1391",2019-07-17 22:40:00,2150,"V1"
"1392",2019-07-17 22:55:00,2155,"V1"
"1393",2019-07-17 23:10:00,2135,"V1"
"1394",2019-07-17 23:25:00,2150,"V1"
"1395",2019-07-17 23:40:00,2170,"V1"
"1396",2019-07-17 23:55:00,2150,"V1"
"1397",2019-07-18 00:10:00,2170,"V1"
"1398",2019-07-18 00:25:00,2195,"V1"
"1399",2019-07-18 00:40:00,2205,"V1"
"1400",2019-07-18 00:55:00,2210,"V1"
"1401",2019-07-18 01:10:00,2240,"V1"
"1402",2019-07-18 01:25:00,2250,"V1"
"1403",2019-07-18 01:40:00,2255,"V1"
"1404",2019-07-18 01:55:00,2265,"V1"
"1405",2019-07-18 02:10:00,2295,"V1"
"1406",2019-07-18 02:25:00,2300,"V1"
"1407",2019-07-18 02:40:00,2305,"V1"
"1408",2019-07-18 02:55:00,2340,"V1"
"1409",2019-07-18 03:10:00,2340,"V1"
"1410",2019-07-18 03:25:00,2370,"V1"
"1411",2019-07-18 03:40:00,2365,"V1"
"1412",2019-07-18 03:55:00,2385,"V1"
"1413",2019-07-18 04:10:00,2405,"V1"
"1414",2019-07-18 04:25:00,2410,"V1"
"1415",2019-07-18 04:40:00,2430,"V1"
"1416",2019-07-18 04:55:00,2415,"V1"
"1417",2019-07-18 05:10:00,2435,"V1"
"1418",2019-07-18 05:25:00,2455,"V1"
"1419",2019-07-18 05:40:00,2460,"V1"
"1420",2019-07-18 05:55:00,2485,"V1"
"1421",2019-07-18 06:10:00,2470,"V1"
"1422",2019-07-18 06:25:00,2485,"V1"
"1423",2019-07-18 06:40:00,2520,"V1"
"1424",2019-07-18 06:55:00,2490,"V1"
"1425",2019-07-18 07:10:00,2470,"V1"
"1426",2019-07-18 07:25:00,2455,"V1"
"1427",2019-07-18 07:40:00,2430,"V1"
"1428",2019-07-18 07:55:00,2425,"V1"
"1429",2019-07-18 08:10:00,2380,"V1"
"1430",2019-07-18 08:25:00,2345,"V1"
"1431",2019-07-18 08:40:00,2320,"V1"
"1432",2019-07-18 08:55:00,2260,"V1"
"1433",2019-07-18 09:10:00,2230,"V1"
"1434",2019-07-18 09:25:00,2195,"V1"
"1435",2019-07-18 09:40:00,2160,"V1"
"1436",2019-07-18 09:55:00,2135,"V1"
"1437",2019-07-18 10:10:00,2090,"V1"
"1438",2019-07-18 10:25:00,2065,"V1"
"1439",2019-07-18 10:40:00,2015,"V1"
"1440",2019-07-18 10:55:00,1995,"V1"
"1441",2019-07-18 11:10:00,1945,"V1"
"1442",2019-07-18 11:25:00,1905,"V1"
"1443",2019-07-18 11:40:00,1870,"V1"
"1444",2019-07-18 11:55:00,1830,"V1"
"1445",2019-07-18 12:10:00,1790,"V1"
"1446",2019-07-18 12:25:00,1775,"V1"
"1447",2019-07-18 12:40:00,1760,"V1"
"1448",2019-07-18 12:55:00,1735,"V1"
"1449",2019-07-18 13:10:00,1710,"V1"
"1450",2019-07-18 13:25:00,1685,"V1"
"1451",2019-07-18 13:40:00,1675,"V1"
"1452",2019-07-18 13:55:00,1655,"V1"
"1453",2019-07-18 14:10:00,1635,"V1"
"1454",2019-07-09 12:00:00,245,"V2"
"1455",2019-07-09 12:15:00,1430,"V2"
"1456",2019-07-09 12:30:00,1420,"V2"
"1457",2019-07-09 12:45:00,1415,"V2"
"1458",2019-07-09 13:00:00,1400,"V2"
"1459",2019-07-09 13:15:00,1375,"V2"
"1460",2019-07-09 13:30:00,265,"V2"
"1461",2019-07-09 13:45:00,1360,"V2"
"1462",2019-07-09 14:00:00,1340,"V2"
"1463",2019-07-09 14:15:00,1325,"V2"
"1464",2019-07-09 14:30:00,1310,"V2"
"1465",2019-07-09 14:45:00,1300,"V2"
"1466",2019-07-09 15:00:00,1295,"V2"
"1467",2019-07-09 15:15:00,1295,"V2"
"1468",2019-07-09 15:30:00,1270,"V2"
"1469",2019-07-09 15:45:00,1260,"V2"
"1470",2019-07-09 16:00:00,1245,"V2"
"1471",2019-07-09 16:15:00,1235,"V2"
"1472",2019-07-09 16:30:00,1250,"V2"
"1473",2019-07-09 16:45:00,1235,"V2"
"1474",2019-07-09 17:00:00,1245,"V2"
"1475",2019-07-09 17:15:00,1245,"V2"
"1476",2019-07-09 17:30:00,1265,"V2"
"1477",2019-07-09 17:45:00,1295,"V2"
"1478",2019-07-09 18:00:00,1320,"V2"
"1479",2019-07-09 18:15:00,1350,"V2"
"1480",2019-07-09 18:30:00,1390,"V2"
"1481",2019-07-09 18:45:00,1430,"V2"
"1482",2019-07-09 19:00:00,1450,"V2"
"1483",2019-07-09 19:15:00,1505,"V2"
"1484",2019-07-09 19:30:00,1515,"V2"
"1485",2019-07-09 19:45:00,1540,"V2"
"1486",2019-07-09 20:00:00,1575,"V2"
"1487",2019-07-09 20:15:00,1600,"V2"
"1488",2019-07-09 20:30:00,1630,"V2"
"1489",2019-07-09 20:45:00,1640,"V2"
"1490",2019-07-09 21:00:00,1660,"V2"
"1491",2019-07-09 21:15:00,1690,"V2"
"1492",2019-07-09 21:30:00,1710,"V2"
"1493",2019-07-09 21:45:00,1715,"V2"
"1494",2019-07-09 22:00:00,1750,"V2"
"1495",2019-07-09 22:15:00,1750,"V2"
"1496",2019-07-09 22:30:00,1770,"V2"
"1497",2019-07-09 22:45:00,1780,"V2"
"1498",2019-07-09 23:00:00,1800,"V2"
"1499",2019-07-09 23:15:00,1805,"V2"
"1500",2019-07-09 23:30:00,1835,"V2"
"1501",2019-07-09 23:45:00,1840,"V2"
"1502",2019-07-10 00:00:00,1845,"V2"
"1503",2019-07-10 00:15:00,1880,"V2"
"1504",2019-07-10 00:30:00,1880,"V2"
"1505",2019-07-10 00:45:00,1875,"V2"
"1506",2019-07-10 01:00:00,1885,"V2"
"1507",2019-07-10 01:15:00,1910,"V2"
"1508",2019-07-10 01:30:00,1905,"V2"
"1509",2019-07-10 01:45:00,1910,"V2"
"1510",2019-07-10 02:00:00,1945,"V2"
"1511",2019-07-10 02:15:00,1930,"V2"
"1512",2019-07-10 02:30:00,1965,"V2"
"1513",2019-07-10 02:45:00,1975,"V2"
"1514",2019-07-10 03:00:00,1970,"V2"
"1515",2019-07-10 03:15:00,1975,"V2"
"1516",2019-07-10 03:30:00,1975,"V2"
"1517",2019-07-10 03:45:00,1990,"V2"
"1518",2019-07-10 04:00:00,2000,"V2"
"1519",2019-07-10 04:15:00,2000,"V2"
"1520",2019-07-10 04:30:00,1985,"V2"
"1521",2019-07-10 04:45:00,1985,"V2"
"1522",2019-07-10 05:00:00,2000,"V2"
"1523",2019-07-10 05:15:00,2000,"V2"
"1524",2019-07-10 05:30:00,1990,"V2"
"1525",2019-07-10 05:45:00,1980,"V2"
"1526",2019-07-10 06:00:00,1995,"V2"
"1527",2019-07-10 06:15:00,1990,"V2"
"1528",2019-07-10 06:30:00,1995,"V2"
"1529",2019-07-10 06:45:00,1960,"V2"
"1530",2019-07-10 07:00:00,1935,"V2"
"1531",2019-07-10 07:15:00,1875,"V2"
"1532",2019-07-10 07:30:00,1845,"V2"
"1533",2019-07-10 07:45:00,1800,"V2"
"1534",2019-07-10 08:00:00,1785,"V2"
"1535",2019-07-10 08:15:00,1750,"V2"
"1536",2019-07-10 08:30:00,1710,"V2"
"1537",2019-07-10 08:45:00,1710,"V2"
"1538",2019-07-10 09:00:00,1695,"V2"
"1539",2019-07-10 09:15:00,1665,"V2"
"1540",2019-07-10 09:30:00,1650,"V2"
"1541",2019-07-10 09:45:00,1640,"V2"
"1542",2019-07-10 10:00:00,1615,"V2"
"1543",2019-07-10 10:15:00,1590,"V2"
"1544",2019-07-10 10:30:00,1575,"V2"
"1545",2019-07-10 10:45:00,1565,"V2"
"1546",2019-07-10 11:00:00,1535,"V2"
"1547",2019-07-10 11:15:00,1545,"V2"
"1548",2019-07-10 11:30:00,1550,"V2"
"1549",2019-07-10 11:45:00,1510,"V2"
"1550",2019-07-10 12:00:00,1480,"V2"
"1551",2019-07-10 12:15:00,1495,"V2"
"1552",2019-07-10 12:30:00,1465,"V2"
"1553",2019-07-10 12:45:00,1455,"V2"
"1554",2019-07-10 13:00:00,1410,"V2"
"1555",2019-07-10 13:15:00,1415,"V2"
"1556",2019-07-10 13:30:00,1395,"V2"
"1557",2019-07-10 13:45:00,1390,"V2"
"1558",2019-07-10 14:00:00,1375,"V2"
"1559",2019-07-10 14:15:00,1360,"V2"
"1560",2019-07-10 14:30:00,1355,"V2"
"1561",2019-07-10 14:45:00,1345,"V2"
"1562",2019-07-10 15:00:00,1330,"V2"
"1563",2019-07-10 15:15:00,1345,"V2"
"1564",2019-07-10 15:30:00,1345,"V2"
"1565",2019-07-10 15:45:00,1350,"V2"
"1566",2019-07-10 16:00:00,1335,"V2"
"1567",2019-07-10 16:15:00,1345,"V2"
"1568",2019-07-10 16:30:00,1345,"V2"
"1569",2019-07-10 16:45:00,1375,"V2"
"1570",2019-07-10 17:00:00,1380,"V2"
"1571",2019-07-10 17:15:00,1400,"V2"
"1572",2019-07-10 17:30:00,1415,"V2"
"1573",2019-07-10 17:45:00,1435,"V2"
"1574",2019-07-10 18:00:00,1475,"V2"
"1575",2019-07-10 18:15:00,1520,"V2"
"1576",2019-07-10 18:30:00,1585,"V2"
"1577",2019-07-10 18:45:00,1660,"V2"
"1578",2019-07-10 19:00:00,1710,"V2"
"1579",2019-07-10 19:15:00,1775,"V2"
"1580",2019-07-10 19:30:00,1810,"V2"
"1581",2019-07-10 19:45:00,1870,"V2"
"1582",2019-07-10 20:00:00,1900,"V2"
"1583",2019-07-10 20:15:00,1925,"V2"
"1584",2019-07-10 20:30:00,1955,"V2"
"1585",2019-07-10 20:45:00,1990,"V2"
"1586",2019-07-10 21:00:00,2015,"V2"
"1587",2019-07-10 21:15:00,2045,"V2"
"1588",2019-07-10 21:30:00,2075,"V2"
"1589",2019-07-10 21:45:00,2090,"V2"
"1590",2019-07-10 22:00:00,2115,"V2"
"1591",2019-07-10 22:15:00,2125,"V2"
"1592",2019-07-10 22:30:00,2165,"V2"
"1593",2019-07-10 22:45:00,2190,"V2"
"1594",2019-07-10 23:00:00,2200,"V2"
"1595",2019-07-10 23:15:00,2220,"V2"
"1596",2019-07-10 23:30:00,2215,"V2"
"1597",2019-07-10 23:45:00,2250,"V2"
"1598",2019-07-11 00:00:00,2245,"V2"
"1599",2019-07-11 00:15:00,2265,"V2"
"1600",2019-07-11 00:30:00,2290,"V2"
"1601",2019-07-11 00:45:00,2300,"V2"
"1602",2019-07-11 01:00:00,2315,"V2"
"1603",2019-07-11 01:15:00,2355,"V2"
"1604",2019-07-11 01:30:00,2355,"V2"
"1605",2019-07-11 01:45:00,2360,"V2"
"1606",2019-07-11 02:00:00,2415,"V2"
"1607",2019-07-11 02:15:00,2395,"V2"
"1608",2019-07-11 02:30:00,2395,"V2"
"1609",2019-07-11 02:45:00,2450,"V2"
"1610",2019-07-11 03:00:00,2410,"V2"
"1611",2019-07-11 03:15:00,2430,"V2"
"1612",2019-07-11 03:30:00,2430,"V2"
"1613",2019-07-11 03:45:00,2435,"V2"
"1614",2019-07-11 04:00:00,2460,"V2"
"1615",2019-07-11 04:15:00,2475,"V2"
"1616",2019-07-11 04:30:00,2485,"V2"
"1617",2019-07-11 04:45:00,2510,"V2"
"1618",2019-07-11 05:00:00,2480,"V2"
"1619",2019-07-11 05:15:00,2500,"V2"
"1620",2019-07-11 05:30:00,2500,"V2"
"1621",2019-07-11 05:45:00,2510,"V2"
"1622",2019-07-11 06:00:00,2510,"V2"
"1623",2019-07-11 06:15:00,2515,"V2"
"1624",2019-07-11 06:30:00,2525,"V2"
"1625",2019-07-11 06:45:00,2510,"V2"
"1626",2019-07-11 07:00:00,2485,"V2"
"1627",2019-07-11 07:15:00,2465,"V2"
"1628",2019-07-11 07:30:00,2450,"V2"
"1629",2019-07-11 07:45:00,2455,"V2"
"1630",2019-07-11 08:00:00,2415,"V2"
"1631",2019-07-11 08:15:00,2380,"V2"
"1632",2019-07-11 08:30:00,2375,"V2"
"1633",2019-07-11 08:45:00,2385,"V2"
"1634",2019-07-11 09:00:00,2335,"V2"
"1635",2019-07-11 09:15:00,2320,"V2"
"1636",2019-07-11 09:30:00,2300,"V2"
"1637",2019-07-11 09:45:00,2250,"V2"
"1638",2019-07-11 10:00:00,2235,"V2"
"1639",2019-07-11 10:15:00,2215,"V2"
"1640",2019-07-11 10:30:00,2195,"V2"
"1641",2019-07-11 10:45:00,2175,"V2"
"1642",2019-07-11 11:00:00,2135,"V2"
"1643",2019-07-11 11:15:00,2125,"V2"
"1644",2019-07-11 11:30:00,2090,"V2"
"1645",2019-07-11 11:45:00,2065,"V2"
"1646",2019-07-11 12:00:00,2040,"V2"
"1647",2019-07-11 12:15:00,2000,"V2"
"1648",2019-07-11 12:30:00,1985,"V2"
"1649",2019-07-11 12:45:00,1990,"V2"
"1650",2019-07-11 13:00:00,1955,"V2"
"1651",2019-07-11 13:15:00,1935,"V2"
"1652",2019-07-11 13:30:00,1955,"V2"
"1653",2019-07-11 13:45:00,1985,"V2"
"1654",2019-07-11 14:00:00,1910,"V2"
"1655",2019-07-11 14:15:00,1935,"V2"
"1656",2019-07-11 14:30:00,1935,"V2"
"1657",2019-07-11 14:45:00,1960,"V2"
"1658",2019-07-11 15:00:00,1940,"V2"
"1659",2019-07-11 15:15:00,2000,"V2"
"1660",2019-07-11 15:30:00,1995,"V2"
"1661",2019-07-11 15:45:00,2030,"V2"
"1662",2019-07-11 16:00:00,2010,"V2"
"1663",2019-07-11 16:15:00,2045,"V2"
"1664",2019-07-11 16:30:00,2065,"V2"
"1665",2019-07-11 16:45:00,2085,"V2"
"1666",2019-07-11 17:00:00,2065,"V2"
"1667",2019-07-11 17:15:00,2095,"V2"
"1668",2019-07-11 17:30:00,2110,"V2"
"1669",2019-07-11 17:45:00,2165,"V2"
"1670",2019-07-11 18:00:00,2215,"V2"
"1671",2019-07-11 18:15:00,2285,"V2"
"1672",2019-07-11 18:30:00,2360,"V2"
"1673",2019-07-11 18:45:00,2410,"V2"
"1674",2019-07-11 19:00:00,2500,"V2"
"1675",2019-07-11 19:15:00,2575,"V2"
"1676",2019-07-11 19:30:00,2610,"V2"
"1677",2019-07-11 19:45:00,2675,"V2"
"1678",2019-07-11 20:00:00,2720,"V2"
"1679",2019-07-11 20:15:00,2765,"V2"
"1680",2019-07-11 20:30:00,2800,"V2"
"1681",2019-07-11 20:45:00,2855,"V2"
"1682",2019-07-11 21:00:00,2900,"V2"
"1683",2019-07-11 21:15:00,2915,"V2"
"1684",2019-07-11 21:30:00,2975,"V2"
"1685",2019-07-11 21:45:00,3000,"V2"
"1686",2019-07-11 22:00:00,3020,"V2"
"1687",2019-07-11 22:15:00,3055,"V2"
"1688",2019-07-11 22:30:00,3065,"V2"
"1689",2019-07-11 22:45:00,3120,"V2"
"1690",2019-07-11 23:00:00,3130,"V2"
"1691",2019-07-11 23:15:00,3130,"V2"
"1692",2019-07-11 23:30:00,3165,"V2"
"1693",2019-07-11 23:45:00,3185,"V2"
"1694",2019-07-12 00:00:00,3195,"V2"
"1695",2019-07-12 00:15:00,3220,"V2"
"1696",2019-07-12 00:30:00,3230,"V2"
"1697",2019-07-12 00:45:00,3245,"V2"
"1698",2019-07-12 01:00:00,3265,"V2"
"1699",2019-07-12 01:15:00,3290,"V2"
"1700",2019-07-12 01:30:00,3295,"V2"
"1701",2019-07-12 01:45:00,3325,"V2"
"1702",2019-07-12 02:00:00,3340,"V2"
"1703",2019-07-12 02:15:00,3345,"V2"
"1704",2019-07-12 02:30:00,3400,"V2"
"1705",2019-07-12 02:45:00,3385,"V2"
"1706",2019-07-12 03:00:00,3430,"V2"
"1707",2019-07-12 03:15:00,3445,"V2"
"1708",2019-07-12 03:30:00,3435,"V2"
"1709",2019-07-12 03:45:00,3490,"V2"
"1710",2019-07-12 04:00:00,3465,"V2"
"1711",2019-07-12 04:15:00,3485,"V2"
"1712",2019-07-12 04:30:00,3485,"V2"
"1713",2019-07-12 04:45:00,3485,"V2"
"1714",2019-07-12 05:00:00,3485,"V2"
"1715",2019-07-12 05:15:00,3485,"V2"
"1716",2019-07-12 05:30:00,3500,"V2"
"1717",2019-07-12 05:45:00,3485,"V2"
"1718",2019-07-12 06:00:00,3505,"V2"
"1719",2019-07-12 06:15:00,3500,"V2"
"1720",2019-07-12 06:30:00,3500,"V2"
"1721",2019-07-12 06:45:00,3485,"V2"
"1722",2019-07-12 07:00:00,3465,"V2"
"1723",2019-07-12 07:15:00,3420,"V2"
"1724",2019-07-12 07:30:00,3395,"V2"
"1725",2019-07-12 07:45:00,3350,"V2"
"1726",2019-07-12 08:00:00,3335,"V2"
"1727",2019-07-12 08:15:00,3240,"V2"
"1728",2019-07-12 08:30:00,3210,"V2"
"1729",2019-07-12 08:45:00,3135,"V2"
"1730",2019-07-12 09:00:00,3080,"V2"
"1731",2019-07-12 09:15:00,3040,"V2"
"1732",2019-07-12 09:30:00,2990,"V2"
"1733",2019-07-12 09:45:00,2920,"V2"
"1734",2019-07-12 10:00:00,2880,"V2"
"1735",2019-07-12 10:15:00,2845,"V2"
"1736",2019-07-12 10:30:00,2805,"V2"
"1737",2019-07-12 10:45:00,2760,"V2"
"1738",2019-07-12 11:00:00,2750,"V2"
"1739",2019-07-12 11:15:00,2695,"V2"
"1740",2019-07-12 11:30:00,2695,"V2"
"1741",2019-07-12 12:34:32,4045,"V2"
"1742",2019-07-12 12:35:32,4030,"V2"
"1743",2019-07-12 12:36:32,3830,"V2"
"1744",2019-07-12 12:37:32,3610,"V2"
"1745",2019-07-12 12:38:32,3380,"V2"
"1746",2019-07-12 12:39:32,3200,"V2"
"1747",2019-07-12 12:40:32,3040,"V2"
"1748",2019-07-12 12:41:32,2940,"V2"
"1749",2019-07-12 12:42:32,2870,"V2"
"1750",2019-07-12 12:43:32,2795,"V2"
"1751",2019-07-12 12:44:32,2735,"V2"
"1752",2019-07-12 12:45:32,2690,"V2"
"1753",2019-07-12 12:46:32,2670,"V2"
"1754",2019-07-12 12:47:32,2660,"V2"
"1755",2019-07-12 12:48:32,2630,"V2"
"1756",2019-07-12 12:49:32,2630,"V2"
"1757",2019-07-12 12:50:32,2615,"V2"
"1758",2019-07-12 12:51:32,2610,"V2"
"1759",2019-07-12 12:52:32,2580,"V2"
"1760",2019-07-12 12:53:32,2575,"V2"
"1761",2019-07-12 12:54:32,2605,"V2"
"1762",2019-07-12 12:55:32,2580,"V2"
"1763",2019-07-12 12:56:32,2585,"V2"
"1764",2019-07-12 12:57:32,2570,"V2"
"1765",2019-07-12 12:58:32,2555,"V2"
"1766",2019-07-12 12:59:32,2555,"V2"
"1767",2019-07-12 13:00:32,2560,"V2"
"1768",2019-07-12 13:01:32,2565,"V2"
"1769",2019-07-12 13:02:32,2550,"V2"
"1770",2019-07-12 13:03:32,2565,"V2"
"1771",2019-07-12 13:04:32,2605,"V2"
"1772",2019-07-12 13:05:32,2800,"V2"
"1773",2019-07-12 13:06:32,3105,"V2"
"1774",2019-07-12 13:07:32,3455,"V2"
"1775",2019-07-12 13:08:32,3720,"V2"
"1776",2019-07-12 13:09:32,4000,"V2"
"1777",2019-07-12 13:10:32,4145,"V2"
"1778",2019-07-12 13:11:32,4300,"V2"
"1779",2019-07-12 13:12:32,4360,"V2"
"1780",2019-07-12 13:13:32,4445,"V2"
"1781",2019-07-12 13:14:32,4450,"V2"
"1782",2019-07-12 13:15:32,4450,"V2"
"1783",2019-07-12 13:16:32,4435,"V2"
"1784",2019-07-12 13:17:32,4420,"V2"
"1785",2019-07-12 13:18:32,4430,"V2"
"1786",2019-07-12 13:19:32,4420,"V2"
"1787",2019-07-12 13:20:32,4410,"V2"
"1788",2019-07-12 13:21:32,4380,"V2"
"1789",2019-07-12 13:22:32,4340,"V2"
"1790",2019-07-12 13:23:32,4345,"V2"
"1791",2019-07-12 13:24:32,4350,"V2"
"1792",2019-07-12 13:25:32,4355,"V2"
"1793",2019-07-12 13:26:32,4310,"V2"
"1794",2019-07-12 13:27:32,4315,"V2"
"1795",2019-07-12 13:28:32,4275,"V2"
"1796",2019-07-12 13:29:32,4295,"V2"
"1797",2019-07-12 13:30:32,4295,"V2"
"1798",2019-07-12 13:31:32,4280,"V2"
"1799",2019-07-12 13:32:32,4290,"V2"
"1800",2019-07-12 13:33:32,4300,"V2"
"1801",2019-07-12 13:34:32,4265,"V2"
"1802",2019-07-12 13:35:32,4245,"V2"
"1803",2019-07-12 13:36:32,4235,"V2"
"1804",2019-07-12 13:37:32,4205,"V2"
"1805",2019-07-12 13:38:32,4195,"V2"
"1806",2019-07-12 13:39:32,4170,"V2"
"1807",2019-07-12 13:40:32,4180,"V2"
"1808",2019-07-12 13:41:32,4165,"V2"
"1809",2019-07-12 13:42:32,4140,"V2"
"1810",2019-07-12 13:43:32,4120,"V2"
"1811",2019-07-12 13:44:32,4105,"V2"
"1812",2019-07-12 13:45:32,4125,"V2"
"1813",2019-07-12 13:46:32,4095,"V2"
"1814",2019-07-12 13:47:32,4110,"V2"
"1815",2019-07-12 13:48:32,4040,"V2"
"1816",2019-07-12 13:49:32,4040,"V2"
"1817",2019-07-12 13:50:32,4045,"V2"
"1818",2019-07-12 13:51:32,4040,"V2"
"1819",2019-07-12 13:52:32,4005,"V2"
"1820",2019-07-12 13:53:32,4035,"V2"
"1821",2019-07-12 13:54:32,4020,"V2"
"1822",2019-07-12 13:55:32,4030,"V2"
"1823",2019-07-12 13:56:32,4015,"V2"
"1824",2019-07-12 13:57:32,3980,"V2"
"1825",2019-07-12 13:58:32,3950,"V2"
"1826",2019-07-12 13:59:32,3975,"V2"
"1827",2019-07-12 14:00:32,3925,"V2"
"1828",2019-07-12 14:01:32,3925,"V2"
"1829",2019-07-12 14:02:32,3940,"V2"
"1830",2019-07-12 14:03:32,3940,"V2"
"1831",2019-07-12 14:04:32,3905,"V2"
"1832",2019-07-12 14:05:32,3900,"V2"
"1833",2019-07-12 14:06:32,3870,"V2"
"1834",2019-07-12 14:07:32,3860,"V2"
"1835",2019-07-12 14:08:32,3850,"V2"
"1836",2019-07-12 14:09:32,3830,"V2"
"1837",2019-07-12 14:10:32,3840,"V2"
"1838",2019-07-12 14:11:32,3845,"V2"
"1839",2019-07-12 14:12:32,3840,"V2"
"1840",2019-07-12 14:13:32,3835,"V2"
"1841",2019-07-12 14:14:32,3780,"V2"
"1842",2019-07-12 14:15:32,3775,"V2"
"1843",2019-07-12 14:16:32,3795,"V2"
"1844",2019-07-12 14:17:32,3775,"V2"
"1845",2019-07-12 14:18:32,3770,"V2"
"1846",2019-07-12 14:19:32,3775,"V2"
"1847",2019-07-12 14:20:32,3770,"V2"
"1848",2019-07-12 14:21:32,3770,"V2"
"1849",2019-07-12 14:22:32,3785,"V2"
"1850",2019-07-12 14:23:32,3790,"V2"
"1851",2019-07-12 14:24:32,3820,"V2"
"1852",2019-07-12 14:25:32,3850,"V2"
"1853",2019-07-12 14:26:32,3870,"V2"
"1854",2019-07-12 14:27:32,3875,"V2"
"1855",2019-07-12 14:28:32,3875,"V2"
"1856",2019-07-12 14:29:32,3880,"V2"
"1857",2019-07-12 14:30:32,3870,"V2"
"1858",2019-07-12 14:31:32,3845,"V2"
"1859",2019-07-12 14:32:32,3870,"V2"
"1860",2019-07-12 14:33:32,3845,"V2"
