"","X","Day","Avg_iCO2","StdDev_iCO2"
"1",1,"july19",-25.1096890449354,1.1862464085804
"2",1,"aug02",-24.7324050394948,0.812774387184062
"3",1,"aug09",-20.124580109976,0.478291016054631
"4",1,"Aug13",-21.7789746738655,0.551796299227425
