"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-17.5073681494803,0.920269637372063
"2","col2",-14.5952736142217,1.36540915882007
"3","col3",-12.9457689480245,1.54006886715021
"4","ecu3",-22.8778045510155,2.40217231561823
"5","col4",-12.4717322802309,1.45098067032659
"6","col5",-13.6699075449224,1.44245890192911
"7","ecu4",-22.9711298163052,2.56654269343026
"8","col6",-13.4747757431559,1.78457828795951
"9","col7",-14.1861893412941,1.31335232874939
"10","col8",-13.9588519278725,1.20649343502304
