"","X.1","X","PosixCT","X12CO2","Delta_Raw_iCO2","Sample","Day"
"569",56639,56639,"2019-08-02 18:49:13",410.65443686,-21.624537618,"ecu4","Aug02"
"570",56640,56640,"2019-08-02 18:49:14",410.65443686,-21.592244739,"ecu4","Aug02"
"571",56641,56641,"2019-08-02 18:49:15",410.65443686,-21.592244739,"ecu4","Aug02"
"572",56642,56642,"2019-08-02 18:49:16",410.65443686,-21.592244739,"ecu4","Aug02"
"573",56643,56643,"2019-08-02 18:49:17",409.04174398,-21.592244739,"ecu4","Aug02"
"574",56644,56644,"2019-08-02 18:49:17",409.04174398,-20.693072299,"ecu4","Aug02"
"575",56645,56645,"2019-08-02 18:49:19",409.04174398,-20.693072299,"ecu4","Aug02"
"576",56646,56646,"2019-08-02 18:49:20",409.04174398,-20.693072299,"ecu4","Aug02"
"577",56647,56647,"2019-08-02 18:49:20",407.68619029,-20.693072299,"ecu4","Aug02"
"578",56648,56648,"2019-08-02 18:49:21",407.68619029,-20.537146389,"ecu4","Aug02"
"579",56649,56649,"2019-08-02 18:49:22",407.68619029,-20.537146389,"ecu4","Aug02"
"580",56650,56650,"2019-08-02 18:49:23",407.68619029,-20.537146389,"ecu4","Aug02"
"581",56651,56651,"2019-08-02 18:49:24",406.97834441,-20.537146389,"ecu4","Aug02"
"582",56652,56652,"2019-08-02 18:49:25",406.97834441,-24.22452621,"ecu4","Aug02"
"583",56653,56653,"2019-08-02 18:49:26",406.97834441,-24.22452621,"ecu4","Aug02"
"584",56654,56654,"2019-08-02 18:49:27",406.97834441,-24.22452621,"ecu4","Aug02"
"585",56655,56655,"2019-08-02 18:49:28",406.5380239,-24.22452621,"ecu4","Aug02"
"586",56656,56656,"2019-08-02 18:49:28",406.5380239,-22.262942467,"ecu4","Aug02"
"587",56657,56657,"2019-08-02 18:49:29",406.5380239,-22.262942467,"ecu4","Aug02"
"588",56658,56658,"2019-08-02 18:49:30",406.5380239,-22.262942467,"ecu4","Aug02"
"589",56659,56659,"2019-08-02 18:49:31",406.63513968,-22.262942467,"ecu4","Aug02"
"590",56660,56660,"2019-08-02 18:49:32",406.63513968,-26.284185609,"ecu4","Aug02"
"591",56661,56661,"2019-08-02 18:49:33",406.63513968,-26.284185609,"ecu4","Aug02"
"592",56662,56662,"2019-08-02 18:49:34",406.63513968,-26.284185609,"ecu4","Aug02"
"593",56663,56663,"2019-08-02 18:49:35",406.12681613,-26.284185609,"ecu4","Aug02"
"594",56664,56664,"2019-08-02 18:49:35",406.12681613,-24.679196017,"ecu4","Aug02"
"595",56665,56665,"2019-08-02 18:49:36",406.12681613,-24.679196017,"ecu4","Aug02"
"596",56666,56666,"2019-08-02 18:49:38",406.12681613,-24.679196017,"ecu4","Aug02"
"597",56667,56667,"2019-08-02 18:49:38",405.9262939,-24.679196017,"ecu4","Aug02"
"598",56668,56668,"2019-08-02 18:49:39",405.9262939,-23.635025996,"ecu4","Aug02"
"599",56669,56669,"2019-08-02 18:49:40",405.9262939,-23.635025996,"ecu4","Aug02"
"600",56670,56670,"2019-08-02 18:49:41",405.9262939,-23.635025996,"ecu4","Aug02"
"601",56671,56671,"2019-08-02 18:49:42",405.50989697,-23.635025996,"ecu4","Aug02"
"602",56672,56672,"2019-08-02 18:49:42",405.50989697,-22.549648923,"ecu4","Aug02"
"603",56673,56673,"2019-08-02 18:49:43",405.50989697,-22.549648923,"ecu4","Aug02"
"604",56674,56674,"2019-08-02 18:49:45",405.50989697,-22.549648923,"ecu4","Aug02"
"605",56675,56675,"2019-08-02 18:49:45",405.85088398,-22.549648923,"ecu4","Aug02"
"606",56676,56676,"2019-08-02 18:49:46",405.85088398,-25.262310611,"ecu4","Aug02"
"607",56677,56677,"2019-08-02 18:49:47",405.85088398,-25.262310611,"ecu4","Aug02"
"608",56678,56678,"2019-08-02 18:49:48",405.85088398,-25.262310611,"ecu4","Aug02"
"609",56679,56679,"2019-08-02 18:49:49",405.67634027,-25.262310611,"ecu4","Aug02"
"610",56680,56680,"2019-08-02 18:49:49",405.67634027,-23.979911308,"ecu4","Aug02"
"611",56681,56681,"2019-08-02 18:49:50",405.67634027,-23.979911308,"ecu4","Aug02"
"612",56682,56682,"2019-08-02 18:49:52",405.67634027,-23.979911308,"ecu4","Aug02"
"613",56683,56683,"2019-08-02 18:49:52",405.71824349,-23.979911308,"ecu4","Aug02"
"614",56684,56684,"2019-08-02 18:49:53",405.71824349,-24.23936203,"ecu4","Aug02"
"615",56685,56685,"2019-08-02 18:49:54",405.71824349,-24.23936203,"ecu4","Aug02"
"616",56686,56686,"2019-08-02 18:49:55",405.71824349,-24.23936203,"ecu4","Aug02"
"617",56687,56687,"2019-08-02 18:49:56",405.74507724,-24.23936203,"ecu4","Aug02"
"618",56688,56688,"2019-08-02 18:49:56",405.74507724,-24.050879265,"ecu4","Aug02"
"619",56689,56689,"2019-08-02 18:49:57",405.74507724,-24.050879265,"ecu4","Aug02"
"620",56690,56690,"2019-08-02 18:49:59",405.74507724,-24.050879265,"ecu4","Aug02"
"621",56691,56691,"2019-08-02 18:49:59",405.8728433,-24.050879265,"ecu4","Aug02"
"622",56692,56692,"2019-08-02 18:50:00",405.8728433,-23.734411834,"ecu4","Aug02"
"623",56693,56693,"2019-08-02 18:50:01",405.8728433,-23.734411834,"ecu4","Aug02"
"624",56694,56694,"2019-08-02 18:50:02",405.8728433,-23.734411834,"ecu4","Aug02"
"625",56695,56695,"2019-08-02 18:50:03",405.78571378,-23.734411834,"ecu4","Aug02"
"626",56696,56696,"2019-08-02 18:50:03",405.78571378,-24.421379703,"ecu4","Aug02"
"627",56697,56697,"2019-08-02 18:50:04",405.78571378,-24.421379703,"ecu4","Aug02"
"628",56698,56698,"2019-08-02 18:50:06",405.78571378,-24.421379703,"ecu4","Aug02"
"629",56699,56699,"2019-08-02 18:50:06",405.78056438,-24.421379703,"ecu4","Aug02"
"630",56700,56700,"2019-08-02 18:50:07",405.78056438,-28.379754098,"ecu4","Aug02"
"631",56701,56701,"2019-08-02 18:50:08",405.78056438,-28.379754098,"ecu4","Aug02"
"632",56702,56702,"2019-08-02 18:50:09",405.78056438,-28.379754098,"ecu4","Aug02"
"633",56703,56703,"2019-08-02 18:50:10",406.06563758,-28.379754098,"ecu4","Aug02"
"634",56704,56704,"2019-08-02 18:50:10",406.06563758,-27.658046045,"ecu4","Aug02"
"635",56705,56705,"2019-08-02 18:50:11",406.06563758,-27.658046045,"ecu4","Aug02"
"636",56706,56706,"2019-08-02 18:50:13",406.06563758,-27.658046045,"ecu4","Aug02"
"637",56707,56707,"2019-08-02 18:50:13",406.27995008,-27.658046045,"ecu4","Aug02"
"638",56708,56708,"2019-08-02 18:50:14",406.27995008,-25.526696566,"ecu4","Aug02"
"639",56709,56709,"2019-08-02 18:50:15",406.27995008,-25.526696566,"ecu4","Aug02"
"640",56710,56710,"2019-08-02 18:50:16",406.27995008,-25.526696566,"ecu4","Aug02"
"641",56711,56711,"2019-08-02 18:50:17",405.85292421,-25.526696566,"ecu4","Aug02"
"642",56712,56712,"2019-08-02 18:50:17",405.85292421,-22.855622619,"ecu4","Aug02"
"643",56713,56713,"2019-08-02 18:50:18",405.85292421,-22.855622619,"ecu4","Aug02"
"644",56714,56714,"2019-08-02 18:50:20",405.85292421,-22.855622619,"ecu4","Aug02"
"645",56715,56715,"2019-08-02 18:50:20",405.75124418,-22.855622619,"ecu4","Aug02"
"646",56716,56716,"2019-08-02 18:50:21",405.75124418,-25.750258894,"ecu4","Aug02"
"647",56717,56717,"2019-08-02 18:50:22",405.75124418,-25.750258894,"ecu4","Aug02"
"648",56718,56718,"2019-08-02 18:50:23",405.75124418,-25.750258894,"ecu4","Aug02"
"649",56719,56719,"2019-08-02 18:50:24",406.19142243,-25.750258894,"ecu4","Aug02"
"650",56720,56720,"2019-08-02 18:50:24",406.19142243,-23.685438099,"ecu4","Aug02"
"651",56721,56721,"2019-08-02 18:50:25",406.19142243,-23.685438099,"ecu4","Aug02"
"652",56722,56722,"2019-08-02 18:50:27",406.19142243,-23.685438099,"ecu4","Aug02"
"653",56723,56723,"2019-08-02 18:50:27",405.87133803,-23.685438099,"ecu4","Aug02"
"654",56724,56724,"2019-08-02 18:50:28",405.87133803,-20.172921985,"ecu4","Aug02"
"655",56725,56725,"2019-08-02 18:50:29",405.87133803,-20.172921985,"ecu4","Aug02"
"656",56726,56726,"2019-08-02 18:50:30",405.87133803,-20.172921985,"ecu4","Aug02"
"657",56727,56727,"2019-08-02 18:50:31",406.06246426,-20.172921985,"ecu4","Aug02"
"658",56728,56728,"2019-08-02 18:50:31",406.06246426,-23.642267387,"ecu4","Aug02"
"659",56729,56729,"2019-08-02 18:50:32",406.06246426,-23.642267387,"ecu4","Aug02"
"660",56730,56730,"2019-08-02 18:50:34",406.06246426,-23.642267387,"ecu4","Aug02"
"661",56731,56731,"2019-08-02 18:50:34",406.35097997,-23.642267387,"ecu4","Aug02"
"662",56732,56732,"2019-08-02 18:50:35",406.35097997,-23.895346545,"ecu4","Aug02"
"663",56733,56733,"2019-08-02 18:50:36",406.35097997,-23.895346545,"ecu4","Aug02"
"664",56734,56734,"2019-08-02 18:50:37",406.35097997,-23.895346545,"ecu4","Aug02"
"665",56735,56735,"2019-08-02 18:50:38",406.90282095,-23.895346545,"ecu4","Aug02"
"666",56736,56736,"2019-08-02 18:50:38",406.90282095,-25.123143433,"ecu4","Aug02"
"667",56737,56737,"2019-08-02 18:50:39",406.90282095,-25.123143433,"ecu4","Aug02"
"668",56738,56738,"2019-08-02 18:50:41",406.90282095,-25.123143433,"ecu4","Aug02"
"669",56739,56739,"2019-08-02 18:50:41",409.56323181,-25.123143433,"ecu4","Aug02"
"670",56740,56740,"2019-08-02 18:50:42",409.56323181,-24.647894601,"ecu4","Aug02"
"671",56741,56741,"2019-08-02 18:50:43",409.56323181,-24.647894601,"ecu4","Aug02"
"672",56742,56742,"2019-08-02 18:50:44",409.56323181,-24.647894601,"ecu4","Aug02"
"673",56743,56743,"2019-08-02 18:50:45",417.0319429,-24.647894601,"ecu4","Aug02"
"674",56744,56744,"2019-08-02 18:50:45",417.0319429,-23.779622082,"ecu4","Aug02"
"675",56745,56745,"2019-08-02 18:50:46",417.0319429,-23.779622082,"ecu4","Aug02"
"676",56746,56746,"2019-08-02 18:50:48",417.0319429,-23.779622082,"ecu4","Aug02"
"677",56747,56747,"2019-08-02 18:50:48",435.1232088,-23.779622082,"ecu4","Aug02"
"678",56748,56748,"2019-08-02 18:50:49",435.1232088,-21.056680659,"ecu4","Aug02"
"679",56749,56749,"2019-08-02 18:50:50",435.1232088,-21.056680659,"ecu4","Aug02"
"680",56750,56750,"2019-08-02 18:50:51",435.1232088,-21.056680659,"ecu4","Aug02"
"681",56751,56751,"2019-08-02 18:50:52",461.40731337,-21.056680659,"ecu4","Aug02"
"682",56752,56752,"2019-08-02 18:50:52",461.40731337,-21.752276,"ecu4","Aug02"
"683",56753,56753,"2019-08-02 18:50:54",461.40731337,-21.752276,"ecu4","Aug02"
"684",56754,56754,"2019-08-02 18:50:55",461.40731337,-21.752276,"ecu4","Aug02"
"685",56755,56755,"2019-08-02 18:50:55",489.15868508,-21.752276,"ecu4","Aug02"
"686",56756,56756,"2019-08-02 18:50:56",489.15868508,-15.741170096,"ecu4","Aug02"
"687",56757,56757,"2019-08-02 18:50:57",489.15868508,-15.741170096,"ecu4","Aug02"
"688",56758,56758,"2019-08-02 18:50:58",489.15868508,-15.741170096,"ecu4","Aug02"
"959",54793,54793,"2019-08-02 18:22:12",601.56300042,-17.797322327,"ecu3","Aug02"
"960",54794,54794,"2019-08-02 18:22:13",601.56300042,-17.797322327,"ecu3","Aug02"
"961",54795,54795,"2019-08-02 18:22:14",557.76667419,-17.797322327,"ecu3","Aug02"
"962",54796,54796,"2019-08-02 18:22:15",557.76667419,-20.441666328,"ecu3","Aug02"
"963",54797,54797,"2019-08-02 18:22:16",557.76667419,-20.441666328,"ecu3","Aug02"
"964",54798,54798,"2019-08-02 18:22:17",557.76667419,-20.441666328,"ecu3","Aug02"
"965",54799,54799,"2019-08-02 18:22:18",521.27924167,-20.441666328,"ecu3","Aug02"
"966",54800,54800,"2019-08-02 18:22:18",521.27924167,-21.261422491,"ecu3","Aug02"
"967",54801,54801,"2019-08-02 18:22:19",521.27924167,-21.261422491,"ecu3","Aug02"
"968",54802,54802,"2019-08-02 18:22:20",521.27924167,-21.261422491,"ecu3","Aug02"
"969",54803,54803,"2019-08-02 18:22:21",491.70571928,-21.261422491,"ecu3","Aug02"
"970",54804,54804,"2019-08-02 18:22:22",491.70571928,-19.110044163,"ecu3","Aug02"
"971",54805,54805,"2019-08-02 18:22:23",491.70571928,-19.110044163,"ecu3","Aug02"
"972",54806,54806,"2019-08-02 18:22:24",491.70571928,-19.110044163,"ecu3","Aug02"
"973",54807,54807,"2019-08-02 18:22:25",469.48667507,-19.110044163,"ecu3","Aug02"
"974",54808,54808,"2019-08-02 18:22:25",469.48667507,-24.200362469,"ecu3","Aug02"
"975",54809,54809,"2019-08-02 18:22:26",469.48667507,-24.200362469,"ecu3","Aug02"
"976",54810,54810,"2019-08-02 18:22:27",469.48667507,-24.200362469,"ecu3","Aug02"
"977",54811,54811,"2019-08-02 18:22:28",452.06145904,-24.200362469,"ecu3","Aug02"
"978",54812,54812,"2019-08-02 18:22:29",452.06145904,-18.910906944,"ecu3","Aug02"
"979",54813,54813,"2019-08-02 18:22:30",452.06145904,-18.910906944,"ecu3","Aug02"
"980",54814,54814,"2019-08-02 18:22:31",452.06145904,-18.910906944,"ecu3","Aug02"
"981",54815,54815,"2019-08-02 18:22:32",438.85823429,-18.910906944,"ecu3","Aug02"
"982",54816,54816,"2019-08-02 18:22:32",438.85823429,-22.512515784,"ecu3","Aug02"
"983",54817,54817,"2019-08-02 18:22:33",438.85823429,-22.512515784,"ecu3","Aug02"
"984",54818,54818,"2019-08-02 18:22:35",438.85823429,-22.512515784,"ecu3","Aug02"
"985",54819,54819,"2019-08-02 18:22:35",429.11253744,-22.512515784,"ecu3","Aug02"
"986",54820,54820,"2019-08-02 18:22:36",429.11253744,-23.629885012,"ecu3","Aug02"
"987",54821,54821,"2019-08-02 18:22:37",429.11253744,-23.629885012,"ecu3","Aug02"
"988",54822,54822,"2019-08-02 18:22:38",429.11253744,-23.629885012,"ecu3","Aug02"
"989",54823,54823,"2019-08-02 18:22:39",422.10334444,-23.629885012,"ecu3","Aug02"
"990",54824,54824,"2019-08-02 18:22:39",422.10334444,-25.153011933,"ecu3","Aug02"
"991",54825,54825,"2019-08-02 18:22:40",422.10334444,-25.153011933,"ecu3","Aug02"
"992",54826,54826,"2019-08-02 18:22:42",422.10334444,-25.153011933,"ecu3","Aug02"
"993",54827,54827,"2019-08-02 18:22:42",416.71360092,-25.153011933,"ecu3","Aug02"
"994",54828,54828,"2019-08-02 18:22:43",416.71360092,-23.09982668,"ecu3","Aug02"
"995",54829,54829,"2019-08-02 18:22:44",416.71360092,-23.09982668,"ecu3","Aug02"
"996",54830,54830,"2019-08-02 18:22:45",416.71360092,-23.09982668,"ecu3","Aug02"
"997",54831,54831,"2019-08-02 18:22:46",412.61570236,-23.09982668,"ecu3","Aug02"
"998",54832,54832,"2019-08-02 18:22:46",412.61570236,-24.169212691,"ecu3","Aug02"
"999",54833,54833,"2019-08-02 18:22:47",412.61570236,-24.169212691,"ecu3","Aug02"
"1000",54834,54834,"2019-08-02 18:22:48",412.61570236,-24.169212691,"ecu3","Aug02"
"1001",54835,54835,"2019-08-02 18:22:49",409.91067468,-24.169212691,"ecu3","Aug02"
"1002",54836,54836,"2019-08-02 18:22:50",409.91067468,-22.678231521,"ecu3","Aug02"
"1003",54837,54837,"2019-08-02 18:22:51",409.91067468,-22.678231521,"ecu3","Aug02"
"1004",54838,54838,"2019-08-02 18:22:52",409.91067468,-22.678231521,"ecu3","Aug02"
"1005",54839,54839,"2019-08-02 18:22:53",407.65399243,-22.678231521,"ecu3","Aug02"
"1006",54840,54840,"2019-08-02 18:22:53",407.65399243,-23.630143187,"ecu3","Aug02"
"1007",54841,54841,"2019-08-02 18:22:54",407.65399243,-23.630143187,"ecu3","Aug02"
"1008",54842,54842,"2019-08-02 18:22:55",407.65399243,-23.630143187,"ecu3","Aug02"
"1009",54843,54843,"2019-08-02 18:22:56",405.73818805,-23.630143187,"ecu3","Aug02"
"1010",54844,54844,"2019-08-02 18:22:57",405.73818805,-27.028072025,"ecu3","Aug02"
"1011",54845,54845,"2019-08-02 18:22:58",405.73818805,-27.028072025,"ecu3","Aug02"
"1012",54846,54846,"2019-08-02 18:22:59",405.73818805,-27.028072025,"ecu3","Aug02"
"1013",54847,54847,"2019-08-02 18:23:00",404.90427702,-27.028072025,"ecu3","Aug02"
"1014",54848,54848,"2019-08-02 18:23:00",404.90427702,-27.315191202,"ecu3","Aug02"
"1015",54849,54849,"2019-08-02 18:23:01",404.90427702,-27.315191202,"ecu3","Aug02"
"1016",54850,54850,"2019-08-02 18:23:02",404.90427702,-27.315191202,"ecu3","Aug02"
"1017",54851,54851,"2019-08-02 18:23:03",403.93607085,-27.315191202,"ecu3","Aug02"
"1018",54852,54852,"2019-08-02 18:23:04",403.93607085,-23.874532411,"ecu3","Aug02"
"1019",54853,54853,"2019-08-02 18:23:05",403.93607085,-23.874532411,"ecu3","Aug02"
"1020",54854,54854,"2019-08-02 18:23:06",403.93607085,-23.874532411,"ecu3","Aug02"
"1021",54855,54855,"2019-08-02 18:23:07",403.14756924,-23.874532411,"ecu3","Aug02"
"1022",54856,54856,"2019-08-02 18:23:07",403.14756924,-23.088459198,"ecu3","Aug02"
"1023",54857,54857,"2019-08-02 18:23:08",403.14756924,-23.088459198,"ecu3","Aug02"
"1024",54858,54858,"2019-08-02 18:23:09",403.14756924,-23.088459198,"ecu3","Aug02"
"1025",54859,54859,"2019-08-02 18:23:10",403.27352457,-23.088459198,"ecu3","Aug02"
"1026",54860,54860,"2019-08-02 18:23:11",403.27352457,-25.479850318,"ecu3","Aug02"
"1027",54861,54861,"2019-08-02 18:23:12",403.27352457,-25.479850318,"ecu3","Aug02"
"1028",54862,54862,"2019-08-02 18:23:13",403.27352457,-25.479850318,"ecu3","Aug02"
"1029",54863,54863,"2019-08-02 18:23:14",402.41861616,-25.479850318,"ecu3","Aug02"
"1030",54864,54864,"2019-08-02 18:23:14",402.41861616,-21.983220893,"ecu3","Aug02"
"1031",54865,54865,"2019-08-02 18:23:15",402.41861616,-21.983220893,"ecu3","Aug02"
"1032",54866,54866,"2019-08-02 18:23:17",402.41861616,-21.983220893,"ecu3","Aug02"
"1033",54867,54867,"2019-08-02 18:23:17",402.54999865,-21.983220893,"ecu3","Aug02"
"1034",54868,54868,"2019-08-02 18:23:18",402.54999865,-25.096061836,"ecu3","Aug02"
"1035",54869,54869,"2019-08-02 18:23:19",402.54999865,-25.096061836,"ecu3","Aug02"
"1036",54870,54870,"2019-08-02 18:23:20",402.54999865,-25.096061836,"ecu3","Aug02"
"1037",54871,54871,"2019-08-02 18:23:21",402.1266901,-25.096061836,"ecu3","Aug02"
"1038",54872,54872,"2019-08-02 18:23:21",402.1266901,-23.698258782,"ecu3","Aug02"
"1039",54873,54873,"2019-08-02 18:23:22",402.1266901,-23.698258782,"ecu3","Aug02"
"1040",54874,54874,"2019-08-02 18:23:23",402.1266901,-23.698258782,"ecu3","Aug02"
"1041",54875,54875,"2019-08-02 18:23:24",402.00253353,-23.698258782,"ecu3","Aug02"
"1042",54876,54876,"2019-08-02 18:23:25",402.00253353,-24.992981255,"ecu3","Aug02"
"1043",54877,54877,"2019-08-02 18:23:26",402.00253353,-24.992981255,"ecu3","Aug02"
"1044",54878,54878,"2019-08-02 18:23:27",402.00253353,-24.992981255,"ecu3","Aug02"
"1045",54879,54879,"2019-08-02 18:23:28",402.04022615,-24.992981255,"ecu3","Aug02"
"1046",54880,54880,"2019-08-02 18:23:28",402.04022615,-24.106617993,"ecu3","Aug02"
"1047",54881,54881,"2019-08-02 18:23:29",402.04022615,-24.106617993,"ecu3","Aug02"
"1048",54882,54882,"2019-08-02 18:23:31",402.04022615,-24.106617993,"ecu3","Aug02"
"1049",54883,54883,"2019-08-02 18:23:31",401.75556418,-24.106617993,"ecu3","Aug02"
"1050",54884,54884,"2019-08-02 18:23:32",401.75556418,-25.024167077,"ecu3","Aug02"
"1051",54885,54885,"2019-08-02 18:23:33",401.75556418,-25.024167077,"ecu3","Aug02"
"1052",54886,54886,"2019-08-02 18:23:34",401.75556418,-25.024167077,"ecu3","Aug02"
"1053",54887,54887,"2019-08-02 18:23:35",401.97638084,-25.024167077,"ecu3","Aug02"
"1054",54888,54888,"2019-08-02 18:23:35",401.97638084,-21.584456347,"ecu3","Aug02"
"1055",54889,54889,"2019-08-02 18:23:36",401.97638084,-21.584456347,"ecu3","Aug02"
"1056",54890,54890,"2019-08-02 18:23:38",401.97638084,-21.584456347,"ecu3","Aug02"
"1057",54891,54891,"2019-08-02 18:23:38",402.04225205,-21.584456347,"ecu3","Aug02"
"1058",54892,54892,"2019-08-02 18:23:39",402.04225205,-21.851282297,"ecu3","Aug02"
"1059",54893,54893,"2019-08-02 18:23:40",402.04225205,-21.851282297,"ecu3","Aug02"
"1060",54894,54894,"2019-08-02 18:23:41",402.04225205,-21.851282297,"ecu3","Aug02"
"1061",54895,54895,"2019-08-02 18:23:42",402.00471126,-21.851282297,"ecu3","Aug02"
"1062",54896,54896,"2019-08-02 18:23:42",402.00471126,-22.867413098,"ecu3","Aug02"
"1063",54897,54897,"2019-08-02 18:23:43",402.00471126,-22.867413098,"ecu3","Aug02"
"1064",54898,54898,"2019-08-02 18:23:45",402.00471126,-22.867413098,"ecu3","Aug02"
"1065",54899,54899,"2019-08-02 18:23:45",405.98263713,-22.867413098,"ecu3","Aug02"
"1066",54900,54900,"2019-08-02 18:23:46",405.98263713,-18.850320423,"ecu3","Aug02"
"1067",54901,54901,"2019-08-02 18:23:47",405.98263713,-18.850320423,"ecu3","Aug02"
"1068",54902,54902,"2019-08-02 18:23:48",405.98263713,-18.850320423,"ecu3","Aug02"
"1069",54903,54903,"2019-08-02 18:23:49",422.90704504,-18.850320423,"ecu3","Aug02"
"1070",54904,54904,"2019-08-02 18:23:49",422.90704504,-24.353222965,"ecu3","Aug02"
"1071",54905,54905,"2019-08-02 18:23:50",422.90704504,-24.353222965,"ecu3","Aug02"
"1072",54906,54906,"2019-08-02 18:23:52",422.90704504,-24.353222965,"ecu3","Aug02"
"1073",54907,54907,"2019-08-02 18:23:52",451.8059018,-24.353222965,"ecu3","Aug02"
"1074",54908,54908,"2019-08-02 18:23:53",451.8059018,-24.318583214,"ecu3","Aug02"
"1075",54909,54909,"2019-08-02 18:23:54",451.8059018,-24.318583214,"ecu3","Aug02"
"1076",54910,54910,"2019-08-02 18:23:55",451.8059018,-24.318583214,"ecu3","Aug02"
"1077",54911,54911,"2019-08-02 18:23:56",486.42760903,-24.318583214,"ecu3","Aug02"
"1078",54912,54912,"2019-08-02 18:23:56",486.42760903,-22.634026875,"ecu3","Aug02"
"1079",54913,54913,"2019-08-02 18:23:57",486.42760903,-22.634026875,"ecu3","Aug02"
"1080",54914,54914,"2019-08-02 18:23:59",486.42760903,-22.634026875,"ecu3","Aug02"
"1081",54915,54915,"2019-08-02 18:23:59",521.41457686,-22.634026875,"ecu3","Aug02"
"1082",54916,54916,"2019-08-02 18:24:00",521.41457686,-18.944385161,"ecu3","Aug02"
"1083",54917,54917,"2019-08-02 18:24:01",521.41457686,-18.944385161,"ecu3","Aug02"
"1084",54918,54918,"2019-08-02 18:24:02",521.41457686,-18.944385161,"ecu3","Aug02"
"1085",54919,54919,"2019-08-02 18:24:03",550.75090626,-18.944385161,"ecu3","Aug02"
"1086",54920,54920,"2019-08-02 18:24:03",550.75090626,-17.145744904,"ecu3","Aug02"
"1087",54921,54921,"2019-08-02 18:24:04",550.75090626,-17.145744904,"ecu3","Aug02"
