"","X","PosixCT","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample"
"55064",55064,2019-08-02 18:26:10,1.9349950644,2.0042157962,-51.404803725,-48.868482557,-49.89518903,-51.404803725,-50.033994679,"col1"
"55065",55065,2019-08-02 18:26:11,1.9308189145,1.9940315105,-45.081402515,-47.338138913,-48.823770872,-45.081402515,-48.901180652,"col1"
"55066",55066,2019-08-02 18:26:12,1.9308189145,1.9940315105,-45.081402515,-47.338138913,-48.823770872,-45.081402515,-48.901180652,"col1"
"55067",55067,2019-08-02 18:26:13,1.9308189145,1.9940315105,-45.081402515,-47.338138913,-48.823770872,-45.081402515,-48.901180652,"col1"
"55068",55068,2019-08-02 18:26:13,1.9308189145,1.9940315105,-45.081402515,-47.338138913,-48.823770872,-45.081402515,-48.901180652,"col1"
"55069",55069,2019-08-02 18:26:14,1.9169140588,1.9829605484,-45.564676272,-46.699962211,-49.170502569,-45.564676272,-48.984391014,"col1"
"55070",55070,2019-08-02 18:26:16,1.9169140588,1.9829605484,-45.564676272,-46.699962211,-49.170502569,-45.564676272,-48.984391014,"col1"
"55071",55071,2019-08-02 18:26:16,1.9169140588,1.9829605484,-45.564676272,-46.699962211,-49.170502569,-45.564676272,-48.984391014,"col1"
"55072",55072,2019-08-02 18:26:17,1.9169140588,1.9829605484,-45.564676272,-46.699962211,-49.170502569,-45.564676272,-48.984391014,"col1"
"55073",55073,2019-08-02 18:26:18,1.9039067269,1.9716272942,-40.210997813,-42.09830981,-48.26406982,-40.210997813,-48.522603915,"col1"
"55074",55074,2019-08-02 18:26:19,1.9039067269,1.9716272942,-40.210997813,-42.09830981,-48.26406982,-40.210997813,-48.522603915,"col1"
"55075",55075,2019-08-02 18:26:20,1.9039067269,1.9716272942,-40.210997813,-42.09830981,-48.26406982,-40.210997813,-48.522603915,"col1"
"55076",55076,2019-08-02 18:26:20,1.9039067269,1.9716272942,-40.210997813,-42.09830981,-48.26406982,-40.210997813,-48.522603915,"col1"
"55077",55077,2019-08-02 18:26:21,1.8762851796,1.9624468749,-44.341603781,-38.318948979,-46.664669047,-44.341603781,-47.725733507,"col1"
