"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-17.3855721960169,0.19469622037947
"2","col2",-14.7594692882889,0.460389399705785
"3","col3",-12.8237121483676,0.317133049761959
"4","col4",-12.6413557817164,0.323829885917945
"5","col5",-13.7279203911642,0.913316659880482
"6","col6",-13.7139651700294,0.657641552219454
"7","col7",-14.2669495968529,0.321323217349734
"8","col8",-13.7904320773556,0.342149266190115
