"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-15.9528961001538,0.575007138260547
"2","col2",-14.7693127877654,0.172634607956405
"3","col3",-13.4168116524744,0.686211616190689
"4","col4",-13.7258568246331,0.299323676901463
"5","col5",-15.250549135961,0.344900844351968
"6","col6",-14.6677967907727,0.173939694642609
"7","col7",-14.0017348712868,0.30967158356988
