"Date_Time","DO_mgl","DO_Temp","WL_m","WL_Temp","EC_us","EC_Temp","airpress_kpa","Air_Temp_c","Air_Temp_LaVirgin"
"2019-09-09 09:00:00 UTC",0.95,7.4,1.2922,7.945,13.6,12.7,62.5807,6.391,3.763
"2019-09-09 09:15:00 UTC",0.95,7.46111111111111,1.2963,8.038,13.8,12.7,62.5736,6.386,3.311
"2019-09-09 09:30:00 UTC",0.96,7.53888888888889,1.2967,8.11,14.2,13.4,62.5616,6.382,2.999
"2019-09-09 09:45:00 UTC",0.98,7.6,1.3123,8.143,14.3,13.4,62.5524,6.382,3.57
"2019-09-09 10:00:00 UTC",1.02,7.67777777777778,1.2946,8.141,14.4,13.4,62.5522,6.381,3.311
"2019-09-09 10:15:00 UTC",1.1,7.73888888888889,1.2916,8.151,14.3,13.4,62.548,6.379,3.577
"2019-09-09 10:30:00 UTC",1.18,7.8,1.3,8.19,14.1,12.7,62.5309,6.376,3.419
"2019-09-09 10:45:00 UTC",1.27,7.86111111111111,1.3008,8.221,13.9,12.6,62.5148,6.371,3.125
"2019-09-09 11:00:00 UTC",1.39,7.92222222222222,1.2943,8.23,13.9,13.4,62.5115,6.366,3.193
"2019-09-09 11:15:00 UTC",1.51,7.97777777777778,1.2891,8.2,13.8,12.6,62.5204,6.361,2.834
"2019-09-09 11:30:00 UTC",1.64,8.02222222222222,1.2882,8.14,13.6,12.6,62.5093,6.355,2.951
"2019-09-09 11:45:00 UTC",1.78,8.07777777777778,1.2742,8.069,13.6,12.7,62.5036,6.351,3.069
"2019-09-09 12:00:00 UTC",1.92,8.1,1.2682,8.005,13.3,12.7,62.5077,6.345,2.889
"2019-09-09 12:15:00 UTC",2.07,8.13888888888889,1.2582,7.948,12.9,11.9,62.5164,6.341,2.837
"2019-09-09 12:30:00 UTC",2.2,8.16111111111111,1.2497,7.887,12.4,11.9,62.5208,6.336,2.909
"2019-09-09 12:45:00 UTC",2.35,8.16111111111111,1.2346,7.826,12.4,11.5,62.5298,6.332,2.863
"2019-09-09 13:00:00 UTC",2.49,8.17777777777778,1.2207,7.762,12.4,11.9,62.5378,6.327,2.798
"2019-09-09 13:15:00 UTC",2.63,8.17777777777778,1.2042,7.693,12.3,11.9,62.5586,6.322,2.802
"2019-09-09 13:30:00 UTC",2.77,8.16111111111111,1.1917,7.617,12.4,11.9,62.5642,6.317,2.771
"2019-09-09 13:45:00 UTC",2.9,8.16111111111111,1.182,7.536,12.4,11.5,62.5649,6.312,2.724
"2019-09-09 14:00:00 UTC",3.02,8.13888888888889,1.1707,7.45,12.4,11.9,62.5756,6.307,2.658
"2019-09-09 14:15:00 UTC",3.13,8.1,1.1549,7.364,12.2,11.5,62.5885,6.303,2.636
"2019-09-09 14:30:00 UTC",3.22,8.06111111111111,1.1497,7.277,12.4,11.9,62.5873,6.297,2.666
"2019-09-09 14:45:00 UTC",3.29,8.02222222222222,1.1409,7.19,12.9,11.9,62.5949,6.294,2.519
"2019-09-09 15:00:00 UTC",3.3,7.97777777777778,1.1248,7.104,12.9,11.9,62.6087,6.289,2.484
"2019-09-09 15:15:00 UTC",3.28,7.93888888888889,1.1198,7.023,12.9,11.9,62.6203,6.286,2.415
"2019-09-09 15:30:00 UTC",3.23,7.9,1.115,6.947,12.9,11.9,62.6185,6.282,2.346
"2019-09-09 15:45:00 UTC",3.19,7.83888888888889,1.1104,6.877,12.9,11.9,62.6354,6.276,2.255
"2019-09-09 16:00:00 UTC",3.16,7.8,1.0997,6.806,12.8,11.9,62.6465,6.272,2.321
"2019-09-09 16:15:00 UTC",3.16,7.73888888888889,1.1046,6.734,12.8,11.9,62.6413,6.27,2.341
"2019-09-09 16:30:00 UTC",3.17,7.7,1.0993,6.673,12.7,11.9,62.6441,6.269,2.191
"2019-09-09 16:45:00 UTC",3.16,7.63888888888889,1.0914,6.621,12.5,11.6,62.6553,6.268,2.195
"2019-09-09 17:00:00 UTC",3.14,7.56111111111111,1.0969,6.572,12.4,11.6,62.6529,6.265,2.127
"2019-09-09 17:15:00 UTC",3.12,7.5,1.0964,6.524,12.4,11.6,62.6405,6.261,2.011
"2019-09-09 17:30:00 UTC",3.09,7.43888888888889,1.0926,6.474,12.2,11.6,62.6459,6.256,1.991
"2019-09-09 17:45:00 UTC",3.04,7.33888888888889,1.0801,6.42,12.2,11.2,62.6602,6.255,2.027
"2019-09-09 18:00:00 UTC",2.99,7.26111111111111,1.0953,6.37,12.1,11.6,62.6405,6.255,1.996
"2019-09-09 18:15:00 UTC",2.93,7.2,1.0834,6.331,12,10.8,62.6525,6.255,1.954
"2019-09-09 18:30:00 UTC",2.89,7.13888888888889,1.0903,6.299,11.7,10.8,62.6371,6.252,1.846
"2019-09-09 18:45:00 UTC",2.83,7.07777777777778,1.0903,6.265,11.6,10.8,62.6254,6.241,1.589
"2019-09-09 19:00:00 UTC",2.79,7.03888888888889,1.0887,6.223,11.6,10.8,62.6125,6.225,1.294
"2019-09-09 19:15:00 UTC",2.75,7,1.092,6.164,11.5,10.1,62.5917,6.209,1.535
"2019-09-09 19:30:00 UTC",2.69,6.96111111111111,1.09,6.093,11.2,10.1,62.5849,6.199,1.525
"2019-09-09 19:45:00 UTC",2.6,6.9,1.0926,6.016,11.1,10.1,62.5663,6.189,1.675
"2019-09-09 20:00:00 UTC",2.47,6.86111111111111,1.0827,5.94,10.8,9.7,62.566,6.184,1.76
"2019-09-09 20:15:00 UTC",2.34,6.8,1.0833,5.869,10.7,9.7,62.5499,6.176,2.103
"2019-09-09 20:30:00 UTC",2.22,6.73888888888889,1.0823,5.801,10.3,8.9,62.5412,6.169,2.256
"2019-09-09 20:45:00 UTC",2.11,6.67777777777778,1.0792,5.742,10.3,8.9,62.5344,6.166,2.233
"2019-09-09 21:00:00 UTC",2,6.62222222222222,1.0874,5.685,9.8,8.6,62.5196,6.157,2.381
"2019-09-09 21:15:00 UTC",1.91,6.57777777777778,1.0828,5.629,9.5,8.6,62.5065,6.156,2.423
"2019-09-09 21:30:00 UTC",1.84,6.52222222222222,1.0815,5.579,9.4,8.6,62.5083,6.154,2.518
"2019-09-09 21:45:00 UTC",1.78,6.46111111111111,1.0786,5.531,8.9,7.8,62.4892,6.149,2.581
"2019-09-09 22:00:00 UTC",1.74,6.42222222222222,1.0866,5.484,8.9,7.8,62.4687,6.144,2.238
"2019-09-09 22:15:00 UTC",1.7,6.36111111111111,1.0699,5.439,8.6,7.4,62.4675,6.142,2.007
"2019-09-09 22:30:00 UTC",1.64,6.3,1.0745,5.395,8.2,7.4,62.4695,6.137,2.11
"2019-09-09 22:45:00 UTC",1.6,6.26111111111111,1.0756,5.351,8.1,6.7,62.4633,6.135,2.216
"2019-09-09 23:00:00 UTC",1.56,6.2,1.0837,5.309,7.9,6.7,62.4634,6.129,2.393
"2019-09-09 23:15:00 UTC",1.52,6.16111111111111,1.0705,5.267,7.9,6.7,62.4599,6.125,2.65
"2019-09-09 23:30:00 UTC",1.48,6.12222222222222,1.0719,5.229,7.7,6.3,62.452,6.122,2.58
"2019-09-09 23:45:00 UTC",1.44,6.06111111111111,1.0732,5.193,7.5,6.3,62.4514,6.118,2.457
"2019-09-10 00:00:00 UTC",1.4,6.02222222222222,1.0666,5.162,7.2,5.5,62.4527,6.117,1.887
"2019-09-10 00:15:00 UTC",1.37,5.97777777777778,1.0685,5.135,7.2,5.5,62.4541,6.118,1.898
"2019-09-10 00:30:00 UTC",1.34,5.93888888888889,1.0696,5.11,6.7,5.2,62.4537,6.114,1.797
"2019-09-10 00:45:00 UTC",1.31,5.9,1.0665,5.086,6.6,5.2,62.456,6.111,1.616
"2019-09-10 01:00:00 UTC",1.29,5.86111111111111,1.0627,5.063,6.4,5.2,62.4541,6.111,1.782
"2019-09-10 01:15:00 UTC",1.25,5.82222222222222,1.0636,5.04,6.3,4.4,62.4589,6.107,2.206
"2019-09-10 01:30:00 UTC",1.22,5.8,1.0655,5.017,6.1,4.4,62.4668,6.1,2.474
"2019-09-10 01:45:00 UTC",1.19,5.76111111111111,1.0538,4.994,5.9,4.4,62.4822,6.1,2.373
"2019-09-10 02:00:00 UTC",1.17,5.72222222222222,1.0553,4.974,6,4,62.4946,6.103,2.865
"2019-09-10 02:15:00 UTC",1.14,5.7,1.0546,4.957,5.8,4,62.4969,6.108,3.471
"2019-09-10 02:30:00 UTC",1.13,5.66111111111111,1.0633,4.948,5.7,4,62.5045,6.12,3.5
"2019-09-10 02:45:00 UTC",1.11,5.63888888888889,1.0536,4.949,5.6,4,62.5326,6.138,3.338
"2019-09-10 03:00:00 UTC",1.11,5.62222222222222,1.0552,4.967,5.4,4,62.5461,6.157,3.387
"2019-09-10 03:15:00 UTC",1.1,5.57777777777778,1.0606,5.022,5.8,4,62.5508,6.171,3.309
"2019-09-10 03:30:00 UTC",1.09,5.56111111111111,1.0642,5.115,5.4,3.3,62.5691,6.18,3.342
"2019-09-10 03:45:00 UTC",1.09,5.56111111111111,1.0757,5.231,5.4,3.3,62.5771,6.188,3.175
"2019-09-10 04:00:00 UTC",1.07,5.57777777777778,1.0702,5.353,5.4,3.3,62.5907,6.194,3.248
"2019-09-10 04:15:00 UTC",1.07,5.62222222222222,1.084,5.469,5.4,3.3,62.5984,6.199,3.571
"2019-09-10 04:30:00 UTC",1.07,5.63888888888889,1.0859,5.576,5.5,3.3,62.6029,6.205,4.013
"2019-09-10 04:45:00 UTC",1.07,5.7,1.0918,5.684,5.3,3.3,62.6053,6.21,4.365
"2019-09-10 05:00:00 UTC",1.07,5.73888888888889,1.1075,5.807,5.3,3.3,62.6098,6.215,4.226
"2019-09-10 05:15:00 UTC",1.07,5.8,1.1191,5.946,5.2,3.3,62.6153,6.217,4.05
"2019-09-10 05:30:00 UTC",1.05,5.86111111111111,1.1301,6.096,5.3,3.3,62.6182,6.219,4.064
"2019-09-10 05:45:00 UTC",1.01,5.92222222222222,1.1373,6.238,5.4,3.3,62.6267,6.221,4.254
"2019-09-10 06:00:00 UTC",0.97,6,1.1592,6.364,5.4,3.3,62.6155,6.222,3.871
"2019-09-10 06:15:00 UTC",0.93,6.07777777777778,1.1654,6.48,5.3,3.3,62.614,6.221,3.897
"2019-09-10 06:30:00 UTC",0.9,6.13888888888889,1.1799,6.603,5.4,3.3,62.6026,6.222,4.816
"2019-09-10 06:45:00 UTC",0.87,6.23888888888889,1.1893,6.718,5.2,3.3,62.5997,6.222,5.092
"2019-09-10 07:00:00 UTC",0.85,6.3,1.2042,6.802,5.3,3.3,62.5728,6.221,5.162
"2019-09-10 07:15:00 UTC",0.84,6.37777777777778,1.2122,6.888,5.2,3.3,62.5673,6.22,5.1
"2019-09-10 07:30:00 UTC",0.83,6.46111111111111,1.2158,6.968,5.2,3.3,62.565,6.22,5.587
"2019-09-10 07:45:00 UTC",0.83,6.53888888888889,1.2179,7.052,5.2,2.9,62.5582,6.223,5.625
"2019-09-10 08:00:00 UTC",0.81,6.62222222222222,1.2317,7.154,5.2,3.3,62.5424,6.227,5.354
"2019-09-10 08:15:00 UTC",0.81,6.67777777777778,1.241,7.296,5.2,2.9,62.5352,6.227,5.565
"2019-09-10 08:30:00 UTC",0.82,6.76111111111111,1.2499,7.492,5.2,2.9,62.5279,6.225,5.248
"2019-09-10 08:45:00 UTC",0.83,6.83888888888889,1.2568,7.703,5.3,3.3,62.5359,6.221,5.317
"2019-09-10 09:00:00 UTC",0.85,6.92222222222222,1.263,7.85,5.5,3.2,62.5179,6.218,5.525
"2019-09-10 09:15:00 UTC",0.87,7.02222222222222,1.2713,7.925,5.5,2.9,62.5029,6.215,5.375
"2019-09-10 09:30:00 UTC",0.92,7.1,1.2607,7.961,5.5,3.3,62.4985,6.212,4.989
"2019-09-10 09:45:00 UTC",0.96,7.2,1.2642,7.98,5.4,2.9,62.4852,6.207,4.211
"2019-09-10 10:00:00 UTC",0.99,7.27777777777778,1.2631,7.985,5.4,2.9,62.4697,6.207,4.957
"2019-09-10 10:15:00 UTC",1.04,7.36111111111111,1.2566,7.992,5.4,3.3,62.4563,6.211,6.132
"2019-09-10 10:30:00 UTC",1.14,7.43888888888889,1.2605,8.016,5.4,2.9,62.438,6.217,6.99
"2019-09-10 10:45:00 UTC",1.34,7.5,1.2615,8.101,5.4,2.9,62.4331,6.217,6.752
"2019-09-10 11:00:00 UTC",1.62,7.56111111111111,1.271,8.266,5.4,3.3,62.4219,6.213,7.036
"2019-09-10 11:15:00 UTC",1.93,7.63888888888889,1.2744,8.451,5.6,3.6,62.4097,6.209,6.363
"2019-09-10 11:30:00 UTC",2.22,7.72222222222222,1.2758,8.586,5.8,3.6,62.4115,6.204,6.338
"2019-09-10 11:45:00 UTC",2.51,7.82222222222222,1.2809,8.657,5.8,3.6,62.4004,6.199,6.352
"2019-09-10 12:00:00 UTC",2.73,7.9,1.2705,8.663,5.7,3.2,62.4268,6.194,5.732
"2019-09-10 12:15:00 UTC",2.9,7.96111111111111,1.2643,8.645,5.7,3.2,62.4357,6.191,5.974
"2019-09-10 12:30:00 UTC",3.01,8.02222222222222,1.2644,8.61,5.6,3.3,62.4459,6.186,5.653
"2019-09-10 12:45:00 UTC",3.12,8.07777777777778,1.2561,8.56,5.6,3.3,62.4541,6.181,4.973
"2019-09-10 13:00:00 UTC",3.19,8.12222222222222,1.2486,8.488,5.6,2.9,62.463,6.176,4.562
"2019-09-10 13:15:00 UTC",3.25,8.16111111111111,1.2405,8.378,5.5,3.3,62.4546,6.167,3.878
"2019-09-10 13:30:00 UTC",3.31,8.2,1.2225,8.233,5.6,3.3,62.4646,6.153,3.364
"2019-09-10 13:45:00 UTC",3.37,8.22222222222222,1.2014,8.07,5.5,2.9,62.4776,6.139,3.008
"2019-09-10 14:00:00 UTC",3.41,8.23888888888889,1.1941,7.904,5.5,2.9,62.4638,6.132,2.861
"2019-09-10 14:15:00 UTC",3.45,8.23888888888889,1.17,7.747,5.3,2.9,62.4828,6.122,2.669
"2019-09-10 14:30:00 UTC",3.47,8.22222222222222,1.1422,7.598,5.2,2.9,62.5084,6.111,2.678
"2019-09-10 14:45:00 UTC",3.49,8.2,1.1236,7.46,5.2,2.9,62.5222,6.105,3.125
"2019-09-10 15:00:00 UTC",3.49,8.16111111111111,1.1118,7.346,5.2,2.9,62.5409,6.106,3.202
"2019-09-10 15:15:00 UTC",3.47,8.1,1.1014,7.249,5.2,2.9,62.5526,6.108,3.052
"2019-09-10 15:30:00 UTC",3.45,8.03888888888889,1.0956,7.17,5.2,2.9,62.562,6.113,3.265
"2019-09-10 15:45:00 UTC",3.41,7.96111111111111,1.0928,7.104,5.2,2.9,62.5506,6.116,3.213
"2019-09-10 16:00:00 UTC",3.37,7.9,1.0836,7.047,5.2,3.3,62.5659,6.109,3.028
"2019-09-10 16:15:00 UTC",3.34,7.83888888888889,1.0752,6.996,5.2,2.9,62.588,6.109,3.373
"2019-09-10 16:30:00 UTC",3.35,7.76111111111111,1.0702,6.944,5.2,2.9,62.6004,6.111,3.797
"2019-09-10 16:45:00 UTC",3.35,7.7,1.0661,6.889,5.2,2.9,62.6074,6.108,3.496
"2019-09-10 17:00:00 UTC",3.32,7.66111111111111,1.0711,6.836,5.2,2.9,62.602,6.108,3.161
"2019-09-10 17:15:00 UTC",3.3,7.6,1.0627,6.782,5.1,2.9,62.6102,6.112,3.148
"2019-09-10 17:30:00 UTC",3.29,7.53888888888889,1.0579,6.726,5.1,2.9,62.6108,6.116,3.057
"2019-09-10 17:45:00 UTC",3.28,7.47777777777778,1.0633,6.68,5.1,2.9,62.5922,6.12,3.114
"2019-09-10 18:00:00 UTC",3.22,7.43888888888889,1.0557,6.646,5,2.9,62.5911,6.122,3.296
"2019-09-10 18:15:00 UTC",3.17,7.37777777777778,1.0614,6.618,5.1,2.9,62.5803,6.123,3.138
"2019-09-10 18:30:00 UTC",3.11,7.33888888888889,1.0695,6.589,5.2,2.9,62.5639,6.125,3.275
"2019-09-10 18:45:00 UTC",3.04,7.3,1.0659,6.556,5.1,2.9,62.5546,6.127,3.122
"2019-09-10 19:00:00 UTC",3,7.26111111111111,1.0662,6.52,5.1,2.9,62.5392,6.127,3.224
"2019-09-10 19:15:00 UTC",2.97,7.23888888888889,1.0672,6.486,5.1,2.9,62.5309,6.129,3.215
"2019-09-10 19:30:00 UTC",2.93,7.2,1.0706,6.451,5.1,2.9,62.5113,6.131,3.001
"2019-09-10 19:45:00 UTC",2.9,7.17777777777778,1.0701,6.416,5,2.9,62.4932,6.132,2.88
"2019-09-10 20:00:00 UTC",2.84,7.13888888888889,1.0812,6.385,5.2,2.9,62.4723,6.132,2.819
"2019-09-10 20:15:00 UTC",2.8,7.1,1.0759,6.353,5.1,2.9,62.4695,6.13,2.607
"2019-09-10 20:30:00 UTC",2.76,7.07777777777778,1.0761,6.314,5.2,2.9,62.4562,6.129,2.513
"2019-09-10 20:45:00 UTC",2.7,7.03888888888889,1.0779,6.269,5.1,2.9,62.4379,6.127,2.629
"2019-09-10 21:00:00 UTC",2.63,7,1.0642,6.222,5.2,2.9,62.443,6.127,2.596
"2019-09-10 21:15:00 UTC",2.58,6.97777777777778,1.068,6.181,5.1,2.9,62.4403,6.127,2.451
"2019-09-10 21:30:00 UTC",2.53,6.93888888888889,1.0721,6.148,5.1,2.9,62.4248,6.129,2.447
"2019-09-10 21:45:00 UTC",2.45,6.9,1.0547,6.12,5.1,2.9,62.4403,6.129,2.249
"2019-09-10 22:00:00 UTC",2.38,6.86111111111111,1.0626,6.099,5.1,2.9,62.4288,6.129,2.352
"2019-09-10 22:15:00 UTC",2.31,6.83888888888889,1.0628,6.081,5.2,2.9,62.4291,6.128,2.59
"2019-09-10 22:30:00 UTC",2.24,6.8,1.0637,6.062,5.1,2.9,62.4335,6.127,2.419
"2019-09-10 22:45:00 UTC",2.17,6.76111111111111,1.0633,6.039,5.1,2.9,62.43,6.126,2.338
"2019-09-10 23:00:00 UTC",2.09,6.73888888888889,1.0579,6.018,5.1,2.9,62.429,6.127,2.451
"2019-09-10 23:15:00 UTC",2,6.72222222222222,1.051,5.997,5.1,2.9,62.435,6.128,2.5
"2019-09-10 23:30:00 UTC",1.91,6.7,1.0558,5.979,5.1,2.9,62.4242,6.128,2.555
"2019-09-10 23:45:00 UTC",1.83,6.66111111111111,1.0562,5.964,5,2.9,62.4241,6.127,2.608
"2019-09-11 00:00:00 UTC",1.74,6.63888888888889,1.0525,5.948,5.1,3.3,62.4343,6.12,2.926
"2019-09-11 00:15:00 UTC",1.69,6.62222222222222,1.0505,5.929,5.1,2.9,62.4341,6.117,2.853
"2019-09-11 00:30:00 UTC",1.62,6.6,1.0507,5.905,5.1,2.9,62.4492,6.118,3.032
"2019-09-11 00:45:00 UTC",1.56,6.57777777777778,1.0418,5.876,5,2.9,62.4626,6.121,2.931
"2019-09-11 01:00:00 UTC",1.51,6.53888888888889,1.0468,5.855,5,2.9,62.4692,6.122,2.957
"2019-09-11 01:15:00 UTC",1.45,6.52222222222222,1.0423,5.84,5,2.9,62.4824,6.124,2.864
"2019-09-11 01:30:00 UTC",1.41,6.5,1.0416,5.83,5,2.9,62.4917,6.126,2.925
"2019-09-11 01:45:00 UTC",1.38,6.47777777777778,1.0443,5.826,5,2.9,62.5029,6.126,2.718
"2019-09-11 02:00:00 UTC",1.36,6.46111111111111,1.0457,5.826,5,2.9,62.5151,6.127,2.745
"2019-09-11 02:15:00 UTC",1.33,6.43888888888889,1.0435,5.827,5,2.9,62.5332,6.13,2.905
"2019-09-11 02:30:00 UTC",1.3,6.43888888888889,1.043,5.831,5,2.9,62.5392,6.133,2.832
"2019-09-11 02:45:00 UTC",1.26,6.42222222222222,1.0419,5.841,5.1,2.9,62.5526,6.135,2.969
"2019-09-11 03:00:00 UTC",1.23,6.4,1.0566,5.859,5,2.9,62.5596,6.138,3.05
"2019-09-11 03:15:00 UTC",1.2,6.37777777777778,1.0489,5.883,5.1,2.9,62.5737,6.141,3.222
"2019-09-11 03:30:00 UTC",1.17,6.37777777777778,1.0588,5.917,5.1,2.9,62.5804,6.148,3.855
"2019-09-11 03:45:00 UTC",1.14,6.37777777777778,1.0543,5.962,5.1,2.9,62.6039,6.154,3.77
"2019-09-11 04:00:00 UTC",1.11,6.37777777777778,1.0592,6.024,5.1,2.9,62.6047,6.156,3.54
"2019-09-11 04:15:00 UTC",1.09,6.37777777777778,1.0687,6.11,5.1,2.9,62.6097,6.158,4.045
"2019-09-11 04:30:00 UTC",1.05,6.4,1.0694,6.202,5.2,2.9,62.6209,6.161,3.858
"2019-09-11 04:45:00 UTC",1.03,6.42222222222222,1.073,6.282,5.2,2.9,62.6289,6.165,4.571
"2019-09-11 05:00:00 UTC",1,6.43888888888889,1.083,6.363,5.2,2.9,62.6187,6.169,4.924
"2019-09-11 05:15:00 UTC",0.97,6.47777777777778,1.0958,6.464,5.2,2.9,62.6117,6.17,4.934
"2019-09-11 05:30:00 UTC",0.94,6.52222222222222,1.1154,6.595,5.3,2.9,62.5996,6.173,5.482
"2019-09-11 05:45:00 UTC",0.9,6.56111111111111,1.1316,6.733,5.3,2.9,62.5851,6.177,5.28
"2019-09-11 06:00:00 UTC",0.85,6.6,1.1547,6.867,5.4,3.3,62.5694,6.181,6.179
"2019-09-11 06:15:00 UTC",0.82,6.66111111111111,1.1684,7.032,5.4,3.3,62.5601,6.184,5.996
"2019-09-11 06:30:00 UTC",0.8,6.72222222222222,1.1872,7.228,5.5,2.9,62.5432,6.187,7.515
"2019-09-11 06:45:00 UTC",0.79,6.77777777777778,1.2053,7.449,5.6,3.3,62.5351,6.19,6.528
"2019-09-11 07:00:00 UTC",0.78,6.86111111111111,1.2197,7.649,5.6,2.9,62.5157,6.186,5.423
"2019-09-11 07:15:00 UTC",0.77,6.96111111111111,1.2313,7.834,5.7,3.6,62.5007,6.184,5.585
"2019-09-11 07:30:00 UTC",0.76,7.03888888888889,1.2363,7.969,5.7,3.2,62.4766,6.182,5.385
"2019-09-11 07:45:00 UTC",0.75,7.16111111111111,1.2436,8.027,5.7,3.2,62.4679,6.18,5.077
"2019-09-11 08:00:00 UTC",0.74,7.26111111111111,1.2433,8.051,5.7,3.3,62.4403,6.177,4.895
"2019-09-11 08:15:00 UTC",0.73,7.33888888888889,1.2396,8.063,5.7,3.6,62.4042,6.175,5.153
"2019-09-11 08:30:00 UTC",0.71,7.43888888888889,1.2413,8.056,5.8,3.6,62.3725,6.174,5.312
"2019-09-11 08:45:00 UTC",0.71,7.52222222222222,1.2383,8.035,5.7,3.3,62.3599,6.172,5.325
"2019-09-11 09:00:00 UTC",0.73,7.57777777777778,1.2332,8.014,5.7,3.3,62.3723,6.17,5.131
"2019-09-11 09:15:00 UTC",0.81,7.66111111111111,1.2306,7.995,5.7,3.6,62.3687,6.166,4.607
"2019-09-11 09:30:00 UTC",0.94,7.72222222222222,1.227,7.964,5.7,3.3,62.3637,6.163,4.436
"2019-09-11 09:45:00 UTC",1.09,7.76111111111111,1.2245,7.912,5.7,3.3,62.3547,6.161,4.467
"2019-09-11 10:00:00 UTC",1.21,7.8,1.2148,7.843,5.7,3.3,62.3589,6.161,4.601
"2019-09-11 10:15:00 UTC",1.36,7.83888888888889,1.206,7.777,5.7,3.3,62.3597,6.16,4.681
"2019-09-11 10:30:00 UTC",1.51,7.86111111111111,1.2063,7.739,5.6,2.9,62.3461,6.162,5.024
"2019-09-11 10:45:00 UTC",1.68,7.86111111111111,1.1985,7.731,5.6,2.9,62.3441,6.163,5.097
"2019-09-11 11:00:00 UTC",1.84,7.87777777777778,1.1959,7.735,5.7,3.6,62.3494,6.162,4.766
"2019-09-11 11:15:00 UTC",2.01,7.87777777777778,1.2045,7.767,5.7,3.3,62.335,6.161,4.708
"2019-09-11 11:30:00 UTC",2.17,7.9,1.2055,7.809,5.7,2.9,62.3334,6.159,4.738
"2019-09-11 11:45:00 UTC",2.33,7.9,1.204,7.826,5.7,3.6,62.3256,6.158,4.444
"2019-09-11 12:00:00 UTC",2.47,7.92222222222222,1.2031,7.823,5.7,3.6,62.3099,6.156,4.397
"2019-09-11 12:15:00 UTC",2.59,7.92222222222222,1.1983,7.802,5.7,3.3,62.3094,6.155,4.232
"2019-09-11 12:30:00 UTC",2.7,7.93888888888889,1.187,7.768,5.7,3.3,62.3159,6.154,4.29
"2019-09-11 12:45:00 UTC",2.77,7.93888888888889,1.1792,7.724,5.6,3.6,62.3216,6.153,4.47
"2019-09-11 13:00:00 UTC",2.82,7.93888888888889,1.1619,7.68,5.7,2.9,62.3365,6.152,4.371
"2019-09-11 13:15:00 UTC",2.87,7.93888888888889,1.1515,7.637,5.6,2.9,62.3497,6.15,4.239
"2019-09-11 13:30:00 UTC",2.89,7.93888888888889,1.1466,7.588,5.6,2.9,62.3578,6.147,4.171
"2019-09-11 13:45:00 UTC",2.9,7.93888888888889,1.1271,7.533,5.6,3.3,62.3754,6.146,4.257
"2019-09-11 14:00:00 UTC",2.9,7.92222222222222,1.1227,7.471,5.6,3.3,62.3751,6.145,4.147
"2019-09-11 14:15:00 UTC",2.89,7.9,1.1161,7.405,5.6,3.3,62.381,6.145,4.096
"2019-09-11 14:30:00 UTC",2.87,7.87777777777778,1.1046,7.341,5.5,3.6,62.4026,6.145,4.146
"2019-09-11 14:45:00 UTC",2.83,7.86111111111111,1.0979,7.281,5.5,2.9,62.4134,6.146,3.978
"2019-09-11 15:00:00 UTC",2.8,7.82222222222222,1.0933,7.224,5.5,3.3,62.4136,6.146,3.815
"2019-09-11 15:15:00 UTC",2.76,7.77777777777778,1.082,7.174,5.5,3.3,62.4311,6.146,4.009
"2019-09-11 15:30:00 UTC",2.73,7.73888888888889,1.0832,7.127,6.3,4,62.4346,6.147,3.906
"2019-09-11 15:45:00 UTC",2.72,7.67777777777778,1.0776,7.086,6.6,4.4,62.4356,6.147,3.804
"2019-09-11 16:00:00 UTC",2.7,7.66111111111111,1.0736,7.048,6.2,4,62.446,6.148,3.727
"2019-09-11 16:15:00 UTC",2.71,7.62222222222222,1.0703,7.01,6.3,4,62.457,6.149,3.674
"2019-09-11 16:30:00 UTC",2.69,7.57777777777778,1.0653,6.974,6.1,4,62.4624,6.149,3.471
"2019-09-11 16:45:00 UTC",2.67,7.53888888888889,1.0613,6.939,6.1,3.6,62.4898,6.15,3.514
"2019-09-11 17:00:00 UTC",2.62,7.52222222222222,1.0641,6.905,6.1,4,62.4932,6.151,3.641
"2019-09-11 17:15:00 UTC",2.58,7.47777777777778,1.0616,6.872,6.1,4,62.4901,6.151,3.516
"2019-09-11 17:30:00 UTC",2.56,7.46111111111111,1.0631,6.839,6,3.6,62.479,6.152,3.575
"2019-09-11 17:45:00 UTC",2.54,7.42222222222222,1.0652,6.805,6,3.6,62.4698,6.152,3.951
"2019-09-11 18:00:00 UTC",2.52,7.37777777777778,1.0651,6.768,5.9,4,62.465,6.153,3.891
"2019-09-11 18:15:00 UTC",2.47,7.36111111111111,1.0731,6.735,6,4,62.4459,6.154,3.955
"2019-09-11 18:30:00 UTC",2.43,7.32222222222222,1.0704,6.702,6,4,62.4301,6.156,3.83
"2019-09-11 18:45:00 UTC",2.38,7.3,1.0719,6.674,6.2,4,62.428,6.158,3.636
"2019-09-11 19:00:00 UTC",2.33,7.26111111111111,1.0707,6.648,6.2,4,62.4145,6.159,3.487
"2019-09-11 19:15:00 UTC",2.28,7.23888888888889,1.0738,6.623,6.3,4.4,62.4048,6.161,3.486
"2019-09-11 19:30:00 UTC",2.22,7.2,1.0749,6.6,6.2,3.6,62.3916,6.163,3.507
"2019-09-11 19:45:00 UTC",2.18,7.17777777777778,1.0778,6.582,6.2,4,62.3763,6.165,3.524
"2019-09-11 20:00:00 UTC",2.14,7.16111111111111,1.0853,6.567,6.4,4.4,62.351,6.167,3.54
