Date_Time,DO_mgl,DO_Temp,WL_m,WL_Temp,EC_us,EC_Temp,CO2_ppm_2,airpress_kpa,Air_Temp_c,Q_m3s
2019-07-18 17:00:00,4.84,7.538888889,0.197264834,7.225,7.8,45.7,NA,62.5066,5.957,0.006751992
2019-07-18 17:15:00,4.81,7.438888889,0.199752951,7.131,7.8,45.52,NA,62.5064,5.957,0.007115359
2019-07-18 17:30:00,4.78,7.361111111,0.198355934,7.047,7.8,45.39,NA,62.5007,5.958,0.00691007
2019-07-18 17:45:00,4.76,7.261111111,0.201078587,6.947,7.8,45.18,NA,62.5183,5.958,0.007313159
2019-07-18 18:00:00,4.76,7.161111111,0.199161513,6.86,7.8,45.05,NA,62.5219,5.959,0.007028052
2019-07-18 18:15:00,4.75,7.077777778,0.198967766,6.775,7.8,44.89,NA,62.5358,5.959,0.006999578
2019-07-18 18:30:00,4.73,7,0.200466755,6.699,7.8,44.74,NA,62.5367,5.96,0.007221504
2019-07-18 18:45:00,4.72,6.9,0.200507544,6.603,7.8,44.58,NA,62.5304,5.959,0.007227595
2019-07-18 19:00:00,4.69,6.838888889,0.198386526,6.529,7.8,44.46,NA,62.5247,5.959,0.006914531
2019-07-18 19:15:00,4.66,6.777777778,0.199467429,6.474,8.2,44.35,NA,62.505,5.959,0.007073138
2019-07-18 19:30:00,4.63,6.738888889,0.198610864,6.438,7.8,44.28,NA,62.5152,5.961,0.00694729
2019-07-18 19:45:00,4.61,6.7,0.200028275,6.4,7.8,44.22,NA,62.5127,5.963,0.0071562
2019-07-18 20:00:00,4.6,6.661111111,0.197621736,6.359,7.8,44.15,NA,62.5048,5.966,0.006803482
2019-07-18 20:15:00,4.59,6.6,0.19789706,6.296,7.8,44.04,NA,62.4878,5.967,0.006843348
2019-07-18 20:30:00,4.59,6.538888889,0.199732556,6.252,7.8,43.93,NA,62.4898,5.968,0.007112339
2019-07-18 20:45:00,4.59,6.5,0.201160164,6.198,7.8,43.84,NA,62.48,5.971,0.007325426
2019-07-18 21:00:00,4.59,6.438888889,0.197377003,6.144,7.8,43.75,NA,62.4726,5.972,0.006768152
2019-07-18 21:15:00,4.57,6.4,0.198131596,6.099,7.8,43.68,NA,62.4563,5.973,0.006877407
2019-07-18 21:30:00,4.55,6.361111111,0.199385852,6.055,7.8,43.59,NA,62.4554,5.974,0.0070611
2019-07-18 21:45:00,4.53,6.322222222,0.198926978,6.016,7.8,43.52,NA,62.4506,5.975,0.006993592
2019-07-18 22:00:00,4.51,6.277777778,0.200140444,5.979,7.8,43.47,NA,62.4405,5.976,0.007172875
2019-07-18 22:15:00,4.48,6.238888889,0.197020101,5.955,7.8,43.41,NA,62.448,5.976,0.006716807
2019-07-18 22:30:00,4.47,6.2,0.200487149,5.905,7.8,43.32,NA,62.4388,5.977,0.007224549
2019-07-18 22:45:00,4.46,6.161111111,0.199334866,5.865,7.8,43.23,NA,62.4422,5.977,0.007053582
2019-07-18 23:00:00,4.44,6.1,0.199396049,5.813,7.8,43.14,NA,62.4385,5.976,0.007062604
2019-07-18 23:15:00,4.43,6.038888889,0.197142468,5.751,7.8,43.02,NA,62.4497,5.975,0.006734387
2019-07-18 23:30:00,4.43,5.922222222,0.199406246,5.641,7.8,42.78,NA,62.4378,5.969,0.007064109
2019-07-18 23:45:00,4.44,5.722222222,0.198202976,5.439,7.8,42.42,NA,62.4307,5.958,0.006887791
2019-07-19 00:00:00,4.44,5.538888889,0.197438186,5.251,7.8,42.06,NA,62.4427,5.942,0.006776975
2019-07-19 00:15:00,4.44,5.377777778,0.198610864,5.102,7.8,41.83,NA,62.4375,5.928,0.00694729
2019-07-19 00:30:00,4.43,5.3,0.198957569,5.013,7.8,41.67,NA,62.4421,5.921,0.006998081
2019-07-19 00:45:00,4.45,5.138888889,0.196826354,4.871,7.8,41.38,NA,62.4563,5.916,0.006689023
2019-07-19 01:00:00,4.45,5.077777778,0.196336889,4.792,7.8,41.23,NA,62.4684,5.915,0.006619109
2019-07-19 01:15:00,4.45,5.038888889,0.197693116,4.759,7.8,41.22,NA,62.4693,5.917,0.006813806
2019-07-19 01:30:00,4.44,5.038888889,0.197652328,4.764,7.8,41.23,NA,62.4696,5.921,0.006807906
2019-07-19 01:45:00,4.44,5.038888889,0.196744777,4.768,7.8,41.23,NA,62.4685,5.925,0.006677343
2019-07-19 02:00:00,4.46,5.061111111,0.197988835,4.775,7.8,41.23,NA,62.4816,5.931,0.006856664
2019-07-19 02:15:00,4.49,5.077777778,0.195704662,4.795,7.8,41.29,NA,62.479,5.937,0.006529394
2019-07-19 02:30:00,4.55,5.1,0.199161513,4.817,7.8,41.34,NA,62.4983,5.944,0.007028052
2019-07-19 02:45:00,4.61,5.138888889,0.195979987,4.849,7.8,41.41,NA,62.5085,5.949,0.006568382
2019-07-19 03:00:00,4.71,5.177777778,0.20019143,4.888,7.8,41.47,NA,62.5019,5.953,0.007180462
2019-07-19 03:15:00,4.81,5.238888889,0.197519764,4.947,7.8,41.61,NA,62.5294,5.96,0.006788749
2019-07-19 03:30:00,4.91,5.3,0.199824331,5.01,7.8,41.72,NA,62.5346,5.965,0.007125935
2019-07-19 03:45:00,5,5.361111111,0.20157825,5.068,7.8,41.81,NA,62.5501,5.969,0.007388472
2019-07-19 04:00:00,5.1,5.438888889,0.196836552,5.142,7.8,41.99,NA,62.5771,5.973,0.006690484
2019-07-19 04:15:00,5.23,5.577777778,0.20062991,5.258,7.8,42.24,NA,62.581,5.978,0.007245884
2019-07-19 04:30:00,5.35,5.822222222,0.198896386,5.501,7.8,42.69,NA,62.5822,5.986,0.006989104
2019-07-19 04:45:00,5.48,6.077777778,0.198468104,5.731,7.8,43.2,NA,62.5825,5.994,0.006926434
2019-07-19 05:00:00,5.58,6.361111111,0.203077238,6.046,7.8,43.7,NA,62.5779,6,0.007616903
2019-07-19 05:15:00,5.67,6.538888889,0.204137747,6.205,8.2,43.99,NA,62.5673,6.004,0.007780771
2019-07-19 05:30:00,5.75,6.722222222,0.203485126,6.402,7.8,44.35,NA,62.5652,6.008,0.007679708
2019-07-19 05:45:00,5.82,6.822222222,0.204882142,6.487,7.8,44.51,NA,62.568,6.01,0.00789691
2019-07-19 06:00:00,5.89,6.938888889,0.203474929,6.604,7.8,44.74,NA,62.5881,6.012,0.007678135
2019-07-19 06:15:00,5.98,7.177777778,0.202108504,6.819,7.8,45.19,NA,62.5637,6.015,0.007468851
2019-07-19 06:30:00,6.04,7.4,0.207462034,7.068,8.2,45.59,NA,62.5703,6.018,0.00830655
2019-07-19 06:45:00,6.07,7.522222222,0.20707454,7.198,7.8,45.79,NA,62.5686,6.018,0.008244317
2019-07-19 07:00:00,6.09,7.522222222,0.21140835,7.185,7.8,45.81,NA,62.5563,6.018,0.008954562
2019-07-19 07:15:00,6.23,7.938888889,0.216007288,7.532,7.8,46.63,NA,62.5551,6.022,0.009742409
2019-07-19 07:30:00,6.25,8.361111111,0.211561308,8.012,7.8,47.39,NA,62.5564,6.026,0.0089802
2019-07-19 07:45:00,6.28,8.561111111,0.215171117,8.189,7.8,47.7,NA,62.5353,6.027,0.009596549
2019-07-19 08:00:00,6.34,8.8,0.209501474,8.429,7.8,48.18,NA,62.5211,6.027,0.008638207
2019-07-19 08:15:00,6.35,9.061111111,0.21541585,8.69,7.8,48.58,NA,62.5024,6.029,0.009639119
2019-07-19 08:30:00,6.38,9.322222222,0.215976696,8.929,7.8,49.08,NA,62.4775,6.03,0.009737052
2019-07-19 08:45:00,6.4,9.438888889,0.212397479,9.097,8.1,49.24,NA,62.4604,6.029,0.009121042
2019-07-19 09:00:00,6.41,9.477777778,0.20809426,9.105,8.1,49.33,NA,62.4391,6.028,0.008408624
2019-07-19 09:15:00,6.42,9.7,0.185068983,9.594,8.1,49.77,NA,62.4257,6.028,0.005119771
2019-07-19 09:30:00,6.28,10.46111111,0.188882736,9.522,7.7,50.2,NA,62.411,6.029,0.005603607
2019-07-19 09:45:00,6.36,9.938888889,0.18795479,9.515,50.6,49.98,NA,62.3855,6.028,0.005483656
2019-07-19 10:00:00,6.34,9.761111111,0.18806696,9.397,8.9,49.68,NA,62.3685,6.025,0.00549808
2019-07-19 10:15:00,6.32,9.561111111,0.190024822,9.208,8.5,49.33,NA,62.3537,6.023,0.005753204
2019-07-19 10:30:00,6.33,9.438888889,0.190453104,9.074,8.1,49.15,NA,62.3413,6.021,0.005809862
2019-07-19 10:45:00,6.32,9.361111111,0.187638677,9.013,8.1,49.01,NA,62.3246,6.02,0.005443121
2019-07-19 11:00:00,6.3,9.238888889,0.188841947,8.903,8.1,48.78,NA,62.3241,6.019,0.005598305
2019-07-19 11:15:00,6.29,9.1,0.187577494,8.758,8.1,48.54,NA,62.3156,6.018,0.005435295
2019-07-19 11:30:00,6.27,8.977777778,0.178858888,8.593,8.1,48.33,NA,62.3189,6.016,0.004383669
2019-07-19 11:45:00,6.24,8.861111111,0.17455567,8.545,8.5,48.06,NA,62.3307,13.699,0.003911203
2019-07-19 12:00:00,6.22,8.722222222,0.176533926,8.388,8.1,47.84,NA,62.3393,7.857,0.00412458
2019-07-19 12:15:00,6.14,8.561111111,0.17852238,8.25,8.1,47.53,NA,62.3305,6.766,0.004345613
2019-07-19 12:30:00,6.07,8.422222222,0.178287845,8.097,8.1,47.28,NA,62.3239,6.396,0.0043192
2019-07-19 12:45:00,6,8.261111111,0.177074378,7.95,8.5,46.99,NA,62.3342,6.239,0.004184005
2019-07-19 13:00:00,5.93,8.122222222,0.174729022,7.813,8.1,46.74,NA,62.3457,6.163,0.003929641
2019-07-19 13:15:00,5.85,7.977777778,0.17673787,7.68,8.1,46.49,NA,62.3453,6.121,0.004146947
2019-07-19 13:30:00,5.75,7.838888889,0.176024066,7.525,8.1,46.22,NA,62.3438,6.095,0.004068963
2019-07-19 13:45:00,5.65,7.7,0.177859562,7.384,8.1,45.97,NA,62.3416,6.077,0.004271205
2019-07-19 14:00:00,5.56,7.577777778,0.176024066,7.261,8.2,45.73,NA,62.3519,6.064,0.004068963
2019-07-19 14:15:00,5.48,7.477777778,0.174514881,7.166,8.2,45.57,NA,62.3533,6.055,0.003906872
2019-07-19 14:30:00,5.39,7.377777778,0.17692142,7.072,8.5,45.41,NA,62.3461,6.048,0.004167137
2019-07-19 14:45:00,5.33,7.277777778,0.175259276,6.974,8.5,45.21,NA,62.3544,6.042,0.003986349
2019-07-19 15:00:00,5.28,7.2,0.17506553,6.893,8.5,45.07,NA,62.3696,6.038,0.003965575
2019-07-19 15:15:00,5.24,7.122222222,0.175707953,6.81,8.2,44.94,NA,62.3864,6.034,0.004034698
2019-07-19 15:30:00,5.19,7.038888889,0.176258602,6.739,8.5,44.8,NA,62.3897,6.031,0.004094493
2019-07-19 15:45:00,5.15,6.961111111,0.175412234,6.657,8.5,44.67,NA,62.4107,6.028,0.004002794
2019-07-19 16:00:00,5.11,6.9,0.175351051,6.597,8.2,44.55,NA,62.4081,6.026,0.003996212
2019-07-19 16:15:00,5.07,6.838888889,0.175942489,6.541,8.2,44.46,NA,62.4118,6.024,0.004060105
2019-07-19 16:30:00,5.03,6.8,0.175116516,6.498,8.5,44.38,NA,62.4253,6.021,0.003971036
2019-07-19 16:45:00,4.98,6.761111111,0.175126713,6.457,8.2,44.31,NA,62.4177,6.02,0.003972128
2019-07-19 17:00:00,4.94,6.722222222,0.17608525,6.426,8.5,44.28,NA,62.4295,6.019,0.004075614
2019-07-19 17:15:00,4.92,6.7,0.177461872,6.39,8.5,44.17,NA,62.4258,6.019,0.00422691
2019-07-19 17:30:00,4.91,6.638888889,0.17666649,6.342,8.5,44.1,NA,62.4326,6.018,0.004139111
2019-07-19 17:45:00,4.9,6.6,0.174178373,6.295,8.2,44.04,NA,62.4376,6.017,0.003871247
2019-07-19 18:00:00,4.89,6.538888889,0.176911223,6.25,8.5,43.93,NA,62.433,6.017,0.004166014
2019-07-19 18:15:00,4.95,6.5,0.178451,6.203,8.5,43.84,NA,62.4432,6.017,0.004337564
2019-07-19 18:30:00,5.05,6.422222222,0.179756242,6.122,8.5,43.7,NA,62.4305,6.016,0.004486072
2019-07-19 18:45:00,5.1,6.361111111,0.182631852,6.065,8.5,43.61,NA,62.4315,6.016,0.004823246
2019-07-19 19:00:00,5.09,6.3,0.184365376,6.005,8.5,43.48,NA,62.4199,6.015,0.00503315
2019-07-19 19:15:00,5.05,6.238888889,0.18362098,5.946,9.3,43.39,NA,62.4137,6.014,0.004942403
2019-07-19 19:30:00,5.02,6.222222222,0.182499288,5.92,9.3,43.34,NA,62.3987,6.014,0.004807401
2019-07-19 19:45:00,4.98,6.161111111,0.181663118,5.87,9.3,43.25,NA,62.3979,6.014,0.004708124
2019-07-19 20:00:00,4.96,6.122222222,0.182081203,5.832,9.3,43.18,NA,62.3833,6.014,0.004757617
2019-07-19 20:15:00,4.94,6.1,0.183529206,5.804,9.3,43.14,NA,62.3796,6.015,0.004931279
2019-07-19 20:30:00,4.92,6.061111111,0.183519008,5.771,9.3,43.09,NA,62.359,6.015,0.004930043
2019-07-19 20:45:00,4.91,6.022222222,0.185109772,5.728,9.3,43.02,NA,62.3455,6.016,0.005124818
2019-07-19 21:00:00,4.9,5.977777778,0.186058111,5.688,9.3,42.93,NA,62.3594,6.016,0.005242936
2019-07-19 21:15:00,4.89,5.938888889,0.186129492,5.644,8.5,42.85,NA,62.3267,6.017,0.005251887
2019-07-19 21:30:00,4.9,5.9,0.191085331,5.61,8.5,42.78,NA,62.3134,6.017,0.005894058
2019-07-19 21:45:00,4.9,5.861111111,0.19101395,5.56,8.5,42.69,NA,62.3069,6.017,0.005884519
2019-07-19 22:00:00,4.95,5.822222222,0.188882736,5.514,8.5,42.62,NA,62.3127,6.017,0.005603607
2019-07-19 22:15:00,4.94,5.777777778,0.193787589,5.482,9.3,42.57,NA,62.2955,6.017,0.006261416
2019-07-19 22:30:00,4.95,5.722222222,0.196530636,5.436,8.5,42.48,NA,62.3118,6.018,0.006646736
2019-07-19 22:45:00,4.95,5.677777778,0.198111202,5.389,8.6,42.35,NA,62.307,6.017,0.006874441
2019-07-19 23:00:00,4.94,5.622222222,0.199691768,5.341,8.6,42.3,NA,62.3134,6.017,0.0071063
2019-07-19 23:15:00,4.96,5.577777778,0.198539484,5.292,8.6,42.19,NA,62.3186,6.016,0.006936857
2019-07-19 23:30:00,4.95,5.538888889,0.200517741,5.249,8.6,42.12,NA,62.3231,6.015,0.007229118
2019-07-19 23:45:00,4.95,5.5,0.207013357,5.217,8.6,42.06,NA,62.3144,6.014,0.008234513
2019-07-20 00:00:00,4.98,5.461111111,0.208002486,5.167,8.6,41.97,NA,62.3353,6.009,0.008393765
2019-07-20 00:15:00,5.04,5.4,0.209797193,5.123,9.3,41.9,NA,62.333,6.009,0.008686871
2019-07-20 00:30:00,5.05,5.361111111,0.213753706,5.076,9.3,41.81,NA,62.3262,6.011,0.009351953
2019-07-20 00:45:00,5.1,5.322222222,0.218617771,5.027,8.6,41.72,NA,62.3496,6.009,0.010205258
2019-07-20 01:00:00,5.17,5.261111111,0.227244602,4.969,8.6,41.58,NA,62.3587,6.008,0.011815416
2019-07-20 01:15:00,5.25,5.2,0.219229603,4.906,8.6,41.5,NA,62.3606,6.006,0.010315377
2019-07-20 01:30:00,5.32,5.138888889,0.231843539,4.859,8.6,41.38,NA,62.3663,5.999,0.01272435
2019-07-20 01:45:00,5.37,5.077777778,0.234086923,4.8,8.2,41.31,NA,62.382,5.989,0.013180493
2019-07-20 02:00:00,5.37,5.077777778,0.233026414,4.801,7.8,41.29,NA,62.4002,5.973,0.012963819
2019-07-20 02:15:00,5.38,5.1,0.236299716,4.811,7.8,41.31,NA,62.4069,5.97,0.013638612
2019-07-20 02:30:00,5.45,5.1,0.239369073,4.82,7.8,41.34,NA,62.4228,5.977,0.014287546
2019-07-20 02:45:00,5.51,5.1,0.239838144,4.832,7.8,41.38,NA,62.4381,5.982,0.014388099
2019-07-20 03:00:00,5.57,5.122222222,0.240205243,4.854,7.8,41.43,NA,62.4538,5.984,0.014467047
2019-07-20 03:15:00,5.67,5.161111111,0.243040065,4.89,7.8,41.5,NA,62.4791,5.987,0.01508425
2019-07-20 03:30:00,5.78,5.238888889,0.245579168,4.977,8.2,41.68,NA,62.4774,5.989,0.015648411
2019-07-20 03:45:00,5.87,5.361111111,0.250025147,5.083,7.8,41.92,NA,62.4742,5.991,0.016662076
2019-07-20 04:00:00,5.95,5.461111111,0.246191,5.19,7.8,42.06,NA,62.4871,5.995,0.015785956
2019-07-20 04:15:00,6.02,5.538888889,0.24913799,5.252,7.8,42.21,NA,62.4903,5.997,0.016457183
2019-07-20 04:30:00,6.11,5.622222222,0.252605038,5.34,7.8,42.35,NA,62.4961,5.998,0.017265348
2019-07-20 04:45:00,6.21,5.722222222,0.25442014,5.434,7.8,42.57,NA,62.4947,6,0.017696417
2019-07-20 05:00:00,6.28,5.838888889,0.252951743,5.564,7.8,42.75,NA,62.4976,6.001,0.017347264
2019-07-20 05:15:00,6.36,5.938888889,0.250983684,5.654,7.8,43,NA,62.4996,6.002,0.016884925
2019-07-20 05:30:00,6.45,6.077777778,0.259926628,5.816,7.8,43.25,NA,62.5148,6.003,0.019037668
2019-07-20 05:45:00,6.51,6.222222222,0.253706336,5.928,7.8,43.47,NA,62.5102,6.003,0.017526242
2019-07-20 06:00:00,6.59,6.361111111,0.246731451,6.07,7.8,43.75,NA,62.4981,6.003,0.015907972
2019-07-20 06:15:00,6.66,6.561111111,0.253196476,6.274,7.8,44.17,NA,62.48,6.004,0.017405207
2019-07-20 06:30:00,6.73,6.822222222,0.245405815,6.533,7.8,44.6,NA,62.4977,6.004,0.015609553
2019-07-20 06:45:00,6.79,7.022222222,0.249056413,6.741,7.8,45,NA,62.4954,6.005,0.016438408
2019-07-20 07:00:00,6.84,7.2,0.252339911,6.908,7.8,45.32,NA,62.4901,6.005,0.017202842
2019-07-20 07:15:00,6.89,7.4,0.24964785,7.11,7.8,45.66,NA,62.4885,6.003,0.016574778
2019-07-20 07:30:00,6.92,7.6,0.262210801,7.304,7,46.02,NA,62.4408,6.003,0.019608832
2019-07-20 07:45:00,6.94,7.738888889,0.256367805,7.432,7.8,46.26,NA,62.4575,6.001,0.01816506
2019-07-20 08:00:00,6.95,7.877777778,0.260232544,7.577,7.8,46.47,NA,62.4367,6,0.01911366
2019-07-20 08:15:00,6.95,8,0.259375979,7.682,7.8,46.63,NA,62.4204,5.999,0.018901274
2019-07-20 08:30:00,6.99,8.077777778,0.260732207,7.764,7,46.9,NA,62.3991,5.997,0.019238115
2019-07-20 08:45:00,7.01,8.261111111,0.262210801,7.949,7,47.21,NA,62.3881,5.996,0.019608832
2019-07-20 09:00:00,7,8.361111111,0.263709789,8.025,7,47.28,NA,62.3752,5.995,0.019988372
2019-07-20 09:15:00,7,8.422222222,0.26691171,8.11,7,47.43,NA,62.3496,5.993,0.020811604
2019-07-20 09:30:00,7.01,8.522222222,0.262424942,8.212,7.8,47.61,NA,62.332,5.992,0.019662823
2019-07-20 09:45:00,7.03,8.638888889,0.261129898,8.319,7.8,47.91,NA,62.318,5.991,0.019337468
2019-07-20 10:00:00,7.01,8.722222222,0.266881118,8.386,7.8,47.95,NA,62.2968,5.99,0.020803658
2019-07-20 10:15:00,7,8.738888889,0.265443313,8.404,7.8,47.91,NA,62.2886,5.988,0.020431955
2019-07-20 10:30:00,7,8.722222222,0.265025228,8.391,7.8,47.95,NA,62.2846,5.987,0.020324516
2019-07-20 10:45:00,6.99,8.738888889,0.27040935,8.409,7,47.91,NA,62.2865,5.984,0.021730347
2019-07-20 11:00:00,6.96,8.722222222,0.266381456,8.372,7,47.88,NA,62.2763,5.983,0.020674095
2019-07-20 11:15:00,6.95,8.677777778,0.266524216,8.349,7,47.8,NA,62.2799,5.982,0.020711071
2019-07-20 11:30:00,6.94,8.661111111,0.262537111,8.321,7,47.73,NA,62.2847,5.98,0.019691135
2019-07-20 11:45:00,6.91,8.561111111,0.26264928,8.23,7,47.59,NA,62.272,5.978,0.019719467
2019-07-20 12:00:00,6.87,8.461111111,0.258295076,8.114,7,47.3,NA,62.2736,5.976,0.018635005
2019-07-20 12:15:00,6.84,8.361111111,0.25689806,8.023,7,47.19,NA,62.2745,5.974,0.018293742
2019-07-20 12:30:00,6.81,8.277777778,0.260426291,7.944,7,47.01,NA,62.273,5.973,0.019161869
2019-07-20 12:45:00,6.77,8.177777778,0.25543986,7.838,7,46.83,NA,62.2865,5.971,0.017940993
2019-07-20 13:00:00,6.71,8.061111111,0.254634281,7.735,7,46.62,NA,62.3137,5.969,0.017747635
2019-07-20 13:15:00,6.62,7.938888889,0.251269205,7.601,7,46.35,NA,62.3151,5.968,0.0169516
2019-07-20 13:30:00,6.51,7.777777778,0.249749822,7.462,7,46.09,NA,62.3117,5.966,0.016598348
2019-07-20 13:45:00,6.41,7.638888889,0.247588016,7.316,7,45.84,NA,62.329,5.964,0.01610235
2019-07-20 14:00:00,6.31,7.522222222,0.246813029,7.187,7,45.59,NA,62.3314,5.962,0.015926432
2019-07-20 14:15:00,6.22,7.4,0.243244009,7.074,7,45.41,NA,62.3205,5.961,0.015129168
2019-07-20 14:30:00,6.13,7.277777778,0.244161757,6.964,7,45.19,NA,62.3225,5.96,0.015332156
2019-07-20 14:45:00,6.06,7.177777778,0.240562145,6.87,7,45.05,NA,62.3431,5.958,0.014544017
2019-07-20 15:00:00,5.98,7.077777778,0.244712406,6.776,7.8,44.89,NA,62.3661,5.957,0.015454621
2019-07-20 15:15:00,5.92,7,0.240052285,6.683,7,44.69,NA,62.3767,5.956,0.014434125
2019-07-20 15:30:00,5.85,6.9,0.239776961,6.597,7,44.55,NA,62.3892,5.955,0.014374963
2019-07-20 15:45:00,5.79,6.822222222,0.23956282,6.517,7,44.42,NA,62.3979,5.953,0.014329035
2019-07-20 16:00:00,5.74,6.761111111,0.235178024,6.451,7,44.29,NA,62.4133,5.953,0.013405368
2019-07-20 16:15:00,5.69,6.677777778,0.235759264,6.375,7.8,44.13,NA,62.4276,5.951,0.01352597
2019-07-20 16:30:00,5.64,6.6,0.231486637,6.305,7,44.04,NA,62.4252,5.95,0.012652553
2019-07-20 16:45:00,5.59,6.538888889,0.23154782,6.241,7,43.92,NA,62.4425,5.95,0.012664846
2019-07-20 17:00:00,5.54,6.477777778,0.233526077,6.19,7.8,43.83,NA,62.4457,5.949,0.013065672
2019-07-20 17:15:00,5.5,6.422222222,0.230813622,6.124,7.8,43.7,NA,62.4511,5.949,0.012517741
2019-07-20 17:30:00,5.46,6.377777778,0.228978126,6.073,7.8,43.59,NA,62.4354,5.949,0.0121539
2019-07-20 17:45:00,5.42,6.3,0.227927814,6.007,7,43.48,NA,62.4358,5.947,0.011948222
2019-07-20 18:00:00,5.37,6.261111111,0.226031135,5.954,7.8,43.39,NA,62.4254,5.947,0.01158145
2019-07-20 18:15:00,5.34,6.2,0.231976103,5.906,7.8,43.3,NA,62.4232,5.947,0.012751071
2019-07-20 18:30:00,5.32,6.138888889,0.226337051,5.843,7.8,43.18,NA,62.407,5.947,0.011640202
2019-07-20 18:45:00,5.3,6.077777778,0.227112038,5.784,7.8,43.09,NA,62.3977,5.946,0.011789737
2019-07-20 19:00:00,5.28,6.022222222,0.228131758,5.734,7.8,43,NA,62.4086,5.946,0.011988016
2019-07-20 19:15:00,5.25,5.977777778,0.223002567,5.686,7.8,42.89,NA,62.3976,5.946,0.011008197
2019-07-20 19:30:00,5.24,5.922222222,0.225837388,5.632,7.8,42.8,NA,62.3902,5.946,0.01154432
2019-07-20 19:45:00,5.24,5.877777778,0.22619429,5.577,7.8,42.71,NA,62.3825,5.946,0.011612765
2019-07-20 20:00:00,5.22,5.822222222,0.224634119,5.534,7.8,42.64,NA,62.3693,5.946,0.011315125
2019-07-20 20:15:00,5.2,5.777777778,0.227295588,5.491,7.8,42.55,NA,62.3416,5.946,0.0118253
