"Plot Title: DO_01"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645539, SEN S/N: 20645539)","Temp, °F (LGR S/N: 20645539, SEN S/N: 20645539)","DO Adj Conc, mg/L (LGR S/N: 20645539)","DO Percent Sat, % (LGR S/N: 20645539)","Coupler Attached (LGR S/N: 20645539)","Host Connected (LGR S/N: 20645539)","Coupler Detached (LGR S/N: 20645539)","End Of File (LGR S/N: 20645539)"
409,07/16/19 09:30:00 PM,5.57,43.66,0.00,0.0,,,,
410,07/16/19 09:45:00 PM,5.51,43.56,0.00,0.0,,,,
411,07/16/19 10:00:00 PM,5.46,43.41,0.00,0.0,,,,
412,07/16/19 10:15:00 PM,5.42,43.30,0.00,0.0,,,,
413,07/16/19 10:30:00 PM,5.38,43.23,0.00,0.0,,,,
414,07/16/19 10:45:00 PM,5.33,43.16,0.00,0.0,,,,
415,07/16/19 11:00:00 PM,5.29,43.09,0.00,0.0,,,,
416,07/16/19 11:15:00 PM,5.26,42.98,0.00,0.0,,,,
417,07/16/19 11:30:00 PM,5.23,42.87,0.00,0.0,,,,
418,07/16/19 11:45:00 PM,5.20,42.80,0.00,0.0,,,,
419,07/17/19 12:00:00 AM,5.18,42.69,0.00,0.0,,,,
420,07/17/19 12:15:00 AM,5.16,42.58,0.00,0.0,,,,
421,07/17/19 12:30:00 AM,5.13,42.51,0.00,0.0,,,,
422,07/17/19 12:45:00 AM,5.12,42.44,0.00,0.0,,,,
423,07/17/19 01:00:00 AM,5.09,42.40,0.00,0.0,,,,
424,07/17/19 01:15:00 AM,5.07,42.33,0.00,0.0,,,,
425,07/17/19 01:30:00 AM,5.05,42.30,0.00,0.0,,,,
426,07/17/19 01:45:00 AM,5.03,42.22,0.00,0.0,,,,
427,07/17/19 02:00:00 AM,5.01,42.15,0.00,0.0,,,,
428,07/17/19 02:15:00 AM,4.98,42.12,0.00,0.0,,,,
429,07/17/19 02:30:00 AM,4.97,42.01,0.00,0.0,,,,
430,07/17/19 02:45:00 AM,4.95,41.97,0.00,0.0,,,,
431,07/17/19 03:00:00 AM,4.92,41.90,0.00,0.0,,,,
432,07/17/19 03:15:00 AM,4.91,41.83,0.00,0.0,,,,
433,07/17/19 03:30:00 AM,4.89,41.79,0.00,0.0,,,,
434,07/17/19 03:45:00 AM,4.87,41.72,0.00,0.0,,,,
435,07/17/19 04:00:00 AM,4.86,41.65,0.00,0.0,,,,
436,07/17/19 04:15:00 AM,4.85,41.61,0.00,0.0,,,,
437,07/17/19 04:30:00 AM,4.83,41.58,0.00,0.0,,,,
438,07/17/19 04:45:00 AM,4.81,41.50,0.00,0.0,,,,
439,07/17/19 05:00:00 AM,4.79,41.43,0.00,0.0,,,,
440,07/17/19 05:15:00 AM,4.77,41.40,0.00,0.0,,,,
441,07/17/19 05:30:00 AM,4.76,41.29,0.00,0.0,,,,
442,07/17/19 05:45:00 AM,4.74,41.22,0.00,0.0,,,,
443,07/17/19 06:00:00 AM,4.72,41.14,0.00,0.0,,,,
444,07/17/19 06:15:00 AM,4.71,41.11,0.00,0.0,,,,
445,07/17/19 06:30:00 AM,4.69,41.07,0.00,0.0,,,,
446,07/17/19 06:45:00 AM,4.71,41.07,0.00,0.0,,,,
447,07/17/19 07:00:00 AM,4.76,41.11,0.00,0.0,,,,
448,07/17/19 07:15:00 AM,4.83,41.11,0.00,0.0,,,,
449,07/17/19 07:30:00 AM,4.93,41.18,0.00,0.0,,,,
450,07/17/19 07:45:00 AM,5.04,41.32,0.00,0.0,,,,
451,07/17/19 08:00:00 AM,5.13,41.40,0.00,0.0,,,,
452,07/17/19 08:15:00 AM,5.23,41.50,0.00,0.0,,,,
453,07/17/19 08:30:00 AM,5.33,41.65,0.00,0.0,,,,
454,07/17/19 08:45:00 AM,5.40,41.76,0.00,0.0,,,,
455,07/17/19 09:00:00 AM,5.47,41.79,0.00,0.0,,,,
456,07/17/19 09:15:00 AM,5.57,41.94,0.00,0.0,,,,
457,07/17/19 09:30:00 AM,5.67,42.04,0.00,0.0,,,,
458,07/17/19 09:45:00 AM,5.77,42.33,0.00,0.0,,,,
459,07/17/19 10:00:00 AM,5.87,42.69,0.00,0.0,,,,
460,07/17/19 10:15:00 AM,5.94,42.98,0.00,0.0,,,,
461,07/17/19 10:30:00 AM,6.04,43.23,0.00,0.0,,,,
462,07/17/19 10:45:00 AM,6.10,43.41,0.00,0.0,,,,
463,07/17/19 11:00:00 AM,6.17,43.74,0.00,0.0,,,,
464,07/17/19 11:15:00 AM,6.24,44.02,0.00,0.0,,,,
465,07/17/19 11:30:00 AM,6.31,44.64,0.00,0.0,,,,
466,07/17/19 11:45:00 AM,6.33,45.32,0.00,0.0,,,,
467,07/17/19 12:00:00 PM,6.39,45.97,0.00,0.0,,,,
468,07/17/19 12:15:00 PM,6.40,46.33,0.00,0.0,,,,
469,07/17/19 12:30:00 PM,6.42,46.40,0.00,0.0,,,,
470,07/17/19 12:45:00 PM,6.46,46.62,0.00,0.0,,,,
471,07/17/19 01:00:00 PM,6.48,46.90,0.00,0.0,,,,
472,07/17/19 01:15:00 PM,7.10,47.23,0.00,0.0,,,,
473,07/17/19 01:30:00 PM,6.52,47.44,0.00,0.0,,,,
474,07/17/19 01:45:00 PM,6.54,47.59,0.00,0.0,,,,
475,07/17/19 02:00:00 PM,6.56,47.80,0.00,0.0,,,,
476,07/17/19 02:15:00 PM,6.57,47.98,0.00,0.0,,,,
477,07/17/19 02:30:00 PM,6.60,48.34,0.00,0.0,,,,
478,07/17/19 02:45:00 PM,6.57,48.60,0.00,0.0,,,,
479,07/17/19 03:00:00 PM,6.54,48.52,0.00,0.0,,,,
480,07/17/19 03:15:00 PM,6.61,48.67,0.00,0.0,,,,
481,07/17/19 03:30:00 PM,6.56,49.24,0.00,0.0,,,,
482,07/17/19 03:45:00 PM,6.56,49.42,0.00,0.0,,,,
483,07/17/19 04:00:00 PM,6.51,49.50,0.00,0.0,,,,
484,07/17/19 04:15:00 PM,6.48,49.32,0.00,0.0,,,,
485,07/17/19 04:30:00 PM,6.46,49.14,0.00,0.0,,,,
486,07/17/19 04:45:00 PM,6.42,48.96,0.00,0.0,,,,
487,07/17/19 05:00:00 PM,6.38,48.74,0.00,0.0,,,,
488,07/17/19 05:15:00 PM,6.32,48.49,0.00,0.0,,,,
489,07/17/19 05:30:00 PM,6.30,48.27,0.00,0.0,,,,
490,07/17/19 05:45:00 PM,6.25,48.06,0.00,0.0,,,,
491,07/17/19 06:00:00 PM,6.20,47.80,0.00,0.0,,,,
492,07/17/19 06:15:00 PM,6.11,47.52,0.00,0.0,,,,
493,07/17/19 06:30:00 PM,5.99,47.19,0.00,0.0,,,,
494,07/17/19 06:45:00 PM,5.87,46.90,0.00,0.0,,,,
495,07/17/19 07:00:00 PM,5.77,46.62,0.00,0.0,,,,
496,07/17/19 07:15:00 PM,5.67,46.36,0.00,0.0,,,,
497,07/17/19 07:30:00 PM,5.59,46.11,0.00,0.0,,,,
498,07/17/19 07:45:00 PM,5.50,45.86,0.00,0.0,,,,
499,07/17/19 08:00:00 PM,5.43,45.68,0.00,0.0,,,,
500,07/17/19 08:15:00 PM,5.37,45.50,0.00,0.0,,,,
501,07/17/19 08:30:00 PM,5.31,45.28,0.00,0.0,,,,
502,07/17/19 08:45:00 PM,5.26,45.10,0.00,0.0,,,,
503,07/17/19 09:00:00 PM,5.21,44.92,0.00,0.0,,,,
504,07/17/19 09:15:00 PM,5.18,44.74,0.00,0.0,,,,
505,07/17/19 09:30:00 PM,5.13,44.60,0.00,0.0,,,,
506,07/17/19 09:45:00 PM,5.09,44.46,0.00,0.0,,,,
507,07/17/19 10:00:00 PM,5.05,44.31,0.00,0.0,,,,
508,07/17/19 10:15:00 PM,5.02,44.17,0.00,0.0,,,,
509,07/17/19 10:30:00 PM,5.01,44.06,0.00,0.0,,,,
510,07/17/19 10:45:00 PM,4.98,43.95,0.00,0.0,,,,
511,07/17/19 11:00:00 PM,4.98,43.81,0.00,0.0,,,,
512,07/17/19 11:15:00 PM,4.99,43.70,0.00,0.0,,,,
513,07/17/19 11:30:00 PM,4.97,43.59,0.00,0.0,,,,
514,07/17/19 11:45:00 PM,4.95,43.48,0.00,0.0,,,,
515,07/18/19 12:00:00 AM,4.93,43.38,0.00,0.0,,,,
516,07/18/19 12:15:00 AM,4.91,43.27,0.00,0.0,,,,
517,07/18/19 12:30:00 AM,4.89,43.12,0.00,0.0,,,,
518,07/18/19 12:45:00 AM,4.87,43.02,0.00,0.0,,,,
519,07/18/19 01:00:00 AM,4.85,42.91,0.00,0.0,,,,
520,07/18/19 01:15:00 AM,4.83,42.80,0.00,0.0,,,,
521,07/18/19 01:30:00 AM,4.80,42.69,0.00,0.0,,,,
522,07/18/19 01:45:00 AM,4.79,42.62,0.00,0.0,,,,
523,07/18/19 02:00:00 AM,4.77,42.51,0.00,0.0,,,,
524,07/18/19 02:15:00 AM,4.74,42.44,0.00,0.0,,,,
525,07/18/19 02:30:00 AM,4.72,42.33,0.00,0.0,,,,
526,07/18/19 02:45:00 AM,4.70,42.26,0.00,0.0,,,,
527,07/18/19 03:00:00 AM,4.67,42.19,0.00,0.0,,,,
528,07/18/19 03:15:00 AM,4.66,42.15,0.00,0.0,,,,
529,07/18/19 03:30:00 AM,4.64,42.08,0.00,0.0,,,,
530,07/18/19 03:45:00 AM,4.63,42.01,0.00,0.0,,,,
531,07/18/19 04:00:00 AM,4.61,41.97,0.00,0.0,,,,
532,07/18/19 04:15:00 AM,4.60,41.94,0.00,0.0,,,,
533,07/18/19 04:30:00 AM,4.59,41.86,0.00,0.0,,,,
534,07/18/19 04:45:00 AM,4.58,41.79,0.00,0.0,,,,
535,07/18/19 05:00:00 AM,4.56,41.79,0.00,0.0,,,,
536,07/18/19 05:15:00 AM,4.55,41.76,0.00,0.0,,,,
537,07/18/19 05:30:00 AM,4.54,41.72,0.00,0.0,,,,
538,07/18/19 05:45:00 AM,4.53,41.65,0.00,0.0,,,,
539,07/18/19 06:00:00 AM,4.53,41.61,0.00,0.0,,,,
540,07/18/19 06:15:00 AM,4.52,41.58,0.00,0.0,,,,
541,07/18/19 06:30:00 AM,4.52,41.54,0.00,0.0,,,,
542,07/18/19 06:45:00 AM,4.53,41.54,0.00,0.0,,,,
543,07/18/19 07:00:00 AM,4.55,41.54,0.00,0.0,,,,
544,07/18/19 07:15:00 AM,4.61,41.54,0.00,0.0,,,,
545,07/18/19 07:30:00 AM,4.67,41.54,0.00,0.0,,,,
546,07/18/19 07:45:00 AM,4.71,41.54,0.00,0.0,,,,
547,07/18/19 08:00:00 AM,4.77,41.54,0.00,0.0,,,,
548,07/18/19 08:15:00 AM,4.86,41.61,0.00,0.0,,,,
549,07/18/19 08:30:00 AM,4.96,41.68,0.00,0.0,,,,
550,07/18/19 08:45:00 AM,5.08,41.83,0.00,0.0,,,,
551,07/18/19 09:00:00 AM,5.23,42.12,0.00,0.0,,,,
552,07/18/19 09:15:00 AM,5.34,42.55,0.00,0.0,,,,
553,07/18/19 09:30:00 AM,5.46,42.87,0.00,0.0,,,,
554,07/18/19 09:45:00 AM,5.58,43.34,0.00,0.0,,,,
555,07/18/19 10:00:00 AM,5.68,43.74,0.00,0.0,,,,
556,07/18/19 10:15:00 AM,5.79,44.28,0.00,0.0,,,,
557,07/18/19 10:30:00 AM,5.88,44.74,0.00,0.0,,,,
558,07/18/19 10:45:00 AM,5.99,45.25,0.00,0.0,,,,
559,07/18/19 11:00:00 AM,6.07,45.86,0.00,0.0,,,,
560,07/18/19 11:15:00 AM,6.15,46.51,0.00,0.0,,,,
561,07/18/19 11:30:00 AM,6.20,47.05,0.00,0.0,,,,
562,07/18/19 11:45:00 AM,6.24,47.52,0.00,0.0,,,,
563,07/18/19 12:00:00 PM,6.27,47.73,0.00,0.0,,,,
564,07/18/19 12:15:00 PM,6.33,48.16,0.00,0.0,,,,
565,07/18/19 12:30:00 PM,6.36,48.96,0.00,0.0,,,,
566,07/18/19 12:45:00 PM,6.40,49.60,0.00,0.0,,,,
567,07/18/19 01:00:00 PM,6.38,50.11,0.00,0.0,,,,
568,07/18/19 01:15:00 PM,6.35,50.29,0.00,0.0,,,,
569,07/18/19 01:30:00 PM,6.38,50.32,0.00,0.0,,,,
570,07/18/19 01:45:00 PM,6.40,50.83,0.00,0.0,,,,
571,07/18/19 02:00:00 PM,6.35,50.97,0.00,0.0,,,,
572,07/18/19 02:15:00 PM,6.34,50.83,0.00,0.0,,,,
573,07/18/19 02:27:48 PM,,,,,Logged,,,
574,07/18/19 02:28:02 PM,,,,,,Logged,,
575,07/18/19 02:28:27 PM,,,,,,Logged,,
576,07/18/19 02:29:09 PM,,,,,,,Logged,
577,07/18/19 02:30:00 PM,6.43,51.01,0.00,0.0,,,,
578,07/18/19 02:45:00 PM,6.30,51.01,0.00,0.0,,,,
579,07/18/19 03:00:00 PM,6.33,51.08,0.00,0.0,,,,
580,07/18/19 03:15:00 PM,6.35,51.22,0.00,0.0,,,,
581,07/18/19 03:30:00 PM,6.34,51.33,0.00,0.0,,,,
582,07/18/19 03:45:00 PM,6.33,51.37,0.00,0.0,,,,
583,07/18/19 04:00:00 PM,6.31,51.37,0.00,0.0,,,,
584,07/18/19 04:15:00 PM,6.29,51.26,0.00,0.0,,,,
585,07/18/19 04:30:00 PM,6.26,51.15,0.00,0.0,,,,
586,07/18/19 04:45:00 PM,6.23,51.04,0.00,0.0,,,,
587,07/18/19 05:00:00 PM,6.14,50.72,0.00,0.0,,,,
588,07/18/19 05:15:00 PM,6.08,50.25,0.00,0.0,,,,
589,07/18/19 05:30:00 PM,6.02,49.89,0.00,0.0,,,,
590,07/18/19 05:45:00 PM,5.92,49.57,0.00,0.0,,,,
591,07/18/19 06:00:00 PM,5.82,49.17,0.00,0.0,,,,
592,07/18/19 06:15:00 PM,5.71,48.81,0.00,0.0,,,,
593,07/18/19 06:30:00 PM,5.59,48.49,0.00,0.0,,,,
594,07/18/19 06:45:00 PM,5.48,48.13,0.00,0.0,,,,
595,07/18/19 07:00:00 PM,5.38,47.84,0.00,0.0,,,,
596,07/18/19 07:15:00 PM,5.29,47.59,0.00,0.0,,,,
597,07/18/19 07:30:00 PM,5.21,47.34,0.00,0.0,,,,
598,07/18/19 07:45:00 PM,5.13,47.12,0.00,0.0,,,,
599,07/18/19 08:00:00 PM,5.06,46.90,0.00,0.0,,,,
600,07/18/19 08:15:00 PM,5.00,46.76,0.00,0.0,,,,
601,07/18/19 08:30:00 PM,4.94,46.58,0.00,0.0,,,,
602,07/18/19 08:45:00 PM,4.88,46.44,0.00,0.0,,,,
603,07/18/19 09:00:00 PM,4.83,46.26,0.00,0.0,,,,
604,07/18/19 09:15:00 PM,4.79,46.08,0.00,0.0,,,,
605,07/18/19 09:30:00 PM,4.75,45.90,0.00,0.0,,,,
606,07/18/19 09:45:00 PM,4.70,45.75,0.00,0.0,,,,
607,07/18/19 10:00:00 PM,4.67,45.57,0.00,0.0,,,,
608,07/18/19 10:15:00 PM,4.64,45.43,0.00,0.0,,,,
609,07/18/19 10:30:00 PM,4.61,45.25,0.00,0.0,,,,
610,07/18/19 10:45:00 PM,4.60,45.07,0.00,0.0,,,,
611,07/18/19 11:00:00 PM,4.59,44.92,0.00,0.0,,,,
612,07/18/19 11:15:00 PM,4.57,44.78,0.00,0.0,,,,
613,07/18/19 11:30:00 PM,4.55,44.64,0.00,0.0,,,,
614,07/18/19 11:45:00 PM,4.53,44.46,0.00,0.0,,,,
615,07/19/19 12:00:00 AM,4.51,44.31,0.00,0.0,,,,
616,07/19/19 12:15:00 AM,4.48,44.24,0.00,0.0,,,,
617,07/19/19 12:30:00 AM,4.45,44.17,0.00,0.0,,,,
618,07/19/19 12:45:00 AM,4.43,44.10,0.00,0.0,,,,
619,07/19/19 01:00:00 AM,4.42,43.99,0.00,0.0,,,,
620,07/19/19 01:15:00 AM,4.42,43.88,0.00,0.0,,,,
621,07/19/19 01:30:00 AM,4.42,43.81,0.00,0.0,,,,
622,07/19/19 01:45:00 AM,4.42,43.70,0.00,0.0,,,,
623,07/19/19 02:00:00 AM,4.41,43.63,0.00,0.0,,,,
624,07/19/19 02:15:00 AM,4.39,43.52,0.00,0.0,,,,
625,07/19/19 02:30:00 AM,4.37,43.45,0.00,0.0,,,,
626,07/19/19 02:45:00 AM,4.34,43.38,0.00,0.0,,,,
627,07/19/19 03:00:00 AM,4.31,43.34,0.00,0.0,,,,
628,07/19/19 03:15:00 AM,4.29,43.27,0.00,0.0,,,,
629,07/19/19 03:30:00 AM,4.27,43.20,0.00,0.0,,,,
630,07/19/19 03:45:00 AM,4.25,43.09,0.00,0.0,,,,
631,07/19/19 04:00:00 AM,4.24,43.02,0.00,0.0,,,,
632,07/19/19 04:15:00 AM,4.23,42.87,0.00,0.0,,,,
633,07/19/19 04:30:00 AM,4.23,42.62,0.00,0.0,,,,
634,07/19/19 04:45:00 AM,4.24,42.26,0.00,0.0,,,,
635,07/19/19 05:00:00 AM,4.23,41.94,0.00,0.0,,,,
636,07/19/19 05:15:00 AM,4.23,41.68,0.00,0.0,,,,
637,07/19/19 05:30:00 AM,4.23,41.54,0.00,0.0,,,,
638,07/19/19 05:45:00 AM,4.24,41.25,0.00,0.0,,,,
639,07/19/19 06:00:00 AM,4.24,41.14,0.00,0.0,,,,
640,07/19/19 06:15:00 AM,4.23,41.11,0.00,0.0,,,,
641,07/19/19 06:30:00 AM,4.22,41.11,0.00,0.0,,,,
642,07/19/19 06:45:00 AM,4.23,41.11,0.00,0.0,,,,
643,07/19/19 07:00:00 AM,4.25,41.14,0.00,0.0,,,,
644,07/19/19 07:15:00 AM,4.30,41.18,0.00,0.0,,,,
645,07/19/19 07:30:00 AM,4.37,41.22,0.00,0.0,,,,
646,07/19/19 07:45:00 AM,4.45,41.29,0.00,0.0,,,,
647,07/19/19 08:00:00 AM,4.55,41.36,0.00,0.0,,,,
648,07/19/19 08:15:00 AM,4.67,41.47,0.00,0.0,,,,
649,07/19/19 08:30:00 AM,4.77,41.58,0.00,0.0,,,,
650,07/19/19 08:45:00 AM,4.86,41.68,0.00,0.0,,,,
651,07/19/19 09:00:00 AM,4.97,41.83,0.00,0.0,,,,
652,07/19/19 09:15:00 AM,5.11,42.15,0.00,0.0,,,,
653,07/19/19 09:30:00 AM,5.24,42.55,0.00,0.0,,,,
654,07/19/19 09:45:00 AM,5.38,43.05,0.00,0.0,,,,
655,07/19/19 10:00:00 AM,5.47,43.48,0.00,0.0,,,,
656,07/19/19 10:15:00 AM,5.58,43.84,0.00,0.0,,,,
657,07/19/19 10:30:00 AM,5.65,44.13,0.00,0.0,,,,
658,07/19/19 10:45:00 AM,5.72,44.31,0.00,0.0,,,,
659,07/19/19 11:00:00 AM,5.80,44.53,0.00,0.0,,,,
660,07/19/19 11:15:00 AM,5.90,45.03,0.00,0.0,,,,
661,07/19/19 11:30:00 AM,5.93,45.39,0.00,0.0,,,,
662,07/19/19 11:45:00 AM,5.95,45.57,0.00,0.0,,,,
663,07/19/19 12:00:00 PM,6.03,45.61,0.00,0.0,,,,
664,07/19/19 12:15:00 PM,6.15,46.47,0.00,0.0,,,,
665,07/19/19 12:30:00 PM,6.17,47.16,0.00,0.0,,,,
666,07/19/19 12:45:00 PM,6.22,47.48,0.00,0.0,,,,
667,07/19/19 01:00:00 PM,6.28,47.98,0.00,0.0,,,,
668,07/19/19 01:15:00 PM,6.28,48.38,0.00,0.0,,,,
669,07/19/19 01:30:00 PM,6.31,48.85,0.00,0.0,,,,
670,07/19/19 01:45:00 PM,6.29,49.03,0.00,0.0,,,,
671,07/19/19 02:00:00 PM,6.31,49.14,0.00,0.0,,,,
672,07/19/19 02:15:00 PM,6.33,49.53,0.00,0.0,,,,
673,07/19/19 02:25:03 PM,,,,,Logged,,,
674,07/19/19 02:25:10 PM,,,,,,Logged,,Logged
