#	"Date Time, GMT-05:00"	"DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)"					
49	7/12/2019 13:33	5.77	12.56				
50	7/12/2019 13:34	5.77	12.56				
51	7/12/2019 13:35	5.78	12.56				
52	7/12/2019 13:36	5.79	12.56				
53	7/12/2019 13:37	5.79	12.58				
54	7/12/2019 13:38	5.82	12.58				
55	7/12/2019 13:39	5.82	12.6				
56	7/12/2019 13:40	5.83	12.62				
57	7/12/2019 13:41	5.83	12.64				
58	7/12/2019 13:42	5.83	12.66				
59	7/12/2019 13:43	5.84	12.68				
60	7/12/2019 13:44	5.84	12.72				
61	7/12/2019 13:45	5.84	12.72				
62	7/12/2019 13:46	5.84	12.74				
63	7/12/2019 13:47	5.84	12.76				
64	7/12/2019 13:48	5.83	12.78				
65	7/12/2019 13:49	5.82	12.8				
66	7/12/2019 13:50	5.82	12.82				
67	7/12/2019 13:51	5.82	12.82				
68	7/12/2019 13:52	5.83	12.84				
69	7/12/2019 13:53	5.85	12.86				
70	7/12/2019 13:54	5.86	12.88				
71	7/12/2019 13:55	5.86	12.92				
72	7/12/2019 13:56	5.86	12.94				
73	7/12/2019 13:57	5.86	12.96				
74	7/12/2019 13:58	5.85	12.98				
75	7/12/2019 13:59	5.85	13				
76	7/12/2019 14:00	5.85	13				
77	7/12/2019 14:01	5.84	13.02				
78	7/12/2019 14:02	5.84	13.04				
79	7/12/2019 14:03	5.84	13.04				
80	7/12/2019 14:04	5.84	13.06				
81	7/12/2019 14:05	5.83	13.08				
82	7/12/2019 14:06	5.83	13.08				
83	7/12/2019 14:07	5.83	13.1				
84	7/12/2019 14:08	5.84	13.12				
85	7/12/2019 14:09	5.85	13.12				
86	7/12/2019 14:10	5.85	13.14				
87	7/12/2019 14:11	5.85	13.16				
88	7/12/2019 14:12	5.85	13.16				
89	7/12/2019 14:13	5.85	13.16				
90	7/12/2019 14:14	5.84	13.16				
91	7/12/2019 14:15	5.84	13.18				
92	7/12/2019 14:16	5.83	13.16				
93	7/12/2019 14:17	5.83	13.16				
94	7/12/2019 14:18	5.81	13.16				
95	7/12/2019 14:19	5.79	13.16				
96	7/12/2019 14:20	5.79	13.16				
97	7/12/2019 14:21	5.81	13.16				
98	7/12/2019 14:22	5.82	13.16				
99	7/12/2019 14:23	5.82	13.16				
100	7/12/2019 14:24	5.82	13.16				
101	7/12/2019 14:25	5.82	13.16				
102	7/12/2019 14:26	5.82	13.18				
103	7/12/2019 14:27	5.83	13.18				
104	7/12/2019 14:28	5.83	13.2				
105	7/12/2019 14:29	5.83	13.2				
106	7/12/2019 14:30	5.82	13.2				
107	7/12/2019 14:31	5.82	13.2				
108	7/12/2019 14:32	5.81	13.22				
109	7/12/2019 14:33	5.79	13.22				
110	7/12/2019 14:34	5.78	13.22				
111	7/12/2019 14:35	5.78	13.2				
112	7/12/2019 14:36	5.79	13.22				
113	7/12/2019 14:37	5.81	13.22				
114	7/12/2019 14:38	5.82	13.22				
115	7/12/2019 14:39	5.82	13.22				
116	7/12/2019 14:40	5.82	13.22				
117	7/12/2019 14:41	5.82	13.24				
118	7/12/2019 14:42	5.82	13.24				
119	7/12/2019 14:43	5.82	13.24				
120	7/12/2019 14:44	5.83	13.26				
121	7/12/2019 14:45	5.83	13.26				
122	7/12/2019 14:46	5.83	13.28				
123	7/12/2019 14:47	5.83	13.28				
124	7/12/2019 14:48	5.83	13.3				
125	7/12/2019 14:49	5.84	13.32				
126	7/12/2019 14:50	5.83	13.32				
127	7/12/2019 14:51	5.83	13.34				
128	7/12/2019 14:52	5.82	13.36				
129	7/12/2019 14:53	5.81	13.38				
130	7/12/2019 14:54	5.82	13.38				
131	7/12/2019 14:55	5.84	13.4				
132	7/12/2019 14:56	5.85	13.44				
133	7/12/2019 14:57	5.85	13.46				
134	7/12/2019 14:58	5.85	13.5				
135	7/12/2019 14:59	5.84	13.52				
136	7/12/2019 15:00	5.84	13.56				
137	7/12/2019 15:01	5.83	13.58				
138	7/12/2019 15:02	5.83	13.6				
139	7/12/2019 15:03	5.82	13.62				
140	7/12/2019 15:04	5.82	13.64				
141	7/12/2019 15:05	5.82	13.66				
142	7/12/2019 15:06	5.82	13.7				
143	7/12/2019 15:07	5.82	13.72				
144	7/12/2019 15:08	5.82	13.74				
145	7/12/2019 15:09	5.81	13.74				
146	7/12/2019 15:10	5.81	13.76				
147	7/12/2019 15:11	5.79	13.76				
148	7/12/2019 15:12	5.78	13.76				
149	7/12/2019 15:13	5.77	13.76				
150	7/12/2019 15:14	5.77	13.76				
151	7/12/2019 15:15	5.76	13.76				
152	7/12/2019 15:16	5.75	13.74				
153	7/12/2019 15:17	5.73	13.74				
154	7/12/2019 15:18	5.72	13.74				
155	7/12/2019 15:19	5.71	13.72				
156	7/12/2019 15:20	5.71	13.72				
157	7/12/2019 15:21	5.71	13.7				
158	7/12/2019 15:22	5.72	13.68				
159	7/12/2019 15:23	5.72	13.68				
160	7/12/2019 15:24	5.73	13.68				
161	7/12/2019 15:25	5.73	13.68				
162	7/12/2019 15:26	5.73	13.68				
163	7/12/2019 15:27	5.74	13.68				
164	7/12/2019 15:28	5.74	13.68				
165	7/12/2019 15:29	5.73	13.7				
166	7/12/2019 15:30	5.73	13.7				
167	7/12/2019 15:31	5.73	13.7				
168	7/12/2019 15:32	5.73	13.72				
169	7/12/2019 15:33	5.72	13.72				
170	7/12/2019 15:34	5.71	13.72				
171	7/12/2019 15:35	5.7	13.72				
172	7/12/2019 15:36	5.7	13.72				
173	7/12/2019 15:37	5.71	13.72				
174	7/12/2019 15:38	5.7	13.72				
175	7/12/2019 15:39	5.7	13.72				
176	7/12/2019 15:40	5.69	13.72				
177	7/12/2019 15:41	5.69	13.72				
178	7/12/2019 15:42	5.68	13.7				
179	7/12/2019 15:43	5.68	13.7				
180	7/12/2019 15:44	5.67	13.68				
181	7/12/2019 15:45	5.67	13.68				
182	7/12/2019 15:46	5.66	13.66				
183	7/12/2019 15:47	5.66	13.66				
184	7/12/2019 15:48	5.66	13.64				
185	7/12/2019 15:49	5.65	13.64				
186	7/12/2019 15:50	5.64	13.62				
187	7/12/2019 15:51	5.64	13.62				
188	7/12/2019 15:52	5.64	13.6				
189	7/12/2019 15:53	5.64	13.58				
190	7/12/2019 15:54	5.65	13.58				
191	7/12/2019 15:55	5.65	13.56				
192	7/12/2019 15:56	5.64	13.56				
193	7/12/2019 15:57	5.64	13.54				
194	7/12/2019 15:58	5.64	13.54				
195	7/12/2019 15:59	5.63	13.52				
196	7/12/2019 16:00	5.63	13.52				
197	7/12/2019 16:01	5.62	13.5				
198	7/12/2019 16:02	5.62	13.5				
199	7/12/2019 16:03	5.61	13.48				
200	7/12/2019 16:04	5.58	13.46				
201	7/12/2019 16:05	5.57	13.46				
202	7/12/2019 16:06	5.57	13.44				
203	7/12/2019 16:07	5.59	13.42				
204	7/12/2019 16:08	5.61	13.42				
205	7/12/2019 16:09	5.61	13.4				
206	7/12/2019 16:10	5.62	13.4				
207	7/12/2019 16:11	5.62	13.4				
208	7/12/2019 16:12	5.61	13.4				
209	7/12/2019 16:13	5.61	13.38				
210	7/12/2019 16:14	5.61	13.38				
211	7/12/2019 16:15	5.61	13.38				
212	7/12/2019 16:16	5.61	13.36				
213	7/12/2019 16:17	5.59	13.36				
214	7/12/2019 16:18	5.59	13.36				
215	7/12/2019 16:19	5.59	13.36				
216	7/12/2019 16:20	5.58	13.34				
217	7/12/2019 16:21	5.58	13.34				
218	7/12/2019 16:22	5.57	13.32				
219	7/12/2019 16:23	5.58	13.32				
220	7/12/2019 16:23		13.3				
221	7/12/2019 16:23			Logged			
222	7/12/2019 16:23				Logged		
						Logged	Logged
