#	"Date Time, GMT-05:00"	"DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)"					
1	7/12/2019 12:45	5.81	"Temp, °C (LGR S/N: 20645540, SEN S/N: 20645540)"	Coupler Attached (LGR S/N: 20645540)	Host Connected (LGR S/N: 20645540)	Stopped (LGR S/N: 20645540)	End Of File (LGR S/N: 20645540)
2	7/12/2019 12:46	5.82	12.3				
3	7/12/2019 12:47	5.83	12.32				
4	7/12/2019 12:48	5.82	12.32				
5	7/12/2019 12:49	5.83	12.34				
6	7/12/2019 12:50	5.83	12.34				
7	7/12/2019 12:51	5.83	12.36				
8	7/12/2019 12:52	5.83	12.38				
9	7/12/2019 12:53	5.84	12.38				
10	7/12/2019 12:54	5.84	12.4				
11	7/12/2019 12:55	5.84	12.42				
12	7/12/2019 12:56	5.84	12.44				
13	7/12/2019 12:57	5.84	12.44				
14	7/12/2019 12:58	5.84	12.46				
15	7/12/2019 12:59	5.84	12.46				
16	7/12/2019 13:00	5.83	12.46				
17	7/12/2019 13:01	5.83	12.46				
18	7/12/2019 13:02	5.83	12.46				
19	7/12/2019 13:03	5.82	12.46				
20	7/12/2019 13:04	5.81	12.46				
21	7/12/2019 13:05	5.81	12.46				
22	7/12/2019 13:06	5.81	12.46				
23	7/12/2019 13:07	5.81	12.46				
24	7/12/2019 13:08	5.81	12.46				
25	7/12/2019 13:09	5.81	12.46				
26	7/12/2019 13:10	5.81	12.48				
27	7/12/2019 13:11	5.81	12.48				
28	7/12/2019 13:12	5.79	12.48				
29	7/12/2019 13:13	5.79	12.5				
30	7/12/2019 13:14	5.79	12.5				
31	7/12/2019 13:15	5.79	12.5				
32	7/12/2019 13:16	5.79	12.52				
33	7/12/2019 13:17	5.79	12.52				
34	7/12/2019 13:18	5.78	12.52				
35	7/12/2019 13:19	5.78	12.54				
36	7/12/2019 13:20	5.78	12.54				
37	7/12/2019 13:21	5.79	12.54				
38	7/12/2019 13:22	5.79	12.56				
39	7/12/2019 13:23	5.81	12.56				
40	7/12/2019 13:24	5.81	12.56				
41	7/12/2019 13:25	5.79	12.56				
42	7/12/2019 13:26	5.79	12.56				
43	7/12/2019 13:27	5.78	12.58				
44	7/12/2019 13:28	5.78	12.56				
45	7/12/2019 13:29	5.79	12.56				
46	7/12/2019 13:30	5.79	12.56				
47	7/12/2019 13:31	5.78	12.56				
48	7/12/2019 13:32	5.77	12.56				
