,DateTime,CO2_PPM
653,7/10/2019 15:03,1260
654,7/10/2019 15:03,1260
655,7/10/2019 15:03,1260
656,7/10/2019 15:04,1260
657,7/10/2019 15:04,1250
658,7/10/2019 15:04,1250
659,7/10/2019 15:04,1250
660,7/10/2019 15:04,1260
661,7/10/2019 15:04,1260
662,7/10/2019 15:04,1260
663,7/10/2019 15:04,1260
664,7/10/2019 15:04,1260
665,7/10/2019 15:04,1270
666,7/10/2019 15:04,1270
667,7/10/2019 15:04,1280
668,7/10/2019 15:04,1290
669,7/10/2019 15:04,1290
670,7/10/2019 15:04,1300
671,7/10/2019 15:04,1300
672,7/10/2019 15:04,1300
673,7/10/2019 15:04,1300
674,7/10/2019 15:04,1300
675,7/10/2019 15:04,1300
676,7/10/2019 15:04,1300
677,7/10/2019 15:04,1300
678,7/10/2019 15:04,1300
679,7/10/2019 15:04,1300
680,7/10/2019 15:04,1290
681,7/10/2019 15:04,1290
682,7/10/2019 15:04,1290
683,7/10/2019 15:04,1280
684,7/10/2019 15:04,1280
685,7/10/2019 15:04,1280
686,7/10/2019 15:04,1280
687,7/10/2019 15:04,1280
688,7/10/2019 15:04,1290
689,7/10/2019 15:04,1300
690,7/10/2019 15:04,1300
691,7/10/2019 15:04,1310
692,7/10/2019 15:04,1320
693,7/10/2019 15:04,1340
694,7/10/2019 15:04,1350
695,7/10/2019 15:04,1370
696,7/10/2019 15:04,1380
697,7/10/2019 15:04,1390
698,7/10/2019 15:04,1410
699,7/10/2019 15:04,1420
700,7/10/2019 15:04,1440
701,7/10/2019 15:04,1450
702,7/10/2019 15:04,1460
703,7/10/2019 15:04,1470
704,7/10/2019 15:04,1480
705,7/10/2019 15:04,1480
706,7/10/2019 15:04,1490
707,7/10/2019 15:04,1490
708,7/10/2019 15:04,1490
709,7/10/2019 15:04,1500
710,7/10/2019 15:04,1500
711,7/10/2019 15:04,NA
712,7/10/2019 15:04,1510
713,7/10/2019 15:04,1510
714,7/10/2019 15:08,3870
715,7/10/2019 15:08,3880
716,7/10/2019 15:08,3890
717,7/10/2019 15:08,3890
718,7/10/2019 15:08,3900
719,7/10/2019 15:08,3910
720,7/10/2019 15:08,3920
721,7/10/2019 15:08,3930
722,7/10/2019 15:08,3940
723,7/10/2019 15:08,3950
724,7/10/2019 15:08,3970
725,7/10/2019 15:09,3990
726,7/10/2019 15:09,4000
727,7/10/2019 15:09,4010
728,7/10/2019 15:09,4030
729,7/10/2019 15:09,4040
730,7/10/2019 15:09,4050
731,7/10/2019 15:09,4050
732,7/10/2019 15:09,4060
733,7/10/2019 15:09,4050
734,7/10/2019 15:09,4050
735,7/10/2019 15:09,4040
736,7/10/2019 15:09,4040
737,7/10/2019 15:09,4030
738,7/10/2019 15:09,4020
739,7/10/2019 15:09,4020
740,7/10/2019 15:09,4010
741,7/10/2019 15:09,4000
742,7/10/2019 15:09,4000
743,7/10/2019 15:09,3990
744,7/10/2019 15:09,4000
745,7/10/2019 15:09,4000
746,7/10/2019 15:09,4010
747,7/10/2019 15:09,4020
748,7/10/2019 15:09,4040
749,7/10/2019 15:09,4060
750,7/10/2019 15:09,4090
751,7/10/2019 15:09,4110
752,7/10/2019 15:09,4150
753,7/10/2019 15:09,4180
754,7/10/2019 15:09,4230
755,7/10/2019 15:09,4270
756,7/10/2019 15:09,4290
757,7/10/2019 15:09,4330
758,7/10/2019 15:09,4370
759,7/10/2019 15:09,4410
760,7/10/2019 15:09,4440
761,7/10/2019 15:09,4460
762,7/10/2019 15:09,4490
763,7/10/2019 15:09,4520
764,7/10/2019 15:09,4540
765,7/10/2019 15:09,4550
766,7/10/2019 15:09,4560
767,7/10/2019 15:09,4570
768,7/10/2019 15:09,4590
769,7/10/2019 15:09,4600
770,7/10/2019 15:09,4610
771,7/10/2019 15:09,4610
772,7/10/2019 15:09,4610
773,7/10/2019 15:09,4610
774,7/10/2019 15:09,4610
775,7/10/2019 15:09,4600
776,7/10/2019 15:09,4600
777,7/10/2019 15:09,4580
778,7/10/2019 15:09,4570
779,7/10/2019 15:09,4550
780,7/10/2019 15:09,4530
781,7/10/2019 15:09,4510
782,7/10/2019 15:09,4500
783,7/10/2019 15:09,4480
784,7/10/2019 15:09,4470
785,7/10/2019 15:10,4460
786,7/10/2019 15:10,4460
787,7/10/2019 15:10,4450
788,7/10/2019 15:10,4450
789,7/10/2019 15:10,4450
790,7/10/2019 15:10,4460
791,7/10/2019 15:10,4460
792,7/10/2019 15:10,4470
793,7/10/2019 15:10,4470
794,7/10/2019 15:10,4470
795,7/10/2019 15:10,4480
796,7/10/2019 15:10,4480
797,7/10/2019 15:10,4490
798,7/10/2019 15:10,4490
799,7/10/2019 15:10,4500
800,7/10/2019 15:10,4510
801,7/10/2019 15:10,4520
802,7/10/2019 15:10,4530
803,7/10/2019 15:10,4530
804,7/10/2019 15:10,4540
805,7/10/2019 15:10,4550
806,7/10/2019 15:10,4550
807,7/10/2019 15:10,4560
808,7/10/2019 15:10,4570
809,7/10/2019 15:10,4570
810,7/10/2019 15:10,4570
811,7/10/2019 15:10,4570
812,7/10/2019 15:10,4580
813,7/10/2019 15:10,4590
814,7/10/2019 15:10,4600
815,7/10/2019 15:10,4620
816,7/10/2019 15:10,4620
817,7/10/2019 15:10,4630
818,7/10/2019 15:10,4640
819,7/10/2019 15:10,4640
820,7/10/2019 15:10,4640
821,7/10/2019 15:10,4640
822,7/10/2019 15:10,4630
823,7/10/2019 15:10,4630
824,7/10/2019 15:10,4620
825,7/10/2019 15:10,4610
826,7/10/2019 15:10,4610
827,7/10/2019 15:10,4610
828,7/10/2019 15:10,4610
829,7/10/2019 15:10,4620
830,7/10/2019 15:10,4620
831,7/10/2019 15:10,4630
832,7/10/2019 15:10,4640
833,7/10/2019 15:10,4650
834,7/10/2019 15:10,4660
835,7/10/2019 15:10,4670
836,7/10/2019 15:10,4680
837,7/10/2019 15:10,4690
838,7/10/2019 15:10,4700
839,7/10/2019 15:10,4720
840,7/10/2019 15:10,4730
841,7/10/2019 15:10,4740
842,7/10/2019 15:10,4760
843,7/10/2019 15:10,4770
844,7/10/2019 15:10,4770
845,7/10/2019 15:11,4770
846,7/10/2019 15:11,4770
847,7/10/2019 15:11,4760
848,7/10/2019 15:11,4760
849,7/10/2019 15:11,4750
850,7/10/2019 15:11,4740
851,7/10/2019 15:11,4720
852,7/10/2019 15:11,4700
853,7/10/2019 15:11,4690
854,7/10/2019 15:11,4680
855,7/10/2019 15:13,2060
856,7/10/2019 15:13,2090
857,7/10/2019 15:13,2110
858,7/10/2019 15:13,2130
859,7/10/2019 15:13,2150
860,7/10/2019 15:13,2170
861,7/10/2019 15:13,2190
862,7/10/2019 15:13,2210
863,7/10/2019 15:13,2220
864,7/10/2019 15:13,2230
865,7/10/2019 15:13,2250
866,7/10/2019 15:13,2260
867,7/10/2019 15:13,2270
868,7/10/2019 15:13,2270
869,7/10/2019 15:13,2280
870,7/10/2019 15:13,2290
871,7/10/2019 15:13,2300
872,7/10/2019 15:13,2310
