"","DATE","TIME","X12CO2","Delta_Raw_iCO2"
"1476","2019-07-17","14:09:59.400",432.71278202,-11.526271034
"1477","2019-07-17","14:09:59.944",432.71278202,-8.5859455063
"1478","2019-07-17","14:10:01.174",432.71278202,-8.5859455063
"1479","2019-07-17","14:10:02.400",432.71278202,-8.5859455063
"1480","2019-07-17","14:10:02.914",433.1612891,-8.5859455063
"1481","2019-07-17","14:10:03.424",433.1612891,-11.260106095
"1482","2019-07-17","14:10:04.648",433.1612891,-11.260106095
"1483","2019-07-17","14:10:05.857",433.1612891,-11.260106095
"1484","2019-07-17","14:10:06.407",432.77349504,-11.260106095
"1485","2019-07-17","14:10:06.944",432.77349504,-9.9788304837
"1486","2019-07-17","14:10:08.160",432.77349504,-9.9788304837
"1487","2019-07-17","14:10:09.375",432.77349504,-9.9788304837
"1488","2019-07-17","14:10:09.903",433.19126784,-9.9788304837
"1489","2019-07-17","14:10:10.420",433.19126784,-11.717117009
"1490","2019-07-17","14:10:11.638",433.19126784,-11.717117009
"1491","2019-07-17","14:10:12.845",433.19126784,-11.717117009
"1492","2019-07-17","14:10:13.403",433.04967858,-11.717117009
"1493","2019-07-17","14:10:13.940",433.04967858,-11.675402757
"1494","2019-07-17","14:10:15.161",433.04967858,-11.675402757
"1495","2019-07-17","14:10:16.369",433.04967858,-11.675402757
"1496","2019-07-17","14:10:16.901",432.90767829,-11.675402757
"1497","2019-07-17","14:10:17.417",432.90767829,-7.4726775738
"1498","2019-07-17","14:10:18.631",432.90767829,-7.4726775738
"1499","2019-07-17","14:10:19.844",432.90767829,-7.4726775738
"1500","2019-07-17","14:10:20.397",433.08495231,-7.4726775738
"1501","2019-07-17","14:10:20.930",433.08495231,-10.911289389
"1502","2019-07-17","14:10:22.138",433.08495231,-10.911289389
"1503","2019-07-17","14:10:23.349",433.08495231,-10.911289389
"1504","2019-07-17","14:10:23.894",433.26994,-10.911289389
"1505","2019-07-17","14:10:24.424",433.26994,-10.921030522
"1506","2019-07-17","14:10:25.645",433.26994,-10.921030522
"1507","2019-07-17","14:10:26.852",433.26994,-10.921030522
"1508","2019-07-17","14:10:27.401",433.51976853,-10.921030522
"1509","2019-07-17","14:10:27.938",433.51976853,-11.214096179
"1510","2019-07-17","14:10:29.164",433.51976853,-11.214096179
"1511","2019-07-17","14:10:30.368",433.51976853,-11.214096179
"1512","2019-07-17","14:10:30.905",433.19632247,-11.214096179
"1513","2019-07-17","14:10:31.433",433.19632247,-7.5600143294
"1514","2019-07-17","14:10:32.657",433.19632247,-7.5600143294
"1515","2019-07-17","14:10:33.868",433.19632247,-7.5600143294
"1516","2019-07-17","14:10:34.414",433.44780411,-7.5600143294
"1517","2019-07-17","14:10:34.947",433.44780411,-7.1522588187
"1518","2019-07-17","14:10:36.161",433.44780411,-7.1522588187
"1519","2019-07-17","14:10:37.361",433.44780411,-7.1522588187
"1520","2019-07-17","14:10:37.898",433.16548101,-7.1522588187
"1521","2019-07-17","14:10:38.423",433.16548101,-8.5835956191
"1522","2019-07-17","14:10:39.641",433.16548101,-8.5835956191
"1523","2019-07-17","14:10:40.851",433.16548101,-8.5835956191
"1524","2019-07-17","14:10:41.401",433.266865,-8.5835956191
"1525","2019-07-17","14:10:41.937",433.266865,-8.0726736582
"1526","2019-07-17","14:10:43.164",433.266865,-8.0726736582
"1527","2019-07-17","14:10:44.365",433.266865,-8.0726736582
"1528","2019-07-17","14:10:44.904",433.26828703,-8.0726736582
"1529","2019-07-17","14:10:45.434",433.26828703,-7.1798067078
"1530","2019-07-17","14:10:46.657",433.26828703,-7.1798067078
"1531","2019-07-17","14:10:47.868",433.26828703,-7.1798067078
"1532","2019-07-17","14:10:48.414",433.25562307,-7.1798067078
"1533","2019-07-17","14:10:48.944",433.25562307,-8.2899217014
"1534","2019-07-17","14:10:50.180",433.25562307,-8.2899217014
"1535","2019-07-17","14:10:51.400",433.25562307,-8.2899217014
"1536","2019-07-17","14:10:51.918",433.13227875,-8.2899217014
"1537","2019-07-17","14:10:52.421",433.13227875,-7.2371815384
"1538","2019-07-17","14:10:53.650",433.13227875,-7.2371815384
"1539","2019-07-17","14:10:54.859",433.13227875,-7.2371815384
"1540","2019-07-17","14:10:55.411",433.52857325,-7.2371815384
"1541","2019-07-17","14:10:55.957",433.52857325,-8.6590670582
"1542","2019-07-17","14:10:57.167",433.52857325,-8.6590670582
"1543","2019-07-17","14:10:58.371",433.52857325,-8.6590670582
"1544","2019-07-17","14:10:58.905",433.62430023,-8.6590670582
"1545","2019-07-17","14:10:59.427",433.62430023,-10.258416379
"1546","2019-07-17","14:11:00.664",433.62430023,-10.258416379
"1547","2019-07-17","14:11:01.895",433.62430023,-10.258416379
"1548","2019-07-17","14:11:02.444",433.53858296,-10.258416379
"1549","2019-07-17","14:11:02.970",433.53858296,-8.2279622296
"1550","2019-07-17","14:11:04.197",433.53858296,-8.2279622296
"1551","2019-07-17","14:11:05.394",433.53858296,-8.2279622296
"1552","2019-07-17","14:11:05.913",433.82676005,-8.2279622296
"1553","2019-07-17","14:11:06.427",433.82676005,-9.9064457137
"1554","2019-07-17","14:11:07.655",433.82676005,-9.9064457137
"1555","2019-07-17","14:11:08.864",433.82676005,-9.9064457137
"1556","2019-07-17","14:11:09.411",433.56762629,-9.9064457137
"1557","2019-07-17","14:11:09.940",433.56762629,-9.8422608686
"1558","2019-07-17","14:11:11.178",433.56762629,-9.8422608686
"1559","2019-07-17","14:11:12.391",433.56762629,-9.8422608686
"1560","2019-07-17","14:11:12.914",433.55066411,-9.8422608686
"1561","2019-07-17","14:11:13.427",433.55066411,-5.9890804703
"1562","2019-07-17","14:11:14.651",433.55066411,-5.9890804703
"1563","2019-07-17","14:11:15.859",433.55066411,-5.9890804703
"1564","2019-07-17","14:11:16.413",433.22281824,-5.9890804703
"1565","2019-07-17","14:11:16.947",433.22281824,-9.3101544856
"1566","2019-07-17","14:11:18.167",433.22281824,-9.3101544856
"1567","2019-07-17","14:11:19.381",433.22281824,-9.3101544856
"1568","2019-07-17","14:11:19.917",433.62863289,-9.3101544856
"1569","2019-07-17","14:11:20.434",433.62863289,-7.6305981152
"1570","2019-07-17","14:11:21.651",433.62863289,-7.6305981152
"1571","2019-07-17","14:11:22.862",433.62863289,-7.6305981152
"1572","2019-07-17","14:11:23.407",434.02402202,-7.6305981152
"1573","2019-07-17","14:11:23.940",434.02402202,-10.483395755
"1574","2019-07-17","14:11:25.148",434.02402202,-10.483395755
"1575","2019-07-17","14:11:26.345",434.02402202,-10.483395755
"1576","2019-07-17","14:11:26.888",433.71030036,-10.483395755
"1577","2019-07-17","14:11:27.426",433.71030036,-7.4404945643
"1578","2019-07-17","14:11:28.641",433.71030036,-7.4404945643
"1579","2019-07-17","14:11:29.846",433.71030036,-7.4404945643
"1580","2019-07-17","14:11:30.398",433.84787634,-7.4404945643
"1581","2019-07-17","14:11:30.923",433.84787634,-8.2599264396
"1582","2019-07-17","14:11:32.141",433.84787634,-8.2599264396
"1583","2019-07-17","14:11:33.362",433.84787634,-8.2599264396
"1584","2019-07-17","14:11:33.900",434.06892446,-8.2599264396
"1585","2019-07-17","14:11:34.427",434.06892446,-10.702152217
