"","X","PosixCT","X12CO2","Delta_Raw_iCO2","Sample"
"73737",73737,2019-07-17 18:11:01,549.95511189,-10.851293311,"col1"
"73738",73738,2019-07-17 18:11:02,543.18672931,-10.851293311,"col1"
"73739",73739,2019-07-17 18:11:02,543.18672931,-11.094077427,"col1"
"73740",73740,2019-07-17 18:11:04,543.18672931,-11.094077427,"col1"
"73741",73741,2019-07-17 18:11:05,543.18672931,-11.094077427,"col1"
"73742",73742,2019-07-17 18:11:05,543.73200964,-11.094077427,"col1"
"73743",73743,2019-07-17 18:11:06,543.73200964,-11.385733674,"col1"
"73744",73744,2019-07-17 18:11:07,543.73200964,-11.385733674,"col1"
"73745",73745,2019-07-17 18:11:08,543.73200964,-11.385733674,"col1"
"73746",73746,2019-07-17 18:11:09,553.93729909,-11.385733674,"col1"
"73747",73747,2019-07-17 18:11:09,553.93729909,-14.366414417,"col1"
"73748",73748,2019-07-17 18:11:11,553.93729909,-14.366414417,"col1"
"73749",73749,2019-07-17 18:11:12,553.93729909,-14.366414417,"col1"
"73750",73750,2019-07-17 18:11:12,572.6805206,-14.366414417,"col1"
"73751",73751,2019-07-17 18:11:13,572.6805206,-11.781644794,"col1"
"73752",73752,2019-07-17 18:11:14,572.6805206,-11.781644794,"col1"
"73753",73753,2019-07-17 18:11:15,572.6805206,-11.781644794,"col1"
"73754",73754,2019-07-17 18:11:16,596.41448382,-11.781644794,"col1"
"73755",73755,2019-07-17 18:11:16,596.41448382,-12.384024238,"col1"
"73756",73756,2019-07-17 18:11:18,596.41448382,-12.384024238,"col1"
"73757",73757,2019-07-17 18:11:19,596.41448382,-12.384024238,"col1"
"73758",73758,2019-07-17 18:11:19,622.25661113,-12.384024238,"col1"
"73759",73759,2019-07-17 18:11:20,622.25661113,-14.242091399,"col1"
"73760",73760,2019-07-17 18:11:21,622.25661113,-14.242091399,"col1"
"73761",73761,2019-07-17 18:11:22,622.25661113,-14.242091399,"col1"
"73762",73762,2019-07-17 18:11:23,646.9057107,-14.242091399,"col1"
"73763",73763,2019-07-17 18:11:23,646.9057107,-16.739147897,"col1"
"73764",73764,2019-07-17 18:11:25,646.9057107,-16.739147897,"col1"
"73765",73765,2019-07-17 18:11:26,646.9057107,-16.739147897,"col1"
"73766",73766,2019-07-17 18:11:26,668.86027512,-16.739147897,"col1"
"73767",73767,2019-07-17 18:11:27,668.86027512,-15.115940012,"col1"
"73768",73768,2019-07-17 18:11:28,668.86027512,-15.115940012,"col1"
"73769",73769,2019-07-17 18:11:29,668.86027512,-15.115940012,"col1"
"73770",73770,2019-07-17 18:11:30,686.24499462,-15.115940012,"col1"
"73771",73771,2019-07-17 18:11:30,686.24499462,-17.46453002,"col1"
"73772",73772,2019-07-17 18:11:32,686.24499462,-17.46453002,"col1"
"73773",73773,2019-07-17 18:11:33,686.24499462,-17.46453002,"col1"
"73774",73774,2019-07-17 18:11:33,699.3303642,-17.46453002,"col1"
"73775",73775,2019-07-17 18:11:34,699.3303642,-13.585116813,"col1"
"73776",73776,2019-07-17 18:11:35,699.3303642,-13.585116813,"col1"
"73777",73777,2019-07-17 18:11:36,699.3303642,-13.585116813,"col1"
"73778",73778,2019-07-17 18:11:37,710.72640097,-13.585116813,"col1"
"73779",73779,2019-07-17 18:11:37,710.72640097,-12.483804936,"col1"
"73780",73780,2019-07-17 18:11:39,710.72640097,-12.483804936,"col1"
"73781",73781,2019-07-17 18:11:40,710.72640097,-12.483804936,"col1"
"73782",73782,2019-07-17 18:11:40,718.14733564,-12.483804936,"col1"
"73783",73783,2019-07-17 18:11:41,718.14733564,-15.061678137,"col1"
"73784",73784,2019-07-17 18:11:42,718.14733564,-15.061678137,"col1"
"73785",73785,2019-07-17 18:11:43,718.14733564,-15.061678137,"col1"
"73786",73786,2019-07-17 18:11:44,724.39801416,-15.061678137,"col1"
"73787",73787,2019-07-17 18:11:45,724.39801416,-15.122685836,"col1"
"73788",73788,2019-07-17 18:11:46,724.39801416,-15.122685836,"col1"
"73789",73789,2019-07-17 18:11:47,724.39801416,-15.122685836,"col1"
"73790",73790,2019-07-17 18:11:47,729.41550588,-15.122685836,"col1"
"73791",73791,2019-07-17 18:11:48,729.41550588,-17.008325345,"col1"
"73792",73792,2019-07-17 18:11:49,729.41550588,-17.008325345,"col1"
"73793",73793,2019-07-17 18:11:50,729.41550588,-17.008325345,"col1"
"73794",73794,2019-07-17 18:11:51,732.25488788,-17.008325345,"col1"
"73795",73795,2019-07-17 18:11:52,732.25488788,-15.129872857,"col1"
"73796",73796,2019-07-17 18:11:53,732.25488788,-15.129872857,"col1"
"73797",73797,2019-07-17 18:11:54,732.25488788,-15.129872857,"col1"
"73798",73798,2019-07-17 18:11:55,734.79446413,-15.129872857,"col1"
"73799",73799,2019-07-17 18:11:55,734.79446413,-15.762291646,"col1"
"73800",73800,2019-07-17 18:11:56,734.79446413,-15.762291646,"col1"
"73801",73801,2019-07-17 18:11:57,734.79446413,-15.762291646,"col1"
"73802",73802,2019-07-17 18:11:58,736.26697487,-15.762291646,"col1"
"73803",73803,2019-07-17 18:11:59,736.26697487,-16.953109213,"col1"
"73804",73804,2019-07-17 18:12:00,736.26697487,-16.953109213,"col1"
"73805",73805,2019-07-17 18:12:01,736.26697487,-16.953109213,"col1"
"73806",73806,2019-07-17 18:12:02,737.9716416,-16.953109213,"col1"
"73807",73807,2019-07-17 18:12:02,737.9716416,-17.539116969,"col1"
"73808",73808,2019-07-17 18:12:03,737.9716416,-17.539116969,"col1"
"73809",73809,2019-07-17 18:12:04,737.9716416,-17.539116969,"col1"
"73810",73810,2019-07-17 18:12:05,739.24677439,-17.539116969,"col1"
"73811",73811,2019-07-17 18:12:06,739.24677439,-15.669353528,"col1"
"73812",73812,2019-07-17 18:12:07,739.24677439,-15.669353528,"col1"
"73813",73813,2019-07-17 18:12:08,739.24677439,-15.669353528,"col1"
"73814",73814,2019-07-17 18:12:09,738.98092112,-15.669353528,"col1"
"73815",73815,2019-07-17 18:12:09,738.98092112,-13.699572663,"col1"
"73816",73816,2019-07-17 18:12:10,738.98092112,-13.699572663,"col1"
"73817",73817,2019-07-17 18:12:12,738.98092112,-13.699572663,"col1"
"73818",73818,2019-07-17 18:12:12,739.75876964,-13.699572663,"col1"
"73819",73819,2019-07-17 18:12:13,739.75876964,-14.728410993,"col1"
"73820",73820,2019-07-17 18:12:14,739.75876964,-14.728410993,"col1"
"73821",73821,2019-07-17 18:12:15,739.75876964,-14.728410993,"col1"
"73822",73822,2019-07-17 18:12:16,740.26486497,-14.728410993,"col1"
"73823",73823,2019-07-17 18:12:16,740.26486497,-17.478486181,"col1"
"73824",73824,2019-07-17 18:12:17,740.26486497,-17.478486181,"col1"
"73825",73825,2019-07-17 18:12:19,740.26486497,-17.478486181,"col1"
"73826",73826,2019-07-17 18:12:19,740.78460401,-17.478486181,"col1"
"73827",73827,2019-07-17 18:12:20,740.78460401,-18.311971615,"col1"
"73828",73828,2019-07-17 18:12:21,740.78460401,-18.311971615,"col1"
"73829",73829,2019-07-17 18:12:22,740.78460401,-18.311971615,"col1"
"73830",73830,2019-07-17 18:12:23,740.79374684,-18.311971615,"col1"
"73831",73831,2019-07-17 18:12:23,740.79374684,-15.302123052,"col1"
"73832",73832,2019-07-17 18:12:24,740.79374684,-15.302123052,"col1"
"73833",73833,2019-07-17 18:12:26,740.79374684,-15.302123052,"col1"
"73834",73834,2019-07-17 18:12:26,741.13930519,-15.302123052,"col1"
"73835",73835,2019-07-17 18:12:27,741.13930519,-16.047197793,"col1"
"73836",73836,2019-07-17 18:12:28,741.13930519,-16.047197793,"col1"
"73837",73837,2019-07-17 18:12:29,741.13930519,-16.047197793,"col1"
"73838",73838,2019-07-17 18:12:30,741.21300085,-16.047197793,"col1"
"73839",73839,2019-07-17 18:12:30,741.21300085,-16.256468898,"col1"
"73840",73840,2019-07-17 18:12:31,741.21300085,-16.256468898,"col1"
"73841",73841,2019-07-17 18:12:33,741.21300085,-16.256468898,"col1"
"73842",73842,2019-07-17 18:12:33,740.87177272,-16.256468898,"col1"
"73843",73843,2019-07-17 18:12:34,740.87177272,-15.367393691,"col1"
"73844",73844,2019-07-17 18:12:35,740.87177272,-15.367393691,"col1"
"73845",73845,2019-07-17 18:12:36,740.87177272,-15.367393691,"col1"
"73846",73846,2019-07-17 18:12:37,741.48676014,-15.367393691,"col1"
"73847",73847,2019-07-17 18:12:37,741.48676014,-17.471392003,"col1"
"73848",73848,2019-07-17 18:12:38,741.48676014,-17.471392003,"col1"
"73849",73849,2019-07-17 18:12:40,741.48676014,-17.471392003,"col1"
"73850",73850,2019-07-17 18:12:40,741.20888736,-17.471392003,"col1"
"73851",73851,2019-07-17 18:12:41,741.20888736,-16.65446219,"col1"
"73852",73852,2019-07-17 18:12:42,741.20888736,-16.65446219,"col1"
"73853",73853,2019-07-17 18:12:43,741.20888736,-16.65446219,"col1"
"73854",73854,2019-07-17 18:12:44,741.60275284,-16.65446219,"col1"
"73855",73855,2019-07-17 18:12:44,741.60275284,-15.823807215,"col1"
"73856",73856,2019-07-17 18:12:45,741.60275284,-15.823807215,"col1"
"73857",73857,2019-07-17 18:12:47,741.60275284,-15.823807215,"col1"
"73858",73858,2019-07-17 18:12:47,741.6493892,-15.823807215,"col1"
"73859",73859,2019-07-17 18:12:48,741.6493892,-16.391205156,"col1"
"73860",73860,2019-07-17 18:12:49,741.6493892,-16.391205156,"col1"
"73861",73861,2019-07-17 18:12:50,741.6493892,-16.391205156,"col1"
"73862",73862,2019-07-17 18:12:51,741.29447878,-16.391205156,"col1"
"73863",73863,2019-07-17 18:12:51,741.29447878,-15.422242466,"col1"
"73864",73864,2019-07-17 18:12:52,741.29447878,-15.422242466,"col1"
"73865",73865,2019-07-17 18:12:54,741.29447878,-15.422242466,"col1"
"73866",73866,2019-07-17 18:12:54,741.7724315,-15.422242466,"col1"
"73867",73867,2019-07-17 18:12:55,741.7724315,-16.561340773,"col1"
"73868",73868,2019-07-17 18:12:56,741.7724315,-16.561340773,"col1"
"73869",73869,2019-07-17 18:12:57,741.7724315,-16.561340773,"col1"
"73870",73870,2019-07-17 18:12:58,741.86278986,-16.561340773,"col1"
"73871",73871,2019-07-17 18:12:58,741.86278986,-18.271518992,"col1"
"73872",73872,2019-07-17 18:12:59,741.86278986,-18.271518992,"col1"
"73873",73873,2019-07-17 18:13:01,741.86278986,-18.271518992,"col1"
"73874",73874,2019-07-17 18:13:01,742.45520657,-18.271518992,"col1"
"73875",73875,2019-07-17 18:13:02,742.45520657,-16.344652312,"col1"
"73876",73876,2019-07-17 18:13:03,742.45520657,-16.344652312,"col1"
"73877",73877,2019-07-17 18:13:04,742.45520657,-16.344652312,"col1"
"73878",73878,2019-07-17 18:13:05,742.29407878,-16.344652312,"col1"
"73879",73879,2019-07-17 18:13:05,742.29407878,-17.521998424,"col1"
"73880",73880,2019-07-17 18:13:06,742.29407878,-17.521998424,"col1"
"73881",73881,2019-07-17 18:13:08,742.29407878,-17.521998424,"col1"
"73882",73882,2019-07-17 18:13:08,742.07537417,-17.521998424,"col1"
"73883",73883,2019-07-17 18:13:09,742.07537417,-14.923745227,"col1"
"73884",73884,2019-07-17 18:13:10,742.07537417,-14.923745227,"col1"
"73885",73885,2019-07-17 18:13:11,742.07537417,-14.923745227,"col1"
"73886",73886,2019-07-17 18:13:12,742.36715531,-14.923745227,"col1"
"73887",73887,2019-07-17 18:13:12,742.36715531,-16.155269213,"col1"
"73888",73888,2019-07-17 18:13:13,742.36715531,-16.155269213,"col1"
"73889",73889,2019-07-17 18:13:15,742.36715531,-16.155269213,"col1"
"73890",73890,2019-07-17 18:13:15,741.52201673,-16.155269213,"col1"
"73891",73891,2019-07-17 18:13:16,741.52201673,-16.873737116,"col1"
"73892",73892,2019-07-17 18:13:17,741.52201673,-16.873737116,"col1"
"73893",73893,2019-07-17 18:13:18,741.52201673,-16.873737116,"col1"
"73894",73894,2019-07-17 18:13:19,739.55027881,-16.873737116,"col1"
"73895",73895,2019-07-17 18:13:19,739.55027881,-16.472759541,"col1"
"73896",73896,2019-07-17 18:13:20,739.55027881,-16.472759541,"col1"
"73897",73897,2019-07-17 18:13:22,739.55027881,-16.472759541,"col1"
"73898",73898,2019-07-17 18:13:22,737.61245601,-16.472759541,"col1"
"73899",73899,2019-07-17 18:13:23,737.61245601,-15.454067302,"col1"
"73900",73900,2019-07-17 18:13:24,737.61245601,-15.454067302,"col1"
"73901",73901,2019-07-17 18:13:25,737.61245601,-15.454067302,"col1"
"73902",73902,2019-07-17 18:13:26,732.31473343,-15.454067302,"col1"
"73903",73903,2019-07-17 18:13:26,732.31473343,-15.265764822,"col1"
"73904",73904,2019-07-17 18:13:27,732.31473343,-15.265764822,"col1"
"73905",73905,2019-07-17 18:13:29,732.31473343,-15.265764822,"col1"
"73906",73906,2019-07-17 18:13:29,725.86712748,-15.265764822,"col1"
"73907",73907,2019-07-17 18:13:30,725.86712748,-15.489233634,"col1"
"73908",73908,2019-07-17 18:13:31,725.86712748,-15.489233634,"col1"
"73909",73909,2019-07-17 18:13:32,725.86712748,-15.489233634,"col1"
"73910",73910,2019-07-17 18:13:33,717.02325544,-15.489233634,"col1"
"73911",73911,2019-07-17 18:13:33,717.02325544,-15.68965689,"col1"
"73912",73912,2019-07-17 18:13:34,717.02325544,-15.68965689,"col1"
"73913",73913,2019-07-17 18:13:36,717.02325544,-15.68965689,"col1"
