"","X.1","X","PosixCT","X12CO2","Delta_Raw_iCO2","Sample","Day"
"1399",77052,77052,"2019-07-17 18:59:27",402.90555739,-28.259091591,"ecu3","July17"
"1400",77053,77053,"2019-07-17 18:59:28",402.90555739,-28.259091591,"ecu3","July17"
"1401",77054,77054,"2019-07-17 18:59:29",402.60332506,-28.259091591,"ecu3","July17"
"1402",77055,77055,"2019-07-17 18:59:29",402.60332506,-26.070080335,"ecu3","July17"
"1403",77056,77056,"2019-07-17 18:59:30",402.60332506,-26.070080335,"ecu3","July17"
"1404",77057,77057,"2019-07-17 18:59:32",402.60332506,-26.070080335,"ecu3","July17"
"1405",77058,77058,"2019-07-17 18:59:32",403.23681809,-26.070080335,"ecu3","July17"
"1406",77059,77059,"2019-07-17 18:59:33",403.23681809,-26.083554145,"ecu3","July17"
"1407",77060,77060,"2019-07-17 18:59:34",403.23681809,-26.083554145,"ecu3","July17"
"1408",77061,77061,"2019-07-17 18:59:35",403.23681809,-26.083554145,"ecu3","July17"
"1409",77062,77062,"2019-07-17 18:59:36",403.09444008,-26.083554145,"ecu3","July17"
"1410",77063,77063,"2019-07-17 18:59:36",403.09444008,-25.638281709,"ecu3","July17"
"1411",77064,77064,"2019-07-17 18:59:37",403.09444008,-25.638281709,"ecu3","July17"
"1412",77065,77065,"2019-07-17 18:59:39",403.09444008,-25.638281709,"ecu3","July17"
"1413",77066,77066,"2019-07-17 18:59:39",406.19507125,-25.638281709,"ecu3","July17"
"1414",77067,77067,"2019-07-17 18:59:40",406.19507125,-23.843404204,"ecu3","July17"
"1415",77068,77068,"2019-07-17 18:59:41",406.19507125,-23.843404204,"ecu3","July17"
"1416",77069,77069,"2019-07-17 18:59:42",406.19507125,-23.843404204,"ecu3","July17"
"1417",77070,77070,"2019-07-17 18:59:43",412.63973415,-23.843404204,"ecu3","July17"
"1418",77071,77071,"2019-07-17 18:59:43",412.63973415,-26.263431713,"ecu3","July17"
"1419",77072,77072,"2019-07-17 18:59:44",412.63973415,-26.263431713,"ecu3","July17"
"1420",77073,77073,"2019-07-17 18:59:46",412.63973415,-26.263431713,"ecu3","July17"
"1421",77074,77074,"2019-07-17 18:59:46",422.73711392,-26.263431713,"ecu3","July17"
"1422",77075,77075,"2019-07-17 18:59:47",422.73711392,-22.719347667,"ecu3","July17"
"1423",77076,77076,"2019-07-17 18:59:48",422.73711392,-22.719347667,"ecu3","July17"
"1424",77077,77077,"2019-07-17 18:59:49",422.73711392,-22.719347667,"ecu3","July17"
"1425",77078,77078,"2019-07-17 18:59:50",436.7448475,-22.719347667,"ecu3","July17"
"1426",77079,77079,"2019-07-17 18:59:50",436.7448475,-22.274444047,"ecu3","July17"
"1427",77080,77080,"2019-07-17 18:59:51",436.7448475,-22.274444047,"ecu3","July17"
"1428",77081,77081,"2019-07-17 18:59:53",436.7448475,-22.274444047,"ecu3","July17"
"1429",77082,77082,"2019-07-17 18:59:53",453.23108147,-22.274444047,"ecu3","July17"
"1430",77083,77083,"2019-07-17 18:59:54",453.23108147,-20.876503399,"ecu3","July17"
"1431",77084,77084,"2019-07-17 18:59:55",453.23108147,-20.876503399,"ecu3","July17"
"1432",77085,77085,"2019-07-17 18:59:56",453.23108147,-20.876503399,"ecu3","July17"
