"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-15.2392619666878,1.88729848061518
"2","col2",-14.9033747168953,1.13164007385323
"3","col3",-13.48493995716,1.37495364574893
"4","ecu2",-24.8255992116471,1.83735411209681
"5","col4",-13.640018295,1.79043108757715
"6","col5",-15.1486348531679,1.19887851718119
"7","ecu3",-25.065012741585,1.72852368580281
"8","col6",-14.3809687610821,1.2816638553732
"9","col7",-13.9107861787598,1.25183613274962
"10","ecu4",-18.3682314378934,2.64281536712234
