"","DATE","TIME","X12CO2","Delta_Raw_iCO2"
"1","2019-07-30","11:54:10.101",433.93321629,-8.9918227519
"2","2019-07-30","11:54:10.621",433.93321629,-9.4601281086
"3","2019-07-30","11:54:11.831",433.93321629,-9.4601281086
"4","2019-07-30","11:54:13.038",433.93321629,-9.4601281086
"5","2019-07-30","11:54:13.588",433.92512082,-9.4601281086
"6","2019-07-30","11:54:14.125",433.92512082,-5.3222892371
"7","2019-07-30","11:54:15.345",433.92512082,-5.3222892371
"8","2019-07-30","11:54:16.553",433.92512082,-5.3222892371
"9","2019-07-30","11:54:17.096",433.8887071,-5.3222892371
"10","2019-07-30","11:54:17.628",433.8887071,-9.32440407
"11","2019-07-30","11:54:18.851",433.8887071,-9.32440407
"12","2019-07-30","11:54:20.065",433.8887071,-9.32440407
"13","2019-07-30","11:54:20.622",434.03610416,-9.32440407
"14","2019-07-30","11:54:21.163",434.03610416,-9.5205352423
"15","2019-07-30","11:54:22.398",434.03610416,-9.5205352423
"16","2019-07-30","11:54:23.612",434.03610416,-9.5205352423
"17","2019-07-30","11:54:24.167",433.95580717,-9.5205352423
"18","2019-07-30","11:54:24.707",433.95580717,-8.8727884279
"19","2019-07-30","11:54:25.928",433.95580717,-8.8727884279
"20","2019-07-30","11:54:27.138",433.95580717,-8.8727884279
"21","2019-07-30","11:54:27.687",433.94142024,-8.8727884279
"22","2019-07-30","11:54:28.220",433.94142024,-7.7503847062
"23","2019-07-30","11:54:29.437",433.94142024,-7.7503847062
"24","2019-07-30","11:54:30.655",433.94142024,-7.7503847062
"25","2019-07-30","11:54:31.200",434.18432096,-7.7503847062
"26","2019-07-30","11:54:31.736",434.18432096,-9.0848049124
"27","2019-07-30","11:54:32.953",434.18432096,-9.0848049124
"28","2019-07-30","11:54:34.154",434.18432096,-9.0848049124
"29","2019-07-30","11:54:34.696",434.38128994,-9.0848049124
"30","2019-07-30","11:54:35.227",434.38128994,-7.5964311128
"31","2019-07-30","11:54:36.459",434.38128994,-7.5964311128
"32","2019-07-30","11:54:37.674",434.38128994,-7.5964311128
"33","2019-07-30","11:54:38.223",433.95514153,-7.5964311128
"34","2019-07-30","11:54:38.767",433.95514153,-6.980200821
"35","2019-07-30","11:54:39.993",433.95514153,-6.980200821
"36","2019-07-30","11:54:41.200",433.95514153,-6.980200821
"37","2019-07-30","11:54:41.723",434.5928858,-6.980200821
"38","2019-07-30","11:54:42.234",434.5928858,-9.0607145491
"39","2019-07-30","11:54:43.460",434.5928858,-9.0607145491
"40","2019-07-30","11:54:44.655",434.5928858,-9.0607145491
"41","2019-07-30","11:54:45.207",434.5957216,-9.0607145491
"42","2019-07-30","11:54:45.734",434.5957216,-9.0100177631
"43","2019-07-30","11:54:46.953",434.5957216,-9.0100177631
"44","2019-07-30","11:54:48.171",434.5957216,-9.0100177631
"45","2019-07-30","11:54:48.703",434.27346147,-9.0100177631
"46","2019-07-30","11:54:49.226",434.27346147,-8.919209829
"47","2019-07-30","11:54:50.446",434.27346147,-8.919209829
"48","2019-07-30","11:54:51.647",434.27346147,-8.919209829
"49","2019-07-30","11:54:52.187",434.86128539,-8.919209829
"50","2019-07-30","11:54:52.723",434.86128539,-9.4653902481
"51","2019-07-30","11:54:53.950",434.86128539,-9.4653902481
"52","2019-07-30","11:54:55.154",434.86128539,-9.4653902481
"53","2019-07-30","11:54:55.696",434.27381763,-9.4653902481
"54","2019-07-30","11:54:56.233",434.27381763,-4.8707292587
"55","2019-07-30","11:54:57.450",434.27381763,-4.8707292587
"56","2019-07-30","11:54:58.654",434.27381763,-4.8707292587
"57","2019-07-30","11:54:59.201",434.40682402,-4.8707292587
"58","2019-07-30","11:54:59.736",434.40682402,-10.856466084
"59","2019-07-30","11:55:00.950",434.40682402,-10.856466084
"60","2019-07-30","11:55:02.157",434.40682402,-10.856466084
"61","2019-07-30","11:55:02.701",434.42411485,-10.856466084
"62","2019-07-30","11:55:03.223",434.42411485,-8.159450888
"63","2019-07-30","11:55:04.453",434.42411485,-8.159450888
"64","2019-07-30","11:55:05.654",434.42411485,-8.159450888
"65","2019-07-30","11:55:06.197",434.53082249,-8.159450888
"66","2019-07-30","11:55:06.740",434.53082249,-6.9380833941
"67","2019-07-30","11:55:07.967",434.53082249,-6.9380833941
"68","2019-07-30","11:55:09.167",434.53082249,-6.9380833941
"69","2019-07-30","11:55:09.704",434.56734915,-6.9380833941
"70","2019-07-30","11:55:10.227",434.56734915,-11.224804022
"71","2019-07-30","11:55:11.456",434.56734915,-11.224804022
"72","2019-07-30","11:55:12.668",434.56734915,-11.224804022
"73","2019-07-30","11:55:13.211",434.31174824,-11.224804022
"74","2019-07-30","11:55:13.743",434.31174824,-7.2008585344
"75","2019-07-30","11:55:14.970",434.31174824,-7.2008585344
"76","2019-07-30","11:55:16.180",434.31174824,-7.2008585344
