"","X.1","X","PosixCT","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample","Day"
"1771",64832,64832,2019-07-30 16:06:09,2.0722652322,2.1399444789,-40.642022521,-39.785718872,-51.998325745,-40.642022521,-45.920336217,"ecu2","july30"
"1772",64833,64833,2019-07-30 16:06:10,2.0970060483,2.1506322259,-43.27137146,-46.699321339,-51.314920872,-43.27137146,-44.956055716,"ecu2","july30"
"1773",64834,64834,2019-07-30 16:06:11,2.0970060483,2.1506322259,-43.27137146,-46.699321339,-51.314920872,-43.27137146,-44.956055716,"ecu2","july30"
"1774",64835,64835,2019-07-30 16:06:12,2.0970060483,2.1506322259,-43.27137146,-46.699321339,-51.314920872,-43.27137146,-44.956055716,"ecu2","july30"
"1775",64836,64836,2019-07-30 16:06:12,2.0970060483,2.1506322259,-43.27137146,-46.699321339,-51.314920872,-43.27137146,-44.956055716,"ecu2","july30"
"1776",64837,64837,2019-07-30 16:06:13,2.1085553786,2.1596189822,-45.068294876,-47.806540739,-50.61107467,-45.068294876,-45.553667092,"ecu2","july30"
"1777",64838,64838,2019-07-30 16:06:15,2.1085553786,2.1596189822,-45.068294876,-47.806540739,-50.61107467,-45.068294876,-45.553667092,"ecu2","july30"
"1778",64839,64839,2019-07-30 16:06:15,2.1085553786,2.1596189822,-45.068294876,-47.806540739,-50.61107467,-45.068294876,-45.553667092,"ecu2","july30"
"1779",64840,64840,2019-07-30 16:06:16,2.1085553786,2.1596189822,-45.068294876,-47.806540739,-50.61107467,-45.068294876,-45.553667092,"ecu2","july30"
"1780",64841,64841,2019-07-30 16:06:17,2.1105209309,2.1657344385,-47.911015903,-46.202980464,-49.926170723,-47.911015903,-46.003704118,"ecu2","july30"
"1781",64842,64842,2019-07-30 16:06:18,2.1105209309,2.1657344385,-47.911015903,-46.202980464,-49.926170723,-47.911015903,-46.003704118,"ecu2","july30"
"1782",64843,64843,2019-07-30 16:06:19,2.1105209309,2.1657344385,-47.911015903,-46.202980464,-49.926170723,-47.911015903,-46.003704118,"ecu2","july30"
"1783",64844,64844,2019-07-30 16:06:19,2.1105209309,2.1657344385,-47.911015903,-46.202980464,-49.926170723,-47.911015903,-46.003704118,"ecu2","july30"
"1784",64845,64845,2019-07-30 16:06:20,2.1210876234,2.1698538958,-48.934011373,-49.248466238,-49.116382651,-48.934011373,-45.99771243,"ecu2","july30"
"1785",64846,64846,2019-07-30 16:06:22,2.1210876234,2.1698538958,-48.934011373,-49.248466238,-49.116382651,-48.934011373,-45.99771243,"ecu2","july30"
"1786",64847,64847,2019-07-30 16:06:22,2.1210876234,2.1698538958,-48.934011373,-49.248466238,-49.116382651,-48.934011373,-45.99771243,"ecu2","july30"
"1787",64848,64848,2019-07-30 16:06:23,2.1210876234,2.1698538958,-48.934011373,-49.248466238,-49.116382651,-48.934011373,-45.99771243,"ecu2","july30"
"1788",64849,64849,2019-07-30 16:06:24,2.112049886,2.1728677893,-44.324934282,-38.363225848,-47.844736034,-44.324934282,-45.842885553,"ecu2","july30"
"1789",64850,64850,2019-07-30 16:06:25,2.112049886,2.1728677893,-44.324934282,-38.363225848,-47.844736034,-44.324934282,-45.842885553,"ecu2","july30"
"1790",64851,64851,2019-07-30 16:06:26,2.112049886,2.1728677893,-44.324934282,-38.363225848,-47.844736034,-44.324934282,-45.842885553,"ecu2","july30"
"1791",64852,64852,2019-07-30 16:06:26,2.112049886,2.1728677893,-44.324934282,-38.363225848,-47.844736034,-44.324934282,-45.842885553,"ecu2","july30"
"1792",64853,64853,2019-07-30 16:06:27,2.1455846944,2.1747575109,-47.688000841,-54.248166988,-47.618736209,-47.688000841,-45.560163811,"ecu2","july30"
"1793",64854,64854,2019-07-30 16:06:29,2.1455846944,2.1747575109,-47.688000841,-54.248166988,-47.618736209,-47.688000841,-45.560163811,"ecu2","july30"
"1794",64855,64855,2019-07-30 16:06:29,2.1455846944,2.1747575109,-47.688000841,-54.248166988,-47.618736209,-47.688000841,-45.560163811,"ecu2","july30"
"1795",64856,64856,2019-07-30 16:06:30,2.1455846944,2.1747575109,-47.688000841,-54.248166988,-47.618736209,-47.688000841,-45.560163811,"ecu2","july30"
"1796",64857,64857,2019-07-30 16:06:31,2.1395886486,2.1761785025,-39.017574593,-41.397896888,-46.44782285,-39.017574593,-44.509199647,"ecu2","july30"
"1797",64858,64858,2019-07-30 16:06:32,2.1395886486,2.1761785025,-39.017574593,-41.397896888,-46.44782285,-39.017574593,-44.509199647,"ecu2","july30"
"1798",64859,64859,2019-07-30 16:06:33,2.1395886486,2.1761785025,-39.017574593,-41.397896888,-46.44782285,-39.017574593,-44.509199647,"ecu2","july30"
"1799",64860,64860,2019-07-30 16:06:33,2.1395886486,2.1761785025,-39.017574593,-41.397896888,-46.44782285,-39.017574593,-44.509199647,"ecu2","july30"
"1800",64861,64861,2019-07-30 16:06:34,2.1264663175,2.1774770401,-40.109733957,-35.765009168,-44.39081406,-40.109733957,-44.107439979,"ecu2","july30"
"1801",64862,64862,2019-07-30 16:06:36,2.1264663175,2.1774770401,-40.109733957,-35.765009168,-44.39081406,-40.109733957,-44.107439979,"ecu2","july30"
"1802",64863,64863,2019-07-30 16:06:36,2.1264663175,2.1774770401,-40.109733957,-35.765009168,-44.39081406,-40.109733957,-44.107439979,"ecu2","july30"
"1803",64864,64864,2019-07-30 16:06:37,2.1264663175,2.1774770401,-40.109733957,-35.765009168,-44.39081406,-40.109733957,-44.107439979,"ecu2","july30"
"1804",64865,64865,2019-07-30 16:06:38,2.1244900131,2.1776249668,-50.54909855,-43.269064805,-44.777852498,-50.54909855,-45.208226204,"ecu2","july30"
"1805",64866,64866,2019-07-30 16:06:39,2.1244900131,2.1776249668,-50.54909855,-43.269064805,-44.777852498,-50.54909855,-45.208226204,"ecu2","july30"
"1806",64867,64867,2019-07-30 16:06:40,2.1244900131,2.1776249668,-50.54909855,-43.269064805,-44.777852498,-50.54909855,-45.208226204,"ecu2","july30"
"1807",64868,64868,2019-07-30 16:06:40,2.1244900131,2.1776249668,-50.54909855,-43.269064805,-44.777852498,-50.54909855,-45.208226204,"ecu2","july30"
"1808",64869,64869,2019-07-30 16:06:41,2.1403070033,2.1782781529,-45.894004512,-44.870944333,-44.574699497,-45.894004512,-45.499629877,"ecu2","july30"
"1809",64870,64870,2019-07-30 16:06:43,2.1403070033,2.1782781529,-45.894004512,-44.870944333,-44.574699497,-45.894004512,-45.499629877,"ecu2","july30"
"1810",64871,64871,2019-07-30 16:06:43,2.1403070033,2.1782781529,-45.894004512,-44.870944333,-44.574699497,-45.894004512,-45.499629877,"ecu2","july30"
"1811",64872,64872,2019-07-30 16:06:44,2.1403070033,2.1782781529,-45.894004512,-44.870944333,-44.574699497,-45.894004512,-45.499629877,"ecu2","july30"
"1812",64873,64873,2019-07-30 16:06:45,2.1510046451,2.1777991045,-43.771312735,-45.971643257,-44.370821999,-43.771312735,-45.35552075,"ecu2","july30"
"1813",64874,64874,2019-07-30 16:06:46,2.1510046451,2.1777991045,-43.771312735,-45.971643257,-44.370821999,-43.771312735,-45.35552075,"ecu2","july30"
"1814",64875,64875,2019-07-30 16:06:47,2.1510046451,2.1777991045,-43.771312735,-45.971643257,-44.370821999,-43.771312735,-45.35552075,"ecu2","july30"
"1815",64876,64876,2019-07-30 16:06:47,2.1510046451,2.1777991045,-43.771312735,-45.971643257,-44.370821999,-43.771312735,-45.35552075,"ecu2","july30"
"1816",64877,64877,2019-07-30 16:06:48,2.1444285128,2.1778271754,-49.222449944,-48.473393883,-44.623090157,-49.222449944,-45.501235643,"ecu2","july30"
"1817",64878,64878,2019-07-30 16:06:50,2.1444285128,2.1778271754,-49.222449944,-48.473393883,-44.623090157,-49.222449944,-45.501235643,"ecu2","july30"
"1818",64879,64879,2019-07-30 16:06:50,2.1444285128,2.1778271754,-49.222449944,-48.473393883,-44.623090157,-49.222449944,-45.501235643,"ecu2","july30"
"1819",64880,64880,2019-07-30 16:06:51,2.1444285128,2.1778271754,-49.222449944,-48.473393883,-44.623090157,-49.222449944,-45.501235643,"ecu2","july30"
"1820",64881,64881,2019-07-30 16:06:52,2.1370551083,2.1773428537,-51.081140014,-46.97293508,-44.370253361,-51.081140014,-45.739805492,"ecu2","july30"
"1821",64882,64882,2019-07-30 16:06:53,2.1370551083,2.1773428537,-51.081140014,-46.97293508,-44.370253361,-51.081140014,-45.739805492,"ecu2","july30"
"1822",64883,64883,2019-07-30 16:06:54,2.1370551083,2.1773428537,-51.081140014,-46.97293508,-44.370253361,-51.081140014,-45.739805492,"ecu2","july30"
"1823",64884,64884,2019-07-30 16:06:54,2.1370551083,2.1773428537,-51.081140014,-46.97293508,-44.370253361,-51.081140014,-45.739805492,"ecu2","july30"
"1824",64885,64885,2019-07-30 16:06:55,2.1518777849,2.1773802367,-50.897865047,-50.584199716,-45.728139347,-50.897865047,-46.470131133,"ecu2","july30"
"1825",64886,64886,2019-07-30 16:06:57,2.1518777849,2.1773802367,-50.897865047,-50.584199716,-45.728139347,-50.897865047,-46.470131133,"ecu2","july30"
"1826",64887,64887,2019-07-30 16:06:57,2.1518777849,2.1773802367,-50.897865047,-50.584199716,-45.728139347,-50.897865047,-46.470131133,"ecu2","july30"
"1827",64888,64888,2019-07-30 16:06:58,2.1518777849,2.1773802367,-50.897865047,-50.584199716,-45.728139347,-50.897865047,-46.470131133,"ecu2","july30"
"1828",64889,64889,2019-07-30 16:06:59,2.1365231449,2.1771839515,-51.567960844,-46.24040923,-44.838388485,-51.567960844,-46.9012378,"ecu2","july30"
"1829",64890,64890,2019-07-30 16:07:00,2.1365231449,2.1771839515,-51.567960844,-46.24040923,-44.838388485,-51.567960844,-46.9012378,"ecu2","july30"
"1830",64891,64891,2019-07-30 16:07:01,2.1365231449,2.1771839515,-51.567960844,-46.24040923,-44.838388485,-51.567960844,-46.9012378,"ecu2","july30"
"1831",64892,64892,2019-07-30 16:07:01,2.1365231449,2.1771839515,-51.567960844,-46.24040923,-44.838388485,-51.567960844,-46.9012378,"ecu2","july30"
"1832",64893,64893,2019-07-30 16:07:03,2.1546792631,2.1773323622,-48.621265391,-49.164515208,-45.701346076,-48.621265391,-47.968314555,"ecu2","july30"
"1833",64894,64894,2019-07-30 16:07:04,2.1546792631,2.1773323622,-48.621265391,-49.164515208,-45.701346076,-48.621265391,-47.968314555,"ecu2","july30"
"1834",64895,64895,2019-07-30 16:07:04,2.1546792631,2.1773323622,-48.621265391,-49.164515208,-45.701346076,-48.621265391,-47.968314555,"ecu2","july30"
"1835",64896,64896,2019-07-30 16:07:05,2.1546792631,2.1773323622,-48.621265391,-49.164515208,-45.701346076,-48.621265391,-47.968314555,"ecu2","july30"
"1836",64897,64897,2019-07-30 16:07:06,2.1432882254,2.1765654331,-47.024168137,-43.594009348,-46.571234985,-47.024168137,-48.736585019,"ecu2","july30"
"1837",64898,64898,2019-07-30 16:07:07,2.1432882254,2.1765654331,-47.024168137,-43.594009348,-46.571234985,-47.024168137,-48.736585019,"ecu2","july30"
"1838",64899,64899,2019-07-30 16:07:08,2.1432882254,2.1765654331,-47.024168137,-43.594009348,-46.571234985,-47.024168137,-48.736585019,"ecu2","july30"
"1839",64900,64900,2019-07-30 16:07:08,2.1432882254,2.1765654331,-47.024168137,-43.594009348,-46.571234985,-47.024168137,-48.736585019,"ecu2","july30"
"1840",64901,64901,2019-07-30 16:07:10,2.1562799007,2.1758243035,-47.05959812,-48.043397381,-47.101716382,-47.05959812,-48.348862749,"ecu2","july30"
"1841",64902,64902,2019-07-30 16:07:11,2.1562799007,2.1758243035,-47.05959812,-48.043397381,-47.101716382,-47.05959812,-48.348862749,"ecu2","july30"
"1842",64903,64903,2019-07-30 16:07:11,2.1562799007,2.1758243035,-47.05959812,-48.043397381,-47.101716382,-47.05959812,-48.348862749,"ecu2","july30"
"1843",64904,64904,2019-07-30 16:07:12,2.1562799007,2.1758243035,-47.05959812,-48.043397381,-47.101716382,-47.05959812,-48.348862749,"ecu2","july30"
"1844",64905,64905,2019-07-30 16:07:13,2.1455334205,2.1757763553,-46.52187257,-42.441160307,-46.831740379,-46.52187257,-48.418625867,"ecu2","july30"
"1845",64906,64906,2019-07-30 16:07:14,2.1455334205,2.1757763553,-46.52187257,-42.441160307,-46.831740379,-46.52187257,-48.418625867,"ecu2","july30"
"1846",64907,64907,2019-07-30 16:07:15,2.1455334205,2.1757763553,-46.52187257,-42.441160307,-46.831740379,-46.52187257,-48.418625867,"ecu2","july30"
"1847",64908,64908,2019-07-30 16:07:15,2.1455334205,2.1757763553,-46.52187257,-42.441160307,-46.831740379,-46.52187257,-48.418625867,"ecu2","july30"
"1848",64909,64909,2019-07-30 16:07:17,2.1676683176,2.176051924,-51.608549044,-56.588862776,-48.011431437,-51.608549044,-49.289429901,"ecu2","july30"
"1849",64910,64910,2019-07-30 16:07:18,2.1676683176,2.176051924,-51.608549044,-56.588862776,-48.011431437,-51.608549044,-49.289429901,"ecu2","july30"
"1850",64911,64911,2019-07-30 16:07:18,2.1676683176,2.176051924,-51.608549044,-56.588862776,-48.011431437,-51.608549044,-49.289429901,"ecu2","july30"
"1851",64912,64912,2019-07-30 16:07:19,2.1676683176,2.176051924,-51.608549044,-56.588862776,-48.011431437,-51.608549044,-49.289429901,"ecu2","july30"
"1852",64913,64913,2019-07-30 16:07:20,2.1666684295,2.1746332308,-44.734129496,-50.488497466,-48.235331835,-44.734129496,-48.790727629,"ecu2","july30"
"1853",64914,64914,2019-07-30 16:07:21,2.1666684295,2.1746332308,-44.734129496,-50.488497466,-48.235331835,-44.734129496,-48.790727629,"ecu2","july30"
"1854",64915,64915,2019-07-30 16:07:22,2.1666684295,2.1746332308,-44.734129496,-50.488497466,-48.235331835,-44.734129496,-48.790727629,"ecu2","july30"
"1855",64916,64916,2019-07-30 16:07:22,2.1666684295,2.1746332308,-44.734129496,-50.488497466,-48.235331835,-44.734129496,-48.790727629,"ecu2","july30"
"1856",64917,64917,2019-07-30 16:07:24,2.1524487911,2.1756875353,-49.660998934,-48.34419835,-48.38769442,-49.660998934,-48.632934176,"ecu2","july30"
"1857",64918,64918,2019-07-30 16:07:25,2.1524487911,2.1756875353,-49.660998934,-48.34419835,-48.38769442,-49.660998934,-48.632934176,"ecu2","july30"
"1858",64919,64919,2019-07-30 16:07:25,2.1524487911,2.1756875353,-49.660998934,-48.34419835,-48.38769442,-49.660998934,-48.632934176,"ecu2","july30"
"1859",64920,64920,2019-07-30 16:07:26,2.1524487911,2.1756875353,-49.660998934,-48.34419835,-48.38769442,-49.660998934,-48.632934176,"ecu2","july30"
"1860",64921,64921,2019-07-30 16:07:27,2.1493810945,2.1745814585,-45.725078402,-42.691049179,-47.510677694,-45.725078402,-48.058180104,"ecu2","july30"
"1861",64922,64922,2019-07-30 16:07:28,2.1493810945,2.1745814585,-45.725078402,-42.691049179,-47.510677694,-45.725078402,-48.058180104,"ecu2","july30"
"1862",64923,64923,2019-07-30 16:07:29,2.1493810945,2.1745814585,-45.725078402,-42.691049179,-47.510677694,-45.725078402,-48.058180104,"ecu2","july30"
"1863",64924,64924,2019-07-30 16:07:29,2.1493810945,2.1745814585,-45.725078402,-42.691049179,-47.510677694,-45.725078402,-48.058180104,"ecu2","july30"
"1864",64925,64925,2019-07-30 16:07:31,2.1575114141,2.1746390939,-53.019492762,-53.29398707,-48.294408565,-53.019492762,-48.219461428,"ecu2","july30"
"1865",64926,64926,2019-07-30 16:07:32,2.1575114141,2.1746390939,-53.019492762,-53.29398707,-48.294408565,-53.019492762,-48.219461428,"ecu2","july30"
"1866",64927,64927,2019-07-30 16:07:32,2.1575114141,2.1746390939,-53.019492762,-53.29398707,-48.294408565,-53.019492762,-48.219461428,"ecu2","july30"
"1867",64928,64928,2019-07-30 16:07:33,2.1575114141,2.1746390939,-53.019492762,-53.29398707,-48.294408565,-53.019492762,-48.219461428,"ecu2","july30"
"1868",64929,64929,2019-07-30 16:07:34,2.1581632719,2.1750995344,-49.82277397,-49.963746547,-48.383212047,-49.82277397,-48.352962382,"ecu2","july30"
"1869",64930,64930,2019-07-30 16:07:35,2.1581632719,2.1750995344,-49.82277397,-49.963746547,-48.383212047,-49.82277397,-48.352962382,"ecu2","july30"
"1870",64931,64931,2019-07-30 16:07:36,2.1581632719,2.1750995344,-49.82277397,-49.963746547,-48.383212047,-49.82277397,-48.352962382,"ecu2","july30"
"1871",64932,64932,2019-07-30 16:07:36,2.1581632719,2.1750995344,-49.82277397,-49.963746547,-48.383212047,-49.82277397,-48.352962382,"ecu2","july30"
"1872",64933,64933,2019-07-30 16:07:38,2.1564822151,2.1751771846,-47.131784914,-47.784292619,-48.848799077,-47.131784914,-48.364919801,"ecu2","july30"
"1873",64934,64934,2019-07-30 16:07:39,2.1564822151,2.1751771846,-47.131784914,-47.784292619,-48.848799077,-47.131784914,-48.364919801,"ecu2","july30"
"1874",64935,64935,2019-07-30 16:07:39,2.1564822151,2.1751771846,-47.131784914,-47.784292619,-48.848799077,-47.131784914,-48.364919801,"ecu2","july30"
"1875",64936,64936,2019-07-30 16:07:40,2.1564822151,2.1751771846,-47.131784914,-47.784292619,-48.848799077,-47.131784914,-48.364919801,"ecu2","july30"
"1876",64937,64937,2019-07-30 16:07:41,2.1631697532,2.1752395306,-47.004820457,-49.413165783,-49.000995566,-47.004820457,-48.358833394,"ecu2","july30"
"1877",64938,64938,2019-07-30 16:07:42,2.1631697532,2.1752395306,-47.004820457,-49.413165783,-49.000995566,-47.004820457,-48.358833394,"ecu2","july30"
"1878",64939,64939,2019-07-30 16:07:43,2.1631697532,2.1752395306,-47.004820457,-49.413165783,-49.000995566,-47.004820457,-48.358833394,"ecu2","july30"
"1879",64940,64940,2019-07-30 16:07:43,2.1631697532,2.1752395306,-47.004820457,-49.413165783,-49.000995566,-47.004820457,-48.358833394,"ecu2","july30"
"1880",64941,64941,2019-07-30 16:07:45,2.1612222447,2.1747084571,-50.510489188,-51.79219699,-50.039999642,-50.510489188,-48.802013018,"ecu2","july30"
"1881",64942,64942,2019-07-30 16:07:46,2.1612222447,2.1747084571,-50.510489188,-51.79219699,-50.039999642,-50.510489188,-48.802013018,"ecu2","july30"
"1882",64943,64943,2019-07-30 16:07:46,2.1612222447,2.1747084571,-50.510489188,-51.79219699,-50.039999642,-50.510489188,-48.802013018,"ecu2","july30"
"1883",64944,64944,2019-07-30 16:07:47,2.1612222447,2.1747084571,-50.510489188,-51.79219699,-50.039999642,-50.510489188,-48.802013018,"ecu2","july30"
"1884",64945,64945,2019-07-30 16:07:48,2.147636426,2.1747613166,-47.635255507,-43.449399129,-48.580059237,-47.635255507,-48.360535959,"ecu2","july30"
"1885",64946,64946,2019-07-30 16:07:49,2.147636426,2.1747613166,-47.635255507,-43.449399129,-48.580059237,-47.635255507,-48.360535959,"ecu2","july30"
"1886",64947,64947,2019-07-30 16:07:50,2.147636426,2.1747613166,-47.635255507,-43.449399129,-48.580059237,-47.635255507,-48.360535959,"ecu2","july30"
"1887",64948,64948,2019-07-30 16:07:50,2.147636426,2.1747613166,-47.635255507,-43.449399129,-48.580059237,-47.635255507,-48.360535959,"ecu2","july30"
"1888",64949,64949,2019-07-30 16:07:52,2.1525032563,2.1744755727,-49.626301806,-48.044594443,-48.308514457,-49.626301806,-48.90411066,"ecu2","july30"
"1889",64950,64950,2019-07-30 16:07:53,2.1525032563,2.1744755727,-49.626301806,-48.044594443,-48.308514457,-49.626301806,-48.90411066,"ecu2","july30"
"1890",64951,64951,2019-07-30 16:07:53,2.1525032563,2.1744755727,-49.626301806,-48.044594443,-48.308514457,-49.626301806,-48.90411066,"ecu2","july30"
"1891",64952,64952,2019-07-30 16:07:54,2.1525032563,2.1744755727,-49.626301806,-48.044594443,-48.308514457,-49.626301806,-48.90411066,"ecu2","july30"
"1892",64953,64953,2019-07-30 16:07:55,2.1627389872,2.1740226405,-42.415039564,-43.353315763,-47.753971947,-42.415039564,-48.099004063,"ecu2","july30"
"1893",64954,64954,2019-07-30 16:07:56,2.1627389872,2.1740226405,-42.415039564,-43.353315763,-47.753971947,-42.415039564,-48.099004063,"ecu2","july30"
"1894",64955,64955,2019-07-30 16:07:57,2.1627389872,2.1740226405,-42.415039564,-43.353315763,-47.753971947,-42.415039564,-48.099004063,"ecu2","july30"
"1895",64956,64956,2019-07-30 16:07:57,2.1627389872,2.1740226405,-42.415039564,-43.353315763,-47.753971947,-42.415039564,-48.099004063,"ecu2","july30"
"1896",64957,64957,2019-07-30 16:07:59,2.1488595404,2.17398701,-37.889124593,-34.533983553,-46.847631322,-37.889124593,-47.228342529,"ecu2","july30"
"1897",64958,64958,2019-07-30 16:08:00,2.1488595404,2.17398701,-37.889124593,-34.533983553,-46.847631322,-37.889124593,-47.228342529,"ecu2","july30"
"1898",64959,64959,2019-07-30 16:08:00,2.1488595404,2.17398701,-37.889124593,-34.533983553,-46.847631322,-37.889124593,-47.228342529,"ecu2","july30"
"1899",64960,64960,2019-07-30 16:08:01,2.1488595404,2.17398701,-37.889124593,-34.533983553,-46.847631322,-37.889124593,-47.228342529,"ecu2","july30"
"1900",64961,64961,2019-07-30 16:08:02,2.1634385597,2.1747699215,-44.115001527,-46.323224497,-46.073102147,-44.115001527,-46.238954614,"ecu2","july30"
"1901",64962,64962,2019-07-30 16:08:03,2.1634385597,2.1747699215,-44.115001527,-46.323224497,-46.073102147,-44.115001527,-46.238954614,"ecu2","july30"
"1902",64963,64963,2019-07-30 16:08:04,2.1634385597,2.1747699215,-44.115001527,-46.323224497,-46.073102147,-44.115001527,-46.238954614,"ecu2","july30"
"1903",64964,64964,2019-07-30 16:08:04,2.1634385597,2.1747699215,-44.115001527,-46.323224497,-46.073102147,-44.115001527,-46.238954614,"ecu2","july30"
"1904",64965,64965,2019-07-30 16:08:06,2.1488078426,2.174401307,-47.746901074,-43.100787219,-45.310551111,-47.746901074,-46.00830207,"ecu2","july30"
"1905",64966,64966,2019-07-30 16:08:07,2.1488078426,2.174401307,-47.746901074,-43.100787219,-45.310551111,-47.746901074,-46.00830207,"ecu2","july30"
"1906",64967,64967,2019-07-30 16:08:07,2.1488078426,2.174401307,-47.746901074,-43.100787219,-45.310551111,-47.746901074,-46.00830207,"ecu2","july30"
"1907",64968,64968,2019-07-30 16:08:08,2.1488078426,2.174401307,-47.746901074,-43.100787219,-45.310551111,-47.746901074,-46.00830207,"ecu2","july30"
"1908",64969,64969,2019-07-30 16:08:09,2.1618312563,2.1747830315,-47.710503367,-48.50940584,-45.391119246,-47.710503367,-46.07260412,"ecu2","july30"
"1909",64970,64970,2019-07-30 16:08:10,2.1618312563,2.1747830315,-47.710503367,-48.50940584,-45.391119246,-47.710503367,-46.07260412,"ecu2","july30"
"1910",64971,64971,2019-07-30 16:08:11,2.1618312563,2.1747830315,-47.710503367,-48.50940584,-45.391119246,-47.710503367,-46.07260412,"ecu2","july30"
"1911",64972,64972,2019-07-30 16:08:11,2.1618312563,2.1747830315,-47.710503367,-48.50940584,-45.391119246,-47.710503367,-46.07260412,"ecu2","july30"
"1912",64973,64973,2019-07-30 16:08:13,2.1487644128,2.1754612052,-40.622633308,-36.06992165,-43.908536565,-40.622633308,-45.363472215,"ecu2","july30"
"1913",64974,64974,2019-07-30 16:08:14,2.1487644128,2.1754612052,-40.622633308,-36.06992165,-43.908536565,-40.622633308,-45.363472215,"ecu2","july30"
"1914",64975,64975,2019-07-30 16:08:14,2.1487644128,2.1754612052,-40.622633308,-36.06992165,-43.908536565,-40.622633308,-45.363472215,"ecu2","july30"
"1915",64976,64976,2019-07-30 16:08:15,2.1487644128,2.1754612052,-40.622633308,-36.06992165,-43.908536565,-40.622633308,-45.363472215,"ecu2","july30"
"1916",64977,64977,2019-07-30 16:08:16,2.162196009,2.1742504823,-44.594210386,-47.425645654,-43.423364194,-44.594210386,-44.706107904,"ecu2","july30"
"1917",64978,64978,2019-07-30 16:08:17,2.162196009,2.1742504823,-44.594210386,-47.425645654,-43.423364194,-44.594210386,-44.706107904,"ecu2","july30"
"1918",64979,64979,2019-07-30 16:08:18,2.162196009,2.1742504823,-44.594210386,-47.425645654,-43.423364194,-44.594210386,-44.706107904,"ecu2","july30"
"1919",64980,64980,2019-07-30 16:08:18,2.162196009,2.1742504823,-44.594210386,-47.425645654,-43.423364194,-44.594210386,-44.706107904,"ecu2","july30"
"1920",64981,64981,2019-07-30 16:08:20,2.1647710834,2.1737965707,-48.948355534,-51.015577158,-44.264050642,-48.948355534,-44.852007907,"ecu2","july30"
"1921",64982,64982,2019-07-30 16:08:21,2.1647710834,2.1737965707,-48.948355534,-51.015577158,-44.264050642,-48.948355534,-44.852007907,"ecu2","july30"
"1922",64983,64983,2019-07-30 16:08:21,2.1647710834,2.1737965707,-48.948355534,-51.015577158,-44.264050642,-48.948355534,-44.852007907,"ecu2","july30"
"1923",64984,64984,2019-07-30 16:08:22,2.1647710834,2.1737965707,-48.948355534,-51.015577158,-44.264050642,-48.948355534,-44.852007907,"ecu2","july30"
"1924",64985,64985,2019-07-30 16:08:23,2.153868876,2.168859528,-44.855439885,-44.382209095,-43.857118937,-44.855439885,-44.321912138,"ecu2","july30"
"1925",64986,64986,2019-07-30 16:08:24,2.153868876,2.168859528,-44.855439885,-44.382209095,-43.857118937,-44.855439885,-44.321912138,"ecu2","july30"
"1926",64987,64987,2019-07-30 16:08:25,2.153868876,2.168859528,-44.855439885,-44.382209095,-43.857118937,-44.855439885,-44.321912138,"ecu2","july30"
"1927",64988,64988,2019-07-30 16:08:25,2.153868876,2.168859528,-44.855439885,-44.382209095,-43.857118937,-44.855439885,-44.321912138,"ecu2","july30"
