"","X.1","X","PosixCT","X12CO2","Delta_Raw_iCO2","Sample","Day"
"786",64821,64821,"2019-07-30 16:05:59",472.46937574,-17.981356378,"ecu2","July30"
"787",64822,64822,"2019-07-30 16:06:01",472.46937574,-17.981356378,"ecu2","July30"
"788",64823,64823,"2019-07-30 16:06:01",457.60533616,-17.981356378,"ecu2","July30"
"789",64824,64824,"2019-07-30 16:06:02",457.60533616,-23.839280424,"ecu2","July30"
"790",64825,64825,"2019-07-30 16:06:03",457.60533616,-23.839280424,"ecu2","July30"
"791",64826,64826,"2019-07-30 16:06:04",457.60533616,-23.839280424,"ecu2","July30"
"792",64827,64827,"2019-07-30 16:06:05",444.49246505,-23.839280424,"ecu2","July30"
"793",64828,64828,"2019-07-30 16:06:05",444.49246505,-22.232687647,"ecu2","July30"
"794",64829,64829,"2019-07-30 16:06:06",444.49246505,-22.232687647,"ecu2","July30"
"795",64830,64830,"2019-07-30 16:06:08",444.49246505,-22.232687647,"ecu2","July30"
"796",64831,64831,"2019-07-30 16:06:08",434.80568991,-22.232687647,"ecu2","July30"
"797",64832,64832,"2019-07-30 16:06:09",434.80568991,-23.52712757,"ecu2","July30"
"798",64833,64833,"2019-07-30 16:06:10",434.80568991,-23.52712757,"ecu2","July30"
"799",64834,64834,"2019-07-30 16:06:11",434.80568991,-23.52712757,"ecu2","July30"
"800",64835,64835,"2019-07-30 16:06:12",427.41150573,-23.52712757,"ecu2","July30"
"801",64836,64836,"2019-07-30 16:06:12",427.41150573,-24.572734374,"ecu2","July30"
"802",64837,64837,"2019-07-30 16:06:13",427.41150573,-24.572734374,"ecu2","July30"
"803",64838,64838,"2019-07-30 16:06:15",427.41150573,-24.572734374,"ecu2","July30"
"804",64839,64839,"2019-07-30 16:06:15",421.56983479,-24.572734374,"ecu2","July30"
"805",64840,64840,"2019-07-30 16:06:16",421.56983479,-23.552853467,"ecu2","July30"
"806",64841,64841,"2019-07-30 16:06:17",421.56983479,-23.552853467,"ecu2","July30"
"807",64842,64842,"2019-07-30 16:06:18",421.56983479,-23.552853467,"ecu2","July30"
"808",64843,64843,"2019-07-30 16:06:19",417.5872372,-23.552853467,"ecu2","July30"
"809",64844,64844,"2019-07-30 16:06:19",417.5872372,-22.838984273,"ecu2","July30"
"810",64845,64845,"2019-07-30 16:06:20",417.5872372,-22.838984273,"ecu2","July30"
"811",64846,64846,"2019-07-30 16:06:22",417.5872372,-22.838984273,"ecu2","July30"
"812",64847,64847,"2019-07-30 16:06:22",414.50468116,-22.838984273,"ecu2","July30"
"813",64848,64848,"2019-07-30 16:06:23",414.50468116,-24.949326674,"ecu2","July30"
"814",64849,64849,"2019-07-30 16:06:24",414.50468116,-24.949326674,"ecu2","July30"
"815",64850,64850,"2019-07-30 16:06:25",414.50468116,-24.949326674,"ecu2","July30"
"816",64851,64851,"2019-07-30 16:06:26",412.50893141,-24.949326674,"ecu2","July30"
"817",64852,64852,"2019-07-30 16:06:26",412.50893141,-26.875474869,"ecu2","July30"
"818",64853,64853,"2019-07-30 16:06:27",412.50893141,-26.875474869,"ecu2","July30"
"819",64854,64854,"2019-07-30 16:06:29",412.50893141,-26.875474869,"ecu2","July30"
"820",64855,64855,"2019-07-30 16:06:29",410.7662169,-26.875474869,"ecu2","July30"
"821",64856,64856,"2019-07-30 16:06:30",410.7662169,-22.892800281,"ecu2","July30"
"822",64857,64857,"2019-07-30 16:06:31",410.7662169,-22.892800281,"ecu2","July30"
"823",64858,64858,"2019-07-30 16:06:32",410.7662169,-22.892800281,"ecu2","July30"
"824",64859,64859,"2019-07-30 16:06:33",409.49003838,-22.892800281,"ecu2","July30"
"825",64860,64860,"2019-07-30 16:06:33",409.49003838,-23.20226183,"ecu2","July30"
"826",64861,64861,"2019-07-30 16:06:34",409.49003838,-23.20226183,"ecu2","July30"
"827",64862,64862,"2019-07-30 16:06:36",409.49003838,-23.20226183,"ecu2","July30"
"828",64863,64863,"2019-07-30 16:06:36",408.77780262,-23.20226183,"ecu2","July30"
"829",64864,64864,"2019-07-30 16:06:37",408.77780262,-24.724799923,"ecu2","July30"
"830",64865,64865,"2019-07-30 16:06:38",408.77780262,-24.724799923,"ecu2","July30"
"831",64866,64866,"2019-07-30 16:06:39",408.77780262,-24.724799923,"ecu2","July30"
"832",64867,64867,"2019-07-30 16:06:40",408.39471376,-24.724799923,"ecu2","July30"
"833",64868,64868,"2019-07-30 16:06:40",408.39471376,-27.192843318,"ecu2","July30"
"834",64869,64869,"2019-07-30 16:06:41",408.39471376,-27.192843318,"ecu2","July30"
"835",64870,64870,"2019-07-30 16:06:43",408.39471376,-27.192843318,"ecu2","July30"
"836",64871,64871,"2019-07-30 16:06:43",407.58513795,-27.192843318,"ecu2","July30"
"837",64872,64872,"2019-07-30 16:06:44",407.58513795,-22.965487776,"ecu2","July30"
"838",64873,64873,"2019-07-30 16:06:45",407.58513795,-22.965487776,"ecu2","July30"
"839",64874,64874,"2019-07-30 16:06:46",407.58513795,-22.965487776,"ecu2","July30"
"840",64875,64875,"2019-07-30 16:06:47",407.59159184,-22.965487776,"ecu2","July30"
"841",64876,64876,"2019-07-30 16:06:47",407.59159184,-22.275793571,"ecu2","July30"
"842",64877,64877,"2019-07-30 16:06:48",407.59159184,-22.275793571,"ecu2","July30"
"843",64878,64878,"2019-07-30 16:06:50",407.59159184,-22.275793571,"ecu2","July30"
"844",64879,64879,"2019-07-30 16:06:50",407.24098824,-22.275793571,"ecu2","July30"
"845",64880,64880,"2019-07-30 16:06:51",407.24098824,-26.304746685,"ecu2","July30"
"846",64881,64881,"2019-07-30 16:06:52",407.24098824,-26.304746685,"ecu2","July30"
"847",64882,64882,"2019-07-30 16:06:53",407.24098824,-26.304746685,"ecu2","July30"
"848",64883,64883,"2019-07-30 16:06:54",407.09572759,-26.304746685,"ecu2","July30"
"849",64884,64884,"2019-07-30 16:06:54",407.09572759,-25.687618705,"ecu2","July30"
"850",64885,64885,"2019-07-30 16:06:55",407.09572759,-25.687618705,"ecu2","July30"
"851",64886,64886,"2019-07-30 16:06:57",407.09572759,-25.687618705,"ecu2","July30"
"852",64887,64887,"2019-07-30 16:06:57",407.21049696,-25.687618705,"ecu2","July30"
"853",64888,64888,"2019-07-30 16:06:58",407.21049696,-21.553051564,"ecu2","July30"
"854",64889,64889,"2019-07-30 16:06:59",407.21049696,-21.553051564,"ecu2","July30"
"855",64890,64890,"2019-07-30 16:07:00",407.21049696,-21.553051564,"ecu2","July30"
"856",64891,64891,"2019-07-30 16:07:01",406.86310284,-21.553051564,"ecu2","July30"
"857",64892,64892,"2019-07-30 16:07:01",406.86310284,-26.1428603,"ecu2","July30"
"858",64893,64893,"2019-07-30 16:07:03",406.86310284,-26.1428603,"ecu2","July30"
"859",64894,64894,"2019-07-30 16:07:04",406.86310284,-26.1428603,"ecu2","July30"
"860",64895,64895,"2019-07-30 16:07:04",407.05123173,-26.1428603,"ecu2","July30"
"861",64896,64896,"2019-07-30 16:07:05",407.05123173,-24.621903782,"ecu2","July30"
"862",64897,64897,"2019-07-30 16:07:06",407.05123173,-24.621903782,"ecu2","July30"
"863",64898,64898,"2019-07-30 16:07:07",407.05123173,-24.621903782,"ecu2","July30"
"864",64899,64899,"2019-07-30 16:07:08",406.74625532,-24.621903782,"ecu2","July30"
"865",64900,64900,"2019-07-30 16:07:08",406.74625532,-27.605042411,"ecu2","July30"
"866",64901,64901,"2019-07-30 16:07:10",406.74625532,-27.605042411,"ecu2","July30"
"867",64902,64902,"2019-07-30 16:07:11",406.74625532,-27.605042411,"ecu2","July30"
"868",64903,64903,"2019-07-30 16:07:11",407.04924283,-27.605042411,"ecu2","July30"
"869",64904,64904,"2019-07-30 16:07:12",407.04924283,-24.943910002,"ecu2","July30"
"870",64905,64905,"2019-07-30 16:07:13",407.04924283,-24.943910002,"ecu2","July30"
"871",64906,64906,"2019-07-30 16:07:14",407.04924283,-24.943910002,"ecu2","July30"
"872",64907,64907,"2019-07-30 16:07:15",407.15521706,-24.943910002,"ecu2","July30"
"873",64908,64908,"2019-07-30 16:07:15",407.15521706,-26.006788207,"ecu2","July30"
"874",64909,64909,"2019-07-30 16:07:17",407.15521706,-26.006788207,"ecu2","July30"
