"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-14.1706000183543,0.845460726835301
"2","col2",-13.6392075614488,1.14699472401229
"3","col3",-11.4388623397549,0.794101063146391
"4","col4",-11.4749813821078,0.901457053875089
"5","col5",-14.2453623242308,0.392986764515673
"6","col6",-13.3292891235956,0.721294498083153
"7","col7",-13.5640489696244,0.604981101865108
"8","col8",-12.9424121652426,0.430257231900465
"9","col5test",-13.7183277588741,0.739044056626482
