"","Sample","Avg_iCO2","StdDev_iCO2"
"1","ecu1",-23.2520562909028,3.01323513354417
"2","ecu2",-25.3105256347136,2.08862383955873
"3","ecu3",-25.5821136868791,1.68557187879059
