"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-13.5648523334265,1.4231942467555
"2","col2",-11.4614963114549,1.57054570015801
"3","col3",-11.7850841379304,1.59326227225406
"4","col4",-10.2562248007265,1.59363108785226
"5","col5",-13.0741587338088,1.34183501676554
"6","col6",-10.9473538291647,1.60092503469604
"7","col7",-12.4521477890294,1.70792472257234
"8","col8",-11.7400601758471,1.43271219939862
