"","X.1","X","PosixCT","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample","Day"
"1313",83956,83956,2019-08-13 20:44:18,2.2065133901,2.2709658994,-45.00809866,-41.827902366,-43.589253671,-45.00809866,-43.572180656,"ecu3","aug13"
"1314",83957,83957,2019-08-13 20:44:19,2.1848430058,2.2436877754,-45.294807675,-43.515378968,-43.129010881,-45.294807675,-44.150765941,"ecu3","aug13"
"1315",83958,83958,2019-08-13 20:44:21,2.1848430058,2.2436877754,-45.294807675,-43.515378968,-43.129010881,-45.294807675,-44.150765941,"ecu3","aug13"
"1316",83959,83959,2019-08-13 20:44:21,2.1848430058,2.2436877754,-45.294807675,-43.515378968,-43.129010881,-45.294807675,-44.150765941,"ecu3","aug13"
"1317",83960,83960,2019-08-13 20:44:22,2.1848430058,2.2436877754,-45.294807675,-43.515378968,-43.129010881,-45.294807675,-44.150765941,"ecu3","aug13"
"1318",83961,83961,2019-08-13 20:44:23,2.1784666349,2.2228205505,-47.090713144,-50.239702078,-43.307784875,-47.090713144,-44.4710272,"ecu3","aug13"
"1319",83962,83962,2019-08-13 20:44:24,2.1784666349,2.2228205505,-47.090713144,-50.239702078,-43.307784875,-47.090713144,-44.4710272,"ecu3","aug13"
"1320",83963,83963,2019-08-13 20:44:25,2.1784666349,2.2228205505,-47.090713144,-50.239702078,-43.307784875,-47.090713144,-44.4710272,"ecu3","aug13"
"1321",83964,83964,2019-08-13 20:44:25,2.1784666349,2.2228205505,-47.090713144,-50.239702078,-43.307784875,-47.090713144,-44.4710272,"ecu3","aug13"
"1322",83965,83965,2019-08-13 20:44:26,2.1600160008,2.2074440563,-51.59690875,-52.050839973,-44.510708296,-51.59690875,-45.135922012,"ecu3","aug13"
"1323",83966,83966,2019-08-13 20:44:28,2.1600160008,2.2074440563,-51.59690875,-52.050839973,-44.510708296,-51.59690875,-45.135922012,"ecu3","aug13"
"1324",83967,83967,2019-08-13 20:44:28,2.1600160008,2.2074440563,-51.59690875,-52.050839973,-44.510708296,-51.59690875,-45.135922012,"ecu3","aug13"
"1325",83968,83968,2019-08-13 20:44:29,2.1600160008,2.2074440563,-51.59690875,-52.050839973,-44.510708296,-51.59690875,-45.135922012,"ecu3","aug13"
"1326",83969,83969,2019-08-13 20:44:30,2.1509604081,2.1952822475,-52.16834566,-52.865844907,-46.110346384,-52.16834566,-46.470008377,"ecu3","aug13"
"1327",83970,83970,2019-08-13 20:44:31,2.1509604081,2.1952822475,-52.16834566,-52.865844907,-46.110346384,-52.16834566,-46.470008377,"ecu3","aug13"
"1328",83971,83971,2019-08-13 20:44:32,2.1509604081,2.1952822475,-52.16834566,-52.865844907,-46.110346384,-52.16834566,-46.470008377,"ecu3","aug13"
"1329",83972,83972,2019-08-13 20:44:32,2.1509604081,2.1952822475,-52.16834566,-52.865844907,-46.110346384,-52.16834566,-46.470008377,"ecu3","aug13"
"1330",83973,83973,2019-08-13 20:44:33,2.1461205266,2.1865938185,-47.90187309,-50.658951143,-46.763801192,-47.90187309,-46.589800657,"ecu3","aug13"
"1331",83974,83974,2019-08-13 20:44:35,2.1461205266,2.1865938185,-47.90187309,-50.658951143,-46.763801192,-47.90187309,-46.589800657,"ecu3","aug13"
"1332",83975,83975,2019-08-13 20:44:35,2.1461205266,2.1865938185,-47.90187309,-50.658951143,-46.763801192,-47.90187309,-46.589800657,"ecu3","aug13"
"1333",83976,83976,2019-08-13 20:44:36,2.1461205266,2.1865938185,-47.90187309,-50.658951143,-46.763801192,-47.90187309,-46.589800657,"ecu3","aug13"
"1334",83977,83977,2019-08-13 20:44:37,2.1319961165,2.1800074173,-52.829388915,-51.051638144,-47.203434107,-52.829388915,-47.032324567,"ecu3","aug13"
"1335",83978,83978,2019-08-13 20:44:38,2.1319961165,2.1800074173,-52.829388915,-51.051638144,-47.203434107,-52.829388915,-47.032324567,"ecu3","aug13"
"1336",83979,83979,2019-08-13 20:44:39,2.1319961165,2.1800074173,-52.829388915,-51.051638144,-47.203434107,-52.829388915,-47.032324567,"ecu3","aug13"
"1337",83980,83980,2019-08-13 20:44:39,2.1319961165,2.1800074173,-52.829388915,-51.051638144,-47.203434107,-52.829388915,-47.032324567,"ecu3","aug13"
"1338",83981,83981,2019-08-13 20:44:40,2.1519015055,2.1747241864,-39.041948631,-48.768062937,-48.574481332,-39.041948631,-46.706052775,"ecu3","aug13"
"1339",83982,83982,2019-08-13 20:44:42,2.1519015055,2.1747241864,-39.041948631,-48.768062937,-48.574481332,-39.041948631,-46.706052775,"ecu3","aug13"
"1340",83983,83983,2019-08-13 20:44:42,2.1519015055,2.1747241864,-39.041948631,-48.768062937,-48.574481332,-39.041948631,-46.706052775,"ecu3","aug13"
"1341",83984,83984,2019-08-13 20:44:43,2.1519015055,2.1747241864,-39.041948631,-48.768062937,-48.574481332,-39.041948631,-46.706052775,"ecu3","aug13"
"1342",83985,83985,2019-08-13 20:44:44,2.14883532,2.1717537568,-46.303507424,-54.082038037,-49.45115095,-46.303507424,-47.470621328,"ecu3","aug13"
"1343",83986,83986,2019-08-13 20:44:45,2.14883532,2.1717537568,-46.303507424,-54.082038037,-49.45115095,-46.303507424,-47.470621328,"ecu3","aug13"
"1344",83987,83987,2019-08-13 20:44:46,2.14883532,2.1717537568,-46.303507424,-54.082038037,-49.45115095,-46.303507424,-47.470621328,"ecu3","aug13"
"1345",83988,83988,2019-08-13 20:44:46,2.14883532,2.1717537568,-46.303507424,-54.082038037,-49.45115095,-46.303507424,-47.470621328,"ecu3","aug13"
"1346",83989,83989,2019-08-13 20:44:48,2.138705043,2.1691040392,-38.428324925,-42.910150636,-49.571400758,-38.428324925,-46.739535357,"ecu3","aug13"
"1347",83990,83990,2019-08-13 20:44:49,2.138705043,2.1691040392,-38.428324925,-42.910150636,-49.571400758,-38.428324925,-46.739535357,"ecu3","aug13"
"1348",83991,83991,2019-08-13 20:44:49,2.138705043,2.1691040392,-38.428324925,-42.910150636,-49.571400758,-38.428324925,-46.739535357,"ecu3","aug13"
"1349",83992,83992,2019-08-13 20:44:50,2.138705043,2.1691040392,-38.428324925,-42.910150636,-49.571400758,-38.428324925,-46.739535357,"ecu3","aug13"
"1350",83993,83993,2019-08-13 20:44:51,2.1244649005,2.1679099656,-48.87375011,-46.414095944,-49.893480422,-48.87375011,-47.137195628,"ecu3","aug13"
"1351",83994,83994,2019-08-13 20:44:52,2.1244649005,2.1679099656,-48.87375011,-46.414095944,-49.893480422,-48.87375011,-47.137195628,"ecu3","aug13"
"1352",83995,83995,2019-08-13 20:44:53,2.1244649005,2.1679099656,-48.87375011,-46.414095944,-49.893480422,-48.87375011,-47.137195628,"ecu3","aug13"
"1353",83996,83996,2019-08-13 20:44:53,2.1244649005,2.1679099656,-48.87375011,-46.414095944,-49.893480422,-48.87375011,-47.137195628,"ecu3","aug13"
"1354",83997,83997,2019-08-13 20:44:55,2.1210415158,2.1664647945,-49.497844001,-45.663001631,-49.38495815,-49.497844001,-47.404654612,"ecu3","aug13"
"1355",83998,83998,2019-08-13 20:44:56,2.1210415158,2.1664647945,-49.497844001,-45.663001631,-49.38495815,-49.497844001,-47.404654612,"ecu3","aug13"
"1356",83999,83999,2019-08-13 20:44:56,2.1210415158,2.1664647945,-49.497844001,-45.663001631,-49.38495815,-49.497844001,-47.404654612,"ecu3","aug13"
"1357",84000,84000,2019-08-13 20:44:57,2.1210415158,2.1664647945,-49.497844001,-45.663001631,-49.38495815,-49.497844001,-47.404654612,"ecu3","aug13"
"1358",84001,84001,2019-08-13 20:44:58,2.1231038733,2.1659671989,-52.04618406,-48.964898504,-49.042075765,-52.04618406,-47.454574091,"ecu3","aug13"
"1359",84002,84002,2019-08-13 20:44:59,2.1231038733,2.1659671989,-52.04618406,-48.964898504,-49.042075765,-52.04618406,-47.454574091,"ecu3","aug13"
"1360",84003,84003,2019-08-13 20:45:00,2.1231038733,2.1659671989,-52.04618406,-48.964898504,-49.042075765,-52.04618406,-47.454574091,"ecu3","aug13"
"1361",84004,84004,2019-08-13 20:45:00,2.1231038733,2.1659671989,-52.04618406,-48.964898504,-49.042075765,-52.04618406,-47.454574091,"ecu3","aug13"
"1362",84005,84005,2019-08-13 20:45:02,2.1270402153,2.1652099402,-42.886689935,-42.606971065,-47.902200893,-42.886689935,-46.42327901,"ecu3","aug13"
"1363",84006,84006,2019-08-13 20:45:03,2.1270402153,2.1652099402,-42.886689935,-42.606971065,-47.902200893,-42.886689935,-46.42327901,"ecu3","aug13"
"1364",84007,84007,2019-08-13 20:45:03,2.1270402153,2.1652099402,-42.886689935,-42.606971065,-47.902200893,-42.886689935,-46.42327901,"ecu3","aug13"
"1365",84008,84008,2019-08-13 20:45:04,2.1270402153,2.1652099402,-42.886689935,-42.606971065,-47.902200893,-42.886689935,-46.42327901,"ecu3","aug13"
"1366",84009,84009,2019-08-13 20:45:05,2.1366373219,2.1643698734,-40.653624151,-44.301435141,-47.195810227,-40.653624151,-45.617918017,"ecu3","aug13"
"1367",84010,84010,2019-08-13 20:45:06,2.1366373219,2.1643698734,-40.653624151,-44.301435141,-47.195810227,-40.653624151,-45.617918017,"ecu3","aug13"
"1368",84011,84011,2019-08-13 20:45:07,2.1366373219,2.1643698734,-40.653624151,-44.301435141,-47.195810227,-40.653624151,-45.617918017,"ecu3","aug13"
"1369",84012,84012,2019-08-13 20:45:07,2.1366373219,2.1643698734,-40.653624151,-44.301435141,-47.195810227,-40.653624151,-45.617918017,"ecu3","aug13"
"1370",84013,84013,2019-08-13 20:45:09,2.1337370025,2.1640944732,-42.174279335,-45.272117977,-46.553641319,-42.174279335,-44.434016952,"ecu3","aug13"
"1371",84014,84014,2019-08-13 20:45:10,2.1337370025,2.1640944732,-42.174279335,-45.272117977,-46.553641319,-42.174279335,-44.434016952,"ecu3","aug13"
"1372",84015,84015,2019-08-13 20:45:10,2.1337370025,2.1640944732,-42.174279335,-45.272117977,-46.553641319,-42.174279335,-44.434016952,"ecu3","aug13"
"1373",84016,84016,2019-08-13 20:45:11,2.1337370025,2.1640944732,-42.174279335,-45.272117977,-46.553641319,-42.174279335,-44.434016952,"ecu3","aug13"
"1374",84017,84017,2019-08-13 20:45:12,2.1287856104,2.1636359166,-46.656636435,-46.501414584,-46.301791502,-46.656636435,-45.280093375,"ecu3","aug13"
"1375",84018,84018,2019-08-13 20:45:13,2.1287856104,2.1636359166,-46.656636435,-46.501414584,-46.301791502,-46.656636435,-45.280093375,"ecu3","aug13"
"1376",84019,84019,2019-08-13 20:45:14,2.1287856104,2.1636359166,-46.656636435,-46.501414584,-46.301791502,-46.656636435,-45.280093375,"ecu3","aug13"
"1377",84020,84020,2019-08-13 20:45:14,2.1287856104,2.1636359166,-46.656636435,-46.501414584,-46.301791502,-46.656636435,-45.280093375,"ecu3","aug13"
"1378",84021,84021,2019-08-13 20:45:16,2.1226566459,2.1646931489,-52.506294182,-48.411826986,-45.671768052,-52.506294182,-45.969291904,"ecu3","aug13"
"1379",84022,84022,2019-08-13 20:45:17,2.1226566459,2.1646931489,-52.506294182,-48.411826986,-45.671768052,-52.506294182,-45.969291904,"ecu3","aug13"
"1380",84023,84023,2019-08-13 20:45:17,2.1226566459,2.1646931489,-52.506294182,-48.411826986,-45.671768052,-52.506294182,-45.969291904,"ecu3","aug13"
"1381",84024,84024,2019-08-13 20:45:18,2.1226566459,2.1646931489,-52.506294182,-48.411826986,-45.671768052,-52.506294182,-45.969291904,"ecu3","aug13"
"1382",84025,84025,2019-08-13 20:45:19,2.1246545869,2.1634899288,-48.849237229,-45.503574709,-45.959926282,-48.849237229,-47.127171049,"ecu3","aug13"
"1383",84026,84026,2019-08-13 20:45:20,2.1246545869,2.1634899288,-48.849237229,-45.503574709,-45.959926282,-48.849237229,-47.127171049,"ecu3","aug13"
"1384",84027,84027,2019-08-13 20:45:21,2.1246545869,2.1634899288,-48.849237229,-45.503574709,-45.959926282,-48.849237229,-47.127171049,"ecu3","aug13"
"1385",84028,84028,2019-08-13 20:45:21,2.1246545869,2.1634899288,-48.849237229,-45.503574709,-45.959926282,-48.849237229,-47.127171049,"ecu3","aug13"
"1386",84029,84029,2019-08-13 20:45:23,2.1368218089,2.1636422003,-45.016747619,-47.32758631,-46.061425212,-45.016747619,-46.698615216,"ecu3","aug13"
"1387",84030,84030,2019-08-13 20:45:24,2.1368218089,2.1636422003,-45.016747619,-47.32758631,-46.061425212,-45.016747619,-46.698615216,"ecu3","aug13"
"1388",84031,84031,2019-08-13 20:45:24,2.1368218089,2.1636422003,-45.016747619,-47.32758631,-46.061425212,-45.016747619,-46.698615216,"ecu3","aug13"
"1389",84032,84032,2019-08-13 20:45:25,2.1368218089,2.1636422003,-45.016747619,-47.32758631,-46.061425212,-45.016747619,-46.698615216,"ecu3","aug13"
"1390",84033,84033,2019-08-13 20:45:26,2.1270417809,2.1632231759,-43.574008243,-41.491273809,-45.597899898,-43.574008243,-46.040411243,"ecu3","aug13"
"1391",84034,84034,2019-08-13 20:45:27,2.1270417809,2.1632231759,-43.574008243,-41.491273809,-45.597899898,-43.574008243,-46.040411243,"ecu3","aug13"
"1392",84035,84035,2019-08-13 20:45:28,2.1270417809,2.1632231759,-43.574008243,-41.491273809,-45.597899898,-43.574008243,-46.040411243,"ecu3","aug13"
"1393",84036,84036,2019-08-13 20:45:28,2.1270417809,2.1632231759,-43.574008243,-41.491273809,-45.597899898,-43.574008243,-46.040411243,"ecu3","aug13"
"1394",84037,84037,2019-08-13 20:45:30,2.1314831929,2.1631411251,-42.129153588,-42.657624211,-44.897091643,-42.129153588,-44.938518969,"ecu3","aug13"
"1395",84038,84038,2019-08-13 20:45:31,2.1314831929,2.1631411251,-42.129153588,-42.657624211,-44.897091643,-42.129153588,-44.938518969,"ecu3","aug13"
"1396",84039,84039,2019-08-13 20:45:31,2.1314831929,2.1631411251,-42.129153588,-42.657624211,-44.897091643,-42.129153588,-44.938518969,"ecu3","aug13"
"1397",84040,84040,2019-08-13 20:45:32,2.1314831929,2.1631411251,-42.129153588,-42.657624211,-44.897091643,-42.129153588,-44.938518969,"ecu3","aug13"
"1398",84041,84041,2019-08-13 20:45:33,2.14218084,2.1632190123,-44.411231204,-49.477498987,-45.660483635,-44.411231204,-45.107912443,"ecu3","aug13"
"1399",84042,84042,2019-08-13 20:45:34,2.14218084,2.1632190123,-44.411231204,-49.477498987,-45.660483635,-44.411231204,-45.107912443,"ecu3","aug13"
"1400",84043,84043,2019-08-13 20:45:35,2.14218084,2.1632190123,-44.411231204,-49.477498987,-45.660483635,-44.411231204,-45.107912443,"ecu3","aug13"
"1401",84044,84044,2019-08-13 20:45:35,2.14218084,2.1632190123,-44.411231204,-49.477498987,-45.660483635,-44.411231204,-45.107912443,"ecu3","aug13"
"1402",84045,84045,2019-08-13 20:45:37,2.1343259959,2.1632682067,-49.199100355,-50.621040159,-46.36266197,-49.199100355,-46.057409799,"ecu3","aug13"
"1403",84046,84046,2019-08-13 20:45:38,2.1343259959,2.1632682067,-49.199100355,-50.621040159,-46.36266197,-49.199100355,-46.057409799,"ecu3","aug13"
"1404",84047,84047,2019-08-13 20:45:38,2.1343259959,2.1632682067,-49.199100355,-50.621040159,-46.36266197,-49.199100355,-46.057409799,"ecu3","aug13"
"1405",84048,84048,2019-08-13 20:45:39,2.1343259959,2.1632682067,-49.199100355,-50.621040159,-46.36266197,-49.199100355,-46.057409799,"ecu3","aug13"
"1406",84049,84049,2019-08-13 20:45:40,2.1433269208,2.1626672286,-51.608773506,-56.019014666,-47.556761602,-51.608773506,-47.105686929,"ecu3","aug13"
"1407",84050,84050,2019-08-13 20:45:41,2.1433269208,2.1626672286,-51.608773506,-56.019014666,-47.556761602,-51.608773506,-47.105686929,"ecu3","aug13"
"1408",84051,84051,2019-08-13 20:45:42,2.1433269208,2.1626672286,-51.608773506,-56.019014666,-47.556761602,-51.608773506,-47.105686929,"ecu3","aug13"
"1409",84052,84052,2019-08-13 20:45:42,2.1433269208,2.1626672286,-51.608773506,-56.019014666,-47.556761602,-51.608773506,-47.105686929,"ecu3","aug13"
"1410",84053,84053,2019-08-13 20:45:44,2.1293481607,2.1625897759,-50.458627771,-48.690475741,-47.79999062,-50.458627771,-47.528130411,"ecu3","aug13"
"1411",84054,84054,2019-08-13 20:45:45,2.1293481607,2.1625897759,-50.458627771,-48.690475741,-47.79999062,-50.458627771,-47.528130411,"ecu3","aug13"
"1412",84055,84055,2019-08-13 20:45:45,2.1293481607,2.1625897759,-50.458627771,-48.690475741,-47.79999062,-50.458627771,-47.528130411,"ecu3","aug13"
"1413",84056,84056,2019-08-13 20:45:46,2.1293481607,2.1625897759,-50.458627771,-48.690475741,-47.79999062,-50.458627771,-47.528130411,"ecu3","aug13"
"1414",84057,84057,2019-08-13 20:45:47,2.1403513906,2.162576458,-44.231110549,-48.439421202,-47.803056644,-44.231110549,-46.608665563,"ecu3","aug13"
"1415",84058,84058,2019-08-13 20:45:48,2.1403513906,2.162576458,-44.231110549,-48.439421202,-47.803056644,-44.231110549,-46.608665563,"ecu3","aug13"
"1416",84059,84059,2019-08-13 20:45:49,2.1403513906,2.162576458,-44.231110549,-48.439421202,-47.803056644,-44.231110549,-46.608665563,"ecu3","aug13"
"1417",84060,84060,2019-08-13 20:45:49,2.1403513906,2.162576458,-44.231110549,-48.439421202,-47.803056644,-44.231110549,-46.608665563,"ecu3","aug13"
"1418",84061,84061,2019-08-13 20:45:51,2.1399545268,2.1632683225,-43.628530641,-45.864507839,-47.843160325,-43.628530641,-46.028587053,"ecu3","aug13"
"1419",84062,84062,2019-08-13 20:45:52,2.1399545268,2.1632683225,-43.628530641,-45.864507839,-47.843160325,-43.628530641,-46.028587053,"ecu3","aug13"
"1420",84063,84063,2019-08-13 20:45:52,2.1399545268,2.1632683225,-43.628530641,-45.864507839,-47.843160325,-43.628530641,-46.028587053,"ecu3","aug13"
"1421",84064,84064,2019-08-13 20:45:53,2.1399545268,2.1632683225,-43.628530641,-45.864507839,-47.843160325,-43.628530641,-46.028587053,"ecu3","aug13"
"1422",84065,84065,2019-08-13 20:45:54,2.1270833483,2.1624955043,-43.656466689,-41.586108961,-47.205218397,-43.656466689,-45.877444727,"ecu3","aug13"
"1423",84066,84066,2019-08-13 20:45:55,2.1270833483,2.1624955043,-43.656466689,-41.586108961,-47.205218397,-43.656466689,-45.877444727,"ecu3","aug13"
"1424",84067,84067,2019-08-13 20:45:56,2.1270833483,2.1624955043,-43.656466689,-41.586108961,-47.205218397,-43.656466689,-45.877444727,"ecu3","aug13"
"1425",84068,84068,2019-08-13 20:45:57,2.1270833483,2.1624955043,-43.656466689,-41.586108961,-47.205218397,-43.656466689,-45.877444727,"ecu3","aug13"
"1426",84069,84069,2019-08-13 20:45:58,2.1435038438,2.1626229852,-50.237509195,-53.777735554,-48.570380813,-50.237509195,-46.617833722,"ecu3","aug13"
"1427",84070,84070,2019-08-13 20:45:59,2.1435038438,2.1626229852,-50.237509195,-53.777735554,-48.570380813,-50.237509195,-46.617833722,"ecu3","aug13"
"1428",84071,84071,2019-08-13 20:46:00,2.1435038438,2.1626229852,-50.237509195,-53.777735554,-48.570380813,-50.237509195,-46.617833722,"ecu3","aug13"
"1429",84072,84072,2019-08-13 20:46:00,2.1435038438,2.1626229852,-50.237509195,-53.777735554,-48.570380813,-50.237509195,-46.617833722,"ecu3","aug13"
"1430",84073,84073,2019-08-13 20:46:01,2.1361874793,2.1619034946,-42.692795239,-44.588219331,-48.784891382,-42.692795239,-46.680460572,"ecu3","aug13"
"1431",84074,84074,2019-08-13 20:46:02,2.1361874793,2.1619034946,-42.692795239,-44.588219331,-48.784891382,-42.692795239,-46.680460572,"ecu3","aug13"
"1432",84075,84075,2019-08-13 20:46:03,2.1361874793,2.1619034946,-42.692795239,-44.588219331,-48.784891382,-42.692795239,-46.680460572,"ecu3","aug13"
"1433",84076,84076,2019-08-13 20:46:04,2.1361874793,2.1619034946,-42.692795239,-44.588219331,-48.784891382,-42.692795239,-46.680460572,"ecu3","aug13"
"1434",84077,84077,2019-08-13 20:46:05,2.1309630298,2.1621871537,-46.685767157,-45.574729713,-48.351250352,-46.685767157,-46.933186789,"ecu3","aug13"
"1435",84078,84078,2019-08-13 20:46:06,2.1309630298,2.1621871537,-46.685767157,-45.574729713,-48.351250352,-46.685767157,-46.933186789,"ecu3","aug13"
"1436",84079,84079,2019-08-13 20:46:07,2.1309630298,2.1621871537,-46.685767157,-45.574729713,-48.351250352,-46.685767157,-46.933186789,"ecu3","aug13"
"1437",84080,84080,2019-08-13 20:46:07,2.1309630298,2.1621871537,-46.685767157,-45.574729713,-48.351250352,-46.685767157,-46.933186789,"ecu3","aug13"
"1438",84081,84081,2019-08-13 20:46:08,2.1339249819,2.1623295642,-48.572710796,-49.566099766,-48.234034752,-48.572710796,-46.863587949,"ecu3","aug13"
"1439",84082,84082,2019-08-13 20:46:09,2.1339249819,2.1623295642,-48.572710796,-49.566099766,-48.234034752,-48.572710796,-46.863587949,"ecu3","aug13"
"1440",84083,84083,2019-08-13 20:46:10,2.1339249819,2.1623295642,-48.572710796,-49.566099766,-48.234034752,-48.572710796,-46.863587949,"ecu3","aug13"
"1441",84084,84084,2019-08-13 20:46:11,2.1339249819,2.1623295642,-48.572710796,-49.566099766,-48.234034752,-48.572710796,-46.863587949,"ecu3","aug13"
"1442",84085,84085,2019-08-13 20:46:12,2.1398886811,2.1628164093,-49.577510579,-51.602255967,-47.743283786,-49.577510579,-46.637892068,"ecu3","aug13"
"1443",84086,84086,2019-08-13 20:46:13,2.1398886811,2.1628164093,-49.577510579,-51.602255967,-47.743283786,-49.577510579,-46.637892068,"ecu3","aug13"
"1444",84087,84087,2019-08-13 20:46:14,2.1398886811,2.1628164093,-49.577510579,-51.602255967,-47.743283786,-49.577510579,-46.637892068,"ecu3","aug13"
"1445",84088,84088,2019-08-13 20:46:14,2.1398886811,2.1628164093,-49.577510579,-51.602255967,-47.743283786,-49.577510579,-46.637892068,"ecu3","aug13"
"1446",84089,84089,2019-08-13 20:46:15,2.1421067238,2.1619866889,-48.378067449,-51.153147415,-48.016913972,-48.378067449,-46.406718699,"ecu3","aug13"
"1447",84090,84090,2019-08-13 20:46:16,2.1421067238,2.1619866889,-48.378067449,-51.153147415,-48.016913972,-48.378067449,-46.406718699,"ecu3","aug13"
"1448",84091,84091,2019-08-13 20:46:17,2.1421067238,2.1619866889,-48.378067449,-51.153147415,-48.016913972,-48.378067449,-46.406718699,"ecu3","aug13"
"1449",84092,84092,2019-08-13 20:46:18,2.1421067238,2.1619866889,-48.378067449,-51.153147415,-48.016913972,-48.378067449,-46.406718699,"ecu3","aug13"
"1450",84093,84093,2019-08-13 20:46:19,2.1300528637,2.1627624655,-42.801557904,-40.095981921,-47.089865163,-42.801557904,-46.247879517,"ecu3","aug13"
"1451",84094,84094,2019-08-13 20:46:20,2.1300528637,2.1627624655,-42.801557904,-40.095981921,-47.089865163,-42.801557904,-46.247879517,"ecu3","aug13"
"1452",84095,84095,2019-08-13 20:46:21,2.1300528637,2.1627624655,-42.801557904,-40.095981921,-47.089865163,-42.801557904,-46.247879517,"ecu3","aug13"
"1453",84096,84096,2019-08-13 20:46:21,2.1300528637,2.1627624655,-42.801557904,-40.095981921,-47.089865163,-42.801557904,-46.247879517,"ecu3","aug13"
"1454",84097,84097,2019-08-13 20:46:22,2.1266602245,2.1623636298,-45.3175465,-40.911564937,-46.539538174,-45.3175465,-46.435547945,"ecu3","aug13"
"1455",84098,84098,2019-08-13 20:46:24,2.1266602245,2.1623636298,-45.3175465,-40.911564937,-46.539538174,-45.3175465,-46.435547945,"ecu3","aug13"
"1456",84099,84099,2019-08-13 20:46:24,2.1266602245,2.1623636298,-45.3175465,-40.911564937,-46.539538174,-45.3175465,-46.435547945,"ecu3","aug13"
"1457",84100,84100,2019-08-13 20:46:25,2.1266602245,2.1623636298,-45.3175465,-40.911564937,-46.539538174,-45.3175465,-46.435547945,"ecu3","aug13"
"1458",84101,84101,2019-08-13 20:46:26,2.1213150252,2.1627385489,-45.727150011,-39.926408693,-46.355127033,-45.727150011,-46.66562387,"ecu3","aug13"
