"","Sample","Avg_iCO2","StdDev_iCO2"
"1","col1",-13.9053640818382,0.331390528416945
"2","col2",-11.2926340868222,0.375448896914972
"3","col3",-11.5298942152353,0.430019548337685
"4","col4",-10.4276513836746,0.395754070274617
"5","col5",-13.0290963389412,0.499788026319129
"6","col6",-10.9610838549956,0.500944027001969
"7","col7",-11.8334038243731,0.362596088022976
"8","col8",-11.7542191966866,0.249009121078842
