"","DATE","TIME","X12CO2","Delta_Raw_iCO2"
"1","2019-08-09","11:50:09.473",415.14613996,-9.5434507881
"2","2019-08-09","11:50:10.684",415.14613996,-9.5434507881
"3","2019-08-09","11:50:11.223",415.92402002,-9.5434507881
"4","2019-08-09","11:50:11.759",415.92402002,-8.4380583681
"5","2019-08-09","11:50:12.983",415.92402002,-8.4380583681
"6","2019-08-09","11:50:14.194",415.92402002,-8.4380583681
"7","2019-08-09","11:50:14.727",415.68848805,-8.4380583681
"8","2019-08-09","11:50:15.250",415.68848805,-7.6715133623
"9","2019-08-09","11:50:16.471",415.68848805,-7.6715133623
"10","2019-08-09","11:50:17.686",415.68848805,-7.6715133623
"11","2019-08-09","11:50:18.227",415.70727057,-7.6715133623
"12","2019-08-09","11:50:18.760",415.70727057,-9.2121080904
"13","2019-08-09","11:50:19.983",415.70727057,-9.2121080904
"14","2019-08-09","11:50:21.190",415.70727057,-9.2121080904
"15","2019-08-09","11:50:21.724",415.60744874,-9.2121080904
"16","2019-08-09","11:50:22.253",415.60744874,-5.8123605198
"17","2019-08-09","11:50:23.477",415.60744874,-5.8123605198
"18","2019-08-09","11:50:24.694",415.60744874,-5.8123605198
"19","2019-08-09","11:50:25.236",415.50887601,-5.8123605198
"20","2019-08-09","11:50:25.773",415.50887601,-8.0430293445
"21","2019-08-09","11:50:27.002",415.50887601,-8.0430293445
"22","2019-08-09","11:50:28.226",415.50887601,-8.0430293445
"23","2019-08-09","11:50:28.786",415.09911236,-8.0430293445
"24","2019-08-09","11:50:29.322",415.09911236,-4.6637227163
"25","2019-08-09","11:50:30.553",415.09911236,-4.6637227163
"26","2019-08-09","11:50:31.760",415.09911236,-4.6637227163
"27","2019-08-09","11:50:32.313",415.13285414,-4.6637227163
"28","2019-08-09","11:50:32.839",415.13285414,-5.7580558487
"29","2019-08-09","11:50:34.056",415.13285414,-5.7580558487
"30","2019-08-09","11:50:35.263",415.13285414,-5.7580558487
"31","2019-08-09","11:50:35.806",414.57446702,-5.7580558487
"32","2019-08-09","11:50:36.338",414.57446702,-8.1026621858
"33","2019-08-09","11:50:37.575",414.57446702,-8.1026621858
"34","2019-08-09","11:50:38.796",414.57446702,-8.1026621858
"35","2019-08-09","11:50:39.339",414.96450649,-8.1026621858
"36","2019-08-09","11:50:39.867",414.96450649,-9.5456427889
"37","2019-08-09","11:50:41.095",414.96450649,-9.5456427889
"38","2019-08-09","11:50:42.316",414.96450649,-9.5456427889
"39","2019-08-09","11:50:42.861",415.23092366,-9.5456427889
"40","2019-08-09","11:50:43.391",415.23092366,-7.3466770249
"41","2019-08-09","11:50:44.618",415.23092366,-7.3466770249
"42","2019-08-09","11:50:45.857",415.23092366,-7.3466770249
"43","2019-08-09","11:50:46.408",414.82418825,-7.3466770249
"44","2019-08-09","11:50:46.940",414.82418825,-3.928649053
"45","2019-08-09","11:50:48.167",414.82418825,-3.928649053
"46","2019-08-09","11:50:49.377",414.82418825,-3.928649053
"47","2019-08-09","11:50:49.928",414.3813138,-3.928649053
"48","2019-08-09","11:50:50.460",414.3813138,-9.8575963297
"49","2019-08-09","11:50:51.696",414.3813138,-9.8575963297
"50","2019-08-09","11:50:52.917",414.3813138,-9.8575963297
"51","2019-08-09","11:50:53.453",414.93528627,-9.8575963297
"52","2019-08-09","11:50:53.971",414.93528627,-10.190258666
"53","2019-08-09","11:50:55.196",414.93528627,-10.190258666
"54","2019-08-09","11:50:56.415",414.93528627,-10.190258666
"55","2019-08-09","11:50:56.937",414.94569702,-10.190258666
"56","2019-08-09","11:50:57.448",414.94569702,-1.7530301292
"57","2019-08-09","11:50:58.664",414.94569702,-1.7530301292
"58","2019-08-09","11:50:59.877",414.94569702,-1.7530301292
"59","2019-08-09","11:51:00.423",415.3098013,-1.7530301292
"60","2019-08-09","11:51:00.957",415.3098013,-13.004534024
"61","2019-08-09","11:51:02.194",415.3098013,-13.004534024
"62","2019-08-09","11:51:03.414",415.3098013,-13.004534024
"63","2019-08-09","11:51:03.930",414.50325513,-13.004534024
"64","2019-08-09","11:51:04.436",414.50325513,-8.9709756337
"65","2019-08-09","11:51:05.655",414.50325513,-8.9709756337
"66","2019-08-09","11:51:06.861",414.50325513,-8.9709756337
"67","2019-08-09","11:51:07.414",414.49095638,-8.9709756337
"68","2019-08-09","11:51:07.947",414.49095638,-6.1160312838
"69","2019-08-09","11:51:09.177",414.49095638,-6.1160312838
"70","2019-08-09","11:51:10.394",414.49095638,-6.1160312838
"71","2019-08-09","11:51:10.921",414.53493408,-6.1160312838
"72","2019-08-09","11:51:11.440",414.53493408,-8.6987372314
"73","2019-08-09","11:51:12.670",414.53493408,-8.6987372314
"74","2019-08-09","11:51:13.885",414.53493408,-8.6987372314
"75","2019-08-09","11:51:14.428",414.75958615,-8.6987372314
"76","2019-08-09","11:51:14.957",414.75958615,-11.265601419
"77","2019-08-09","11:51:16.187",414.75958615,-11.265601419
"78","2019-08-09","11:51:17.410",414.75958615,-11.265601419
"79","2019-08-09","11:51:17.937",414.42169152,-11.265601419
"80","2019-08-09","11:51:18.446",414.42169152,-8.4697594395
"81","2019-08-09","11:51:19.653",414.42169152,-8.4697594395
"82","2019-08-09","11:51:20.858",414.42169152,-8.4697594395
"83","2019-08-09","11:51:21.405",414.1820671,-8.4697594395
"84","2019-08-09","11:51:21.931",414.1820671,-9.6799333008
"85","2019-08-09","11:51:23.144",414.1820671,-9.6799333008
"86","2019-08-09","11:51:24.371",414.1820671,-9.6799333008
"87","2019-08-09","11:51:24.921",414.67787503,-9.6799333008
"88","2019-08-09","11:51:25.444",414.67787503,-8.6969357344
"89","2019-08-09","11:51:26.667",414.67787503,-8.6969357344
"90","2019-08-09","11:51:27.898",414.67787503,-8.6969357344
"91","2019-08-09","11:51:28.447",414.74117803,-8.6969357344
"92","2019-08-09","11:51:28.982",414.74117803,-8.9249191608
"93","2019-08-09","11:51:30.206",414.74117803,-8.9249191608
"94","2019-08-09","11:51:31.417",414.74117803,-8.9249191608
"95","2019-08-09","11:51:31.937",415.15671663,-8.9249191608
"96","2019-08-09","11:51:32.447",415.15671663,-6.5292096119
"97","2019-08-09","11:51:33.670",415.15671663,-6.5292096119
"98","2019-08-09","11:51:34.871",415.15671663,-6.5292096119
"99","2019-08-09","11:51:35.421",415.27810414,-6.5292096119
"100","2019-08-09","11:51:35.947",415.27810414,-8.8405056468
"101","2019-08-09","11:51:37.174",415.27810414,-8.8405056468
"102","2019-08-09","11:51:38.390",415.27810414,-8.8405056468
"103","2019-08-09","11:51:38.924",414.51334278,-8.8405056468
"104","2019-08-09","11:51:39.440",414.51334278,-7.6664026985
"105","2019-08-09","11:51:40.667",414.51334278,-7.6664026985
