"","Sample","Avg_iCO2","StdDev_iCO2","Correction","CorrectedAverage"
"1","syn1",-13.6559555066765,0.223039610124963,-0.107759384,-13.7637148906765
"2","syn5",-12.0403427396552,0.321764708691578,-0.107759384,-12.1481021236552
"3","syn8",-13.4493927956529,0.405892405167071,-0.107759384,-13.5571521796529
"4","syn11",-12.4163262034605,0.76133922203422,-0.107759384,-12.5240855874605
"5","syn14",-10.8456802162093,0.439712564855115,-0.107759384,-10.9534396002093
"6","synBW",-11.9281577705888,0.539543803914877,-0.107759384,-12.0359171545888
"7","syn20",-13.9162986055303,0.321941602223029,-0.107759384,-14.0240579895303
"8","syn23",-14.124676646187,0.792042544519021,-0.107759384,-14.232436030187
"9","syn29",-11.9965809267865,0.335922094734685,-0.107759384,-12.1043403107865
