"","Sample","Avg_iCO2","StdDev_iCO2"
"1","syn1",-13.6559555066765,0.223039610124963
"2","syn5",-12.0403427396552,0.321764708691578
"3","syn8",-13.4493927956529,0.405892405167071
"4","syn11",-12.4163262034605,0.76133922203422
"5","syn14",-10.8456802162093,0.439712564855115
"6","synBW",-11.9281577705888,0.539543803914877
"7","syn20",-13.9162986055303,0.321941602223029
"8","syn23",-14.124676646187,0.792042544519021
"9","syn29",-11.9965809267865,0.335922094734685
