Known CH Value ,CH Picarro value ,CH CI,Corrected Avg,Correction ,EC Picarro Value ,EC CI,EC Corrected Avg
-11.09,-12.3143,0.933581,-11.09,-1.2243,-24.84,± .594,-23.6157
