Known CHValue ,CH Picarro Value ,CH CI,Corrected Avg ,CHCorrection ,ECPicarro Value ,EC CI,EC Corrected Avg 
-11.09,-12.66,0.314,-11.09,-1.57,-26.31,0.196,-24.74
