Date Time,Temp,SpCond,,,,,,,
7/16/2019 17:46,8.66,344,38,1,344,344,,,
7/16/2019 17:46,8.66,344,39,1,344,344,,,
7/16/2019 17:46,8.66,344,40,1,344,344,,,
7/16/2019 17:46,8.67,344,41,1,344,344,,,
7/16/2019 17:46,8.67,344,42,1,344,344,,,
7/16/2019 17:46,8.67,344,43,1,344,344,,,
7/16/2019 17:46,8.67,344,44,1,344,344,,,
7/16/2019 17:46,8.67,344,45,1,344,344,,,
7/16/2019 17:46,8.67,344,46,1,344,344,,,
7/16/2019 17:46,8.67,344,47,1,344,344,,,
7/16/2019 17:46,8.67,344,48,1,344,344,,,
7/16/2019 17:46,8.67,344,49,1,344,344,,,
7/16/2019 17:46,8.67,344,50,1,344,344,,,
7/16/2019 17:46,8.67,344,51,1,344,344,,,
7/16/2019 17:46,8.67,344,52,1,344,344,,,
7/16/2019 17:46,8.67,344,53,1,344,344,,,
7/16/2019 17:46,8.67,344,54,1,344.5,344.5,,,
7/16/2019 17:46,8.67,345,55,1,345,345,,,
7/16/2019 17:46,8.67,345,56,1,345,345,,,
7/16/2019 17:46,8.67,345,57,1,345,345,,,
7/16/2019 17:46,8.67,345,58,1,345,345,,,
7/16/2019 17:46,8.67,345,59,1,345,345,,,
7/16/2019 17:46,8.67,345,60,1,345,345,,,
7/16/2019 17:46,8.67,345,61,1,345,345,,,
7/16/2019 17:46,8.67,345,62,1,345,345,,,
7/16/2019 17:47,8.67,345,63,1,345,345,,,
7/16/2019 17:47,8.67,345,64,1,345,345,,,
7/16/2019 17:47,8.67,345,65,1,345,345,,,
7/16/2019 17:47,8.67,345,66,1,345,345,,,
7/16/2019 17:47,8.67,345,67,1,345,345,,,
7/16/2019 17:47,8.67,345,68,1,345,345,,,
7/16/2019 17:47,8.67,345,69,1,345,345,,,
7/16/2019 17:47,8.67,345,70,1,345,345,,,
7/16/2019 17:47,8.67,345,71,1,345,345,,,
7/16/2019 17:47,8.67,345,72,1,345,345,,,
7/16/2019 17:47,8.67,345,73,1,345,345,,,
7/16/2019 17:47,8.67,345,74,1,345,345,,,
7/16/2019 17:47,8.67,345,75,1,345,345,,,
7/16/2019 17:47,8.67,345,76,1,345.5,345.5,,,
7/16/2019 17:47,8.67,346,77,1,346,346,,,
7/16/2019 17:47,8.67,346,78,1,346,346,,,
7/16/2019 17:47,8.67,346,79,1,346,346,,,
7/16/2019 17:47,8.67,346,80,1,346,346,,,
7/16/2019 17:47,8.67,346,81,1,346,346,,,
7/16/2019 17:47,8.67,346,82,1,346,346,,,
7/16/2019 17:47,8.67,346,83,1,346,346,,,
7/16/2019 17:47,8.67,346,84,1,346,346,,,
7/16/2019 17:47,8.67,346,85,1,346,346,,,
7/16/2019 17:47,8.67,346,86,1,346,346,,,
7/16/2019 17:47,8.67,346,87,1,346,346,,,
7/16/2019 17:47,8.67,346,88,1,346,346,,,
7/16/2019 17:47,8.67,346,89,1,346,346,,,
7/16/2019 17:47,8.67,346,90,1,346,346,,,
7/16/2019 17:47,8.67,346,91,1,346,346,,,
7/16/2019 17:47,8.67,346,92,1,346,346,,,
7/16/2019 17:47,8.67,346,93,1,346,346,,,
7/16/2019 17:47,8.67,346,94,1,346,346,,,
7/16/2019 17:47,8.67,346,95,1,346,346,,,
7/16/2019 17:47,8.67,346,96,1,346.5,346.5,,,
7/16/2019 17:47,8.66,347,97,1,347,347,,,
7/16/2019 17:47,8.66,347,98,1,347,347,,,
7/16/2019 17:47,8.66,347,99,1,347,347,,,
7/16/2019 17:47,8.66,347,100,1,347,347,,,
7/16/2019 17:47,8.66,347,101,1,347,347,,,
7/16/2019 17:47,8.66,347,102,1,347,347,,,
7/16/2019 17:47,8.66,347,103,1,347,347,,,
7/16/2019 17:47,8.66,347,104,1,347,347,,,
7/16/2019 17:47,8.66,347,105,1,347,347,,,
7/16/2019 17:47,8.66,347,106,1,347,347,,,
7/16/2019 17:47,8.66,347,107,1,347,347,,,
7/16/2019 17:47,8.66,347,108,1,347,347,,,
7/16/2019 17:47,8.66,347,109,1,347,347,,,
7/16/2019 17:47,8.66,347,110,1,347,347,,,
7/16/2019 17:47,8.66,347,111,1,347,347,,,
7/16/2019 17:47,8.66,347,112,1,347,347,,,
7/16/2019 17:47,8.66,347,113,1,347,347,,,
7/16/2019 17:47,8.66,347,114,1,347,347,,,
7/16/2019 17:47,8.66,347,115,1,347,347,,,
7/16/2019 17:47,8.66,347,116,1,347,347,,,
7/16/2019 17:47,8.66,347,117,1,347,347,,,
7/16/2019 17:47,8.66,347,118,1,347,347,,,
7/16/2019 17:47,8.66,347,119,1,347,347,,,
7/16/2019 17:47,8.66,347,120,1,347,347,,,
7/16/2019 17:47,8.66,347,121,1,347,347,,,
7/16/2019 17:47,8.66,347,122,1,347.5,347.5,,,
7/16/2019 17:48,8.66,348,123,1,348,348,,,
7/16/2019 17:48,8.66,348,124,1,348,348,,,
7/16/2019 17:48,8.66,348,125,1,348,348,,,
7/16/2019 17:48,8.66,348,126,1,348,348,,,
7/16/2019 17:48,8.66,348,127,1,348,348,,,
7/16/2019 17:48,8.66,348,128,1,348,348,,,
7/16/2019 17:48,8.66,348,129,1,348,348,,,
7/16/2019 17:48,8.66,348,130,1,348,348,,,
7/16/2019 17:48,8.66,348,131,1,348,348,,,
7/16/2019 17:48,8.66,348,132,1,348,348,,,
7/16/2019 17:48,8.66,348,133,1,348,348,,,
7/16/2019 17:48,8.66,348,134,1,348,348,,,
7/16/2019 17:48,8.66,348,135,1,348,348,,,
7/16/2019 17:48,8.66,348,136,1,348,348,,,
7/16/2019 17:48,8.66,348,137,1,348,348,,,
7/16/2019 17:48,8.66,348,138,1,348,348,,,
7/16/2019 17:48,8.66,348,139,1,348,348,,,
7/16/2019 17:48,8.66,348,140,1,348,348,,,
7/16/2019 17:48,8.66,348,141,1,348,348,,,
7/16/2019 17:48,8.66,348,142,1,348,348,,,
7/16/2019 17:48,8.66,348,143,1,348,348,,,
7/16/2019 17:48,8.66,348,144,1,348.5,348.5,,,
7/16/2019 17:48,8.66,349,145,1,349,349,,,
7/16/2019 17:48,8.66,349,146,1,349,349,,,
7/16/2019 17:48,8.66,349,147,1,349,349,,,
7/16/2019 17:48,8.66,349,148,1,349,349,,,
7/16/2019 17:48,8.66,349,149,1,349,349,,,
7/16/2019 17:48,8.66,349,150,1,349,349,,,
7/16/2019 17:48,8.66,349,151,1,349,349,,,
7/16/2019 17:48,8.66,349,152,1,349,349,,,
7/16/2019 17:48,8.66,349,153,1,349,349,,,
7/16/2019 17:48,8.66,349,154,1,349,349,,,
7/16/2019 17:48,8.66,349,155,1,349,349,,,
7/16/2019 17:48,8.66,349,156,1,349,349,,,
7/16/2019 17:48,8.66,349,157,1,349,349,,,
7/16/2019 17:48,8.66,349,158,1,349,349,,,
7/16/2019 17:48,8.66,349,159,1,349,349,,,
7/16/2019 17:48,8.66,349,160,1,349,349,,,
7/16/2019 17:48,8.66,349,161,1,349,349,,,
7/16/2019 17:48,8.65,349,162,1,349,349,,,
7/16/2019 17:48,8.65,349,163,1,349,349,,,
7/16/2019 17:48,8.65,349,164,1,349,349,,,
7/16/2019 17:48,8.65,349,165,1,349,349,,,
7/16/2019 17:48,8.65,349,166,1,349,349,,,
7/16/2019 17:48,8.65,349,167,1,349,349,,,
7/16/2019 17:48,8.65,349,168,1,349.5,349.5,,,
7/16/2019 17:48,8.65,350,169,1,350,350,,,
7/16/2019 17:48,8.65,350,170,1,350,350,,,
7/16/2019 17:48,8.65,350,171,1,350,350,,,
7/16/2019 17:48,8.65,350,172,1,350,350,,,
7/16/2019 17:48,8.65,350,173,1,350,350,,,
7/16/2019 17:48,8.65,350,174,1,350,350,,,
7/16/2019 17:48,8.65,350,175,1,350,350,,,
7/16/2019 17:48,8.65,350,176,1,350,350,,,
7/16/2019 17:48,8.65,350,177,1,350,350,,,
7/16/2019 17:48,8.65,350,178,1,350,350,,,
7/16/2019 17:48,8.65,350,179,1,350,350,,,
7/16/2019 17:48,8.65,350,180,1,350,350,,,
7/16/2019 17:48,8.65,350,181,1,350,350,,,
7/16/2019 17:48,8.65,350,182,1,350,350,,,
7/16/2019 17:49,8.65,350,183,1,350,350,,,
7/16/2019 17:49,8.65,350,184,1,350,350,,,
7/16/2019 17:49,8.65,350,185,1,350,350,,,
7/16/2019 17:49,8.65,350,186,1,350,350,,,
7/16/2019 17:49,8.65,350,187,1,350,350,,,
7/16/2019 17:49,8.65,350,188,1,350,350,,,
7/16/2019 17:49,8.65,350,189,1,350,350,,,
7/16/2019 17:49,8.65,350,190,1,350,350,,,
7/16/2019 17:49,8.65,350,191,1,350,350,,,
7/16/2019 17:49,8.65,350,192,1,350,350,,,
7/16/2019 17:49,8.65,350,193,1,350,350,,,
7/16/2019 17:49,8.65,350,194,1,350,350,,,
7/16/2019 17:49,8.65,350,195,1,350,350,,,
7/16/2019 17:49,8.65,350,196,1,350,350,,,
7/16/2019 17:49,8.65,350,197,1,350,350,,,
7/16/2019 17:49,8.65,350,198,1,350,350,,,
7/16/2019 17:49,8.65,350,199,1,350.5,350.5,,,
7/16/2019 17:49,8.65,351,200,1,351,351,,,
7/16/2019 17:49,8.65,351,201,1,351,351,,,
7/16/2019 17:49,8.65,351,202,1,351,351,,,
7/16/2019 17:49,8.65,351,203,1,351,351,,,
7/16/2019 17:49,8.65,351,204,1,351,351,,,
7/16/2019 17:49,8.65,351,205,1,351,351,,,
7/16/2019 17:49,8.65,351,206,1,351,351,,,
7/16/2019 17:49,8.65,351,207,1,351,351,,,
7/16/2019 17:49,8.65,351,208,1,351,351,,,
7/16/2019 17:49,8.65,351,209,1,351,351,,,
7/16/2019 17:49,8.65,351,210,1,351,351,,,
7/16/2019 17:49,8.65,351,211,1,351,351,,,
7/16/2019 17:49,8.65,351,212,1,351,351,,,
7/16/2019 17:49,8.65,351,213,1,351,351,,,
7/16/2019 17:49,8.65,351,214,1,351,351,,,
7/16/2019 17:49,8.65,351,215,1,351,351,,,
7/16/2019 17:49,8.65,351,216,1,351,351,,,
7/16/2019 17:49,8.65,351,217,1,351,351,,,
7/16/2019 17:49,8.65,351,218,1,351,351,,,
7/16/2019 17:49,8.65,351,219,1,351,351,,,
7/16/2019 17:49,8.65,351,220,1,351,351,,,
7/16/2019 17:49,8.65,351,221,1,351,351,,,
7/16/2019 17:49,8.65,351,222,1,351,351,,,
7/16/2019 17:49,8.65,351,223,1,351,351,,,
7/16/2019 17:49,8.65,351,224,1,351,351,,,
7/16/2019 17:49,8.65,351,225,1,351,351,,,
7/16/2019 17:49,8.65,351,226,1,351,351,,,
7/16/2019 17:49,8.65,351,227,1,351,351,,,
7/16/2019 17:49,8.65,351,228,1,351,351,,,
7/16/2019 17:49,8.65,351,229,1,351,351,,,
7/16/2019 17:49,8.65,351,230,1,351,351,,,
7/16/2019 17:49,8.65,351,231,1,351,351,,,
7/16/2019 17:49,8.65,351,232,1,351,351,,,
7/16/2019 17:49,8.65,351,233,1,351,351,,,
7/16/2019 17:49,8.65,351,234,1,351,351,,,
7/16/2019 17:49,8.65,351,235,1,351,351,,,
7/16/2019 17:49,8.65,351,236,1,351,351,,,
7/16/2019 17:49,8.65,351,237,1,351.5,351.5,,,
7/16/2019 17:49,8.65,352,238,1,352,352,,,
7/16/2019 17:49,8.65,352,239,1,352,352,,,
7/16/2019 17:49,8.65,352,240,1,352,352,,,
7/16/2019 17:49,8.65,352,241,1,352,352,,,
7/16/2019 17:49,8.65,352,242,1,352,352,,,
7/16/2019 17:50,8.65,352,243,1,352,352,,,
7/16/2019 17:50,8.65,352,244,1,352,352,,,
7/16/2019 17:50,8.65,352,245,1,352,352,,,
7/16/2019 17:50,8.65,352,246,1,352,352,,,
7/16/2019 17:50,8.65,352,247,1,352,352,,,
7/16/2019 17:50,8.65,352,248,1,352,352,,,
7/16/2019 17:50,8.65,352,249,1,352,352,,,
7/16/2019 17:50,8.65,352,250,1,352,352,,,
7/16/2019 17:50,8.65,352,251,1,352,352,,,
7/16/2019 17:50,8.65,352,252,1,352,352,,,
7/16/2019 17:50,8.65,352,253,1,352,352,,,
7/16/2019 17:50,8.65,352,254,1,352,352,,,
7/16/2019 17:50,8.65,352,255,1,352,352,,,
7/16/2019 17:50,8.65,352,256,1,352,352,,,
7/16/2019 17:50,8.65,352,257,1,352,352,,,
7/16/2019 17:50,8.65,352,258,1,352,352,,,
7/16/2019 17:50,8.65,352,259,1,352,352,,,
7/16/2019 17:50,8.65,352,260,1,352,352,,,
7/16/2019 17:50,8.65,352,261,1,352,352,,,
7/16/2019 17:50,8.65,352,262,1,352,352,,,
7/16/2019 17:50,8.65,352,263,1,352,352,,,
7/16/2019 17:50,8.65,352,264,1,352,352,,,
7/16/2019 17:50,8.64,352,265,1,352,352,,,
7/16/2019 17:50,8.64,352,266,1,352,352,,,
7/16/2019 17:50,8.64,352,267,1,352,352,,,
7/16/2019 17:50,8.64,352,268,1,352,352,,,
7/16/2019 17:50,8.64,352,269,1,352,352,,,
7/16/2019 17:50,8.64,352,270,1,352,352,,,
7/16/2019 17:50,8.64,352,271,1,352,352,,,
7/16/2019 17:50,8.64,352,272,1,352,352,,,
7/16/2019 17:50,8.64,352,273,1,352,352,,,
7/16/2019 17:50,8.64,352,274,1,352,352,,,
7/16/2019 17:50,8.64,352,275,1,352,352,,,
7/16/2019 17:50,8.64,352,276,1,352,352,,,
7/16/2019 17:50,8.64,352,277,1,352,352,,,
7/16/2019 17:50,8.64,352,278,1,352,352,,,
7/16/2019 17:50,8.64,352,279,1,352,352,,,
7/16/2019 17:50,8.64,352,280,1,352.5,352.5,,,
7/16/2019 17:50,8.64,353,281,1,353,353,,,
7/16/2019 17:50,8.64,353,282,1,353,353,,,
7/16/2019 17:50,8.64,353,283,1,353,353,,,
7/16/2019 17:50,8.64,353,284,1,353,353,,,
7/16/2019 17:50,8.64,353,285,1,353,353,,,
7/16/2019 17:50,8.64,353,286,1,353,353,,,
7/16/2019 17:50,8.64,353,287,1,353,353,,,
7/16/2019 17:50,8.64,353,288,1,353,353,,,
7/16/2019 17:50,8.64,353,289,1,353,353,,,
7/16/2019 17:50,8.64,353,290,1,353,353,,,
7/16/2019 17:50,8.64,353,291,1,353,353,,,
7/16/2019 17:50,8.64,353,292,1,353,353,,,
7/16/2019 17:50,8.64,353,293,1,353,353,,,
7/16/2019 17:50,8.64,353,294,1,353,353,,,
7/16/2019 17:50,8.64,353,295,1,353,353,,,
7/16/2019 17:50,8.64,353,296,1,353,353,,,
7/16/2019 17:50,8.64,353,297,1,353,353,,,
7/16/2019 17:50,8.64,353,298,1,353,353,,,
7/16/2019 17:50,8.64,353,299,1,353,353,,,
7/16/2019 17:50,8.64,353,300,1,353,353,,,
7/16/2019 17:50,8.64,353,301,1,353,353,,,
7/16/2019 17:50,8.64,353,302,1,353,353,,,
7/16/2019 17:51,8.64,353,303,1,353,353,,,
7/16/2019 17:51,8.64,353,304,1,353,353,,,
7/16/2019 17:51,8.64,353,305,1,353,353,,,
7/16/2019 17:51,8.64,353,306,1,353,353,,,
7/16/2019 17:51,8.64,353,307,1,353,353,,,
7/16/2019 17:51,8.64,353,308,1,353,353,,,
7/16/2019 17:51,8.64,353,309,1,353,353,,,
7/16/2019 17:51,8.64,353,310,1,353,353,,,
7/16/2019 17:51,8.64,353,311,1,353,353,,,
7/16/2019 17:51,8.64,353,312,1,353,353,,,
7/16/2019 17:51,8.63,353,313,1,353,353,,,
7/16/2019 17:51,8.63,353,314,1,353,353,,,
7/16/2019 17:51,8.63,353,315,1,353,353,,,
7/16/2019 17:51,8.63,353,316,1,353,353,,,
7/16/2019 17:51,8.63,353,317,1,353,353,,,
7/16/2019 17:51,8.63,353,318,1,353,353,,,
7/16/2019 17:51,8.63,353,319,1,353,353,,,
7/16/2019 17:51,8.63,353,320,1,353,353,,,
7/16/2019 17:51,8.63,353,321,1,353,353,,,
7/16/2019 17:51,8.63,353,322,1,353,353,,,
7/16/2019 17:51,8.63,353,323,1,353,353,,,
7/16/2019 17:51,8.63,353,324,1,353,353,,,
7/16/2019 17:51,8.63,353,325,1,353,353,,,
7/16/2019 17:51,8.63,353,326,1,353.5,353.5,,,
7/16/2019 17:51,8.63,354,327,1,354,354,,,
7/16/2019 17:51,8.63,354,328,1,354,354,,,
7/16/2019 17:51,8.63,354,329,1,354,354,,,
7/16/2019 17:51,8.63,354,330,1,354,354,,,
7/16/2019 17:51,8.63,354,331,1,354,354,,,
7/16/2019 17:51,8.63,354,332,1,354,354,,,
7/16/2019 17:51,8.63,354,333,1,354,354,,,
7/16/2019 17:51,8.63,354,334,1,354,354,,,
7/16/2019 17:51,8.63,354,335,1,354,354,,,
7/16/2019 17:51,8.63,354,336,1,354,354,,,
7/16/2019 17:51,8.63,354,337,1,354,354,,,
7/16/2019 17:51,8.63,354,338,1,354,354,,,
7/16/2019 17:51,8.63,354,339,1,354,354,,,
7/16/2019 17:51,8.63,354,340,1,354,354,,,
7/16/2019 17:51,8.63,354,341,1,354,354,,,
7/16/2019 17:51,8.63,354,342,1,354,354,,,
7/16/2019 17:51,8.63,354,343,1,354,354,,,
7/16/2019 17:51,8.63,354,344,1,354,354,,,
7/16/2019 17:51,8.63,354,345,1,354,354,,,
7/16/2019 17:51,8.63,354,346,1,354,354,,,
7/16/2019 17:51,8.63,354,347,1,354,354,,,
7/16/2019 17:51,8.63,354,348,1,354,354,,,
7/16/2019 17:51,8.63,354,349,1,354,354,,,
7/16/2019 17:51,8.63,354,350,1,354,354,,,
7/16/2019 17:51,8.63,354,351,1,354,354,,,
7/16/2019 17:51,8.63,354,352,1,354,354,,,
7/16/2019 17:51,8.63,354,353,1,354,354,,,
7/16/2019 17:51,8.63,354,354,1,354,354,,,
7/16/2019 17:51,8.63,354,355,1,354,354,,,
7/16/2019 17:51,8.63,354,356,1,354,354,,,
7/16/2019 17:51,8.63,354,357,1,354,354,,,
7/16/2019 17:51,8.63,354,358,1,354,354,,,
7/16/2019 17:51,8.63,354,359,1,354,354,,,
7/16/2019 17:51,8.63,354,360,1,354,354,,,
7/16/2019 17:51,8.63,354,361,1,354,354,,,
7/16/2019 17:51,8.63,354,362,1,354,354,,,
7/16/2019 17:52,8.62,354,363,1,354,354,,,
7/16/2019 17:52,8.62,354,364,1,354,354,,,
7/16/2019 17:52,8.62,354,365,1,354,354,,,
7/16/2019 17:52,8.62,354,366,1,354,354,,,
7/16/2019 17:52,8.62,354,367,1,354,354,,,
7/16/2019 17:52,8.62,354,368,1,354,354,,,
7/16/2019 17:52,8.62,354,369,1,354,354,,,
7/16/2019 17:52,8.62,354,370,1,354,354,,,
7/16/2019 17:52,8.62,354,371,1,354,354,,,
7/16/2019 17:52,8.62,354,372,1,354,354,,,
7/16/2019 17:52,8.62,354,373,1,354,354,,,
7/16/2019 17:52,8.62,354,374,1,354,354,,,
7/16/2019 17:52,8.62,354,375,1,354,354,,,
7/16/2019 17:52,8.62,354,376,1,354.5,354.5,,,
7/16/2019 17:52,8.62,355,377,1,354.5,354.5,,,
7/16/2019 17:52,8.62,354,378,1,354,354,,,
7/16/2019 17:52,8.62,354,379,1,354,354,,,
7/16/2019 17:52,8.62,354,380,1,354.5,354.5,,,
7/16/2019 17:52,8.62,355,381,1,355,355,,,
7/16/2019 17:52,8.62,355,382,1,355,355,,,
7/16/2019 17:52,8.62,355,383,1,355,355,,,
7/16/2019 17:52,8.62,355,384,1,355,355,,,
7/16/2019 17:52,8.62,355,385,1,355,355,,,
7/16/2019 17:52,8.62,355,386,1,355,355,,,
7/16/2019 17:52,8.62,355,387,1,355,355,,,
7/16/2019 17:52,8.62,355,388,1,355,355,,,
7/16/2019 17:52,8.62,355,389,1,355,355,,,
7/16/2019 17:52,8.62,355,390,1,355,355,,,
7/16/2019 17:52,8.62,355,391,1,355,355,,,
7/16/2019 17:52,8.62,355,392,1,355,355,,,
7/16/2019 17:52,8.62,355,393,1,355,355,,,
7/16/2019 17:52,8.62,355,394,1,355,355,,,
7/16/2019 17:52,8.62,355,395,1,355,355,,,
7/16/2019 17:52,8.62,355,396,1,355,355,,,
7/16/2019 17:52,8.62,355,397,1,355,355,,,
7/16/2019 17:52,8.62,355,398,1,355,355,,,
7/16/2019 17:52,8.62,355,399,1,355,355,,,
7/16/2019 17:52,8.62,355,400,1,355,355,,,
7/16/2019 17:52,8.62,355,401,1,355,355,,,
7/16/2019 17:52,8.62,355,402,1,355,355,,,
7/16/2019 17:52,8.62,355,403,1,355,355,,,
7/16/2019 17:52,8.62,355,404,1,355,355,,,
7/16/2019 17:52,8.62,355,405,1,355,355,,,
7/16/2019 17:52,8.62,355,406,1,355,355,,,
7/16/2019 17:52,8.62,355,407,1,355,355,,,
7/16/2019 17:52,8.62,355,408,1,355,355,,,
7/16/2019 17:52,8.62,355,409,1,355,355,,,
7/16/2019 17:52,8.62,355,410,1,355,355,,,
7/16/2019 17:52,8.62,355,411,1,355,355,,,
7/16/2019 17:52,8.62,355,412,1,355,355,,,
7/16/2019 17:52,8.62,355,413,1,355,355,,,
7/16/2019 17:52,8.62,355,414,1,355,355,,,
7/16/2019 17:52,8.62,355,415,1,355,355,,,
7/16/2019 17:52,8.62,355,416,1,355,355,,,
7/16/2019 17:52,8.62,355,417,1,355,355,,,
7/16/2019 17:52,8.62,355,418,1,355,355,,,
7/16/2019 17:52,8.62,355,419,1,355,355,,,
7/16/2019 17:52,8.62,355,420,1,355,355,,,
7/16/2019 17:52,8.62,355,421,1,355,355,,,
7/16/2019 17:52,8.62,355,422,1,355,355,,,
7/16/2019 17:53,8.62,355,423,1,355,355,,,
7/16/2019 17:53,8.62,355,424,1,355,355,,,
7/16/2019 17:53,8.61,355,425,1,355,355,,,
7/16/2019 17:53,8.61,355,426,1,355,355,,,
7/16/2019 17:53,8.61,355,427,1,355,355,,,
7/16/2019 17:53,8.61,355,428,1,355,355,,,
7/16/2019 17:53,8.61,355,429,1,355,355,,,
7/16/2019 17:53,8.61,355,430,1,355,355,,,
7/16/2019 17:53,8.61,355,431,1,355,355,,,
7/16/2019 17:53,8.61,355,432,1,355,355,,,
7/16/2019 17:53,8.61,355,433,1,355,355,,,
7/16/2019 17:53,8.61,355,434,1,355,355,,,
7/16/2019 17:53,8.61,355,435,1,355,355,,,
7/16/2019 17:53,8.61,355,436,1,355,355,,,
7/16/2019 17:53,8.61,355,437,1,355,355,,,
7/16/2019 17:53,8.61,355,438,1,355,355,,,
7/16/2019 17:53,8.61,355,439,1,355,355,,,
7/16/2019 17:53,8.61,355,440,1,355,355,,,
7/16/2019 17:53,8.61,355,441,1,355,355,,,
7/16/2019 17:53,8.61,355,442,1,355,355,,,
7/16/2019 17:53,8.61,355,443,1,355,355,,,
7/16/2019 17:53,8.61,355,444,1,355,355,,,
7/16/2019 17:53,8.61,355,445,1,355.5,355.5,,,
7/16/2019 17:53,8.61,356,446,1,356,356,,,
7/16/2019 17:53,8.61,356,447,1,355.5,355.5,,,
7/16/2019 17:53,8.61,355,448,1,355.5,355.5,,,
7/16/2019 17:53,8.61,356,449,1,356,356,,,
7/16/2019 17:53,8.61,356,450,1,356,356,,,
7/16/2019 17:53,8.61,356,451,1,356,356,,,
7/16/2019 17:53,8.61,356,452,1,356,356,,,
7/16/2019 17:53,8.61,356,453,1,356,356,,,
7/16/2019 17:53,8.61,356,454,1,356,356,,,
7/16/2019 17:53,8.61,356,455,1,356,356,,,
7/16/2019 17:53,8.61,356,456,1,356,356,,,
7/16/2019 17:53,8.61,356,457,1,356,356,,,
7/16/2019 17:53,8.61,356,458,1,356,356,,,
7/16/2019 17:53,8.61,356,459,1,356,356,,,
7/16/2019 17:53,8.61,356,460,1,356,356,,,
7/16/2019 17:53,8.61,356,461,1,356,356,,,
7/16/2019 17:53,8.61,356,462,1,356,356,,,
7/16/2019 17:53,8.61,356,463,1,356,356,,,
7/16/2019 17:53,8.61,356,464,1,356,356,,,
7/16/2019 17:53,8.61,356,465,1,356,356,,,
7/16/2019 17:53,8.61,356,466,1,356,356,,,
7/16/2019 17:53,8.61,356,467,1,356,356,,,
7/16/2019 17:53,8.61,356,468,1,356,356,,,
7/16/2019 17:53,8.61,356,469,1,356,356,,,
7/16/2019 17:53,8.61,356,470,1,356,356,,,
7/16/2019 17:53,8.61,356,471,1,356,356,,,
7/16/2019 17:53,8.61,356,472,1,356,356,,,
7/16/2019 17:53,8.61,356,473,1,356,356,,,
7/16/2019 17:53,8.61,356,474,1,356,356,,,
7/16/2019 17:53,8.61,356,475,1,356,356,,,
7/16/2019 17:53,8.61,356,476,1,356,356,,,
7/16/2019 17:53,8.61,356,477,1,356,356,,,
7/16/2019 17:53,8.61,356,478,1,356,356,,,
7/16/2019 17:53,8.61,356,479,1,356,356,,,
7/16/2019 17:53,8.61,356,480,1,356,356,,,
7/16/2019 17:53,8.61,356,481,1,356,356,,,
7/16/2019 17:53,8.61,356,482,1,356,356,,,
7/16/2019 17:54,8.61,356,483,1,356,356,,,
7/16/2019 17:54,8.61,356,484,1,356,356,,,
7/16/2019 17:54,8.61,356,485,1,356,356,,,
7/16/2019 17:54,8.61,356,486,1,356,356,,,
7/16/2019 17:54,8.61,356,487,1,356,356,,,
7/16/2019 17:54,8.61,356,488,1,356,356,,,
7/16/2019 17:54,8.61,356,489,1,356,356,,,
7/16/2019 17:54,8.61,356,490,1,356,356,,,
