Date Time,Temp,SpCond,,,,,,,,,R int-
M/D/Y HH:MM:SS,C,uS,Time,Wdt Trap,Hgt Trap,Int,Sum,,,,111453.5
7/19/2019 15:36,9.74,279,786,1,282,282,,,,,
7/19/2019 15:36,9.74,285,787,1,288,288,,,,,
7/19/2019 15:36,9.74,291,788,1,291.5,291.5,,,,,
7/19/2019 15:36,9.74,292,789,1,301,301,,,,,
7/19/2019 15:36,9.74,310,790,1,309.5,309.5,,,,,
7/19/2019 15:36,9.74,309,791,1,311,311,,,,,
7/19/2019 15:36,9.74,313,792,1,325.5,325.5,,,,,
7/19/2019 15:36,9.74,338,793,1,341.5,341.5,,,,,
7/19/2019 15:36,9.74,345,794,1,348,348,,,,,
7/19/2019 15:36,9.74,351,795,1,354,354,,,,,
7/19/2019 15:36,9.74,357,796,1,359,359,,,,,
7/19/2019 15:36,9.74,361,797,1,363,363,,,,,
7/19/2019 15:36,9.74,365,798,1,368,368,,,,,
7/19/2019 15:36,9.74,371,799,1,373.5,373.5,,,,,
7/19/2019 15:36,9.74,376,800,1,378.5,378.5,,,,,
7/19/2019 15:36,9.74,381,801,1,383,383,,,,,
7/19/2019 15:36,9.73,385,802,1,387.5,387.5,,,,,
7/19/2019 15:36,9.73,390,803,1,392,392,,,,,
7/19/2019 15:36,9.73,394,804,1,396.5,396.5,,,,,
7/19/2019 15:36,9.73,399,805,1,402,402,,,,,
7/19/2019 15:36,9.73,405,806,1,408,408,,,,,
7/19/2019 15:37,9.73,411,807,1,413.5,413.5,,,,,
7/19/2019 15:37,9.73,416,808,1,419,419,,,,,
7/19/2019 15:37,9.73,422,809,1,425,425,,,,,
7/19/2019 15:37,9.73,428,810,1,431.5,431.5,,,,,
7/19/2019 15:37,9.73,435,811,1,438,438,,,,,
7/19/2019 15:37,9.73,441,812,1,444.5,444.5,,,,,
7/19/2019 15:37,9.73,448,813,1,451,451,,,,,
7/19/2019 15:37,9.73,454,814,1,456.5,456.5,,,,,
7/19/2019 15:37,9.73,459,815,1,461.5,461.5,,,,,
7/19/2019 15:37,9.73,464,816,1,467,467,,,,,
7/19/2019 15:37,9.73,470,817,1,473.5,473.5,,,,,
7/19/2019 15:37,9.73,477,818,1,480,480,,,,,
7/19/2019 15:37,9.73,483,819,1,486,486,,,,,
7/19/2019 15:37,9.73,489,820,1,491.5,491.5,,,,,
7/19/2019 15:37,9.73,494,821,1,497,497,,,,,
7/19/2019 15:37,9.73,500,822,1,503,503,,,,,
7/19/2019 15:37,9.72,506,823,1,509,509,,,,,
7/19/2019 15:37,9.72,512,824,1,514.5,514.5,,,,,
7/19/2019 15:37,9.72,517,825,1,519.5,519.5,,,,,
7/19/2019 15:37,9.72,522,826,1,524.5,524.5,,,,,
7/19/2019 15:37,9.72,527,827,1,529.5,529.5,,,,,
7/19/2019 15:37,9.72,532,828,1,534.5,534.5,,,,,
7/19/2019 15:37,9.72,537,829,1,539,539,,,,,
7/19/2019 15:37,9.72,541,830,1,543,543,,,,,
7/19/2019 15:37,9.72,545,831,1,547,547,,,,,
7/19/2019 15:37,9.72,549,832,1,551,551,,,,,
7/19/2019 15:37,9.72,553,833,1,555,555,,,,,
7/19/2019 15:37,9.72,557,834,1,558.5,558.5,,,,,
7/19/2019 15:37,9.72,560,835,1,561.5,561.5,,,,,
7/19/2019 15:37,9.72,563,836,1,564.5,564.5,,,,,
7/19/2019 15:37,9.72,566,837,1,567.5,567.5,,,,,
7/19/2019 15:37,9.72,569,838,1,570,570,,,,,
7/19/2019 15:37,9.71,571,839,1,572,572,,,,,
7/19/2019 15:37,9.71,573,840,1,573.5,573.5,,,,,
7/19/2019 15:37,9.71,574,841,1,575,575,,,,,
7/19/2019 15:37,9.71,576,842,1,576.5,576.5,,,,,
7/19/2019 15:37,9.71,577,843,1,577.5,577.5,,,,,
7/19/2019 15:37,9.71,578,844,1,579,579,,,,,
7/19/2019 15:37,9.71,580,845,1,580.5,580.5,,,,,
7/19/2019 15:37,9.71,581,846,1,581,581,,,,,
7/19/2019 15:37,9.71,581,847,1,581.5,581.5,,,,,
7/19/2019 15:37,9.71,582,848,1,582,582,,,,,
7/19/2019 15:37,9.71,582,849,1,582.5,582.5,,,,,
7/19/2019 15:37,9.71,583,850,1,583,583,,,,,
7/19/2019 15:37,9.71,583,851,1,583,583,,,,,
7/19/2019 15:37,9.71,583,852,1,583,583,,,,,
7/19/2019 15:37,9.71,583,853,1,583,583,,,,,
7/19/2019 15:37,9.71,583,854,1,582.5,582.5,,,,,
7/19/2019 15:37,9.71,582,855,1,582,582,,,,,
7/19/2019 15:37,9.71,582,856,1,581.5,581.5,,,,,
7/19/2019 15:37,9.71,581,857,1,580.5,580.5,,,,,
7/19/2019 15:37,9.71,580,858,1,579.5,579.5,,,,,
7/19/2019 15:37,9.71,579,859,1,578.5,578.5,,,,,
7/19/2019 15:37,9.71,578,860,1,577.5,577.5,,,,,
7/19/2019 15:37,9.71,577,861,1,576,576,,,,,
7/19/2019 15:37,9.71,575,862,1,574.5,574.5,,,,,
7/19/2019 15:37,9.71,574,863,1,573.5,573.5,,,,,
7/19/2019 15:37,9.71,573,864,1,572,572,,,,,
7/19/2019 15:37,9.71,571,865,1,570.5,570.5,,,,,
7/19/2019 15:37,9.7,570,866,1,569,569,,,,,
7/19/2019 15:38,9.7,568,867,1,567,567,,,,,
7/19/2019 15:38,9.7,566,868,1,565,565,,,,,
7/19/2019 15:38,9.7,564,869,1,563,563,,,,,
7/19/2019 15:38,9.7,562,870,1,560.5,560.5,,,,,
7/19/2019 15:38,9.7,559,871,1,557.5,557.5,,,,,
7/19/2019 15:38,9.7,556,872,1,555,555,,,,,
7/19/2019 15:38,9.7,554,873,1,552.5,552.5,,,,,
7/19/2019 15:38,9.7,551,874,1,549.5,549.5,,,,,
7/19/2019 15:38,9.7,548,875,1,546.5,546.5,,,,,
7/19/2019 15:38,9.7,545,876,1,543.5,543.5,,,,,
7/19/2019 15:38,9.7,542,877,1,541,541,,,,,
7/19/2019 15:38,9.7,540,878,1,538.5,538.5,,,,,
7/19/2019 15:38,9.7,537,879,1,535.5,535.5,,,,,
7/19/2019 15:38,9.7,534,880,1,532,532,,,,,
7/19/2019 15:38,9.7,530,881,1,528.5,528.5,,,,,
7/19/2019 15:38,9.7,527,882,1,525,525,,,,,
7/19/2019 15:38,9.7,523,883,1,521,521,,,,,
7/19/2019 15:38,9.7,519,884,1,517,517,,,,,
7/19/2019 15:38,9.7,515,885,1,513.5,513.5,,,,,
7/19/2019 15:38,9.7,512,886,1,510,510,,,,,
7/19/2019 15:38,9.7,508,887,1,506.5,506.5,,,,,
7/19/2019 15:38,9.7,505,888,1,503.5,503.5,,,,,
7/19/2019 15:38,9.7,502,889,1,500.5,500.5,,,,,
7/19/2019 15:38,9.69,499,890,1,497.5,497.5,,,,,
7/19/2019 15:38,9.69,496,891,1,494.5,494.5,,,,,
7/19/2019 15:38,9.69,493,892,1,491.5,491.5,,,,,
7/19/2019 15:38,9.69,490,893,1,488,488,,,,,
7/19/2019 15:38,9.69,486,894,1,484.5,484.5,,,,,
7/19/2019 15:38,9.69,483,895,1,481,481,,,,,
7/19/2019 15:38,9.69,479,896,1,477,477,,,,,
7/19/2019 15:38,9.69,475,897,1,473.5,473.5,,,,,
7/19/2019 15:38,9.69,472,898,1,470,470,,,,,
7/19/2019 15:38,9.69,468,899,1,466.5,466.5,,,,,
7/19/2019 15:38,9.69,465,900,1,463,463,,,,,
7/19/2019 15:38,9.69,461,901,1,459,459,,,,,
7/19/2019 15:38,9.69,457,902,1,455.5,455.5,,,,,
7/19/2019 15:38,9.69,454,903,1,452,452,,,,,
7/19/2019 15:38,9.69,450,904,1,448,448,,,,,
7/19/2019 15:38,9.69,446,905,1,444,444,,,,,
7/19/2019 15:38,9.69,442,906,1,440,440,,,,,
7/19/2019 15:38,9.69,438,907,1,435.5,435.5,,,,,
7/19/2019 15:38,9.69,433,908,1,431,431,,,,,
7/19/2019 15:38,9.69,429,909,1,427,427,,,,,
7/19/2019 15:38,9.69,425,910,1,423,423,,,,,
7/19/2019 15:38,9.69,421,911,1,419.5,419.5,,,,,
7/19/2019 15:38,9.69,418,912,1,416,416,,,,,
7/19/2019 15:38,9.69,414,913,1,412,412,,,,,
7/19/2019 15:38,9.68,410,914,1,408.5,408.5,,,,,
7/19/2019 15:38,9.68,407,915,1,405,405,,,,,
7/19/2019 15:38,9.68,403,916,1,401.5,401.5,,,,,
7/19/2019 15:38,9.68,400,917,1,398,398,,,,,
7/19/2019 15:38,9.68,396,918,1,394.5,394.5,,,,,
7/19/2019 15:38,9.68,393,919,1,391.5,391.5,,,,,
7/19/2019 15:38,9.68,390,920,1,388.5,388.5,,,,,
7/19/2019 15:38,9.68,387,921,1,385.5,385.5,,,,,
7/19/2019 15:38,9.68,384,922,1,382,382,,,,,
7/19/2019 15:38,9.68,380,923,1,378.5,378.5,,,,,
7/19/2019 15:38,9.68,377,924,1,375.5,375.5,,,,,
7/19/2019 15:38,9.68,374,925,1,373,373,,,,,
7/19/2019 15:38,9.68,372,926,1,370.5,370.5,,,,,
7/19/2019 15:39,9.68,369,927,1,367.5,367.5,,,,,
7/19/2019 15:39,9.68,366,928,1,364.5,364.5,,,,,
7/19/2019 15:39,9.68,363,929,1,361,361,,,,,
7/19/2019 15:39,9.68,359,930,1,357.5,357.5,,,,,
7/19/2019 15:39,9.68,356,931,1,354,354,,,,,
7/19/2019 15:39,9.68,352,932,1,350.5,350.5,,,,,
7/19/2019 15:39,9.68,349,933,1,347.5,347.5,,,,,
7/19/2019 15:39,9.68,346,934,1,344,344,,,,,
7/19/2019 15:39,9.68,342,935,1,340.5,340.5,,,,,
7/19/2019 15:39,9.68,339,936,1,337.5,337.5,,,,,
7/19/2019 15:39,9.68,336,937,1,334.5,334.5,,,,,
7/19/2019 15:39,9.68,333,938,1,331.5,331.5,,,,,
7/19/2019 15:39,9.68,330,939,1,328.5,328.5,,,,,
7/19/2019 15:39,9.68,327,940,1,325.5,325.5,,,,,
7/19/2019 15:39,9.68,324,941,1,322.5,322.5,,,,,
7/19/2019 15:39,9.68,321,942,1,319.5,319.5,,,,,
7/19/2019 15:39,9.68,318,943,1,316.5,316.5,,,,,
7/19/2019 15:39,9.68,315,944,1,313.5,313.5,,,,,
7/19/2019 15:39,9.68,312,945,1,310.5,310.5,,,,,
7/19/2019 15:39,9.68,309,946,1,307.5,307.5,,,,,
7/19/2019 15:39,9.68,306,947,1,304.5,304.5,,,,,
7/19/2019 15:39,9.68,303,948,1,301.5,301.5,,,,,
7/19/2019 15:39,9.68,300,949,1,299,299,,,,,
7/19/2019 15:39,9.68,298,950,1,296.5,296.5,,,,,
7/19/2019 15:39,9.68,295,951,1,293.5,293.5,,,,,
7/19/2019 15:39,9.68,292,952,1,291,291,,,,,
7/19/2019 15:39,9.68,290,953,1,288.5,288.5,,,,,
7/19/2019 15:39,9.69,287,954,1,271,271,,,,,
7/19/2019 15:39,9.69,255,955,1,254.5,254.5,,,,,
7/19/2019 15:39,9.69,254,956,1,253,253,,,,,
7/19/2019 15:39,9.69,252,957,1,251.5,251.5,,,,,
7/19/2019 15:39,9.69,251,958,1,250.5,250.5,,,,,
7/19/2019 15:39,9.69,250,959,1,249.5,249.5,,,,,
7/19/2019 15:39,9.69,249,960,1,248.5,248.5,,,,,
7/19/2019 15:39,9.69,248,961,1,247.5,247.5,,,,,
7/19/2019 15:39,9.69,247,962,1,246.5,246.5,,,,,
7/19/2019 15:39,9.69,246,963,1,245.5,245.5,,,,,
7/19/2019 15:39,9.69,245,964,1,244.5,244.5,,,,,
7/19/2019 15:39,9.69,244,965,1,243,243,,,,,
7/19/2019 15:39,9.69,242,966,1,241,241,,,,,
7/19/2019 15:39,9.69,240,967,1,239,239,,,,,
7/19/2019 15:39,9.69,238,968,1,237.5,237.5,,,,,
7/19/2019 15:39,9.69,237,969,1,236,236,,,,,
7/19/2019 15:39,9.69,235,970,1,234,234,,,,,
7/19/2019 15:39,9.69,233,971,1,232.5,232.5,,,,,
7/19/2019 15:39,9.69,232,972,1,231,231,,,,,
7/19/2019 15:39,9.69,230,973,1,229,229,,,,,
7/19/2019 15:39,9.69,228,974,1,227,227,,,,,
7/19/2019 15:39,9.69,226,975,1,225.5,225.5,,,,,
7/19/2019 15:39,9.69,225,976,1,224,224,,,,,
7/19/2019 15:39,9.69,223,977,1,222.5,222.5,,,,,
7/19/2019 15:39,9.69,222,978,1,221.5,221.5,,,,,
7/19/2019 15:39,9.69,221,979,1,220,220,,,,,
7/19/2019 15:39,9.69,219,980,1,218,218,,,,,
7/19/2019 15:39,9.69,217,981,1,216.5,216.5,,,,,
7/19/2019 15:39,9.69,216,982,1,215,215,,,,,
7/19/2019 15:39,9.69,214,983,1,213.5,213.5,,,,,
7/19/2019 15:39,9.69,213,984,1,212,212,,,,,
7/19/2019 15:39,9.69,211,985,1,210,210,,,,,
7/19/2019 15:39,9.69,209,986,1,208.5,208.5,,,,,
7/19/2019 15:40,9.69,208,987,1,207,207,,,,,
7/19/2019 15:40,9.69,206,988,1,205.5,205.5,,,,,
7/19/2019 15:40,9.69,205,989,1,204.5,204.5,,,,,
7/19/2019 15:40,9.69,204,990,1,203.5,203.5,,,,,
7/19/2019 15:40,9.69,203,991,1,202,202,,,,,
7/19/2019 15:40,9.69,201,992,1,200.5,200.5,,,,,
7/19/2019 15:40,9.69,200,993,1,199.5,199.5,,,,,
7/19/2019 15:40,9.69,199,994,1,198,198,,,,,
7/19/2019 15:40,9.69,197,995,1,196.5,196.5,,,,,
7/19/2019 15:40,9.69,196,996,1,195,195,,,,,
7/19/2019 15:40,9.69,194,997,1,193.5,193.5,,,,,
7/19/2019 15:40,9.69,193,998,1,192,192,,,,,
7/19/2019 15:40,9.69,191,999,1,190.5,190.5,,,,,
7/19/2019 15:40,9.69,190,1000,1,189.5,189.5,,,,,
7/19/2019 15:40,9.69,189,1001,1,188,188,,,,,
7/19/2019 15:40,9.69,187,1002,1,186.5,186.5,,,,,
7/19/2019 15:40,9.69,186,1003,1,185.5,185.5,,,,,
7/19/2019 15:40,9.69,185,1004,1,184,184,,,,,
7/19/2019 15:40,9.69,183,1005,1,182.5,182.5,,,,,
7/19/2019 15:40,9.69,182,1006,1,181.5,181.5,,,,,
7/19/2019 15:40,9.69,181,1007,1,180.5,180.5,,,,,
7/19/2019 15:40,9.69,180,1008,1,179.5,179.5,,,,,
7/19/2019 15:40,9.69,179,1009,1,178,178,,,,,
7/19/2019 15:40,9.69,177,1010,1,176.5,176.5,,,,,
7/19/2019 15:40,9.69,176,1011,1,175.5,175.5,,,,,
7/19/2019 15:40,9.69,175,1012,1,174.5,174.5,,,,,
7/19/2019 15:40,9.69,174,1013,1,173.5,173.5,,,,,
7/19/2019 15:40,9.69,173,1014,1,172.5,172.5,,,,,
7/19/2019 15:40,9.69,172,1015,1,172,172,,,,,
7/19/2019 15:40,9.69,172,1016,1,171.5,171.5,,,,,
7/19/2019 15:40,9.69,171,1017,1,170.5,170.5,,,,,
7/19/2019 15:40,9.69,170,1018,1,169.5,169.5,,,,,
7/19/2019 15:40,9.69,169,1019,1,168.5,168.5,,,,,
7/19/2019 15:40,9.69,168,1020,1,168,168,,,,,
7/19/2019 15:40,9.69,168,1021,1,167.5,167.5,,,,,
7/19/2019 15:40,9.69,167,1022,1,166.5,166.5,,,,,
7/19/2019 15:40,9.69,166,1023,1,165.5,165.5,,,,,
7/19/2019 15:40,9.69,165,1024,1,164.5,164.5,,,,,
7/19/2019 15:40,9.69,164,1025,1,163.5,163.5,,,,,
7/19/2019 15:40,9.69,163,1026,1,163,163,,,,,
7/19/2019 15:40,9.69,163,1027,1,162.5,162.5,,,,,
7/19/2019 15:40,9.69,162,1028,1,161.5,161.5,,,,,
7/19/2019 15:40,9.69,161,1029,1,160.5,160.5,,,,,
7/19/2019 15:40,9.69,160,1030,1,160,160,,,,,
7/19/2019 15:40,9.69,160,1031,1,159.5,159.5,,,,,
7/19/2019 15:40,9.69,159,1032,1,158.5,158.5,,,,,
7/19/2019 15:40,9.69,158,1033,1,158,158,,,,,
7/19/2019 15:40,9.69,158,1034,1,157.5,157.5,,,,,
7/19/2019 15:40,9.69,157,1035,1,157,157,,,,,
7/19/2019 15:40,9.69,157,1036,1,156.5,156.5,,,,,
7/19/2019 15:40,9.69,156,1037,1,155.5,155.5,,,,,
7/19/2019 15:40,9.69,155,1038,1,154.5,154.5,,,,,
7/19/2019 15:40,9.69,154,1039,1,154,154,,,,,
7/19/2019 15:40,9.69,154,1040,1,153.5,153.5,,,,,
7/19/2019 15:40,9.69,153,1041,1,153,153,,,,,
7/19/2019 15:40,9.69,153,1042,1,152.5,152.5,,,,,
7/19/2019 15:40,9.69,152,1043,1,152,152,,,,,
7/19/2019 15:40,9.69,152,1044,1,151.5,151.5,,,,,
7/19/2019 15:40,9.69,151,1045,1,150.5,150.5,,,,,
7/19/2019 15:40,9.69,150,1046,1,150,150,,,,,
7/19/2019 15:41,9.69,150,1047,1,150,150,,,,,
7/19/2019 15:41,9.69,150,1048,1,149.5,149.5,,,,,
7/19/2019 15:41,9.69,149,1049,1,149,149,,,,,
7/19/2019 15:41,9.69,149,1050,1,149,149,,,,,
7/19/2019 15:41,9.69,149,1051,1,148.5,148.5,,,,,
7/19/2019 15:41,9.69,148,1052,1,147.5,147.5,,,,,
7/19/2019 15:41,9.69,147,1053,1,147,147,,,,,
7/19/2019 15:41,9.69,147,1054,1,147,147,,,,,
7/19/2019 15:41,9.69,147,1055,1,147,147,,,,,
7/19/2019 15:41,9.69,147,1056,1,146.5,146.5,,,,,
7/19/2019 15:41,9.69,146,1057,1,146,146,,,,,
7/19/2019 15:41,9.69,146,1058,1,145.5,145.5,,,,,
7/19/2019 15:41,9.7,145,1059,1,145,145,,,,,
7/19/2019 15:41,9.7,145,1060,1,144.5,144.5,,,,,
7/19/2019 15:41,9.7,144,1061,1,144,144,,,,,
7/19/2019 15:41,9.7,144,1062,1,144,144,,,,,
7/19/2019 15:41,9.7,144,1063,1,144,144,,,,,
7/19/2019 15:41,9.7,144,1064,1,143.5,143.5,,,,,
7/19/2019 15:41,9.7,143,1065,1,143,143,,,,,
7/19/2019 15:41,9.7,143,1066,1,142.5,142.5,,,,,
7/19/2019 15:41,9.7,142,1067,1,142,142,,,,,
7/19/2019 15:41,9.7,142,1068,1,142,142,,,,,
7/19/2019 15:41,9.7,142,1069,1,142,142,,,,,
7/19/2019 15:41,9.7,142,1070,1,141.5,141.5,,,,,
7/19/2019 15:41,9.7,141,1071,1,141,141,,,,,
7/19/2019 15:41,9.7,141,1072,1,141,141,,,,,
7/19/2019 15:41,9.7,141,1073,1,140.5,140.5,,,,,
7/19/2019 15:41,9.7,140,1074,1,140,140,,,,,
7/19/2019 15:41,9.7,140,1075,1,140,140,,,,,
7/19/2019 15:41,9.7,140,1076,1,140,140,,,,,
7/19/2019 15:41,9.7,140,1077,1,140,140,,,,,
7/19/2019 15:41,9.7,140,1078,1,139.5,139.5,,,,,
7/19/2019 15:41,9.7,139,1079,1,139,139,,,,,
7/19/2019 15:41,9.7,139,1080,1,139,139,,,,,
7/19/2019 15:41,9.7,139,1081,1,138.5,138.5,,,,,
7/19/2019 15:41,9.7,138,1082,1,138,138,,,,,
7/19/2019 15:41,9.7,138,1083,1,138,138,,,,,
7/19/2019 15:41,9.7,138,1084,1,138,138,,,,,
7/19/2019 15:41,9.7,138,1085,1,138,138,,,,,
7/19/2019 15:41,9.7,138,1086,1,138,138,,,,,
7/19/2019 15:41,9.7,138,1087,1,137.5,137.5,,,,,
7/19/2019 15:41,9.7,137,1088,1,137,137,,,,,
7/19/2019 15:41,9.7,137,1089,1,137,137,,,,,
7/19/2019 15:41,9.7,137,1090,1,137,137,,,,,
7/19/2019 15:41,9.7,137,1091,1,137,137,,,,,
7/19/2019 15:41,9.7,137,1092,1,136.5,136.5,,,,,
7/19/2019 15:41,9.7,136,1093,1,136,136,,,,,
7/19/2019 15:41,9.7,136,1094,1,136,136,,,,,
7/19/2019 15:41,9.7,136,1095,1,136,136,,,,,
7/19/2019 15:41,9.7,136,1096,1,136,136,,,,,
7/19/2019 15:41,9.7,136,1097,1,136,136,,,,,
7/19/2019 15:41,9.7,136,1098,1,135.5,135.5,,,,,
7/19/2019 15:41,9.7,135,1099,1,135,135,,,,,
7/19/2019 15:41,9.7,135,1100,1,135,135,,,,,
7/19/2019 15:41,9.7,135,1101,1,135,135,,,,,
7/19/2019 15:41,9.7,135,1102,1,134.5,134.5,,,,,
7/19/2019 15:41,9.7,134,1103,1,134,134,,,,,
7/19/2019 15:41,9.7,134,1104,1,134,134,,,,,
7/19/2019 15:41,9.7,134,1105,1,134,134,,,,,
7/19/2019 15:41,9.7,134,1106,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1107,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1108,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1109,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1110,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1111,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1112,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1113,1,134,134,,,,,
7/19/2019 15:42,9.7,134,1114,1,133.5,133.5,,,,,
7/19/2019 15:42,9.7,133,1115,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1116,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1117,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1118,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1119,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1120,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1121,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1122,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1123,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1124,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1125,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1126,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1127,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1128,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1129,1,132.5,132.5,,,,,
7/19/2019 15:42,9.7,132,1130,1,132,132,,,,,
7/19/2019 15:42,9.7,132,1131,1,132,132,,,,,
7/19/2019 15:42,9.7,132,1132,1,132.5,132.5,,,,,
7/19/2019 15:42,9.7,133,1133,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1134,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1135,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1136,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1137,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1138,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1139,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1140,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1141,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1142,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1143,1,133,133,,,,,
7/19/2019 15:42,9.7,133,1144,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1145,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1146,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1147,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1148,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1149,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1150,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1151,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1152,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1153,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1154,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1155,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1156,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1157,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1158,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1159,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1160,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1161,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1162,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1163,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1164,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1165,1,133,133,,,,,
7/19/2019 15:42,9.69,133,1166,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1167,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1168,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1169,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1170,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1171,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1172,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1173,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1174,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1175,1,133.5,133.5,,,,,
7/19/2019 15:43,9.69,134,1176,1,134,134,,,,,
7/19/2019 15:43,9.69,134,1177,1,134,134,,,,,
7/19/2019 15:43,9.69,134,1178,1,133.5,133.5,,,,,
7/19/2019 15:43,9.69,133,1179,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1180,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1181,1,133,133,,,,,
7/19/2019 15:43,9.69,133,1182,1,133.5,133.5,,,,,
7/19/2019 15:43,9.69,134,1183,1,134,134,,,,,
7/19/2019 15:43,9.69,134,1184,1,134,134,,,,,
7/19/2019 15:43,9.69,134,1185,1,134,134,,,,,
7/19/2019 15:43,9.69,134,1186,1,134,134,,,,,
7/19/2019 15:43,9.68,134,1187,1,134,134,,,,,
7/19/2019 15:43,9.68,134,1188,1,134,134,,,,,
7/19/2019 15:43,9.68,134,1189,,,,,,,,
