0,Temp,SpCond,Time lapse,Wdt Trap,Hgt Trap,Int,Sum,Discharge,,,,R- 17628.5
299.886g,,,,,,,,,,,,
7/15/2019 14:16,6.05,125,272,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,273,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,274,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,275,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,276,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,277,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,278,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,279,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,280,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,281,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,282,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,283,1,125.5,125.5,,,,,,
7/15/2019 14:16,6.05,126,284,1,125.5,125.5,,,,,,
7/15/2019 14:16,6.05,125,285,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,286,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,287,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,288,1,125,125,,,,,,
7/15/2019 14:16,6.05,125,289,1,125.5,125.5,,,,,,
7/15/2019 14:16,6.05,126,290,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,291,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,292,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,293,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,294,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,295,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,296,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,297,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,298,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,299,1,125.5,125.5,,,,,,
7/15/2019 14:16,6.05,125,300,1,125.5,125.5,,,,,,
7/15/2019 14:16,6.05,126,301,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,302,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,303,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,304,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,305,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,306,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,307,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,308,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,309,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,310,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,311,1,126,126,,,,,,
7/15/2019 14:16,6.05,126,312,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,313,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,314,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,315,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,316,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,317,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,318,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,319,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,320,1,125.5,125.5,,,,,,
7/15/2019 14:17,6.05,125,321,1,125,125,,,,,,
7/15/2019 14:17,6.05,125,322,1,125.5,125.5,,,,,,
7/15/2019 14:17,6.05,126,323,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,324,1,125.5,125.5,,,,,,
7/15/2019 14:17,6.05,125,325,1,125,125,,,,,,
7/15/2019 14:17,6.05,125,326,1,125.5,125.5,,,,,,
7/15/2019 14:17,6.05,126,327,1,126,126,,,,,,
7/15/2019 14:17,6.05,126,328,1,125.5,125.5,,,,,,
