Date Time,Temp,SpCond,Sal,DOsat,DO,pH,pH,Orp,Baro,Cond,,,,,
M/D/Y HH:MM:SS,C,uS,ppt,%,mg/L,,mV,mV,mmHg,mS,Time Lapse,Wdth Trap,Hgt Trap,Integrate,Total
7/12/2019 14:47,12.59,29,0.01,116.1,12.35,-155.87,265.7,195.1,466.9,0.022,530,1,29,29,
7/12/2019 14:47,12.6,29,0.01,116.2,12.35,-154.46,263.7,192.7,466.9,0.022,531,1,29,29,
7/12/2019 14:47,12.6,29,0.01,116.2,12.36,-154.29,263.5,198.2,466.9,0.022,532,1,29.5,29.5,
7/12/2019 14:47,12.6,30,0.01,116.3,12.36,-152.87,261.5,193.9,466.9,0.023,533,1,29.5,29.5,
7/12/2019 14:47,12.6,29,0.01,116.3,12.36,-150.94,258.8,193.9,466.9,0.022,534,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.36,-147.16,253.5,189.2,466.9,0.022,535,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.2,12.36,-144.68,250,183.5,466.9,0.022,536,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.36,-143.17,247.9,179,466.9,0.022,537,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.2,12.36,-147.07,253.4,183.9,466.9,0.022,538,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.36,-149,256.1,184.7,466.9,0.022,539,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.36,-148.69,255.6,184.3,466.9,0.022,540,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.37,-146.23,252.2,179.3,466.9,0.022,541,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.37,-144.93,250.4,174.7,466.9,0.022,542,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.4,12.37,-142.66,247.2,173.6,466.9,0.022,543,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.3,12.37,-146.88,253.1,182.8,466.9,0.022,544,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.4,12.38,-158.81,269.8,199.3,466.9,0.022,545,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.4,12.37,-165.83,279.7,211.3,466.9,0.022,546,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.5,12.38,-176.07,294,226.1,466.9,0.022,547,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.5,12.39,-185.8,307.7,238.7,466.9,0.022,548,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-193.57,318.6,251.1,466.9,0.022,549,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.4,-194.49,319.8,262.7,466.9,0.022,550,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.41,-199.67,327.1,272.8,466.9,0.022,551,1,29.5,29.5,
7/12/2019 14:48,12.6,30,0.01,116.8,12.42,-197.16,323.6,267.4,466.9,0.023,552,1,29.5,29.5,
7/12/2019 14:48,12.6,29,0.01,116.8,12.41,-191.33,315.4,255.4,466.9,0.022,553,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.41,-197.59,324.2,260.6,466.9,0.022,554,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-193.73,318.8,259.6,466.9,0.022,555,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-189.47,312.8,250.1,467,0.022,556,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-189.04,312.2,246.9,466.9,0.022,557,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.42,-197.4,323.9,257.8,466.9,0.022,558,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-192.43,316.9,253.3,466.9,0.022,559,1,29.5,29.5,
7/12/2019 14:48,12.6,30,0.01,116.9,12.43,-186.61,308.8,247.3,467,0.023,560,1,30,30,
7/12/2019 14:48,12.6,30,0.01,116.9,12.43,-190.66,314.5,248.6,467,0.023,561,1,29.5,29.5,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-198.93,326.1,258.8,467,0.022,562,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-206.42,336.6,269.1,466.9,0.022,563,1,29,29,
7/12/2019 14:48,12.6,29,0.01,117,12.43,-203.25,332.1,263.7,467,0.022,564,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-192.23,316.7,247.2,467,0.022,565,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-183.03,303.8,234.1,467,0.022,566,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-176.98,295.3,225.3,467,0.022,567,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-170.13,285.7,215.1,467,0.022,568,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.41,-164.22,277.4,210.3,467,0.022,569,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-159.18,270.3,202.1,467,0.023,570,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-160.55,272.3,200,467,0.022,571,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.39,-163.07,275.8,202.9,467,0.022,572,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-168.56,283.5,210.8,467,0.022,573,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.4,-169.89,285.4,215.7,467,0.022,574,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.41,-179.69,299.1,228.9,467,0.022,575,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-189.26,312.5,242.5,467,0.022,576,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.42,-198.51,325.5,255.1,467,0.022,577,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-197.01,323.4,254.5,467,0.022,578,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-187.74,310.4,240.1,467,0.023,579,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-181.31,301.4,228.7,467,0.022,580,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.41,-174.09,291.2,218.4,467,0.022,581,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-171.02,286.9,209.6,467,0.022,582,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-165.9,279.8,202.6,467,0.022,583,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-160.86,272.7,196,467,0.022,584,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.4,-156.78,267,190.5,467,0.022,585,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.6,12.4,-156.38,266.4,188.3,467,0.022,586,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.4,-155.37,265,188.1,467,0.022,587,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.7,12.41,-156.04,266,198.2,467,0.022,588,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.41,-142.06,246.4,177.9,467,0.022,589,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.8,12.42,-128.94,228,158.8,467,0.022,590,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.42,-116.9,211.1,141.3,467,0.022,591,1,29,29,
7/12/2019 14:48,12.6,29,0.01,116.9,12.43,-105.96,195.8,125.5,467.1,0.022,592,1,29,29,
7/12/2019 14:48,12.6,29,0.01,117,12.44,-96.01,181.8,111.1,467.1,0.022,593,1,29,29,
7/12/2019 14:48,12.6,29,0.01,117.1,12.45,-87.05,169.2,98.1,467.1,0.022,594,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.2,12.46,-86.19,168,94.6,467.1,0.022,595,1,29.5,29.5,
7/12/2019 14:49,12.6,30,0.01,117.3,12.47,-83.87,164.8,100.5,467.1,0.023,596,1,29.5,29.5,
7/12/2019 14:49,12.6,29,0.01,117.4,12.48,-76.05,153.8,88.6,467.1,0.023,597,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.5,12.49,-68.94,143.9,77.7,467.1,0.022,598,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.5,12.5,-62.54,134.9,68.1,467.1,0.022,599,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.6,12.5,-56.77,126.8,59.5,467.1,0.022,600,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.7,12.51,-51.59,119.5,51.8,467.1,0.022,601,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.7,12.51,-46.91,113,44.8,467.1,0.022,602,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.8,12.52,-42.72,107.1,38.5,467.1,0.022,603,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.8,12.53,-39.12,102.1,34,467.1,0.022,604,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.9,12.53,-35.78,97.4,28.9,467.1,0.022,605,1,29,29,
7/12/2019 14:49,12.6,29,0.01,117.9,12.54,-32.72,93.1,24.3,467.1,0.022,606,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118,12.55,-29.94,89.2,20.2,467.1,0.022,607,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.1,12.55,-27.45,85.7,16.5,467.1,0.022,608,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118,12.55,-25.17,82.5,13.1,467.1,0.022,609,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.1,12.56,-23.11,79.6,10.1,467.1,0.022,610,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.1,12.56,-21.25,77,7.4,467.1,0.022,611,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.2,12.56,-19.56,74.6,5,467.2,0.022,612,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.1,12.56,-18.02,72.5,2.8,467.2,0.022,613,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.2,12.56,-16.61,70.5,0.7,467.2,0.023,614,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.2,12.56,-15.33,68.7,-1.1,467.2,0.022,615,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.2,12.56,-14.16,67.1,-2.8,467.2,0.022,616,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.3,12.57,-13.1,65.6,-4.3,467.2,0.022,617,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.3,12.57,-12.13,64.2,-5.6,467.2,0.022,618,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.3,12.58,-11.24,63,-6.8,467.2,0.022,619,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.4,12.59,-10.44,61.9,-8,467.2,0.022,620,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.4,12.59,-9.69,60.8,-9,467.2,0.022,621,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.5,12.59,-9.01,59.9,-10,467.2,0.022,622,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.5,12.6,-270.69,426.6,4.6,467.2,0.022,623,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.6,12.61,-3.98,52.8,1.9,467.2,0.022,624,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.6,12.61,-3.63,52.3,-0.5,467.2,0.022,625,1,29,29,
7/12/2019 14:49,12.6,29,0.01,118.7,12.61,-3.42,52,-2.6,467.2,0.022,626,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.6,12.61,-3.23,51.8,-4.5,467.2,0.022,627,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-3.08,51.6,-6.3,467.3,0.022,628,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-259.8,411.4,11.8,467.2,0.022,629,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-274.94,432.6,41,467.2,0.022,630,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.8,12.63,-4.69,53.8,34.4,467.2,0.022,631,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.8,12.63,-3.98,52.8,28.2,467.3,0.022,632,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.8,12.62,-100.7,188.4,37.5,467.3,0.022,633,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-108.8,199.7,48.8,467.3,0.022,634,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-24.36,81.4,55.1,467.2,0.022,635,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-20.26,75.6,49,467.3,0.022,636,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.62,-17.59,71.9,42.8,467.3,0.022,637,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.61,-15.68,69.2,36.8,467.3,0.022,638,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.7,12.61,-22.99,79.5,38.2,467.3,0.022,639,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.5,12.6,-41.49,105.4,53.6,467.3,0.022,640,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.5,12.59,-52.33,120.6,63.4,467.3,0.022,641,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.4,12.58,-61.05,132.8,71.8,467.3,0.022,642,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.3,12.57,-68.36,143.1,81.2,467.3,0.022,643,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.2,12.56,-75.96,153.7,89,467.3,0.022,644,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118.2,12.56,-86.63,168.7,98.5,467.3,0.022,645,1,29,29,
7/12/2019 14:49,12.61,29,0.01,118,12.55,-94.37,179.5,105.7,467.3,0.022,646,1,29,29,
7/12/2019 14:49,12.62,29,0.01,118,12.54,-98.4,185.2,109.7,467.3,0.022,647,1,29,29,
7/12/2019 14:49,12.62,29,0.01,117.9,12.53,-102.31,190.6,113,467.3,0.022,648,1,29,29,
7/12/2019 14:49,12.62,29,0.01,117.8,12.52,-105.41,195,119,467.3,0.022,649,1,29,29,
7/12/2019 14:49,12.62,29,0.01,117.7,12.51,-110.32,201.9,127.8,467.3,0.022,650,1,29.5,29.5,
7/12/2019 14:49,12.62,30,0.01,117.7,12.51,-116.42,210.4,132.4,467.3,0.023,651,1,29.5,29.5,
7/12/2019 14:49,12.62,29,0.01,117.7,12.51,-120.99,216.8,137.2,467.3,0.022,652,1,29,29,
7/12/2019 14:49,12.62,29,0.01,117.7,12.51,-121.64,217.7,145.8,467.3,0.022,653,1,29,29,
7/12/2019 14:49,12.62,29,0.01,117.7,12.51,-123.88,220.9,147.1,467.3,0.022,654,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.7,12.5,-123.21,219.9,145.7,467.4,0.022,655,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.6,12.5,-122.98,219.6,145.1,467.4,0.022,656,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.6,12.5,-124.13,221.2,146.3,467.3,0.022,657,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.6,12.5,-125.86,223.7,148.1,467.3,0.022,658,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.6,12.5,-129.43,228.7,149.3,467.4,0.022,659,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.6,12.5,-128.2,226.9,147.9,467.4,0.022,660,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.5,12.49,-128.27,227,147.1,467.4,0.022,661,1,29,29,
7/12/2019 14:50,12.62,29,0.01,117.5,12.49,-128.19,226.9,147.3,467.3,0.022,662,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.5,12.48,-129.21,228.4,147.1,467.4,0.022,663,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.4,12.48,-128.76,227.7,148.4,467.4,0.022,664,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.4,12.47,-133.98,235,152.7,467.4,0.022,665,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.4,12.47,-132.16,232.5,150.9,467.3,0.022,666,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.4,12.47,-130.83,230.6,150.1,467.4,0.022,667,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.47,-129.63,228.9,149.4,467.4,0.022,668,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.47,-129.3,228.5,151.6,467.4,0.022,669,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.46,-133.56,234.4,152.2,467.4,0.022,670,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-132,232.3,151.9,467.4,0.022,671,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-131.18,231.1,153.6,467.4,0.022,672,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-129.99,229.5,152.8,467.4,0.022,673,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.1,12.44,-129.04,228.1,153.5,467.4,0.022,674,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.1,12.44,-129.32,228.5,158.8,467.4,0.022,675,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.1,12.45,-129.85,229.3,158.3,467.4,0.022,676,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-133.03,233.7,163,467.4,0.022,677,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-134.8,236.2,166.4,467.4,0.022,678,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-133.31,234.1,166.2,467.4,0.022,679,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-132.21,232.6,166.3,467.4,0.022,680,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.46,-136.63,238.8,175.3,467.4,0.022,681,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.46,-135.92,237.8,178.5,467.4,0.022,682,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-134.49,235.8,176.2,467.4,0.022,683,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-132.87,233.5,174.4,467.4,0.022,684,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.45,-131.57,231.7,171.5,467.4,0.022,685,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.2,12.46,-130.72,230.5,169.5,467.4,0.023,686,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-130.87,230.7,168.6,467.4,0.023,687,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-132.9,233.5,172.1,467.4,0.022,688,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-133.87,234.9,173.2,467.4,0.022,689,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-137.4,239.8,174.7,467.4,0.022,690,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-139.83,243.2,173.9,467.4,0.022,691,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-137.85,240.5,171.3,467.4,0.022,692,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-136.77,239,170.2,467.4,0.022,693,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.46,-140.91,244.8,175.6,467.4,0.022,694,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.3,12.47,-146.96,253.2,183.8,467.4,0.023,695,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.4,12.47,-155.73,265.5,196.1,467.4,0.022,696,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.5,12.48,-164.8,278.2,208.2,467.4,0.022,697,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.5,12.49,-149.65,257,201.3,467.4,0.022,698,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.6,12.5,-135.47,237.1,179.9,467.4,0.022,699,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.7,12.5,-122.55,219,160.5,467.4,0.022,700,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.8,12.51,-110.83,202.6,142.9,467.4,0.022,701,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.9,12.52,-100.3,187.8,127,467.4,0.022,702,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.9,12.53,-90.79,174.5,112.7,467.4,0.022,703,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118,12.54,-92.47,176.9,101,467.4,0.022,704,1,29,29,
7/12/2019 14:50,12.63,29,0.01,117.9,12.53,-96.5,182.5,105.8,467.4,0.022,705,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118,12.53,-103.91,192.9,126.5,467.4,0.022,706,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118,12.54,-94.5,179.7,113,467.5,0.022,707,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.1,12.55,-85.68,167.3,100.4,467.4,0.022,708,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.2,12.55,-77.63,156.1,88.8,467.4,0.022,709,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.2,12.56,-84.61,165.8,96.6,467.4,0.022,710,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.3,12.56,-76.6,154.6,85.5,467.5,0.022,711,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.3,12.57,-69.31,144.4,75.3,467.5,0.022,712,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.3,12.57,-67.88,142.4,72.7,467.4,0.022,713,1,29,29,
7/12/2019 14:50,12.63,29,0.01,118.3,12.57,-74.37,151.5,73.7,467.4,0.022,714,1,29,29,
7/12/2019 14:51,12.62,29,0.01,118.4,12.58,-67.98,142.5,65.7,467.5,0.022,715,1,29,29,
7/12/2019 14:51,12.62,29,0.01,118.3,12.57,-66.77,140.8,64.4,467.5,0.022,716,1,29,29,
7/12/2019 14:51,12.62,29,0.01,118.3,12.57,-73.37,150.1,73,467.5,0.022,717,1,29,29,
7/12/2019 14:51,12.62,29,0.01,118.2,12.56,-83.03,163.6,80.7,467.5,0.022,718,1,29,29,
7/12/2019 14:51,12.63,29,0.01,118.1,12.55,-87.15,169.4,88.9,467.4,0.022,719,1,29,29,
7/12/2019 14:51,12.63,29,0.01,118,12.54,-93.04,177.7,99.3,467.5,0.022,720,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.9,12.53,-97.61,184.1,105.3,467.5,0.022,721,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.9,12.53,-103.24,191.9,118.5,467.5,0.023,722,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.9,12.52,-109.89,201.3,129.1,467.5,0.022,723,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.8,12.52,-111.42,203.4,131.3,467.5,0.022,724,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.8,12.51,-112.45,204.9,134.1,467.5,0.022,725,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.7,12.5,-113.55,206.4,135.5,467.5,0.022,726,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.6,12.5,-114.68,208,137,467.5,0.022,727,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.6,12.49,-115.35,208.9,140.5,467.5,0.022,728,1,29,29,
7/12/2019 14:51,12.63,29,0.01,117.5,12.48,-120.56,216.2,149.7,467.5,0.022,729,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.5,12.48,-127.58,226.1,156.9,467.5,0.022,730,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.4,12.47,-134.7,236.1,158.3,467.5,0.022,731,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.4,12.47,-132.84,233.5,156.3,467.5,0.022,732,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.3,12.46,-134.18,235.3,160.9,467.5,0.022,733,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.45,-135.7,237.5,164.3,467.5,0.022,734,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.45,-134.1,235.2,162.2,467.5,0.022,735,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.1,12.44,-132.99,233.7,161,467.6,0.022,736,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.45,-135.01,236.5,161.4,467.6,0.022,737,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.45,-134.03,235.1,160.2,467.5,0.022,738,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.45,-135.18,236.7,167.9,467.5,0.022,739,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.45,-137.13,239.5,174,467.6,0.022,740,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.2,12.44,-135.32,236.9,171.6,467.6,0.022,741,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117.1,12.44,-136.15,238.1,172.7,467.6,0.022,742,1,29,29,
7/12/2019 14:51,12.64,29,0.01,116.9,12.41,-136.5,238.6,172.1,467.5,0.022,743,1,29,29,
7/12/2019 14:51,12.64,29,0.01,117,12.43,-138.19,241,177.4,467.6,0.022,744,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.43,-141.94,246.2,185.1,467.6,0.022,745,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117.1,12.43,-145,250.5,189.5,467.6,0.022,746,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.43,-144.56,249.9,189.6,467.6,0.022,747,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.43,-148.52,255.4,190.9,467.6,0.022,748,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.42,-147.45,253.9,193.9,467.6,0.022,749,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.42,-146.58,252.7,189.9,467.6,0.022,750,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.43,-150.1,257.7,194.8,467.6,0.022,751,1,29,29,
7/12/2019 14:51,12.65,29,0.01,117,12.42,-147.21,253.6,189,467.6,0.022,752,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.9,12.41,-147.18,253.6,186.7,467.6,0.022,753,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-144.71,250.1,182.9,467.6,0.022,754,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-144.71,250.1,180.6,467.6,0.022,755,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-141.84,246.1,176.2,467.6,0.022,756,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.7,12.4,-140.81,244.6,175,467.6,0.022,757,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-140.03,243.5,173.8,467.6,0.022,758,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.7,12.4,-138.09,240.8,170.7,467.6,0.022,759,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.7,12.4,-140.12,243.7,171.8,467.6,0.022,760,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-142.72,247.3,174.6,467.6,0.022,761,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-142.33,246.8,176.8,467.6,0.022,762,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-142.91,247.6,178.7,467.6,0.022,763,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.7,12.4,-140.98,244.9,176.1,467.6,0.022,764,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-142.38,246.8,179.9,467.6,0.022,765,1,29,29,
7/12/2019 14:51,12.65,29,0.01,116.8,12.4,-140.37,244,175.6,467.6,0.022,766,1,29,29,
