Date Time,Temp,SpCond,,,,,,,R int- 49140
M/D/Y HH:MM:SS,C,uS,Hgt Trap,Sum,,,,,
7/22/2019 16:54,9.92,110,110,,,,,,
7/22/2019 16:54,9.92,110,110,,,,,,
7/22/2019 16:54,9.92,110,110,,,,,,
7/22/2019 16:54,9.92,110,110,,,,,,
7/22/2019 16:54,9.92,110,110,,,,,,
7/22/2019 16:54,9.92,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,109.5,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109.5,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,109.5,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109.5,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,110,,,,,,
7/22/2019 16:54,9.91,110,109.5,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:54,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.91,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,109,,,,,,
7/22/2019 16:55,9.9,109,108.5,,,,,,
7/22/2019 16:55,9.9,108,108,,,,,,
7/22/2019 16:55,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,107.5,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107.5,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,108,,,,,,
7/22/2019 16:56,9.9,108,107.5,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.9,107,107,,,,,,
7/22/2019 16:56,9.89,107,107,,,,,,
