"","DateTime","Inj","V1","V2","V3","V4","V1_adjusted","V2_adjusted","V3_adjusted","V4_adjusted","Flux_1","Flux_2","ppt_mm"
"1",2019-07-10 11:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"2",2019-07-10 11:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"3",2019-07-10 11:45:00,"No",1515,2241.22,1072.5,467.5,NA,2241.22,NA,NA,1.06,NA,0
"4",2019-07-10 11:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"5",2019-07-10 11:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"6",2019-07-10 12:00:00,"No",1490,2195.47,1067.5,447.5,NA,2195.47,NA,NA,0.85,NA,0
"7",2019-07-10 12:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"8",2019-07-10 12:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"9",2019-07-10 12:15:00,"No",1480,2218.345,1047.5,442.5,NA,2218.345,NA,NA,0.78,NA,0
"10",2019-07-10 12:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"11",2019-07-10 12:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"12",2019-07-10 12:30:00,"No",1455,2172.595,1022.5,457.5,NA,2172.595,NA,NA,0.85,NA,0
"13",2019-07-10 12:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"14",2019-07-10 12:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"15",2019-07-10 12:45:00,"No",1445,2157.345,1057.5,437.5,NA,2157.345,NA,NA,0.69,NA,0
"16",2019-07-10 12:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"17",2019-07-10 12:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"18",2019-07-10 13:00:00,"No",1415,2088.72,1027.5,432.5,NA,2088.72,NA,NA,-0.02,NA,0
"19",2019-07-10 13:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"20",2019-07-10 13:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"21",2019-07-10 13:15:00,"No",1415,2096.345,1007.5,432.5,NA,2096.345,NA,NA,1.21,NA,0
"22",2019-07-10 13:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"23",2019-07-10 13:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"24",2019-07-10 13:30:00,"No",1405,2065.845,987.5,422.5,NA,2065.845,NA,NA,0.88,NA,0
"25",2019-07-10 13:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"26",2019-07-10 13:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"27",2019-07-10 13:45:00,"No",1395,2058.22,922.5,432.5,NA,2058.22,NA,NA,0.86,NA,0
"28",2019-07-10 13:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"29",2019-07-10 13:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"30",2019-07-10 14:00:00,"No",1380,2035.345,957.5,417.5,NA,2035.345,NA,NA,0.81,NA,0
"31",2019-07-10 14:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"32",2019-07-10 14:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"33",2019-07-10 14:15:00,"No",1365,2012.47,947.5,407.5,NA,2012.47,NA,NA,0.73,NA,0
"34",2019-07-10 14:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"35",2019-07-10 14:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"36",2019-07-10 14:30:00,"No",1370,2004.845,932.5,412.5,NA,2004.845,NA,NA,0.74,NA,0
"37",2019-07-10 14:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"38",2019-07-10 14:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"39",2019-07-10 14:45:00,"No",1330,1989.595,932.5,422.5,NA,1989.595,NA,NA,0.75,NA,0
"40",2019-07-10 14:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"41",2019-07-10 14:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"42",2019-07-10 15:00:00,"No",1330,1966.72,922.5,412.5,NA,1966.72,NA,NA,0.76,NA,0
"43",2019-07-10 15:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"44",2019-07-10 15:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"45",2019-07-10 15:15:00,"No",1345,1989.595,937.5,417.5,NA,1989.595,NA,NA,0.73,NA,0
"46",2019-07-10 15:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"47",2019-07-10 15:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"48",2019-07-10 15:30:00,"No",1345,1989.595,917.5,407.5,NA,1989.595,NA,NA,0.79,NA,0
"49",2019-07-10 15:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"50",2019-07-10 15:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"51",2019-07-10 15:45:00,"No",1330,1997.22,952.5,417.5,NA,1997.22,NA,NA,0.8,NA,0
"52",2019-07-10 15:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"53",2019-07-10 15:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"54",2019-07-10 16:00:00,"No",1350,1974.345,972.5,417.5,NA,1974.345,NA,NA,0.75,NA,0
"55",2019-07-10 16:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"56",2019-07-10 16:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"57",2019-07-10 16:15:00,"No",1340,1989.595,962.5,422.5,NA,1989.595,NA,NA,0.8,NA,0
"58",2019-07-10 16:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"59",2019-07-10 16:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"60",2019-07-10 16:30:00,"No",1360,1989.595,947.5,412.5,NA,1989.595,NA,NA,0.8,NA,0
"61",2019-07-10 16:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"62",2019-07-10 16:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"63",2019-07-10 16:45:00,"No",1360,2035.345,972.5,422.5,NA,2035.345,NA,NA,0.86,NA,0
"64",2019-07-10 16:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"65",2019-07-10 16:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"66",2019-07-10 17:00:00,"No",1405,2042.97,982.5,422.5,NA,2042.97,NA,NA,0.91,NA,0
"67",2019-07-10 17:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"68",2019-07-10 17:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"69",2019-07-10 17:15:00,"No",1400,2073.47,997.5,427.5,NA,2073.47,NA,NA,0.9,NA,0
"70",2019-07-10 17:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"71",2019-07-10 17:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"72",2019-07-10 17:30:00,"No",1435,2096.345,1027.5,412.5,NA,2096.345,NA,NA,0.92,NA,0
"73",2019-07-10 17:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"74",2019-07-10 17:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"75",2019-07-10 17:45:00,"No",1435,2126.845,1047.5,432.5,NA,2126.845,NA,NA,0.91,NA,0
"76",2019-07-10 17:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"77",2019-07-10 17:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"78",2019-07-10 18:00:00,"No",1485,2187.845,1042.5,442.5,NA,2187.845,NA,NA,0.97,NA,0
"79",2019-07-10 18:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"80",2019-07-10 18:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"81",2019-07-10 18:15:00,"No",1535,2256.47,1042.5,437.5,NA,2256.47,NA,NA,1.01,NA,0
"82",2019-07-10 18:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"83",2019-07-10 18:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"84",2019-07-10 18:30:00,"No",1600,2355.595,1137.5,447.5,NA,2355.595,NA,NA,1.08,NA,0
"85",2019-07-10 18:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"86",2019-07-10 18:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"87",2019-07-10 18:45:00,"No",1670,2469.97,1147.5,447.5,NA,2469.97,NA,NA,1.14,NA,0
"88",2019-07-10 18:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"89",2019-07-10 18:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"90",2019-07-10 19:00:00,"No",1720,2546.22,1212.5,442.5,NA,2546.22,NA,NA,1.11,NA,0
"91",2019-07-10 19:05:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"92",2019-07-10 19:10:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"93",2019-07-10 19:15:00,"No",1780,2645.345,1272.5,457.5,NA,2645.345,NA,NA,1.28,NA,0
"94",2019-07-10 19:20:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"95",2019-07-10 19:25:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"96",2019-07-10 19:30:00,"No",1835,2698.72,1317.5,462.5,NA,2698.72,NA,NA,1.33,NA,0
"97",2019-07-10 19:35:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"98",2019-07-10 19:40:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"99",2019-07-10 19:45:00,"No",1875,2790.22,1297.5,472.5,NA,2790.22,NA,NA,1.3,NA,0
"100",2019-07-10 19:50:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"101",2019-07-10 19:55:00,"No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"102",2019-07-10 20:00:00,"No",1925,2835.97,1367.5,462.5,NA,2835.97,NA,NA,1.41,NA,0
