"","DateTime","Inj","V1","V2","V3","V4","V4_adjusted"
"366",2019-07-11 16:30:00,"No",2100,2065,1807.5,1492.52633726083,1492.52633726083
"367",2019-07-11 16:33:00,"No",NA,NA,NA,NA,NA
"368",2019-07-11 16:35:00,"No",NA,NA,NA,NA,NA
"369",2019-07-11 16:40:00,"No",NA,NA,NA,NA,NA
"370",2019-07-11 16:45:00,"No",2130,2085,1827.5,1476.54038187153,1476.54038187153
"371",2019-07-11 16:48:00,"No",NA,NA,NA,NA,NA
"372",2019-07-11 16:50:00,"No",NA,NA,NA,NA,NA
"373",2019-07-11 16:55:00,"No",NA,NA,NA,NA,NA
"374",2019-07-11 17:00:00,"No",2120,2065,1817.5,1460.55442648223,1460.55442648223
"375",2019-07-11 17:03:00,"No",NA,NA,NA,NA,NA
"376",2019-07-11 17:05:00,"No",NA,NA,NA,NA,NA
"377",2019-07-11 17:10:00,"No",NA,NA,NA,NA,NA
"378",2019-07-11 17:15:00,"No",2140,2095,1842.5,1508.51229265014,1508.51229265014
"379",2019-07-11 17:18:00,"No",NA,NA,NA,NA,NA
"380",2019-07-11 17:20:00,"No",NA,NA,NA,NA,NA
"381",2019-07-11 17:25:00,"No",NA,NA,NA,NA,NA
"382",2019-07-11 17:30:00,"No",2170,2110,1842.5,1476.54038187153,1476.54038187153
"383",2019-07-11 17:33:00,"No",NA,NA,NA,NA,NA
"384",2019-07-11 17:35:00,"No",NA,NA,NA,NA,NA
"385",2019-07-11 17:40:00,"No",NA,NA,NA,NA,NA
"386",2019-07-11 17:45:00,"No",2245,2165,1872.5,1524.49824803944,1524.49824803944
"387",2019-07-11 17:48:00,"No",NA,NA,NA,NA,NA
"388",2019-07-11 17:50:00,"No",NA,NA,NA,NA,NA
"389",2019-07-11 17:55:00,"No",NA,NA,NA,NA,NA
"390",2019-07-11 18:00:00,"No",2280,2215,1927.5,1540.48420342874,1540.48420342874
"391",2019-07-11 18:03:00,"No",NA,NA,NA,NA,NA
"392",2019-07-11 18:05:00,"No",NA,NA,NA,NA,NA
"393",2019-07-11 18:10:00,"No",NA,NA,NA,NA,NA
"394",2019-07-11 18:15:00,"No",2365,2285,1957.5,1524.49824803944,1524.49824803944
"395",2019-07-11 18:18:00,"No",NA,NA,NA,NA,NA
"396",2019-07-11 18:20:00,"No",NA,NA,NA,NA,NA
"397",2019-07-11 18:25:00,"No",NA,NA,NA,NA,NA
"398",2019-07-11 18:30:00,"No",2445,2360,2027.5,1572.45611420734,1572.45611420734
"399",2019-07-11 18:33:00,"No",NA,NA,NA,NA,NA
"400",2019-07-11 18:35:00,"No",NA,NA,NA,NA,NA
"401",2019-07-11 18:40:00,"No",NA,NA,NA,NA,NA
"402",2019-07-11 18:45:00,"No",2505,2410,2052.5,1572.45611420734,1572.45611420734
"403",2019-07-11 18:48:00,"No",NA,NA,NA,NA,NA
"404",2019-07-11 18:50:00,"No",NA,NA,NA,NA,NA
"405",2019-07-11 18:55:00,"No",NA,NA,NA,NA,NA
"406",2019-07-11 19:00:00,"No",2565,2500,2122.5,1540.48420342874,1540.48420342874
"407",2019-07-11 19:03:00,"No",NA,NA,NA,NA,NA
"408",2019-07-11 19:05:00,"No",NA,NA,NA,NA,NA
"409",2019-07-11 19:10:00,"No",NA,NA,NA,NA,NA
"410",2019-07-11 19:15:00,"No",2620,2575,2182.5,1588.44206959664,1588.44206959664
"411",2019-07-11 19:18:00,"No",NA,NA,NA,NA,NA
"412",2019-07-11 19:20:00,"No",NA,NA,NA,NA,NA
"413",2019-07-11 19:25:00,"No",NA,NA,NA,NA,NA
"414",2019-07-11 19:30:00,"No",2705,2610,2222.5,1588.44206959664,1588.44206959664
"415",2019-07-11 19:33:00,"No",NA,NA,NA,NA,NA
"416",2019-07-11 19:35:00,"No",NA,NA,NA,NA,NA
"417",2019-07-11 19:40:00,"No",NA,NA,NA,NA,NA
"418",2019-07-11 19:45:00,"No",2745,2675,2277.5,1556.47015881804,1556.47015881804
"419",2019-07-11 19:48:00,"No",NA,NA,NA,NA,NA
"420",2019-07-11 19:50:00,"No",NA,NA,NA,NA,NA
"421",2019-07-11 19:55:00,"No",NA,NA,NA,NA,NA
"422",2019-07-11 20:00:00,"No",2830,2720,2312.5,1636.39993576454,1636.39993576454
"423",2019-07-11 20:03:00,"No",NA,NA,NA,NA,NA
"424",2019-07-11 20:05:00,"No",NA,NA,NA,NA,NA
"425",2019-07-11 20:10:00,"No",NA,NA,NA,NA,NA
"426",2019-07-11 20:15:00,"No",2870,2765,2367.5,1604.42802498594,1604.42802498594
"427",2019-07-11 20:18:00,"No",NA,NA,NA,NA,NA
"428",2019-07-11 20:20:00,"No",NA,NA,NA,NA,NA
"429",2019-07-11 20:25:00,"No",NA,NA,NA,NA,NA
"430",2019-07-11 20:30:00,"No",2900,2800,2407.5,1668.37184654315,1668.37184654315
"431",2019-07-11 20:33:00,"No",NA,NA,NA,NA,NA
"432",2019-07-11 20:35:00,"No",NA,NA,NA,NA,NA
"433",2019-07-11 20:40:00,"No",NA,NA,NA,NA,NA
"434",2019-07-11 20:45:00,"No",2945,2855,2442.5,1636.39993576454,1636.39993576454
"435",2019-07-11 20:48:00,"No",NA,NA,NA,NA,NA
"436",2019-07-11 20:50:00,"No",NA,NA,NA,NA,NA
"437",2019-07-11 20:55:00,"No",NA,NA,NA,NA,NA
"438",2019-07-11 21:00:00,"No",2990,2900,2477.5,1652.38589115385,1652.38589115385
"439",2019-07-11 21:03:00,"No",NA,NA,NA,NA,NA
"440",2019-07-11 21:05:00,"No",NA,NA,NA,NA,NA
"441",2019-07-11 21:10:00,"No",NA,NA,NA,NA,NA
"442",2019-07-11 21:15:00,"No",3020,2915,2512.5,1684.35780193245,1684.35780193245
"443",2019-07-11 21:18:00,"No",NA,NA,NA,NA,NA
"444",2019-07-11 21:20:00,"No",NA,NA,NA,NA,NA
"445",2019-07-11 21:25:00,"No",NA,NA,NA,NA,NA
"446",2019-07-11 21:30:00,"No",3050,2975,2557.5,1668.37184654315,1668.37184654315
"447",2019-07-11 21:33:00,"No",NA,NA,NA,NA,NA
"448",2019-07-11 21:35:00,"No",NA,NA,NA,NA,NA
"449",2019-07-11 21:40:00,"No",NA,NA,NA,NA,NA
"450",2019-07-11 21:45:00,"No",3085,3000,2577.5,1668.37184654315,1668.37184654315
"451",2019-07-11 21:48:00,"No",NA,NA,NA,NA,NA
"452",2019-07-11 21:50:00,"No",NA,NA,NA,NA,NA
"453",2019-07-11 21:55:00,"No",NA,NA,NA,NA,NA
"454",2019-07-11 22:00:00,"No",3135,3020,2602.5,1684.35780193245,1684.35780193245
"455",2019-07-11 22:03:00,"No",NA,NA,NA,NA,NA
"456",2019-07-11 22:05:00,"No",NA,NA,NA,NA,NA
"457",2019-07-11 22:10:00,"No",NA,NA,NA,NA,NA
"458",2019-07-11 22:15:00,"No",3150,3055,2642.5,1684.35780193245,1684.35780193245
"459",2019-07-11 22:18:00,"No",NA,NA,NA,NA,NA
"460",2019-07-11 22:20:00,"No",NA,NA,NA,NA,NA
"461",2019-07-11 22:25:00,"No",NA,NA,NA,NA,NA
"462",2019-07-11 22:30:00,"No",3210,3065,2652.5,1684.35780193245,1684.35780193245
"463",2019-07-11 22:33:00,"No",NA,NA,NA,NA,NA
"464",2019-07-11 22:35:00,"No",NA,NA,NA,NA,NA
"465",2019-07-11 22:40:00,"No",NA,NA,NA,NA,NA
"466",2019-07-11 22:45:00,"No",3215,3120,2702.5,1700.34375732175,1700.34375732175
"467",2019-07-11 22:48:00,"No",NA,NA,NA,NA,NA
"468",2019-07-11 22:50:00,"No",NA,NA,NA,NA,NA
"469",2019-07-11 22:55:00,"No",NA,NA,NA,NA,NA
"470",2019-07-11 23:00:00,"No",3265,3130,2702.5,1700.34375732175,1700.34375732175
"471",2019-07-11 23:03:00,"No",NA,NA,NA,NA,NA
"472",2019-07-11 23:05:00,"No",NA,NA,NA,NA,NA
"473",2019-07-11 23:10:00,"No",NA,NA,NA,NA,NA
"474",2019-07-11 23:15:00,"No",3260,3130,2742.5,1732.31566810035,1732.31566810035
"475",2019-07-11 23:18:00,"No",NA,NA,NA,NA,NA
"476",2019-07-11 23:20:00,"No",NA,NA,NA,NA,NA
"477",2019-07-11 23:25:00,"No",NA,NA,NA,NA,NA
"478",2019-07-11 23:30:00,"No",3275,3165,2737.5,1716.32971271105,1716.32971271105
"479",2019-07-11 23:33:00,"No",NA,NA,NA,NA,NA
"480",2019-07-11 23:35:00,"No",NA,NA,NA,NA,NA
"481",2019-07-11 23:40:00,"No",NA,NA,NA,NA,NA
"482",2019-07-11 23:45:00,"No",3295,3185,2752.5,1716.32971271105,1716.32971271105
"483",2019-07-11 23:48:00,"No",NA,NA,NA,NA,NA
"484",2019-07-11 23:50:00,"No",NA,NA,NA,NA,NA
"485",2019-07-11 23:55:00,"No",NA,NA,NA,NA,NA
"486",2019-07-12 00:00:00,"No",3315,3195,2752.5,1732.31566810035,1732.31566810035
"487",2019-07-12 00:03:00,"No",NA,NA,NA,NA,NA
"488",2019-07-12 00:05:00,"No",NA,NA,NA,NA,NA
"489",2019-07-12 00:10:00,"No",NA,NA,NA,NA,NA
"490",2019-07-12 00:15:00,"No",3300,3220,2762.5,1780.27353426825,1780.27353426825
"491",2019-07-12 00:18:00,"No",NA,NA,NA,NA,NA
"492",2019-07-12 00:20:00,"No",NA,NA,NA,NA,NA
"493",2019-07-12 00:25:00,"No",NA,NA,NA,NA,NA
"494",2019-07-12 00:30:00,"No",3350,3230,2777.5,1716.32971271105,1716.32971271105
"495",2019-07-12 00:33:00,"No",NA,NA,NA,NA,NA
"496",2019-07-12 00:35:00,"No",NA,NA,NA,NA,NA
"497",2019-07-12 00:40:00,"No",NA,NA,NA,NA,NA
"498",2019-07-12 00:45:00,"No",3390,3245,2787.5,1780.27353426825,1780.27353426825
"499",2019-07-12 00:48:00,"No",NA,NA,NA,NA,NA
"500",2019-07-12 00:50:00,"No",NA,NA,NA,NA,NA
"501",2019-07-12 00:55:00,"No",NA,NA,NA,NA,NA
"502",2019-07-12 01:00:00,"No",3405,3265,2842.5,1748.30162348965,1748.30162348965
"503",2019-07-12 01:03:00,"No",NA,NA,NA,NA,NA
"504",2019-07-12 01:05:00,"No",NA,NA,NA,NA,NA
"505",2019-07-12 01:10:00,"No",NA,NA,NA,NA,NA
"506",2019-07-12 01:15:00,"No",3400,3290,2852.5,1764.28757887895,1764.28757887895
"507",2019-07-12 01:18:00,"No",NA,NA,NA,NA,NA
"508",2019-07-12 01:20:00,"No",NA,NA,NA,NA,NA
"509",2019-07-12 01:25:00,"No",NA,NA,NA,NA,NA
"510",2019-07-12 01:30:00,"No",3415,3295,2847.5,1828.23140043616,1828.23140043616
"511",2019-07-12 01:33:00,"No",NA,NA,NA,NA,NA
"512",2019-07-12 01:35:00,"No",NA,NA,NA,NA,NA
"513",2019-07-12 01:40:00,"No",NA,NA,NA,NA,NA
"514",2019-07-12 01:45:00,"No",3455,3325,2877.5,1764.28757887895,1764.28757887895
"515",2019-07-12 01:48:00,"No",NA,NA,NA,NA,NA
"516",2019-07-12 01:50:00,"No",NA,NA,NA,NA,NA
"517",2019-07-12 01:55:00,"No",NA,NA,NA,NA,NA
"518",2019-07-12 02:00:00,"No",3475,3340,2897.5,1748.30162348965,1748.30162348965
"519",2019-07-12 02:03:00,"No",NA,NA,NA,NA,NA
"520",2019-07-12 02:05:00,"No",NA,NA,NA,NA,NA
"521",2019-07-12 02:10:00,"No",NA,NA,NA,NA,NA
"522",2019-07-12 02:15:00,"No",3465,3345,2917.5,1748.30162348965,1748.30162348965
"523",2019-07-12 02:18:00,"No",NA,NA,NA,NA,NA
"524",2019-07-12 02:20:00,"No",NA,NA,NA,NA,NA
"525",2019-07-12 02:25:00,"No",NA,NA,NA,NA,NA
"526",2019-07-12 02:30:00,"No",3480,3400,2922.5,1780.27353426825,1780.27353426825
"527",2019-07-12 02:33:00,"No",NA,NA,NA,NA,NA
"528",2019-07-12 02:35:00,"No",NA,NA,NA,NA,NA
"529",2019-07-12 02:40:00,"No",NA,NA,NA,NA,NA
"530",2019-07-12 02:45:00,"No",3525,3385,2937.5,1812.24544504686,1812.24544504686
"531",2019-07-12 02:48:00,"No",NA,NA,NA,NA,NA
"532",2019-07-12 02:50:00,"No",NA,NA,NA,NA,NA
"533",2019-07-12 02:55:00,"No",NA,NA,NA,NA,NA
"534",2019-07-12 03:00:00,"No",3545,3430,2932.5,1796.25948965756,1796.25948965756
"535",2019-07-12 03:03:00,"No",NA,NA,NA,NA,NA
"536",2019-07-12 03:05:00,"No",NA,NA,NA,NA,NA
"537",2019-07-12 03:10:00,"No",NA,NA,NA,NA,NA
"538",2019-07-12 03:15:00,"No",3550,3445,2967.5,1764.28757887895,1764.28757887895
"539",2019-07-12 03:18:00,"No",NA,NA,NA,NA,NA
"540",2019-07-12 03:20:00,"No",NA,NA,NA,NA,NA
"541",2019-07-12 03:25:00,"No",NA,NA,NA,NA,NA
"542",2019-07-12 03:30:00,"No",3530,3435,2997.5,1780.27353426825,1780.27353426825
"543",2019-07-12 03:33:00,"No",NA,NA,NA,NA,NA
"544",2019-07-12 03:35:00,"No",NA,NA,NA,NA,NA
"545",2019-07-12 03:40:00,"No",NA,NA,NA,NA,NA
"546",2019-07-12 03:45:00,"No",3585,3490,2962.5,1796.25948965756,1796.25948965756
"547",2019-07-12 03:48:00,"No",NA,NA,NA,NA,NA
"548",2019-07-12 03:50:00,"No",NA,NA,NA,NA,NA
"549",2019-07-12 03:55:00,"No",NA,NA,NA,NA,NA
"550",2019-07-12 04:00:00,"No",3590,3465,2972.5,1812.24544504686,1812.24544504686
"551",2019-07-12 04:03:00,"No",NA,NA,NA,NA,NA
"552",2019-07-12 04:05:00,"No",NA,NA,NA,NA,NA
"553",2019-07-12 04:10:00,"No",NA,NA,NA,NA,NA
"554",2019-07-12 04:15:00,"No",3595,3485,2987.5,1796.25948965756,1796.25948965756
"555",2019-07-12 04:18:00,"No",NA,NA,NA,NA,NA
"556",2019-07-12 04:20:00,"No",NA,NA,NA,NA,NA
"557",2019-07-12 04:25:00,"No",NA,NA,NA,NA,NA
"558",2019-07-12 04:30:00,"No",3625,3485,2997.5,1796.25948965756,1796.25948965756
"559",2019-07-12 04:33:00,"No",NA,NA,NA,NA,NA
"560",2019-07-12 04:35:00,"No",NA,NA,NA,NA,NA
"561",2019-07-12 04:40:00,"No",NA,NA,NA,NA,NA
"562",2019-07-12 04:45:00,"No",3615,3485,3017.5,1812.24544504686,1812.24544504686
"563",2019-07-12 04:48:00,"No",NA,NA,NA,NA,NA
"564",2019-07-12 04:50:00,"No",NA,NA,NA,NA,NA
"565",2019-07-12 04:55:00,"No",NA,NA,NA,NA,NA
"566",2019-07-12 05:00:00,"No",3620,3485,3007.5,1844.21735582546,1844.21735582546
"567",2019-07-12 05:03:00,"No",NA,NA,NA,NA,NA
"568",2019-07-12 05:05:00,"No",NA,NA,NA,NA,NA
"569",2019-07-12 05:10:00,"No",NA,NA,NA,NA,NA
"570",2019-07-12 05:15:00,"No",3620,3485,3007.5,1828.23140043616,1828.23140043616
"571",2019-07-12 05:18:00,"No",NA,NA,NA,NA,NA
"572",2019-07-12 05:20:00,"No",NA,NA,NA,NA,NA
"573",2019-07-12 05:25:00,"No",NA,NA,NA,NA,NA
"574",2019-07-12 05:30:00,"No",3595,3500,3012.5,1860.20331121476,1860.20331121476
"575",2019-07-12 05:33:00,"No",NA,NA,NA,NA,NA
"576",2019-07-12 05:35:00,"No",NA,NA,NA,NA,NA
"577",2019-07-12 05:40:00,"No",NA,NA,NA,NA,NA
"578",2019-07-12 05:45:00,"No",3610,3485,3017.5,1828.23140043616,1828.23140043616
"579",2019-07-12 05:48:00,"No",NA,NA,NA,NA,NA
"580",2019-07-12 05:50:00,"No",NA,NA,NA,NA,NA
"581",2019-07-12 05:55:00,"No",NA,NA,NA,NA,NA
"582",2019-07-12 06:00:00,"No",3630,3505,3002.5,1796.25948965756,1796.25948965756
"583",2019-07-12 06:03:00,"No",NA,NA,NA,NA,NA
"584",2019-07-12 06:05:00,"No",NA,NA,NA,NA,NA
"585",2019-07-12 06:10:00,"No",NA,NA,NA,NA,NA
"586",2019-07-12 06:15:00,"No",3605,3500,3022.5,1860.20331121476,1860.20331121476
"587",2019-07-12 06:18:00,"No",NA,NA,NA,NA,NA
"588",2019-07-12 06:20:00,"No",NA,NA,NA,NA,NA
"589",2019-07-12 06:25:00,"No",NA,NA,NA,NA,NA
"590",2019-07-12 06:30:00,"No",3620,3500,3042.5,1828.23140043616,1828.23140043616
"591",2019-07-12 06:33:00,"No",NA,NA,NA,NA,NA
"592",2019-07-12 06:35:00,"No",NA,NA,NA,NA,NA
"593",2019-07-12 06:40:00,"No",NA,NA,NA,NA,NA
"594",2019-07-12 06:45:00,"No",3590,3485,3022.5,1860.20331121476,1860.20331121476
"595",2019-07-12 06:48:00,"No",NA,NA,NA,NA,NA
"596",2019-07-12 06:50:00,"No",NA,NA,NA,NA,NA
"597",2019-07-12 06:55:00,"No",NA,NA,NA,NA,NA
"598",2019-07-12 07:00:00,"No",3555,3465,2992.5,1780.27353426825,1780.27353426825
"599",2019-07-12 07:03:00,"No",NA,NA,NA,NA,NA
"600",2019-07-12 07:05:00,"No",NA,NA,NA,NA,NA
"601",2019-07-12 07:10:00,"No",NA,NA,NA,NA,NA
"602",2019-07-12 07:15:00,"No",3535,3420,2972.5,1812.24544504686,1812.24544504686
"603",2019-07-12 07:18:00,"No",NA,NA,NA,NA,NA
"604",2019-07-12 07:20:00,"No",NA,NA,NA,NA,NA
"605",2019-07-12 07:25:00,"No",NA,NA,NA,NA,NA
"606",2019-07-12 07:30:00,"No",3520,3395,2947.5,1796.25948965756,1796.25948965756
"607",2019-07-12 07:33:00,"No",NA,NA,NA,NA,NA
"608",2019-07-12 07:35:00,"No",NA,NA,NA,NA,NA
"609",2019-07-12 07:40:00,"No",NA,NA,NA,NA,NA
"610",2019-07-12 07:45:00,"No",3490,3350,2927.5,1780.27353426825,1780.27353426825
"611",2019-07-12 07:48:00,"No",NA,NA,NA,NA,NA
"612",2019-07-12 07:50:00,"No",NA,NA,NA,NA,NA
"613",2019-07-12 07:55:00,"No",NA,NA,NA,NA,NA
"614",2019-07-12 08:00:00,"No",3415,3335,2887.5,1828.23140043616,1828.23140043616
"615",2019-07-12 08:03:00,"No",NA,NA,NA,NA,NA
"616",2019-07-12 08:05:00,"No",NA,NA,NA,NA,NA
"617",2019-07-12 08:10:00,"No",NA,NA,NA,NA,NA
"618",2019-07-12 08:15:00,"No",3345,3240,2862.5,1780.27353426825,1780.27353426825
"619",2019-07-12 08:18:00,"No",NA,NA,NA,NA,NA
"620",2019-07-12 08:20:00,"No",NA,NA,NA,NA,NA
"621",2019-07-12 08:25:00,"No",NA,NA,NA,NA,NA
"622",2019-07-12 08:30:00,"No",3310,3210,2802.5,1764.28757887895,1764.28757887895
"623",2019-07-12 08:33:00,"No",NA,NA,NA,NA,NA
"624",2019-07-12 08:35:00,"No",NA,NA,NA,NA,NA
"625",2019-07-12 08:40:00,"No",NA,NA,NA,NA,NA
"626",2019-07-12 08:45:00,"No",3260,3135,2772.5,1796.25948965756,1796.25948965756
"627",2019-07-12 08:48:00,"No",NA,NA,NA,NA,NA
"628",2019-07-12 08:50:00,"No",NA,NA,NA,NA,NA
"629",2019-07-12 08:55:00,"No",NA,NA,NA,NA,NA
"630",2019-07-12 09:00:00,"No",3175,3080,2732.5,1780.27353426825,1780.27353426825
"631",2019-07-12 09:03:00,"No",NA,NA,NA,NA,NA
"632",2019-07-12 09:05:00,"No",NA,NA,NA,NA,NA
"633",2019-07-12 09:10:00,"No",NA,NA,NA,NA,NA
"634",2019-07-12 09:12:00,"No",NA,NA,NA,NA,NA
"635",2019-07-12 09:15:00,"No",3130,3040,2657.5,1796.25948965756,1796.25948965756
"636",2019-07-12 09:18:00,"No",NA,NA,NA,NA,NA
"637",2019-07-12 09:20:00,"No",NA,NA,NA,NA,NA
"638",2019-07-12 09:25:00,"No",NA,NA,NA,NA,NA
"639",2019-07-12 09:27:00,"No",NA,NA,NA,NA,NA
"640",2019-07-12 09:30:00,"No",3075,2990,2612.5,1716.32971271105,1716.32971271105
"641",2019-07-12 09:33:00,"No",NA,NA,NA,NA,NA
"642",2019-07-12 09:35:00,"No",NA,NA,NA,NA,NA
"643",2019-07-12 09:40:00,"No",NA,NA,NA,NA,NA
"644",2019-07-12 09:42:00,"No",NA,NA,NA,NA,NA
"645",2019-07-12 09:45:00,"No",3005,2920,2587.5,1764.28757887895,1764.28757887895
"646",2019-07-12 09:48:00,"No",NA,NA,NA,NA,NA
"647",2019-07-12 09:50:00,"No",NA,NA,NA,NA,NA
"648",2019-07-12 09:55:00,"No",NA,NA,NA,NA,NA
"649",2019-07-12 09:57:00,"No",NA,NA,NA,NA,NA
"650",2019-07-12 10:00:00,"No",2950,2880,2532.5,1732.31566810035,1732.31566810035
"651",2019-07-12 10:03:00,"No",NA,NA,NA,NA,NA
"652",2019-07-12 10:05:00,"No",NA,NA,NA,NA,NA
"653",2019-07-12 10:10:00,"No",NA,NA,NA,NA,NA
"654",2019-07-12 10:12:00,"No",NA,NA,NA,NA,NA
"655",2019-07-12 10:15:00,"No",2925,2845,2482.5,1700.34375732175,1700.34375732175
"656",2019-07-12 10:18:00,"No",NA,NA,NA,NA,NA
"657",2019-07-12 10:20:00,"No",NA,NA,NA,NA,NA
"658",2019-07-12 10:25:00,"No",NA,NA,NA,NA,NA
"659",2019-07-12 10:27:00,"No",NA,NA,NA,NA,NA
"660",2019-07-12 10:30:00,"No",2870,2805,2452.5,1684.35780193245,1684.35780193245
"661",2019-07-12 10:33:00,"No",NA,NA,NA,NA,NA
"662",2019-07-12 10:35:00,"No",NA,NA,NA,NA,NA
"663",2019-07-12 10:40:00,"No",NA,NA,NA,NA,NA
"664",2019-07-12 10:42:00,"No",NA,NA,NA,NA,NA
"665",2019-07-12 10:45:00,"No",2855,2760,2417.5,1668.37184654315,1668.37184654315
"666",2019-07-12 10:48:00,"No",NA,NA,NA,NA,NA
"667",2019-07-12 10:50:00,"No",NA,NA,NA,NA,NA
"668",2019-07-12 10:55:00,"No",NA,NA,NA,NA,NA
"669",2019-07-12 10:57:00,"No",NA,NA,NA,NA,NA
"670",2019-07-12 11:00:00,"No",2805,2750,2387.5,1652.38589115385,1652.38589115385
"671",2019-07-12 11:03:00,"No",NA,NA,NA,NA,NA
"672",2019-07-12 11:05:00,"No",NA,NA,NA,NA,NA
"673",2019-07-12 11:10:00,"No",NA,NA,NA,NA,NA
"674",2019-07-12 11:12:00,"No",NA,NA,NA,NA,NA
"675",2019-07-12 11:15:00,"No",2765,2695,2367.5,1652.38589115385,1652.38589115385
"676",2019-07-12 11:18:00,"No",NA,NA,NA,NA,NA
"677",2019-07-12 11:20:00,"No",NA,NA,NA,NA,NA
"678",2019-07-12 11:25:00,"No",NA,NA,NA,NA,NA
"679",2019-07-12 11:27:00,"No",NA,NA,NA,NA,NA
"680",2019-07-12 11:30:00,"No",NA,2695,2357.5,1636.39993576454,1636.39993576454
"681",2019-07-12 11:35:00,"No",NA,NA,NA,NA,NA
"682",2019-07-12 11:40:00,"No",NA,NA,NA,NA,NA
"683",2019-07-12 11:42:00,"No",NA,NA,NA,NA,NA
"684",2019-07-12 11:45:00,"No",NA,NA,NA,1620.41398037524,1620.41398037524
"685",2019-07-12 11:48:00,"No",NA,NA,NA,NA,NA
"686",2019-07-12 11:50:00,"No",NA,NA,NA,NA,NA
"687",2019-07-12 11:55:00,"No",NA,NA,NA,NA,NA
"688",2019-07-12 11:57:00,"No",NA,NA,NA,NA,NA
"689",2019-07-12 12:00:00,"No",NA,NA,NA,NA,NA
"690",2019-07-12 12:03:00,"No",NA,NA,NA,NA,NA
"691",2019-07-12 12:05:00,"No",NA,NA,NA,NA,NA
"692",2019-07-12 12:10:00,"No",NA,NA,NA,NA,NA
"693",2019-07-12 12:12:00,"No",NA,NA,NA,NA,NA
"694",2019-07-12 12:15:00,"No",NA,NA,NA,NA,NA
"695",2019-07-12 12:18:00,"No",NA,NA,NA,NA,NA
"696",2019-07-12 12:20:00,"No",NA,NA,NA,NA,NA
"697",2019-07-12 12:25:00,"No",NA,NA,NA,NA,NA
"698",2019-07-12 12:27:00,"No",NA,NA,NA,NA,NA
"699",2019-07-12 12:30:00,"No",NA,NA,NA,NA,NA
"700",2019-07-12 12:31:00,"No",NA,NA,3427.5,NA,NA
"701",2019-07-12 12:32:00,"No",NA,NA,3412.5,NA,NA
"702",2019-07-12 12:33:00,"No",NA,NA,3392.5,NA,NA
"703",2019-07-12 12:34:00,"No",NA,4045,3422.5,NA,NA
"704",2019-07-12 12:35:00,"No",NA,4030,3417.5,NA,NA
"705",2019-07-12 12:36:00,"No",NA,3830,3392.5,NA,NA
"706",2019-07-12 12:37:00,"No",NA,3610,3412.5,NA,NA
"707",2019-07-12 12:38:00,"No",NA,3380,3377.5,NA,NA
"708",2019-07-12 12:39:00,"No",NA,3200,3387.5,NA,NA
"709",2019-07-12 12:40:00,"No",NA,3040,3387.5,NA,NA
"710",2019-07-12 12:41:00,"No",NA,2940,3387.5,NA,NA
"711",2019-07-12 12:42:00,"No",NA,2870,3337.5,NA,NA
"712",2019-07-12 12:43:00,"No",NA,2795,3287.5,NA,NA
"713",2019-07-12 12:44:00,"No",2710,2735,3207.5,NA,NA
"714",2019-07-12 12:45:00,"No",2665,2690,3072.5,NA,NA
"715",2019-07-12 12:46:00,"No",2665,2670,2987.5,NA,NA
"716",2019-07-12 12:47:00,"No",2660,2660,2892.5,NA,NA
"717",2019-07-12 12:48:00,"No",2640,2630,2807.5,NA,NA
"718",2019-07-12 12:49:00,"No",2655,2630,2732.5,NA,NA
"719",2019-07-12 12:50:00,"No",2630,2615,2632.5,NA,NA
"720",2019-07-12 12:51:00,"No",2635,2610,2587.5,NA,NA
"721",2019-07-12 12:52:00,"No",2615,2580,2527.5,NA,NA
"722",2019-07-12 12:53:00,"No",2615,2575,2467.5,NA,NA
