DateTime,V1,V4
7/12/19 12:55,2610,522.5
7/12/19 12:56,2610,532.5
7/12/19 12:57,2610,517.5
7/12/19 12:58,2600,522.5
7/12/19 12:59,2610,527.5
7/12/19 13:00,2595,522.5
7/12/19 13:01,2630,517.5
7/12/19 13:02,2860,522.5
7/12/19 13:03,3325,517.5
7/12/19 13:04,3725,507.5
7/12/19 13:05,4035,502.5
7/12/19 13:06,4260,497.5
7/12/19 13:07,4420,502.5
7/12/19 13:08,4520,487.5
7/12/19 13:09,4630,502.5
7/12/19 13:10,4660,487.5
7/12/19 13:11,4675,487.5
7/12/19 13:12,4695,497.5
7/12/19 13:13,4645,482.5
7/12/19 13:14,4595,477.5
7/12/19 13:15,4615,482.5
7/12/19 13:16,4595,472.5
7/12/19 13:17,4565,482.5
7/12/19 13:18,4575,497.5
7/12/19 13:19,4545,497.5
7/12/19 13:20,4550,492.5
7/12/19 13:21,4495,487.5
7/12/19 13:22,4515,492.5
7/12/19 13:23,4510,482.5
7/12/19 13:24,4510,477.5
7/12/19 13:25,4480,492.5
7/12/19 13:26,4490,477.5
7/12/19 13:27,4470,497.5
7/12/19 13:28,4445,497.5
7/12/19 13:29,4460,482.5
7/12/19 13:30,4425,492.5
7/12/19 13:31,4425,492.5
7/12/19 13:32,4405,502.5
7/12/19 13:33,4400,512.5
7/12/19 13:34,4370,487.5
7/12/19 13:35,4340,497.5
7/12/19 13:36,4345,512.5
7/12/19 13:37,4320,512.5
7/12/19 13:38,4335,522.5
7/12/19 13:39,4290,517.5
7/12/19 13:40,4320,527.5
7/12/19 13:41,4285,522.5
7/12/19 13:42,4280,507.5
7/12/19 13:43,4245,527.5
7/12/19 13:44,4240,517.5
7/12/19 13:45,4230,522.5
7/12/19 13:46,4180,517.5
7/12/19 13:47,4205,517.5
7/12/19 13:48,4175,532.5
7/12/19 13:49,4165,532.5
7/12/19 13:50,4150,532.5
7/12/19 13:51,4135,532.5
7/12/19 13:52,4145,527.5
7/12/19 13:53,4110,537.5
7/12/19 13:54,4120,517.5
7/12/19 13:55,4125,517.5
7/12/19 13:56,4080,512.5
7/12/19 13:57,4085,522.5
7/12/19 13:58,4065,522.5
7/12/19 13:59,4050,522.5
7/12/19 14:00,4060,522.5
7/12/19 14:01,4045,517.5
7/12/19 14:02,4040,532.5
7/12/19 14:03,4040,517.5
7/12/19 14:04,4020,522.5
7/12/19 14:05,4015,532.5
7/12/19 14:06,3985,532.5
7/12/19 14:07,4015,527.5
7/12/19 14:08,3975,527.5
7/12/19 14:09,3980,532.5
7/12/19 14:10,3985,522.5
7/12/19 14:11,3955,522.5
7/12/19 14:12,3945,527.5
7/12/19 14:13,3940,517.5
7/12/19 14:14,3920,517.5
7/12/19 14:15,3935,522.5
7/12/19 14:16,3910,517.5
7/12/19 14:17,3915,507.5
7/12/19 14:18,3890,527.5
7/12/19 14:19,3925,512.5
7/12/19 14:20,3965,507.5
7/12/19 14:21,4020,537.5
7/12/19 14:22,4020,517.5
7/12/19 14:23,4020,532.5
7/12/19 14:24,4015,532.5
7/12/19 14:25,4005,522.5
7/12/19 14:26,4030,522.5
7/12/19 14:27,4010,522.5
7/12/19 14:28,3990,517.5
7/12/19 14:29,3990,517.5
7/12/19 14:30,3980,512.5
7/12/19 14:31,3975,512.5
7/12/19 14:32,3945,507.5
7/12/19 14:33,3925,512.5
7/12/19 14:34,3925,527.5
7/12/19 14:35,3890,507.5
7/12/19 14:36,3870,507.5
7/12/19 14:37,3870,527.5
7/12/19 14:38,3850,507.5
7/12/19 14:39,3835,512.5
7/12/19 14:40,3815,517.5
7/12/19 14:41,3810,512.5
7/12/19 14:42,3810,517.5
7/12/19 14:43,3815,507.5
7/12/19 14:44,3790,507.5
7/12/19 14:45,3800,507.5
7/12/19 14:46,3790,512.5
7/12/19 14:47,3775,522.5
7/12/19 14:48,3755,517.5
7/12/19 14:49,3745,507.5
7/12/19 14:50,3755,512.5
7/12/19 14:51,3740,507.5
7/12/19 14:52,3695,522.5
7/12/19 14:53,3700,512.5
7/12/19 14:54,3705,517.5
7/12/19 14:55,3720,512.5
7/12/19 14:56,3700,507.5
7/12/19 14:57,3685,517.5
7/12/19 14:58,3685,502.5
7/12/19 14:59,3685,512.5
7/12/19 15:00,3670,517.5
7/12/19 15:01,3670,512.5
