DateTime,V1,V2
7/12/19 17:15,2605,2550
7/12/19 17:30,2620,2570
7/12/19 17:45,2720,2615
7/12/19 18:00,2765,2695
7/12/19 18:15,2830,2760
7/12/19 18:30,2910,2815
7/12/19 18:45,2935,2875
7/12/19 19:00,2980,2925
7/12/19 19:15,3045,2970
7/12/19 19:30,3110,3025
7/12/19 19:45,3175,3065
7/12/19 20:00,3210,3125
7/12/19 20:15,3275,3195
7/12/19 20:30,3310,3210
7/12/19 20:45,3355,3235
7/12/19 21:00,3400,3265
7/12/19 21:15,3385,3310
7/12/19 21:30,3420,3305
7/12/19 21:45,3465,3360
7/12/19 22:00,3475,3360
7/12/19 22:15,3500,3405
7/12/19 22:30,3535,3425
7/12/19 22:45,3585,3445
7/12/19 23:00,3590,3500
7/12/19 23:15,3630,3515
7/12/19 23:30,3645,3485
7/12/19 23:45,3645,3505
7/13/19 0:00,3650,3505
7/13/19 0:15,3675,3505
7/13/19 0:30,3645,3530
7/13/19 0:45,3645,3510
7/13/19 1:00,3640,3525
7/13/19 1:15,3660,3545
7/13/19 1:30,3665,3535
7/13/19 1:45,3675,3550
7/13/19 2:00,3675,3545
7/13/19 2:15,3710,3600
7/13/19 2:30,3710,3590
7/13/19 2:45,3745,3585
7/13/19 3:00,3745,3605
7/13/19 3:15,3695,3575
7/13/19 3:30,3705,3565
7/13/19 3:45,3710,3585
7/13/19 4:00,3720,3605
7/13/19 4:15,3695,3575
7/13/19 4:30,3715,3585
7/13/19 4:45,3715,3575
7/13/19 5:00,3725,3585
7/13/19 5:15,3705,3585
7/13/19 5:30,3660,3550
7/13/19 5:45,3650,3530
7/13/19 6:00,3605,3495
7/13/19 6:15,3600,3480
7/13/19 6:30,3605,3525
7/13/19 6:45,3625,3500
7/13/19 7:00,3580,3495
7/13/19 7:15,3550,3440
7/13/19 7:30,3450,3345
7/13/19 7:45,3415,3310
7/13/19 8:00,3360,3245
7/13/19 8:15,3245,3170
7/13/19 8:30,3200,3105
7/13/19 8:45,3165,3080
7/13/19 9:00,3105,3040
7/13/19 9:15,3055,2975
7/13/19 9:30,2995,2925
7/13/19 9:45,2945,2880
7/13/19 10:00,2875,2825
7/13/19 10:15,2835,2760
7/13/19 10:30,2790,2735
7/13/19 10:45,2765,2665
7/13/19 11:00,2715,2660
7/13/19 11:15,2670,2615
7/13/19 11:30,2620,2585
7/13/19 11:45,2590,2535
7/13/19 12:00,2565,2465
7/13/19 12:15,2525,2465
7/13/19 12:30,2495,2460
7/13/19 12:45,2445,2400
7/13/19 13:00,2400,2360
7/13/19 13:15,2385,2345
7/13/19 13:30,2315,2305
7/13/19 13:45,2320,2250
7/13/19 14:00,2275,2225
7/13/19 14:15,2260,2225
7/13/19 14:30,2195,2160
7/13/19 14:45,2170,2125
7/13/19 15:00,2145,2110
7/13/19 15:15,2140,2095
7/13/19 15:30,2135,2090
7/13/19 15:45,2110,2090
7/13/19 16:00,2105,2075
7/13/19 16:15,2130,2105
7/13/19 16:30,2120,2075
7/13/19 16:45,2135,2095
7/13/19 17:00,2150,2110
7/13/19 17:15,2205,2125
7/13/19 17:30,2225,2180
7/13/19 17:45,2245,2210
7/13/19 18:00,2340,2270
7/13/19 18:15,2370,2315
7/13/19 18:30,2420,2355
7/13/19 18:45,2480,2425
7/13/19 19:00,2550,2480
7/13/19 19:15,2595,2515
7/13/19 19:30,2645,2590
7/13/19 19:45,2700,2625
7/13/19 20:00,2745,2665
7/13/19 20:15,2790,2695
7/13/19 20:30,2835,2735
7/13/19 20:45,2850,2795
7/13/19 21:00,2870,2790
7/13/19 21:15,2910,2830
7/13/19 21:30,2935,2850
7/13/19 21:45,2935,2850
7/13/19 22:00,2985,2895
7/13/19 22:15,3030,2900
7/13/19 22:30,3035,2950
7/13/19 22:45,3075,2945
7/13/19 23:00,3095,2985
7/13/19 23:15,3125,3000
7/13/19 23:30,3145,3025
7/13/19 23:45,3145,3015
7/14/19 0:00,3155,3055
7/14/19 0:15,3145,3050
7/14/19 0:30,3150,3030
7/14/19 0:45,3145,3050
7/14/19 1:00,3130,3030
7/14/19 1:15,3110,3000
7/14/19 1:30,3105,3015
7/14/19 1:45,3115,3020
7/14/19 2:00,3140,3010
7/14/19 2:15,3135,3040
7/14/19 2:30,3160,3080
7/14/19 2:45,3200,3090
7/14/19 3:00,3170,3075
7/14/19 3:15,3195,3115
7/14/19 3:30,3210,3115
7/14/19 3:45,3180,3080
7/14/19 4:00,3175,3075
7/14/19 4:15,3160,3035
7/14/19 4:30,3105,3020
7/14/19 4:45,3125,3040
7/14/19 5:00,3075,3015
7/14/19 5:15,3085,2980
7/14/19 5:30,3070,3025
7/14/19 5:45,3080,3005
7/14/19 6:00,3075,3050
7/14/19 6:15,3105,3030
7/14/19 6:30,3075,3000
7/14/19 6:45,3070,2995
7/14/19 7:00,3080,3000
7/14/19 7:15,3070,2980
7/14/19 7:30,3030,2980
7/14/19 7:45,2970,2930
7/14/19 8:00,2785,2725
7/14/19 8:15,2615,2565
7/14/19 8:30,2530,2470
7/14/19 8:45,2465,2435
7/14/19 9:00,2375,2335
7/14/19 9:15,2305,2285
7/14/19 9:30,2230,2225
7/14/19 9:45,2190,2145
7/14/19 10:00,2115,2115
7/14/19 10:15,2030,2005
7/14/19 10:30,1920,1935
7/14/19 10:45,1895,1870
7/14/19 11:00,1865,1830
7/14/19 11:15,1760,1745
7/14/19 11:30,1660,1650
7/14/19 11:45,1560,1565
7/14/19 12:00,1535,1560
7/14/19 12:15,1510,1515
7/14/19 12:30,1410,1440
7/14/19 12:45,1375,1395
7/14/19 13:00,1315,1325
7/14/19 13:15,1245,1250
7/14/19 13:30,1185,1225
7/14/19 13:45,1170,1210
7/14/19 14:00,1185,1190
7/14/19 14:15,1185,1200
7/14/19 14:30,1190,1210
7/14/19 14:45,1185,1210
7/14/19 15:00,1180,1200
7/14/19 15:15,1170,1205
7/14/19 15:30,1160,1185
7/14/19 15:45,1175,1180
7/14/19 16:00,1160,1195
7/14/19 16:15,1165,1175
7/14/19 16:30,1165,1190
7/14/19 16:45,1185,1185
7/14/19 17:00,1200,1195
7/14/19 17:15,1225,1235
7/14/19 17:30,1215,1260
7/14/19 17:45,1255,1260
7/14/19 18:00,1260,1260
7/14/19 18:15,1285,1300
7/14/19 18:30,1340,1360
7/14/19 18:45,1375,1385
7/14/19 19:00,1430,1435
7/14/19 19:15,1475,1455
7/14/19 19:30,1480,1490
7/14/19 19:45,1525,1520
7/14/19 20:00,1545,1560
7/14/19 20:15,1565,1575
7/14/19 20:30,1600,1605
7/14/19 20:45,1630,1630
7/14/19 21:00,1670,1680
7/14/19 21:15,1665,1685
7/14/19 21:30,1700,1705
7/14/19 21:45,1705,1695
7/14/19 22:00,1685,1715
7/14/19 22:15,1720,1730
7/14/19 22:30,1740,1750
7/14/19 22:45,1720,1760
7/14/19 23:00,1750,1785
7/14/19 23:15,1735,1780
7/14/19 23:30,1780,1790
7/14/19 23:45,1790,1795
7/15/19 0:00,1795,1790
7/15/19 0:15,1805,1820
7/15/19 0:30,1835,1835
7/15/19 0:45,1805,1825
7/15/19 1:00,1800,1790
7/15/19 1:15,1775,1780
7/15/19 1:30,1800,1805
7/15/19 1:45,1840,1840
7/15/19 2:00,1820,1860
7/15/19 2:15,1805,1810
7/15/19 2:30,1805,1835
7/15/19 2:45,1820,1825
7/15/19 3:00,1855,1850
7/15/19 3:15,1800,1815
7/15/19 3:30,1750,1770
7/15/19 3:45,1795,1785
7/15/19 4:00,1800,1800
7/15/19 4:15,1795,1800
7/15/19 4:30,1800,1810
7/15/19 4:45,1805,1845
7/15/19 5:00,1800,1820
7/15/19 5:15,1795,1830
7/15/19 5:30,1780,1815
7/15/19 5:45,1755,1810
7/15/19 6:00,1755,1800
7/15/19 6:15,1775,1800
7/15/19 6:30,1770,1810
7/15/19 6:45,1755,1780
7/15/19 7:00,1725,1785
7/15/19 7:15,1695,1760
7/15/19 7:30,1675,1700
7/15/19 7:45,1650,1690
7/15/19 8:00,1610,1670
7/15/19 8:15,1560,1595
7/15/19 8:30,1515,1570
7/15/19 8:45,1505,1530
7/15/19 9:00,1445,1520
7/15/19 9:15,1445,1480
7/15/19 9:30,1410,1450
7/15/19 9:45,1360,1410
7/15/19 10:00,1310,1375
7/15/19 10:15,1230,1275
7/15/19 10:30,1175,1230
7/15/19 10:45,1140,1190
7/15/19 11:00,1125,1180
7/15/19 11:15,1140,1170
7/15/19 11:30,1135,1170
7/15/19 11:45,1100,1120
7/15/19 12:00,1075,1110
7/15/19 12:15,1070,1105
7/15/19 12:30,1055,1080
7/15/19 12:45,1030,1070
7/15/19 13:00,975,995
7/15/19 13:15,950,965
7/15/19 13:30,935,955
7/15/19 13:45,930,960
7/15/19 14:00,920,945
7/15/19 14:15,935,945
7/15/19 14:30,905,950
7/15/19 14:45,905,935
7/15/19 15:00,905,935
7/15/19 15:15,910,930
7/15/19 15:30,900,920
7/15/19 15:45,890,905
7/15/19 16:00,885,900
7/15/19 16:15,885,915
7/15/19 16:30,895,910
7/15/19 16:45,885,930
7/15/19 17:00,890,930
7/15/19 17:15,910,930
7/15/19 17:30,945,955
7/15/19 17:45,965,985
7/15/19 18:00,990,1005
7/15/19 18:15,1005,1045
7/15/19 18:30,1065,1080
7/15/19 18:45,1120,1135
7/15/19 19:00,1160,1180
7/15/19 19:15,1210,1235
7/15/19 19:30,1245,1265
7/15/19 19:45,1310,1315
7/15/19 20:00,1340,1350
7/15/19 20:15,1370,1385
7/15/19 20:30,1400,1430
7/15/19 20:45,1435,1450
7/15/19 21:00,1470,1475
7/15/19 21:15,1490,1525
7/15/19 21:30,1520,1545
7/15/19 21:45,1545,1565
7/15/19 22:00,1565,1575
7/15/19 22:15,1600,1595
7/15/19 22:30,1600,1605
7/15/19 22:45,1630,1630
7/15/19 23:00,1645,1645
7/15/19 23:15,1665,1660
7/15/19 23:30,1660,1680
7/15/19 23:45,1700,1700
7/16/19 0:00,1715,1695
7/16/19 0:15,1735,1710
7/16/19 0:30,1735,1730
7/16/19 0:45,1745,1745
7/16/19 1:00,1765,1765
7/16/19 1:15,1755,1775
7/16/19 1:30,1760,1765
7/16/19 1:45,1760,1770
7/16/19 2:00,1780,1770
7/16/19 2:15,1790,1790
7/16/19 2:30,1790,1800
7/16/19 2:45,1810,1805
7/16/19 3:00,1810,1815
7/16/19 3:15,1830,1825
7/16/19 3:30,1820,1840
7/16/19 3:45,1830,1840
7/16/19 4:00,1830,1830
7/16/19 4:15,1835,1855
7/16/19 4:30,1845,1850
7/16/19 4:45,1845,1840
7/16/19 5:00,1850,1850
7/16/19 5:15,1855,1850
7/16/19 5:30,1845,1860
7/16/19 5:45,1865,1860
7/16/19 6:00,1850,1855
7/16/19 6:15,1875,1870
7/16/19 6:30,1880,1875
7/16/19 6:45,1885,1875
7/16/19 7:00,1855,1865
7/16/19 7:15,1830,1855
7/16/19 7:30,1820,1825
7/16/19 7:45,1800,1805
