"","CHKnown.Value","CHPicarro","CI","CHCorrected.Avg","Correction","ECUPicarro","CI.1","ECUCorrected.Avg"
"1","-11.09","-12.66","+/- .314","-11.09","-1.57","-26.31","+/-.196","-24.74"
