"Plot Title: EC Logger 2"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636127, SEN S/N: 20636127)","Temp, °C (LGR S/N: 20636127, SEN S/N: 20636127)","Coupler Detached (LGR S/N: 20636127)","Coupler Attached (LGR S/N: 20636127)","Host Connected (LGR S/N: 20636127)","Stopped (LGR S/N: 20636127)","End Of File (LGR S/N: 20636127)"
1302,07/15/19 11:51:02 AM,7.4,5.72,,,,,
1303,07/15/19 11:51:03 AM,7.4,5.72,,,,,
1304,07/15/19 11:51:04 AM,7.4,5.74,,,,,
1305,07/15/19 11:51:05 AM,7.4,5.74,,,,,
1306,07/15/19 11:51:06 AM,7.4,5.74,,,,,
1307,07/15/19 11:51:07 AM,7.4,5.74,,,,,
1308,07/15/19 11:51:08 AM,7.4,5.74,,,,,
1309,07/15/19 11:51:09 AM,7.4,5.74,,,,,
1310,07/15/19 11:51:10 AM,7.4,5.74,,,,,
1311,07/15/19 11:51:11 AM,7.4,5.72,,,,,
1312,07/15/19 11:51:12 AM,6.7,5.74,,,,,
1313,07/15/19 11:51:13 AM,6.7,5.74,,,,,
1314,07/15/19 11:51:14 AM,7.4,5.74,,,,,
1315,07/15/19 11:51:15 AM,7.8,5.75,,,,,
1316,07/15/19 11:51:16 AM,7.4,5.75,,,,,
1317,07/15/19 11:51:17 AM,6.7,5.74,,,,,
1318,07/15/19 11:51:18 AM,7.8,5.74,,,,,
1319,07/15/19 11:51:19 AM,7.4,5.74,,,,,
1320,07/15/19 11:51:20 AM,7.4,5.72,,,,,
1321,07/15/19 11:51:21 AM,7.4,5.74,,,,,
1322,07/15/19 11:51:22 AM,7.4,5.75,,,,,
1323,07/15/19 11:51:23 AM,7.4,5.74,,,,,
1324,07/15/19 11:51:24 AM,7.4,5.74,,,,,
1325,07/15/19 11:51:25 AM,7.4,5.74,,,,,
1326,07/15/19 11:51:26 AM,7.8,5.74,,,,,
1327,07/15/19 11:51:27 AM,7.8,5.75,,,,,
1328,07/15/19 11:51:28 AM,7.8,5.74,,,,,
1329,07/15/19 11:51:29 AM,7.4,5.74,,,,,
1330,07/15/19 11:51:30 AM,7.8,5.74,,,,,
1331,07/15/19 11:51:31 AM,7.4,5.74,,,,,
1332,07/15/19 11:51:32 AM,7.4,5.75,,,,,
1333,07/15/19 11:51:33 AM,6.7,5.75,,,,,
1334,07/15/19 11:51:34 AM,6.7,5.74,,,,,
1335,07/15/19 11:51:35 AM,7.4,5.75,,,,,
1336,07/15/19 11:51:36 AM,7.4,5.74,,,,,
1337,07/15/19 11:51:37 AM,7.4,5.75,,,,,
1338,07/15/19 11:51:38 AM,7.4,5.75,,,,,
1339,07/15/19 11:51:39 AM,7.4,5.75,,,,,
1340,07/15/19 11:51:40 AM,7.8,5.74,,,,,
1341,07/15/19 11:51:41 AM,7.4,5.76,,,,,
1342,07/15/19 11:51:42 AM,7.4,5.74,,,,,
1343,07/15/19 11:51:43 AM,7.8,5.75,,,,,
1344,07/15/19 11:51:44 AM,7.8,5.75,,,,,
1345,07/15/19 11:51:45 AM,7.0,5.75,,,,,
1346,07/15/19 11:51:46 AM,7.4,5.75,,,,,
1347,07/15/19 11:51:47 AM,6.7,5.75,,,,,
1348,07/15/19 11:51:48 AM,6.7,5.75,,,,,
1349,07/15/19 11:51:49 AM,7.4,5.76,,,,,
1350,07/15/19 11:51:50 AM,7.4,5.75,,,,,
1351,07/15/19 11:51:51 AM,7.4,5.75,,,,,
1352,07/15/19 11:51:52 AM,7.8,5.75,,,,,
1353,07/15/19 11:51:53 AM,7.4,5.75,,,,,
1354,07/15/19 11:51:54 AM,6.7,5.75,,,,,
1355,07/15/19 11:51:55 AM,7.4,5.75,,,,,
1356,07/15/19 11:51:56 AM,7.4,5.75,,,,,
1357,07/15/19 11:51:57 AM,7.4,5.75,,,,,
1358,07/15/19 11:51:58 AM,7.4,5.75,,,,,
1359,07/15/19 11:51:59 AM,7.4,5.75,,,,,
1360,07/15/19 11:52:00 AM,7.4,5.76,,,,,
1361,07/15/19 11:52:01 AM,7.4,5.76,,,,,
1362,07/15/19 11:52:02 AM,6.7,5.75,,,,,
1363,07/15/19 11:52:03 AM,6.7,5.76,,,,,
1364,07/15/19 11:52:04 AM,7.4,5.75,,,,,
1365,07/15/19 11:52:05 AM,7.4,5.75,,,,,
1366,07/15/19 11:52:06 AM,7.4,5.75,,,,,
1367,07/15/19 11:52:07 AM,6.7,5.75,,,,,
1368,07/15/19 11:52:08 AM,7.8,5.75,,,,,
1369,07/15/19 11:52:09 AM,7.4,5.76,,,,,
1370,07/15/19 11:52:10 AM,7.4,5.76,,,,,
1371,07/15/19 11:52:11 AM,7.4,5.76,,,,,
1372,07/15/19 11:52:12 AM,7.4,5.76,,,,,
1373,07/15/19 11:52:13 AM,6.7,5.75,,,,,
1374,07/15/19 11:52:14 AM,7.4,5.76,,,,,
1375,07/15/19 11:52:15 AM,7.0,5.76,,,,,
1376,07/15/19 11:52:16 AM,7.4,5.76,,,,,
1377,07/15/19 11:52:17 AM,7.4,5.75,,,,,
1378,07/15/19 11:52:18 AM,7.4,5.75,,,,,
1379,07/15/19 11:52:19 AM,7.4,5.78,,,,,
1380,07/15/19 11:52:20 AM,6.7,5.76,,,,,
1381,07/15/19 11:52:21 AM,7.4,5.75,,,,,
1382,07/15/19 11:52:22 AM,7.4,5.76,,,,,
1383,07/15/19 11:52:23 AM,6.7,5.78,,,,,
1384,07/15/19 11:52:24 AM,6.7,5.75,,,,,
1385,07/15/19 11:52:25 AM,7.4,5.75,,,,,
1386,07/15/19 11:52:26 AM,7.4,5.76,,,,,
1387,07/15/19 11:52:27 AM,6.7,5.76,,,,,
1388,07/15/19 11:52:28 AM,7.4,5.78,,,,,
1389,07/15/19 11:52:29 AM,6.7,5.76,,,,,
1390,07/15/19 11:52:30 AM,7.4,5.76,,,,,
1391,07/15/19 11:52:31 AM,6.7,5.76,,,,,
1392,07/15/19 11:52:32 AM,7.4,5.78,,,,,
1393,07/15/19 11:52:33 AM,7.4,5.76,,,,,
1394,07/15/19 11:52:34 AM,7.8,5.76,,,,,
1395,07/15/19 11:52:35 AM,7.4,5.76,,,,,
1396,07/15/19 11:52:36 AM,7.4,5.76,,,,,
1397,07/15/19 11:52:37 AM,7.4,5.76,,,,,
1398,07/15/19 11:52:38 AM,7.4,5.76,,,,,
1399,07/15/19 11:52:39 AM,7.8,5.76,,,,,
1400,07/15/19 11:52:40 AM,7.4,5.76,,,,,
1401,07/15/19 11:52:41 AM,7.4,5.76,,,,,
1402,07/15/19 11:52:42 AM,7.4,5.78,,,,,
1403,07/15/19 11:52:43 AM,7.4,5.76,,,,,
1404,07/15/19 11:52:44 AM,7.8,5.78,,,,,
1405,07/15/19 11:52:45 AM,7.4,5.78,,,,,
1406,07/15/19 11:52:46 AM,7.4,5.78,,,,,
1407,07/15/19 11:52:47 AM,7.4,5.76,,,,,
1408,07/15/19 11:52:48 AM,7.4,5.78,,,,,
1409,07/15/19 11:52:49 AM,7.4,5.79,,,,,
1410,07/15/19 11:52:50 AM,7.8,5.78,,,,,
1411,07/15/19 11:52:51 AM,7.4,5.78,,,,,
1412,07/15/19 11:52:52 AM,7.4,5.78,,,,,
1413,07/15/19 11:52:53 AM,7.4,5.76,,,,,
1414,07/15/19 11:52:54 AM,6.7,5.78,,,,,
1415,07/15/19 11:52:55 AM,7.4,5.76,,,,,
1416,07/15/19 11:52:56 AM,7.4,5.76,,,,,
1417,07/15/19 11:52:57 AM,7.4,5.76,,,,,
1418,07/15/19 11:52:58 AM,7.4,5.76,,,,,
1419,07/15/19 11:52:59 AM,7.8,5.78,,,,,
1420,07/15/19 11:53:00 AM,7.4,5.78,,,,,
1421,07/15/19 11:53:01 AM,7.4,5.78,,,,,
1422,07/15/19 11:53:02 AM,7.4,5.76,,,,,
1423,07/15/19 11:53:03 AM,7.4,5.78,,,,,
1424,07/15/19 11:53:04 AM,7.4,5.78,,,,,
1425,07/15/19 11:53:05 AM,7.4,5.79,,,,,
1426,07/15/19 11:53:06 AM,7.4,5.78,,,,,
1427,07/15/19 11:53:07 AM,7.4,5.78,,,,,
1428,07/15/19 11:53:08 AM,7.4,5.78,,,,,
1429,07/15/19 11:53:09 AM,7.4,5.78,,,,,
1430,07/15/19 11:53:10 AM,7.4,5.78,,,,,
1431,07/15/19 11:53:11 AM,7.4,5.79,,,,,
1432,07/15/19 11:53:12 AM,7.4,5.78,,,,,
1433,07/15/19 11:53:13 AM,7.4,5.78,,,,,
1434,07/15/19 11:53:14 AM,7.4,5.76,,,,,
1435,07/15/19 11:53:15 AM,7.4,5.79,,,,,
1436,07/15/19 11:53:16 AM,7.4,5.78,,,,,
1437,07/15/19 11:53:17 AM,7.4,5.78,,,,,
1438,07/15/19 11:53:18 AM,6.7,5.79,,,,,
1439,07/15/19 11:53:19 AM,7.4,5.79,,,,,
1440,07/15/19 11:53:20 AM,7.4,5.78,,,,,
1441,07/15/19 11:53:21 AM,7.4,5.79,,,,,
1442,07/15/19 11:53:22 AM,7.4,5.79,,,,,
1443,07/15/19 11:53:23 AM,7.4,5.78,,,,,
1444,07/15/19 11:53:24 AM,7.4,5.82,,,,,
1445,07/15/19 11:53:25 AM,7.4,5.78,,,,,
1446,07/15/19 11:53:26 AM,7.4,5.78,,,,,
1447,07/15/19 11:53:27 AM,7.4,5.78,,,,,
1448,07/15/19 11:53:28 AM,7.8,5.79,,,,,
1449,07/15/19 11:53:29 AM,7.4,5.76,,,,,
1450,07/15/19 11:53:30 AM,7.4,5.79,,,,,
1451,07/15/19 11:53:31 AM,6.7,5.79,,,,,
1452,07/15/19 11:53:32 AM,7.4,5.78,,,,,
1453,07/15/19 11:53:33 AM,7.4,5.79,,,,,
1454,07/15/19 11:53:34 AM,7.4,5.78,,,,,
1455,07/15/19 11:53:35 AM,7.4,5.78,,,,,
1456,07/15/19 11:53:36 AM,6.7,5.79,,,,,
1457,07/15/19 11:53:37 AM,7.4,5.80,,,,,
1458,07/15/19 11:53:38 AM,7.4,5.76,,,,,
1459,07/15/19 11:53:39 AM,7.4,5.79,,,,,
1460,07/15/19 11:53:40 AM,7.4,5.79,,,,,
1461,07/15/19 11:53:41 AM,7.4,5.78,,,,,
1462,07/15/19 11:53:42 AM,7.4,5.79,,,,,
1463,07/15/19 11:53:43 AM,7.4,5.79,,,,,
1464,07/15/19 11:53:44 AM,7.4,5.79,,,,,
1465,07/15/19 11:53:45 AM,7.4,5.79,,,,,
1466,07/15/19 11:53:46 AM,7.4,5.79,,,,,
1467,07/15/19 11:53:47 AM,7.4,5.79,,,,,
1468,07/15/19 11:53:48 AM,7.4,5.78,,,,,
1469,07/15/19 11:53:49 AM,7.4,5.78,,,,,
1470,07/15/19 11:53:50 AM,7.4,5.78,,,,,
1471,07/15/19 11:53:51 AM,6.7,5.79,,,,,
1472,07/15/19 11:53:52 AM,7.4,5.79,,,,,
1473,07/15/19 11:53:53 AM,7.8,5.79,,,,,
1474,07/15/19 11:53:54 AM,7.4,5.78,,,,,
1475,07/15/19 11:53:55 AM,6.7,5.79,,,,,
1476,07/15/19 11:53:56 AM,6.7,5.79,,,,,
1477,07/15/19 11:53:57 AM,7.4,5.79,,,,,
1478,07/15/19 11:53:58 AM,7.4,5.79,,,,,
1479,07/15/19 11:53:59 AM,7.4,5.78,,,,,
1480,07/15/19 11:54:00 AM,7.4,5.79,,,,,
1481,07/15/19 11:54:01 AM,7.4,5.79,,,,,
1482,07/15/19 11:54:02 AM,7.4,5.79,,,,,
1483,07/15/19 11:54:03 AM,7.4,5.79,,,,,
1484,07/15/19 11:54:04 AM,7.4,5.79,,,,,
1485,07/15/19 11:54:05 AM,6.7,5.79,,,,,
1486,07/15/19 11:54:06 AM,7.4,5.80,,,,,
1487,07/15/19 11:54:07 AM,7.4,5.79,,,,,
1488,07/15/19 11:54:08 AM,7.0,5.79,,,,,
1489,07/15/19 11:54:09 AM,6.7,5.79,,,,,
1490,07/15/19 11:54:10 AM,7.4,5.79,,,,,
1491,07/15/19 11:54:11 AM,7.4,5.79,,,,,
1492,07/15/19 11:54:12 AM,7.4,5.79,,,,,
1493,07/15/19 11:54:13 AM,6.7,5.79,,,,,
1494,07/15/19 11:54:14 AM,7.4,5.79,,,,,
1495,07/15/19 11:54:15 AM,7.4,5.80,,,,,
1496,07/15/19 11:54:16 AM,6.7,5.79,,,,,
1497,07/15/19 11:54:17 AM,7.4,5.80,,,,,
1498,07/15/19 11:54:18 AM,7.4,5.79,,,,,
1499,07/15/19 11:54:19 AM,7.4,5.79,,,,,
1500,07/15/19 11:54:20 AM,7.4,5.79,,,,,
1501,07/15/19 11:54:21 AM,7.4,5.80,,,,,
1502,07/15/19 11:54:22 AM,7.4,5.79,,,,,
1503,07/15/19 11:54:23 AM,7.8,5.80,,,,,
1504,07/15/19 11:54:24 AM,7.4,5.79,,,,,
1505,07/15/19 11:54:25 AM,7.4,5.79,,,,,
1506,07/15/19 11:54:26 AM,7.4,5.79,,,,,
1507,07/15/19 11:54:27 AM,7.4,5.79,,,,,
1508,07/15/19 11:54:28 AM,6.7,5.79,,,,,
1509,07/15/19 11:54:29 AM,7.4,5.79,,,,,
1510,07/15/19 11:54:30 AM,7.4,5.80,,,,,
1511,07/15/19 11:54:31 AM,7.4,5.79,,,,,
1512,07/15/19 11:54:32 AM,6.7,5.79,,,,,
1513,07/15/19 11:54:33 AM,7.4,5.79,,,,,
1514,07/15/19 11:54:34 AM,7.4,5.79,,,,,
1515,07/15/19 11:54:35 AM,7.4,5.80,,,,,
1516,07/15/19 11:54:36 AM,6.7,5.79,,,,,
1517,07/15/19 11:54:37 AM,7.4,5.79,,,,,
1518,07/15/19 11:54:38 AM,7.4,5.78,,,,,
1519,07/15/19 11:54:39 AM,7.8,5.79,,,,,
1520,07/15/19 11:54:40 AM,7.4,5.79,,,,,
1521,07/15/19 11:54:41 AM,7.4,5.79,,,,,
1522,07/15/19 11:54:42 AM,7.0,5.79,,,,,
1523,07/15/19 11:54:43 AM,7.4,5.78,,,,,
1524,07/15/19 11:54:44 AM,7.4,5.79,,,,,
1525,07/15/19 11:54:45 AM,7.4,5.79,,,,,
1526,07/15/19 11:54:46 AM,7.4,5.79,,,,,
1527,07/15/19 11:54:47 AM,7.4,5.79,,,,,
1528,07/15/19 11:54:48 AM,7.4,5.79,,,,,
1529,07/15/19 11:54:49 AM,7.4,5.79,,,,,
1530,07/15/19 11:54:50 AM,6.7,5.79,,,,,
1531,07/15/19 11:54:51 AM,7.4,5.79,,,,,
1532,07/15/19 11:54:52 AM,7.4,5.79,,,,,
1533,07/15/19 11:54:53 AM,7.4,5.83,,,,,
1534,07/15/19 11:54:54 AM,7.4,5.79,,,,,
1535,07/15/19 11:54:55 AM,7.4,5.79,,,,,
1536,07/15/19 11:54:56 AM,6.7,5.79,,,,,
1537,07/15/19 11:54:57 AM,7.4,5.83,,,,,
1538,07/15/19 11:54:58 AM,6.7,5.80,,,,,
1539,07/15/19 11:54:59 AM,7.4,5.79,,,,,
1540,07/15/19 11:55:00 AM,7.4,5.79,,,,,
1541,07/15/19 11:55:01 AM,7.8,5.80,,,,,
1542,07/15/19 11:55:02 AM,7.4,5.79,,,,,
1543,07/15/19 11:55:03 AM,7.4,5.79,,,,,
1544,07/15/19 11:55:04 AM,7.8,5.79,,,,,
1545,07/15/19 11:55:05 AM,6.7,5.79,,,,,
1546,07/15/19 11:55:06 AM,7.4,5.79,,,,,
1547,07/15/19 11:55:07 AM,7.4,5.79,,,,,
1548,07/15/19 11:55:08 AM,7.4,5.79,,,,,
1549,07/15/19 11:55:09 AM,7.4,5.79,,,,,
1550,07/15/19 11:55:10 AM,7.4,5.79,,,,,
1551,07/15/19 11:55:11 AM,7.4,5.79,,,,,
1552,07/15/19 11:55:12 AM,7.4,5.80,,,,,
1553,07/15/19 11:55:13 AM,6.7,5.79,,,,,
1554,07/15/19 11:55:14 AM,7.4,5.83,,,,,
1555,07/15/19 11:55:15 AM,7.4,5.79,,,,,
1556,07/15/19 11:55:16 AM,7.4,5.80,,,,,
1557,07/15/19 11:55:17 AM,7.4,5.79,,,,,
1558,07/15/19 11:55:18 AM,7.4,5.82,,,,,
1559,07/15/19 11:55:19 AM,7.4,5.79,,,,,
1560,07/15/19 11:55:20 AM,7.4,5.80,,,,,
1561,07/15/19 11:55:21 AM,7.4,5.80,,,,,
1562,07/15/19 11:55:22 AM,7.4,5.79,,,,,
1563,07/15/19 11:55:23 AM,7.4,5.80,,,,,
1564,07/15/19 11:55:24 AM,7.8,5.79,,,,,
1565,07/15/19 11:55:25 AM,7.4,5.82,,,,,
1566,07/15/19 11:55:26 AM,7.4,5.80,,,,,
1567,07/15/19 11:55:27 AM,7.4,5.80,,,,,
1568,07/15/19 11:55:28 AM,6.7,5.79,,,,,
1569,07/15/19 11:55:29 AM,7.0,5.80,,,,,
1570,07/15/19 11:55:30 AM,7.4,5.80,,,,,
1571,07/15/19 11:55:31 AM,7.4,5.80,,,,,
1572,07/15/19 11:55:32 AM,7.4,5.80,,,,,
1573,07/15/19 11:55:33 AM,7.4,5.82,,,,,
1574,07/15/19 11:55:34 AM,7.4,5.79,,,,,
1575,07/15/19 11:55:35 AM,7.4,5.83,,,,,
1576,07/15/19 11:55:36 AM,6.7,5.80,,,,,
1577,07/15/19 11:55:37 AM,6.7,5.80,,,,,
1578,07/15/19 11:55:38 AM,7.4,5.79,,,,,
1579,07/15/19 11:55:39 AM,7.4,5.80,,,,,
1580,07/15/19 11:55:40 AM,7.4,5.79,,,,,
1581,07/15/19 11:55:41 AM,7.0,5.80,,,,,
1582,07/15/19 11:55:42 AM,7.4,5.80,,,,,
1583,07/15/19 11:55:43 AM,7.8,5.80,,,,,
1584,07/15/19 11:55:44 AM,7.8,5.80,,,,,
1585,07/15/19 11:55:45 AM,7.4,5.80,,,,,
1586,07/15/19 11:55:46 AM,7.4,5.80,,,,,
1587,07/15/19 11:55:47 AM,7.4,5.80,,,,,
1588,07/15/19 11:55:48 AM,7.4,5.80,,,,,
1589,07/15/19 11:55:49 AM,7.4,5.80,,,,,
1590,07/15/19 11:55:50 AM,7.4,5.79,,,,,
1591,07/15/19 11:55:51 AM,7.4,5.80,,,,,
1592,07/15/19 11:55:52 AM,7.8,5.80,,,,,
1593,07/15/19 11:55:53 AM,7.4,5.80,,,,,
1594,07/15/19 11:55:54 AM,7.4,5.80,,,,,
1595,07/15/19 11:55:55 AM,7.4,5.80,,,,,
1596,07/15/19 11:55:56 AM,6.7,5.79,,,,,
1597,07/15/19 11:55:57 AM,7.4,5.80,,,,,
1598,07/15/19 11:55:58 AM,7.4,5.80,,,,,
1599,07/15/19 11:55:59 AM,7.4,5.80,,,,,
1600,07/15/19 11:56:00 AM,7.4,5.80,,,,,
1601,07/15/19 11:56:01 AM,7.4,5.79,,,,,
1602,07/15/19 11:56:02 AM,7.4,5.80,,,,,
1603,07/15/19 11:56:03 AM,7.4,5.80,,,,,
1604,07/15/19 11:56:04 AM,7.4,5.80,,,,,
1605,07/15/19 11:56:05 AM,7.4,5.80,,,,,
1606,07/15/19 11:56:06 AM,7.4,5.79,,,,,
1607,07/15/19 11:56:07 AM,7.4,5.80,,,,,
1608,07/15/19 11:56:08 AM,6.7,5.80,,,,,
1609,07/15/19 11:56:09 AM,7.4,5.80,,,,,
1610,07/15/19 11:56:10 AM,7.4,5.80,,,,,
1611,07/15/19 11:56:11 AM,7.4,5.80,,,,,
1612,07/15/19 11:56:12 AM,7.8,5.83,,,,,
1613,07/15/19 11:56:13 AM,7.4,5.80,,,,,
1614,07/15/19 11:56:14 AM,7.8,5.80,,,,,
1615,07/15/19 11:56:15 AM,7.4,5.80,,,,,
1616,07/15/19 11:56:16 AM,6.7,5.80,,,,,
1617,07/15/19 11:56:17 AM,7.4,5.82,,,,,
1618,07/15/19 11:56:18 AM,7.4,5.80,,,,,
1619,07/15/19 11:56:19 AM,7.4,5.82,,,,,
1620,07/15/19 11:56:20 AM,7.4,5.82,,,,,
1621,07/15/19 11:56:21 AM,7.4,5.82,,,,,
1622,07/15/19 11:56:22 AM,6.7,5.80,,,,,
1623,07/15/19 11:56:23 AM,7.4,5.82,,,,,
1624,07/15/19 11:56:24 AM,6.7,5.82,,,,,
1625,07/15/19 11:56:25 AM,7.4,5.80,,,,,
1626,07/15/19 11:56:26 AM,7.4,5.80,,,,,
1627,07/15/19 11:56:27 AM,7.4,5.82,,,,,
1628,07/15/19 11:56:28 AM,7.4,5.80,,,,,
1629,07/15/19 11:56:29 AM,7.4,5.84,,,,,
1630,07/15/19 11:56:30 AM,7.4,5.80,,,,,
1631,07/15/19 11:56:31 AM,7.4,5.82,,,,,
1632,07/15/19 11:56:32 AM,7.4,5.80,,,,,
1633,07/15/19 11:56:33 AM,6.7,5.82,,,,,
1634,07/15/19 11:56:34 AM,7.4,5.84,,,,,
1635,07/15/19 11:56:35 AM,7.4,5.80,,,,,
1636,07/15/19 11:56:36 AM,7.4,5.82,,,,,
1637,07/15/19 11:56:37 AM,6.7,5.83,,,,,
1638,07/15/19 11:56:38 AM,7.4,5.82,,,,,
1639,07/15/19 11:56:39 AM,7.4,5.83,,,,,
1640,07/15/19 11:56:40 AM,7.4,5.80,,,,,
1641,07/15/19 11:56:41 AM,7.4,5.80,,,,,
1642,07/15/19 11:56:42 AM,7.4,5.82,,,,,
1643,07/15/19 11:56:43 AM,7.4,5.84,,,,,
1644,07/15/19 11:56:44 AM,7.4,5.82,,,,,
1645,07/15/19 11:56:45 AM,7.4,5.82,,,,,
1646,07/15/19 11:56:46 AM,7.4,5.82,,,,,
1647,07/15/19 11:56:47 AM,7.8,5.84,,,,,
1648,07/15/19 11:56:48 AM,7.4,5.82,,,,,
1649,07/15/19 11:56:49 AM,7.4,5.82,,,,,
1650,07/15/19 11:56:50 AM,7.4,5.82,,,,,
1651,07/15/19 11:56:51 AM,7.4,5.80,,,,,
1652,07/15/19 11:56:52 AM,7.4,5.82,,,,,
1653,07/15/19 11:56:53 AM,7.4,5.83,,,,,
1654,07/15/19 11:56:54 AM,7.4,5.82,,,,,
1655,07/15/19 11:56:55 AM,7.4,5.82,,,,,
1656,07/15/19 11:56:56 AM,7.4,5.82,,,,,
1657,07/15/19 11:56:57 AM,7.4,5.82,,,,,
1658,07/15/19 11:56:58 AM,7.8,5.82,,,,,
1659,07/15/19 11:56:59 AM,6.7,5.82,,,,,
1660,07/15/19 11:57:00 AM,7.4,5.82,,,,,
1661,07/15/19 11:57:01 AM,7.4,5.82,,,,,
1662,07/15/19 11:57:02 AM,7.8,5.82,,,,,
1663,07/15/19 11:57:03 AM,6.7,5.82,,,,,
1664,07/15/19 11:57:04 AM,7.8,5.82,,,,,
1665,07/15/19 11:57:05 AM,7.4,5.80,,,,,
1666,07/15/19 11:57:06 AM,7.4,5.82,,,,,
1667,07/15/19 11:57:07 AM,7.0,5.82,,,,,
1668,07/15/19 11:57:08 AM,7.4,5.82,,,,,
1669,07/15/19 11:57:09 AM,7.4,5.82,,,,,
1670,07/15/19 11:57:10 AM,6.7,5.82,,,,,
1671,07/15/19 11:57:11 AM,7.4,5.83,,,,,
1672,07/15/19 11:57:12 AM,7.4,5.82,,,,,
1673,07/15/19 11:57:13 AM,6.7,5.82,,,,,
1674,07/15/19 11:57:14 AM,7.4,5.82,,,,,
1675,07/15/19 11:57:15 AM,7.4,5.82,,,,,
1676,07/15/19 11:57:16 AM,7.4,5.82,,,,,
1677,07/15/19 11:57:17 AM,7.4,5.83,,,,,
1678,07/15/19 11:57:18 AM,7.4,5.82,,,,,
1679,07/15/19 11:57:19 AM,7.4,5.83,,,,,
1680,07/15/19 11:57:20 AM,6.7,5.83,,,,,
1681,07/15/19 11:57:21 AM,7.4,5.82,,,,,
1682,07/15/19 11:57:22 AM,6.7,5.82,,,,,
1683,07/15/19 11:57:23 AM,7.4,5.82,,,,,
1684,07/15/19 11:57:24 AM,6.7,5.82,,,,,
1685,07/15/19 11:57:25 AM,7.4,5.82,,,,,
1686,07/15/19 11:57:26 AM,7.4,5.82,,,,,
1687,07/15/19 11:57:27 AM,6.7,5.82,,,,,
1688,07/15/19 11:57:28 AM,7.4,5.82,,,,,
1689,07/15/19 11:57:29 AM,7.4,5.82,,,,,
1690,07/15/19 11:57:30 AM,7.4,5.83,,,,,
1691,07/15/19 11:57:31 AM,7.4,5.82,,,,,
1692,07/15/19 11:57:32 AM,7.4,5.82,,,,,
1693,07/15/19 11:57:33 AM,7.4,5.83,,,,,
1694,07/15/19 11:57:34 AM,7.4,5.82,,,,,
1695,07/15/19 11:57:35 AM,7.4,5.82,,,,,
1696,07/15/19 11:57:36 AM,7.4,5.83,,,,,
1697,07/15/19 11:57:37 AM,7.4,5.83,,,,,
1698,07/15/19 11:57:38 AM,7.4,5.82,,,,,
1699,07/15/19 11:57:39 AM,7.4,5.82,,,,,
1700,07/15/19 11:57:40 AM,7.4,5.82,,,,,
1701,07/15/19 11:57:41 AM,7.4,5.82,,,,,
1702,07/15/19 11:57:42 AM,7.4,5.82,,,,,
1703,07/15/19 11:57:43 AM,7.4,5.82,,,,,
1704,07/15/19 11:57:44 AM,7.4,5.82,,,,,
1705,07/15/19 11:57:45 AM,7.4,5.83,,,,,
1706,07/15/19 11:57:46 AM,7.8,5.83,,,,,
1707,07/15/19 11:57:47 AM,6.7,5.82,,,,,
1708,07/15/19 11:57:48 AM,7.4,5.83,,,,,
1709,07/15/19 11:57:49 AM,6.7,5.83,,,,,
1710,07/15/19 11:57:50 AM,7.4,5.82,,,,,
1711,07/15/19 11:57:51 AM,7.4,5.83,,,,,
1712,07/15/19 11:57:52 AM,7.8,5.82,,,,,
1713,07/15/19 11:57:53 AM,7.4,5.83,,,,,
1714,07/15/19 11:57:54 AM,6.7,5.82,,,,,
1715,07/15/19 11:57:55 AM,6.7,5.82,,,,,
1716,07/15/19 11:57:56 AM,7.4,5.83,,,,,
1717,07/15/19 11:57:57 AM,7.4,5.82,,,,,
1718,07/15/19 11:57:58 AM,7.4,5.83,,,,,
1719,07/15/19 11:57:59 AM,7.4,5.83,,,,,
1720,07/15/19 11:58:00 AM,7.4,5.83,,,,,
1721,07/15/19 11:58:01 AM,7.4,5.82,,,,,
1722,07/15/19 11:58:02 AM,7.4,5.82,,,,,
1723,07/15/19 11:58:03 AM,7.4,5.83,,,,,
1724,07/15/19 11:58:04 AM,7.4,5.83,,,,,
1725,07/15/19 11:58:05 AM,7.4,5.83,,,,,
1726,07/15/19 11:58:06 AM,7.8,5.82,,,,,
1727,07/15/19 11:58:07 AM,7.4,5.83,,,,,
1728,07/15/19 11:58:08 AM,7.4,5.84,,,,,
1729,07/15/19 11:58:09 AM,7.4,5.83,,,,,
1730,07/15/19 11:58:10 AM,7.8,5.83,,,,,
1731,07/15/19 11:58:11 AM,7.4,5.82,,,,,
1732,07/15/19 11:58:12 AM,7.4,5.82,,,,,
1733,07/15/19 11:58:13 AM,7.4,5.83,,,,,
1734,07/15/19 11:58:14 AM,7.8,5.82,,,,,
1735,07/15/19 11:58:15 AM,7.4,5.83,,,,,
1736,07/15/19 11:58:16 AM,7.4,5.83,,,,,
1737,07/15/19 11:58:17 AM,7.4,5.83,,,,,
1738,07/15/19 11:58:18 AM,7.4,5.83,,,,,
1739,07/15/19 11:58:19 AM,7.4,5.83,,,,,
1740,07/15/19 11:58:20 AM,7.4,5.83,,,,,
1741,07/15/19 11:58:21 AM,7.4,5.83,,,,,
1742,07/15/19 11:58:22 AM,7.4,5.83,,,,,
1743,07/15/19 11:58:23 AM,6.7,5.83,,,,,
1744,07/15/19 11:58:24 AM,7.4,5.83,,,,,
1745,07/15/19 11:58:25 AM,7.4,5.83,,,,,
1746,07/15/19 11:58:26 AM,7.4,5.83,,,,,
