"Plot Title: EC1"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Specific Conductance, μS/cm (LGR S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","Coupler Attached (LGR S/N: 20636125)","Host Connected (LGR S/N: 20636125)","Stopped (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
111,07/13/19 08:30:00 PM,1.7,5.93,2.7,,,,,
112,07/13/19 08:45:00 PM,-1.6,5.86,-2.6,,,,,
113,07/13/19 09:00:00 PM,1.7,5.71,2.7,,,,,
114,07/13/19 09:15:00 PM,1.7,5.61,2.7,,,,,
115,07/13/19 09:30:00 PM,1.7,5.57,2.7,,,,,
116,07/13/19 09:45:00 PM,1.7,5.51,2.8,,,,,
117,07/13/19 10:00:00 PM,1.7,5.49,2.8,,,,,
118,07/13/19 10:15:00 PM,-1.6,5.49,-2.6,,,,,
119,07/13/19 10:30:00 PM,1.7,5.38,2.8,,,,,
120,07/13/19 10:45:00 PM,1.7,5.30,2.8,,,,,
121,07/13/19 11:00:00 PM,-1.6,5.33,-2.6,,,,,
122,07/13/19 11:15:00 PM,-1.6,5.34,-2.6,,,,,
123,07/13/19 11:30:00 PM,1.7,5.30,2.8,,,,,
124,07/13/19 11:45:00 PM,1.7,4.96,2.8,,,,,
125,07/14/19 12:00:00 AM,1.7,4.91,2.8,,,,,
126,07/14/19 12:15:00 AM,1.7,4.84,2.8,,,,,
127,07/14/19 12:30:00 AM,1.7,4.65,2.8,,,,,
128,07/14/19 12:45:00 AM,1.7,4.68,2.8,,,,,
129,07/14/19 01:00:00 AM,1.7,4.51,2.8,,,,,
130,07/14/19 01:15:00 AM,1.7,4.43,2.8,,,,,
131,07/14/19 01:30:00 AM,1.7,4.35,2.8,,,,,
132,07/14/19 01:45:00 AM,1.7,4.39,2.8,,,,,
133,07/14/19 02:00:00 AM,1.7,4.48,2.8,,,,,
134,07/14/19 02:15:00 AM,1.7,4.68,2.8,,,,,
135,07/14/19 02:30:00 AM,1.7,4.75,2.8,,,,,
136,07/14/19 02:45:00 AM,1.7,4.83,2.8,,,,,
137,07/14/19 03:00:00 AM,1.7,4.72,2.8,,,,,
138,07/14/19 03:15:00 AM,1.7,4.83,2.8,,,,,
139,07/14/19 03:30:00 AM,1.7,4.87,2.8,,,,,
140,07/14/19 03:45:00 AM,1.7,4.88,2.8,,,,,
141,07/14/19 04:00:00 AM,1.7,4.97,2.8,,,,,
142,07/14/19 04:15:00 AM,1.7,5.01,2.8,,,,,
143,07/14/19 04:30:00 AM,1.7,4.98,2.8,,,,,
144,07/14/19 04:45:00 AM,1.7,4.95,2.8,,,,,
145,07/14/19 05:00:00 AM,1.7,4.75,2.8,,,,,
146,07/14/19 05:15:00 AM,1.7,4.77,2.8,,,,,
147,07/14/19 05:30:00 AM,1.7,4.87,2.8,,,,,
148,07/14/19 05:45:00 AM,1.7,4.73,2.8,,,,,
149,07/14/19 06:00:00 AM,1.7,4.71,2.8,,,,,
150,07/14/19 06:15:00 AM,1.7,4.73,2.8,,,,,
151,07/14/19 06:30:00 AM,1.7,4.72,2.8,,,,,
152,07/14/19 06:45:00 AM,1.7,4.83,2.8,,,,,
153,07/14/19 07:00:00 AM,1.7,4.92,2.8,,,,,
154,07/14/19 07:15:00 AM,1.7,5.12,2.8,,,,,
155,07/14/19 07:30:00 AM,1.7,5.20,2.8,,,,,
156,07/14/19 07:45:00 AM,-1.6,5.21,-2.6,,,,,
157,07/14/19 08:00:00 AM,1.7,5.44,2.8,,,,,
158,07/14/19 08:15:00 AM,-1.6,5.53,-2.6,,,,,
159,07/14/19 08:30:00 AM,-1.6,5.83,-2.6,,,,,
160,07/14/19 08:45:00 AM,-1.7,6.04,-2.7,,,,,
161,07/14/19 09:00:00 AM,7.0,6.27,11.1,,,,,
162,07/14/19 09:15:00 AM,7.0,6.19,11.1,,,,,
163,07/14/19 09:30:00 AM,7.0,6.18,11.1,,,,,
164,07/14/19 09:45:00 AM,7.0,6.39,11.1,,,,,
165,07/14/19 10:00:00 AM,6.6,6.47,10.4,,,,,
166,07/14/19 10:15:00 AM,6.6,6.39,10.4,,,,,
167,07/14/19 10:30:00 AM,7.0,6.48,11.0,,,,,
168,07/14/19 10:45:00 AM,7.0,6.72,10.9,,,,,
169,07/14/19 11:00:00 AM,6.6,6.79,10.3,,,,,
170,07/14/19 11:15:00 AM,6.6,6.87,10.3,,,,,
171,07/14/19 11:30:00 AM,6.6,6.89,10.3,,,,,
172,07/14/19 11:45:00 AM,6.6,6.85,10.3,,,,,
173,07/14/19 12:00:00 PM,6.6,7.09,10.2,,,,,
174,07/14/19 12:15:00 PM,6.6,7.22,10.2,,,,,
175,07/14/19 12:30:00 PM,6.6,7.29,10.2,,,,,
176,07/14/19 12:45:00 PM,6.6,7.36,10.1,,,,,
177,07/14/19 01:00:00 PM,6.6,7.33,10.1,,,,,
178,07/14/19 01:15:00 PM,5.8,7.28,8.9,,,,,
179,07/14/19 01:30:00 PM,6.6,7.28,10.2,,,,,
180,07/14/19 01:45:00 PM,5.8,7.25,8.9,,,,,
181,07/14/19 02:00:00 PM,6.6,7.18,10.2,,,,,
182,07/14/19 02:15:00 PM,5.9,7.14,9.1,,,,,
183,07/14/19 02:30:00 PM,6.6,7.10,10.2,,,,,
184,07/14/19 02:45:00 PM,6.6,7.09,10.2,,,,,
185,07/14/19 03:00:00 PM,6.6,7.16,10.2,,,,,
186,07/14/19 03:15:00 PM,6.6,7.17,10.2,,,,,
187,07/14/19 03:30:00 PM,6.6,7.14,10.2,,,,,
188,07/14/19 03:45:00 PM,6.6,7.09,10.2,,,,,
189,07/14/19 04:00:00 PM,6.6,7.04,10.2,,,,,
190,07/14/19 04:15:00 PM,6.6,6.98,10.2,,,,,
191,07/14/19 04:30:00 PM,5.9,6.93,9.2,,,,,
192,07/14/19 04:45:00 PM,6.6,6.91,10.3,,,,,
193,07/14/19 05:00:00 PM,6.6,6.87,10.3,,,,,
194,07/14/19 05:15:00 PM,6.6,6.77,10.3,,,,,
195,07/14/19 05:30:00 PM,6.6,6.72,10.3,,,,,
196,07/14/19 05:45:00 PM,6.6,6.63,10.3,,,,,
197,07/14/19 06:00:00 PM,6.6,6.48,10.4,,,,,
198,07/14/19 06:15:00 PM,6.6,6.40,10.4,,,,,
199,07/14/19 06:30:00 PM,6.6,6.35,10.4,,,,,
200,07/14/19 06:45:00 PM,6.6,6.24,10.5,,,,,
201,07/14/19 07:00:00 PM,7.4,6.19,11.8,,,,,
202,07/14/19 07:15:00 PM,7.4,6.12,11.8,,,,,
203,07/14/19 07:30:00 PM,7.4,6.06,11.8,,,,,
204,07/14/19 07:45:00 PM,7.4,5.99,11.8,,,,,
205,07/14/19 08:00:00 PM,7.4,5.95,11.8,,,,,
206,07/14/19 08:15:00 PM,7.4,5.90,11.8,,,,,
207,07/14/19 08:30:00 PM,6.6,5.87,10.6,,,,,
208,07/14/19 08:45:00 PM,6.6,5.82,10.6,,,,,
209,07/14/19 09:00:00 PM,7.4,5.78,11.9,,,,,
210,07/14/19 09:15:00 PM,7.4,5.71,11.9,,,,,
211,07/14/19 09:30:00 PM,7.4,5.69,11.9,,,,,
212,07/14/19 09:45:00 PM,6.6,5.65,10.6,,,,,
213,07/14/19 10:00:00 PM,7.0,5.59,11.3,,,,,
214,07/14/19 10:15:00 PM,7.4,5.57,12.0,,,,,
215,07/14/19 10:30:00 PM,6.6,5.53,10.7,,,,,
216,07/14/19 10:45:00 PM,7.4,5.46,12.0,,,,,
217,07/14/19 11:00:00 PM,7.0,5.41,11.4,,,,,
218,07/14/19 11:15:00 PM,7.4,5.40,12.0,,,,,
219,07/14/19 11:30:00 PM,7.4,5.38,12.0,,,,,
220,07/14/19 11:45:00 PM,7.4,5.34,12.0,,,,,
221,07/15/19 12:00:00 AM,7.4,5.30,12.1,,,,,
222,07/15/19 12:15:00 AM,7.0,5.26,11.4,,,,,
223,07/15/19 12:30:00 AM,6.6,5.25,10.8,,,,,
224,07/15/19 12:45:00 AM,7.4,5.18,12.1,,,,,
225,07/15/19 01:00:00 AM,6.6,5.12,10.8,,,,,
226,07/15/19 01:15:00 AM,7.4,5.02,12.2,,,,,
227,07/15/19 01:30:00 AM,6.6,5.02,10.8,,,,,
228,07/15/19 01:45:00 AM,7.4,5.00,12.2,,,,,
229,07/15/19 02:00:00 AM,7.4,4.98,12.2,,,,,
230,07/15/19 02:15:00 AM,7.4,4.92,12.2,,,,,
231,07/15/19 02:30:00 AM,7.4,4.91,12.2,,,,,
232,07/15/19 02:45:00 AM,7.4,4.89,12.2,,,,,
233,07/15/19 03:00:00 AM,6.6,4.87,10.9,,,,,
234,07/15/19 03:15:00 AM,6.6,4.75,10.9,,,,,
235,07/15/19 03:30:00 AM,6.6,4.65,11.0,,,,,
236,07/15/19 03:45:00 AM,6.6,4.67,11.0,,,,,
237,07/15/19 04:00:00 AM,6.6,4.64,11.0,,,,,
238,07/15/19 04:15:00 AM,6.6,4.64,11.0,,,,,
239,07/15/19 04:30:00 AM,7.4,4.63,12.3,,,,,
240,07/15/19 04:45:00 AM,7.4,4.61,12.3,,,,,
241,07/15/19 05:00:00 AM,7.4,4.57,12.3,,,,,
242,07/15/19 05:15:00 AM,6.6,4.56,11.0,,,,,
243,07/15/19 05:30:00 AM,6.6,4.49,11.0,,,,,
244,07/15/19 05:45:00 AM,6.6,4.44,11.0,,,,,
245,07/15/19 06:00:00 AM,6.6,4.39,11.0,,,,,
246,07/15/19 06:15:00 AM,7.4,4.38,12.4,,,,,
247,07/15/19 06:30:00 AM,6.6,4.36,11.1,,,,,
248,07/15/19 06:45:00 AM,6.6,4.35,11.1,,,,,
249,07/15/19 07:00:00 AM,6.6,4.39,11.0,,,,,
250,07/15/19 07:15:00 AM,6.6,4.38,11.1,,,,,
251,07/15/19 07:30:00 AM,7.4,4.42,12.4,,,,,
252,07/15/19 07:45:00 AM,6.6,4.46,11.0,,,,,
253,07/15/19 08:00:00 AM,7.0,4.49,11.7,,,,,
254,07/15/19 08:15:00 AM,7.0,4.51,11.7,,,,,
255,07/15/19 08:30:00 AM,6.6,4.60,11.0,,,,,
256,07/15/19 08:45:00 AM,7.0,4.68,11.6,,,,,
257,07/15/19 09:00:00 AM,6.6,4.85,10.9,,,,,
258,07/15/19 09:15:00 AM,7.0,4.93,11.5,,,,,
259,07/15/19 09:30:00 AM,6.6,5.02,10.8,,,,,
260,07/15/19 09:45:00 AM,6.6,5.00,10.8,,,,,
261,07/15/19 10:00:00 AM,7.0,5.08,11.5,,,,,
262,07/15/19 10:15:00 AM,7.0,5.04,11.5,,,,,
263,07/15/19 10:30:00 AM,7.0,5.10,11.5,,,,,
264,07/15/19 10:45:00 AM,7.0,5.12,11.5,,,,,
265,07/15/19 11:00:00 AM,7.0,5.29,11.4,,,,,
266,07/15/19 11:10:04 AM,,,,,Logged,,,
267,07/15/19 11:10:10 AM,,,,,,Logged,,
268,07/15/19 11:10:29 AM,,,,,,,Logged,Logged
