"Plot Title: EC1"
"#","Date Time, GMT-05:00","Full Range, μS/cm (LGR S/N: 20636125, SEN S/N: 20636125)","Temp, °C (LGR S/N: 20636125, SEN S/N: 20636125)","Specific Conductance, μS/cm (LGR S/N: 20636125)","Coupler Detached (LGR S/N: 20636125)","Coupler Attached (LGR S/N: 20636125)","Host Connected (LGR S/N: 20636125)","Stopped (LGR S/N: 20636125)","End Of File (LGR S/N: 20636125)"
1,07/12/19 05:00:00 PM,1.7,9.20,2.5,Logged,,,,
2,07/12/19 05:15:00 PM,1.7,9.17,2.5,,,,,
3,07/12/19 05:30:00 PM,1.7,9.09,2.5,,,,,
4,07/12/19 05:45:00 PM,1.7,8.68,2.5,,,,,
5,07/12/19 06:00:00 PM,2.5,8.40,3.7,,,,,
6,07/12/19 06:15:00 PM,1.7,7.99,2.6,,,,,
7,07/12/19 06:30:00 PM,-1.7,7.65,-2.6,,,,,
8,07/12/19 06:45:00 PM,1.7,7.24,2.6,,,,,
9,07/12/19 07:00:00 PM,1.7,7.22,2.6,,,,,
10,07/12/19 07:15:00 PM,1.7,6.96,2.6,,,,,
11,07/12/19 07:30:00 PM,1.7,7.01,2.6,,,,,
12,07/12/19 07:45:00 PM,1.7,6.71,2.7,,,,,
13,07/12/19 08:00:00 PM,1.7,6.52,2.7,,,,,
14,07/12/19 08:15:00 PM,1.7,6.46,2.7,,,,,
15,07/12/19 08:30:00 PM,1.7,6.34,2.7,,,,,
16,07/12/19 08:45:00 PM,1.7,6.38,2.7,,,,,
17,07/12/19 09:00:00 PM,1.7,6.24,2.7,,,,,
18,07/12/19 09:15:00 PM,1.7,5.98,2.7,,,,,
19,07/12/19 09:30:00 PM,1.7,5.70,2.7,,,,,
20,07/12/19 09:45:00 PM,1.7,5.74,2.7,,,,,
21,07/12/19 10:00:00 PM,1.7,5.81,2.7,,,,,
22,07/12/19 10:15:00 PM,1.7,5.79,2.7,,,,,
23,07/12/19 10:30:00 PM,1.7,5.61,2.7,,,,,
24,07/12/19 10:45:00 PM,1.7,5.67,2.7,,,,,
25,07/12/19 11:00:00 PM,1.7,5.66,2.7,,,,,
26,07/12/19 11:15:00 PM,1.7,5.62,2.7,,,,,
27,07/12/19 11:30:00 PM,1.7,5.62,2.7,,,,,
28,07/12/19 11:45:00 PM,1.7,5.59,2.7,,,,,
29,07/13/19 12:00:00 AM,1.7,5.65,2.7,,,,,
30,07/13/19 12:15:00 AM,1.7,5.73,2.7,,,,,
31,07/13/19 12:30:00 AM,1.7,5.69,2.7,,,,,
32,07/13/19 12:45:00 AM,1.7,5.71,2.7,,,,,
33,07/13/19 01:00:00 AM,1.7,5.63,2.7,,,,,
34,07/13/19 01:15:00 AM,1.7,5.49,2.8,,,,,
35,07/13/19 01:30:00 AM,1.7,5.38,2.8,,,,,
36,07/13/19 01:45:00 AM,1.7,5.40,2.8,,,,,
37,07/13/19 02:00:00 AM,1.7,5.21,2.8,,,,,
38,07/13/19 02:15:00 AM,1.7,5.13,2.8,,,,,
39,07/13/19 02:30:00 AM,1.7,5.20,2.8,,,,,
40,07/13/19 02:45:00 AM,1.7,5.09,2.8,,,,,
41,07/13/19 03:00:00 AM,1.7,5.02,2.8,,,,,
42,07/13/19 03:15:00 AM,1.7,4.77,2.8,,,,,
43,07/13/19 03:30:00 AM,1.7,4.59,2.8,,,,,
44,07/13/19 03:45:00 AM,1.7,4.52,2.8,,,,,
45,07/13/19 04:00:00 AM,1.7,4.49,2.8,,,,,
46,07/13/19 04:15:00 AM,1.7,4.48,2.8,,,,,
47,07/13/19 04:30:00 AM,1.7,4.60,2.8,,,,,
48,07/13/19 04:45:00 AM,1.7,4.53,2.8,,,,,
49,07/13/19 05:00:00 AM,1.7,4.46,2.8,,,,,
50,07/13/19 05:15:00 AM,-1.6,4.16,-2.7,,,,,
51,07/13/19 05:30:00 AM,1.7,4.00,2.9,,,,,
52,07/13/19 05:45:00 AM,1.7,3.99,2.9,,,,,
53,07/13/19 06:00:00 AM,1.7,3.98,2.9,,,,,
54,07/13/19 06:15:00 AM,1.7,4.19,2.9,,,,,
55,07/13/19 06:30:00 AM,1.7,4.43,2.8,,,,,
56,07/13/19 06:45:00 AM,1.7,4.38,2.8,,,,,
57,07/13/19 07:00:00 AM,1.7,4.28,2.9,,,,,
58,07/13/19 07:15:00 AM,-1.6,4.44,-2.7,,,,,
59,07/13/19 07:30:00 AM,1.7,4.56,2.8,,,,,
60,07/13/19 07:45:00 AM,1.7,4.65,2.8,,,,,
61,07/13/19 08:00:00 AM,1.7,4.80,2.8,,,,,
62,07/13/19 08:15:00 AM,1.7,4.91,2.8,,,,,
63,07/13/19 08:30:00 AM,1.7,5.00,2.8,,,,,
64,07/13/19 08:45:00 AM,1.7,5.17,2.8,,,,,
65,07/13/19 09:00:00 AM,1.7,5.36,2.8,,,,,
66,07/13/19 09:15:00 AM,1.7,5.55,2.7,,,,,
67,07/13/19 09:30:00 AM,1.7,5.58,2.7,,,,,
68,07/13/19 09:45:00 AM,1.7,5.79,2.7,,,,,
69,07/13/19 10:00:00 AM,1.7,6.07,2.7,,,,,
70,07/13/19 10:15:00 AM,1.7,6.10,2.7,,,,,
71,07/13/19 10:30:00 AM,1.7,6.12,2.7,,,,,
72,07/13/19 10:45:00 AM,1.7,6.36,2.7,,,,,
73,07/13/19 11:00:00 AM,1.7,6.92,2.6,,,,,
74,07/13/19 11:15:00 AM,1.7,7.29,2.6,,,,,
75,07/13/19 11:30:00 AM,1.7,7.22,2.6,,,,,
76,07/13/19 11:45:00 AM,1.7,7.06,2.6,,,,,
77,07/13/19 12:00:00 PM,1.7,7.37,2.6,,,,,
78,07/13/19 12:15:00 PM,1.7,7.83,2.6,,,,,
79,07/13/19 12:30:00 PM,1.7,8.02,2.6,,,,,
80,07/13/19 12:45:00 PM,1.7,8.23,2.5,,,,,
81,07/13/19 01:00:00 PM,1.7,8.04,2.6,,,,,
82,07/13/19 01:15:00 PM,1.7,8.44,2.5,,,,,
83,07/13/19 01:30:00 PM,1.7,8.42,2.5,,,,,
84,07/13/19 01:45:00 PM,1.7,8.30,2.5,,,,,
85,07/13/19 02:00:00 PM,1.7,8.56,2.5,,,,,
86,07/13/19 02:15:00 PM,1.7,8.89,2.5,,,,,
87,07/13/19 02:30:00 PM,26.8,8.57,39.8,,,,,
88,07/13/19 02:45:00 PM,1.7,8.40,2.5,,,,,
89,07/13/19 03:00:00 PM,1.7,8.68,2.5,,,,,
90,07/13/19 03:15:00 PM,1.7,9.17,2.5,,,,,
91,07/13/19 03:30:00 PM,1.7,9.28,2.5,,,,,
92,07/13/19 03:45:00 PM,1.7,9.41,2.5,,,,,
93,07/13/19 04:00:00 PM,1.7,9.34,2.5,,,,,
94,07/13/19 04:15:00 PM,1.7,9.09,2.5,,,,,
95,07/13/19 04:30:00 PM,1.7,8.93,2.5,,,,,
96,07/13/19 04:45:00 PM,1.7,8.73,2.5,,,,,
97,07/13/19 05:00:00 PM,1.7,8.23,2.5,,,,,
98,07/13/19 05:15:00 PM,1.7,8.08,2.6,,,,,
99,07/13/19 05:30:00 PM,1.7,8.02,2.6,,,,,
100,07/13/19 05:45:00 PM,1.7,7.51,2.6,,,,,
101,07/13/19 06:00:00 PM,1.7,7.08,2.6,,,,,
102,07/13/19 06:15:00 PM,1.7,7.01,2.6,,,,,
103,07/13/19 06:30:00 PM,1.7,6.73,2.7,,,,,
104,07/13/19 06:45:00 PM,1.7,6.61,2.7,,,,,
105,07/13/19 07:00:00 PM,1.7,6.65,2.7,,,,,
106,07/13/19 07:15:00 PM,1.7,6.49,2.7,,,,,
107,07/13/19 07:30:00 PM,-0.1,6.28,-0.2,,,,,
108,07/13/19 07:45:00 PM,1.7,6.18,2.7,,,,,
109,07/13/19 08:00:00 PM,-1.7,5.95,-2.7,,,,,
110,07/13/19 08:15:00 PM,1.7,5.98,2.7,,,,,
