"","DATE","PosixCT","X12CO2","Delta_Raw_iCO2","Delta_30s_iCO2","HR_12CH4","HP_12CH4","Delta_iCH4_Raw","HR_Delta_iCH4_Raw","HR_Delta_iCH4_30s","HP_Delta_iCH4_Raw","HP_Delta_iCH4_30s","Sample"
"77636","2019-08-13",2019-08-13 19:11:52,636.5503895,-15.047397405,-14.14367125,1.827786441,1.8580025011,-44.256439578,-53.461283383,-48.73765714,-44.256439578,-46.897260174,"syn1"
"77637","2019-08-13",2019-08-13 19:11:53,636.5503895,-15.047397405,-14.14367125,1.814793975,1.8582937817,-43.696990266,-46.783425459,-48.337661961,-43.696990266,-46.374300274,"syn1"
"77638","2019-08-13",2019-08-13 19:11:54,636.5503895,-15.047397405,-14.14367125,1.814793975,1.8582937817,-43.696990266,-46.783425459,-48.337661961,-43.696990266,-46.374300274,"syn1"
"77639","2019-08-13",2019-08-13 19:11:55,646.76335212,-15.047397405,-14.14367125,1.814793975,1.8582937817,-43.696990266,-46.783425459,-48.337661961,-43.696990266,-46.374300274,"syn1"
"77640","2019-08-13",2019-08-13 19:11:55,646.76335212,-11.330030055,-13.957590014,1.814793975,1.8582937817,-43.696990266,-46.783425459,-48.337661961,-43.696990266,-46.374300274,"syn1"
"77641","2019-08-13",2019-08-13 19:11:56,646.76335212,-11.330030055,-13.957590014,1.8204044506,1.8581368327,-44.222518029,-50.088129734,-49.497312181,-44.222518029,-46.390537972,"syn1"
"77642","2019-08-13",2019-08-13 19:11:58,646.76335212,-11.330030055,-13.957590014,1.8204044506,1.8581368327,-44.222518029,-50.088129734,-49.497312181,-44.222518029,-46.390537972,"syn1"
"77643","2019-08-13",2019-08-13 19:11:58,661.47879449,-11.330030055,-13.957590014,1.8204044506,1.8581368327,-44.222518029,-50.088129734,-49.497312181,-44.222518029,-46.390537972,"syn1"
"77644","2019-08-13",2019-08-13 19:11:59,661.47879449,-14.792502069,-13.950339134,1.8204044506,1.8581368327,-44.222518029,-50.088129734,-49.497312181,-44.222518029,-46.390537972,"syn1"
"77645","2019-08-13",2019-08-13 19:12:00,661.47879449,-14.792502069,-13.950339134,1.8221801604,1.8583725169,-49.281160504,-54.831909317,-49.573799154,-49.281160504,-46.267264229,"syn1"
"77646","2019-08-13",2019-08-13 19:12:01,661.47879449,-14.792502069,-13.950339134,1.8221801604,1.8583725169,-49.281160504,-54.831909317,-49.573799154,-49.281160504,-46.267264229,"syn1"
"77647","2019-08-13",2019-08-13 19:12:02,677.08698218,-14.792502069,-13.950339134,1.8221801604,1.8583725169,-49.281160504,-54.831909317,-49.573799154,-49.281160504,-46.267264229,"syn1"
"77648","2019-08-13",2019-08-13 19:12:02,677.08698218,-13.249440743,-13.864942369,1.8221801604,1.8583725169,-49.281160504,-54.831909317,-49.573799154,-49.281160504,-46.267264229,"syn1"
"77649","2019-08-13",2019-08-13 19:12:04,677.08698218,-13.249440743,-13.864942369,1.8307877525,1.8586303745,-49.707561528,-61.106090427,-51.68533234,-49.707561528,-46.833091169,"syn1"
"77650","2019-08-13",2019-08-13 19:12:05,677.08698218,-13.249440743,-13.864942369,1.8307877525,1.8586303745,-49.707561528,-61.106090427,-51.68533234,-49.707561528,-46.833091169,"syn1"
"77651","2019-08-13",2019-08-13 19:12:05,691.59773568,-13.249440743,-13.864942369,1.8307877525,1.8586303745,-49.707561528,-61.106090427,-51.68533234,-49.707561528,-46.833091169,"syn1"
"77652","2019-08-13",2019-08-13 19:12:06,691.59773568,-16.656219236,-14.166235525,1.8307877525,1.8586303745,-49.707561528,-61.106090427,-51.68533234,-49.707561528,-46.833091169,"syn1"
"77653","2019-08-13",2019-08-13 19:12:07,691.59773568,-16.656219236,-14.166235525,1.8207463371,1.8583208247,-44.252737019,-50.204913513,-52.189945876,-44.252737019,-46.993226771,"syn1"
"77654","2019-08-13",2019-08-13 19:12:08,691.59773568,-16.656219236,-14.166235525,1.8207463371,1.8583208247,-44.252737019,-50.204913513,-52.189945876,-44.252737019,-46.993226771,"syn1"
"77655","2019-08-13",2019-08-13 19:12:09,700.53758658,-16.656219236,-14.166235525,1.8207463371,1.8583208247,-44.252737019,-50.204913513,-52.189945876,-44.252737019,-46.993226771,"syn1"
"77656","2019-08-13",2019-08-13 19:12:09,700.53758658,-16.021485854,-14.206015055,1.8207463371,1.8583208247,-44.252737019,-50.204913513,-52.189945876,-44.252737019,-46.993226771,"syn1"
"77657","2019-08-13",2019-08-13 19:12:10,700.53758658,-16.021485854,-14.206015055,1.8189287918,1.8591526349,-41.683840487,-46.972531239,-51.277888907,-41.683840487,-45.855214378,"syn1"
"77658","2019-08-13",2019-08-13 19:12:12,700.53758658,-16.021485854,-14.206015055,1.8189287918,1.8591526349,-41.683840487,-46.972531239,-51.277888907,-41.683840487,-45.855214378,"syn1"
"77659","2019-08-13",2019-08-13 19:12:12,700.80403217,-16.021485854,-14.206015055,1.8189287918,1.8591526349,-41.683840487,-46.972531239,-51.277888907,-41.683840487,-45.855214378,"syn1"
"77660","2019-08-13",2019-08-13 19:12:13,700.80403217,-16.623760143,-14.701526093,1.8189287918,1.8591526349,-41.683840487,-46.972531239,-51.277888907,-41.683840487,-45.855214378,"syn1"
"77661","2019-08-13",2019-08-13 19:12:14,700.80403217,-16.623760143,-14.701526093,1.8348163849,1.8645299539,-45.573799952,-56.751251613,-52.385923776,-45.573799952,-45.684125403,"syn1"
"77662","2019-08-13",2019-08-13 19:12:15,700.80403217,-16.623760143,-14.701526093,1.8348163849,1.8645299539,-45.573799952,-56.751251613,-52.385923776,-45.573799952,-45.684125403,"syn1"
"77663","2019-08-13",2019-08-13 19:12:16,687.95020365,-16.623760143,-14.701526093,1.8348163849,1.8645299539,-45.573799952,-56.751251613,-52.385923776,-45.573799952,-45.684125403,"syn1"
"77664","2019-08-13",2019-08-13 19:12:16,687.95020365,-13.899634375,-14.773772138,1.8348163849,1.8645299539,-45.573799952,-56.751251613,-52.385923776,-45.573799952,-45.684125403,"syn1"
