"","region","site","start_date","end_date","requested_variables","year","run_finished","model","method","engine","rm_flagged","used_rating_curve","pool","proc_err","obs_err","proc_acor","ode_method","deficit_src","interv","fillgaps","estimate_areal_depth","O2_GOF","GPP_95CI","ER_95CI","prop_pos_ER","prop_neg_GPP","ER_K600_cor","coverage","kmax"
"1","EC","IRU2",2019-07-12,2019-08-13,"DO_mgL,DOsat_pct,satDO_mgL,WaterPres_kPa,Depth_m,WaterTemp_C,Light_PAR,AirPres_kPa,Discharge_m3s,Level_m","2019",2020-12-17 14:28:56,"streamMetabolizer","bayes","stan","Bad Data,Questionable",FALSE,"binned",TRUE,TRUE,FALSE,"trapezoid","DO_mod","15 min","interpolation",FALSE,0.393905133008809,0.153004959235457,0.313217516781561,0.181818181818182,0.787878787878788,-0.0420103904776435,32,3.04377815241232
