K600
688.1895218
71.51374031
346.4331827
0
49.71278307
262.6107704
0
1377.021153
342.2442751
1394.996067
1276.572213
709.411006
961.1630885
2308.508421
2116.372881
462.4971735
614.0132321
1125.844199
718.4384465
1084.583924
3260.422607
696.3824759
1172.851542
801.3495758
2855.1185
1118.60922
1178.844315
1658.880491
618.1995948
418.6426102
2558.121125
10937.36998
2342.911887
1391.234361
626.7976866
66.3130591
908.3909091
886.5745217
340.5480878
737.6491516
814.7601611
2235.917467
1092.043819
2290.372716
1294.804994
831.3197618
2066.654377
3883.817194
4363.529392
839.0876735
2877.456517
5671.348736
1958.055845
854.3986834
6813.759389
1160.566474
4652.007702
1111.623337
3935.069505
1303.932894
2654.220334
6106.927771
1086.792732
957.4371831
3139.289529
14471.94292
5947.662632
2594.915886
1200.746548
56.10854343
341.6920407
284.4738827
92.12654264
608.6502542
338.4354107
1641.629712
452.5260027
2010.610332
781.0268944
116.6739295
1633.221695
3484.541756
1778.208005
472.1071266
1519.594554
3020.562269
13562.6019
5604.955846
3116.073655
3244.990737
5514.034487
2509.79897
1931.823788
1325.944859
5133.314063
5120.365523
729.3988056
560.0528874
3553.313157
21992.71587
3738.43331
1095.018562
371.4686105
0
364.3851391
157.2575312
47.38614477
502.1029815
294.4503939
1521.51565
285.9659789
1533.839793
269.2643093
225.8130294
899.813938
1972.005278
1955.823446
335.5951702
1009.244314
5905.685784
1074.216452
633.2563751
2594.014909
306.7065156
4230.938198
688.1149123
2925.396384
1462.115288
3629.000499
3765.401041
507.1126032
617.6925779
2037.140367
8088.835489
3711.132964
1107.167835
517.2138352
17.32012454
298.3792523
146.5493935
61.79530795
576.6550945
607.2433636
1014.733649
611.5232026
1918.063323
771.5660955
505.2595512
947.2993504
3259.017963
1993.619493
490.1831878
1467.413496
3230.227273
1262.706683
1620.240788
824.2000875
156.3553884
1794.021639
753.6543814
865.2452589
1020.755534
2032.2445
3376.697327
360.1755132
403.7953903
925.0568876
11702.62085
3303.469323
1114.246639
