Fecha,Valor,Max absoluto,Min absoluto,Max promedio,Min promedio
8/7/2019 17:00,98.20308333,99.097,96.874,99.044,97.154
8/7/2019 18:00,99.22875,99.393,98.998,99.342,99.041
8/7/2019 19:00,99.04383333,99.327,98.622,99.303,98.786
8/7/2019 20:00,97.61516667,98.994,96.086,98.925,96.397
8/7/2019 21:00,96.07391667,97.545,94.95,97.289,95.256
8/7/2019 22:00,96.15516667,97.548,95.064,97.055,95.613
8/7/2019 23:00,96.47558333,98.209,94.065,98.091,94.59
8/8/2019 0:00,94.449,97.237,89.758,96.685,90.835
8/8/2019 1:00,97.37141667,98.306,96.124,98.109,96.488
8/8/2019 2:00,98.13925,98.72,97.141,98.656,97.542
8/8/2019 3:00,98.95508333,99.36,98.19,99.315,98.277
8/8/2019 4:00,99.3555,99.491,99.078,99.45,99.181
8/8/2019 5:00,98.55908333,99.491,97.632,99.45,97.787
8/8/2019 6:00,96.2595,98.011,93.848,97.855,94.888
8/8/2019 7:00,94.25883333,96.58,92.533,96.432,93.194
8/8/2019 8:00,93.69141667,96.631,88.538,96.063,90.99
8/8/2019 9:00,93.02833333,96.169,89.512,95.256,90.889
8/8/2019 10:00,91.23941667,94.684,85.681,94.175,86.173
8/8/2019 11:00,88.77116667,91.747,85.713,91.281,87.208
8/8/2019 12:00,85.18883333,90.578,80.288,89.88,82.117
8/8/2019 13:00,88.54383333,93.224,83.767,92.197,84.82
8/8/2019 14:00,90.07991667,94.222,83.423,93.484,85.575
8/8/2019 15:00,92.63291667,95.607,89.113,94.692,89.82
8/8/2019 16:00,94.35325,95.873,91.71,95.503,92.27
8/8/2019 17:00,92.62725,94.724,89.856,93.896,90.274
8/8/2019 18:00,92.99158333,93.996,90.759,93.576,92.011
8/8/2019 19:00,93.78725,95.329,92.732,94.475,93.264
8/8/2019 20:00,92.94466667,94.851,90.295,94.574,90.981
8/8/2019 21:00,92.27441667,93.798,91.369,93.517,91.623
8/8/2019 22:00,92.34491667,93.753,90.859,93.232,91.202
8/8/2019 23:00,96.70491667,98.783,93.101,98.641,93.567
8/9/2019 0:00,99.20183333,99.444,98.781,99.398,98.845
8/9/2019 1:00,99.48666667,99.603,99.375,99.555,99.414
8/9/2019 2:00,99.56391667,99.668,99.439,99.612,99.472
8/9/2019 3:00,99.66183333,99.733,99.541,99.697,99.602
8/9/2019 4:00,99.71341667,99.788,99.668,99.721,99.702
8/9/2019 5:00,99.74116667,99.786,99.657,99.766,99.71
8/9/2019 6:00,99.77316667,99.786,99.733,99.779,99.767
8/9/2019 7:00,99.76758333,99.787,99.713,99.778,99.749
8/9/2019 8:00,99.7435,99.789,99.639,99.774,99.714
8/9/2019 9:00,99.677,99.789,99.538,99.738,99.625
8/9/2019 10:00,99.56308333,99.752,99.41,99.652,99.472
8/9/2019 11:00,99.57008333,99.723,99.377,99.655,99.505
8/9/2019 12:00,99.584,99.723,99.412,99.663,99.478
8/9/2019 13:00,99.63525,99.747,99.506,99.679,99.576
8/9/2019 14:00,99.68583333,99.79,99.586,99.728,99.63
8/9/2019 15:00,99.60208333,99.789,99.246,99.738,99.372
8/9/2019 16:00,99.446,99.686,99.181,99.626,99.247
8/9/2019 17:00,99.64341667,99.724,99.54,99.684,99.592
8/9/2019 18:00,98.73975,99.723,97.421,99.672,97.722
8/9/2019 19:00,95.24466667,97.958,91.546,97.184,92.259
8/9/2019 20:00,95.94725,97.319,93.13,97.208,93.454
8/9/2019 21:00,97.83341667,99.325,94.494,99.271,95.215
8/9/2019 22:00,99.47141667,99.62,99.272,99.569,99.331
8/9/2019 23:00,99.6455,99.739,99.542,99.69,99.588
8/10/2019 0:00,99.72225,99.789,99.639,99.752,99.692
8/10/2019 1:00,99.72833333,99.789,99.622,99.765,99.674
8/10/2019 2:00,99.74791667,99.791,99.672,99.768,99.707
8/10/2019 3:00,99.74641667,99.79,99.572,99.774,99.695
8/10/2019 4:00,99.57541667,99.748,99.242,99.687,99.315
8/10/2019 5:00,99.54108333,99.771,99.148,99.716,99.246
8/10/2019 6:00,99.55208333,99.723,99.376,99.669,99.431
8/10/2019 7:00,99.69133333,99.757,99.62,99.723,99.658
8/10/2019 8:00,99.626,99.719,99.487,99.67,99.547
8/10/2019 9:00,99.64166667,99.725,99.423,99.673,99.569
8/10/2019 10:00,99.32725,99.557,98.95,99.465,99.061
8/10/2019 11:00,99.49425,99.618,99.37,99.532,99.422
8/10/2019 12:00,99.44766667,99.621,99.278,99.498,99.34
8/10/2019 13:00,99.464,99.622,99.233,99.529,99.415
8/10/2019 14:00,99.39366667,99.593,99.198,99.497,99.256
8/10/2019 15:00,99.45516667,99.621,99.291,99.536,99.354
8/10/2019 16:00,99.56191667,99.654,99.472,99.59,99.521
8/10/2019 17:00,99.59266667,99.688,99.494,99.638,99.528
8/10/2019 18:00,99.699,99.789,99.576,99.734,99.623
8/10/2019 19:00,99.76566667,99.789,99.701,99.775,99.746
8/10/2019 20:00,99.78008333,99.791,99.736,99.784,99.774
8/10/2019 21:00,99.77975,99.79,99.767,99.783,99.776
8/10/2019 22:00,99.77991667,99.792,99.767,99.783,99.777
8/10/2019 23:00,99.781,99.791,99.768,99.785,99.778
8/11/2019 0:00,99.78066667,99.79,99.767,99.783,99.778
8/11/2019 1:00,99.77991667,99.79,99.767,99.783,99.777
8/11/2019 2:00,99.78016667,99.791,99.767,99.784,99.777
8/11/2019 3:00,99.73733333,99.792,99.553,99.783,99.593
8/11/2019 4:00,99.78025,99.793,99.758,99.783,99.778
8/11/2019 5:00,99.78116667,99.791,99.768,99.783,99.777
8/11/2019 6:00,99.76908333,99.791,99.671,99.781,99.71
8/11/2019 7:00,99.77716667,99.791,99.709,99.783,99.754
8/11/2019 8:00,99.78033333,99.791,99.767,99.783,99.777
8/11/2019 9:00,99.76066667,99.791,99.642,99.784,99.697
8/11/2019 10:00,99.75616667,99.791,99.589,99.781,99.712
8/11/2019 11:00,99.75108333,99.793,99.642,99.777,99.721
8/11/2019 12:00,99.76966667,99.792,99.674,99.783,99.756
8/11/2019 13:00,99.77066667,99.793,99.704,99.779,99.765
8/11/2019 14:00,99.2995,99.791,97.818,99.74,98.395
8/11/2019 15:00,96.958,98.698,93.72,98.364,94.573
8/11/2019 16:00,97.8145,98.436,95.822,98.306,96.428
8/11/2019 17:00,98.98991667,99.258,98.455,99.165,98.67
8/11/2019 18:00,99.14308333,99.377,98.913,99.31,99.048
8/11/2019 19:00,99.37225,99.588,98.916,99.538,98.982
8/11/2019 20:00,99.47641667,99.624,99.116,99.595,99.196
8/11/2019 21:00,99.658,99.752,99.576,99.678,99.613
8/11/2019 22:00,99.55691667,99.79,98.949,99.726,99.078
8/11/2019 23:00,98.87766667,99.391,98.062,99.263,98.252
8/12/2019 0:00,99.29291667,99.593,98.334,99.53,98.511
8/12/2019 1:00,99.58075,99.677,99.508,99.635,99.553
8/12/2019 2:00,99.23833333,99.56,98.885,99.531,98.937
8/12/2019 3:00,99.52341667,99.626,99.278,99.586,99.333
8/12/2019 4:00,99.31033333,99.609,98.995,99.578,99.059
8/12/2019 5:00,99.30816667,99.592,98.787,99.538,98.888
8/12/2019 6:00,99.45266667,99.686,98.933,99.616,99.102
8/12/2019 7:00,96.74941667,98.916,93.097,98.647,93.913
8/12/2019 8:00,94.50966667,95.839,92.384,95.379,92.918
8/12/2019 9:00,95.32375,97.384,93.311,97.044,93.672
8/12/2019 10:00,96.33383333,98.146,92.106,98.025,92.629
8/12/2019 11:00,97.95391667,98.771,95.499,98.554,95.746
8/12/2019 12:00,90.57716667,96.068,83.194,94.648,85.252
8/12/2019 13:00,86.62825,89.807,81.763,88.238,84.034
8/12/2019 14:00,90.40275,94.968,84.233,93.981,86.244
8/12/2019 15:00,87.24991667,90.703,83.427,90.163,85.178
8/12/2019 16:00,88.50791667,90.739,86.075,89.698,87.355
8/12/2019 17:00,90.25558333,95.217,85.381,95.017,86.48
8/12/2019 18:00,93.63633333,95.465,90.362,95.183,90.888
8/12/2019 19:00,92.7915,94.938,90.199,94.518,91.235
8/12/2019 20:00,94.10883333,96.43,92.205,95.877,92.553
8/12/2019 21:00,96.43625,98.897,92.797,98.729,93.633
8/12/2019 22:00,98.84766667,99.081,98.309,99.028,98.526
8/12/2019 23:00,99.00783333,99.427,98.505,99.377,98.567
8/13/2019 0:00,98.97041667,99.422,97.71,99.385,97.917
8/13/2019 1:00,98.30883333,99.192,97.479,99.128,97.662
8/13/2019 2:00,99.43975,99.592,99.147,99.563,99.233
8/13/2019 3:00,99.62808333,99.723,99.506,99.664,99.571
8/13/2019 4:00,99.71166667,99.79,99.637,99.745,99.673
8/13/2019 5:00,99.761,99.792,99.69,99.778,99.742
8/13/2019 6:00,99.77608333,99.79,99.733,99.781,99.77
8/13/2019 7:00,99.77925,99.79,99.75,99.783,99.776
8/13/2019 8:00,99.76758333,99.79,99.672,99.781,99.724
8/13/2019 9:00,99.77691667,99.79,99.74,99.779,99.775
8/13/2019 10:00,99.77608333,99.789,99.738,99.781,99.77
8/13/2019 11:00,99.7755,99.788,99.732,99.78,99.772
8/13/2019 12:00,99.77433333,99.788,99.715,99.78,99.76
8/13/2019 13:00,99.77716667,99.788,99.765,99.78,99.775
8/13/2019 14:00,99.77875,99.789,99.765,99.781,99.776
8/13/2019 15:00,99.78016667,99.792,99.767,99.784,99.778
8/13/2019 16:00,99.77833333,99.79,99.738,99.782,99.77
8/13/2019 17:00,99.01033333,99.752,98.421,99.702,98.549
8/13/2019 18:00,99.41,99.756,98.571,99.692,98.697
8/13/2019 19:00,99.64208333,99.757,99.278,99.723,99.379
8/13/2019 20:00,98.7595,99.309,98.136,99.137,98.364
8/13/2019 21:00,99.24416667,99.39,99.049,99.345,99.121
8/13/2019 22:00,99.197,99.39,98.982,99.322,99.091
8/13/2019 23:00,99.323,99.557,99.113,99.464,99.2
8/14/2019 0:00,99.54933333,99.642,99.442,99.609,99.478
8/14/2019 1:00,99.60275,99.69,99.522,99.628,99.569
8/14/2019 2:00,99.55366667,99.643,99.443,99.601,99.508
8/14/2019 3:00,99.55191667,99.658,99.444,99.592,99.502
8/14/2019 4:00,99.65341667,99.724,99.573,99.674,99.636
8/14/2019 5:00,99.62375,99.724,99.493,99.672,99.561
8/14/2019 6:00,99.68075,99.791,99.502,99.769,99.565
8/14/2019 7:00,99.77283333,99.798,99.76,99.776,99.768
8/14/2019 8:00,99.77416667,99.786,99.762,99.78,99.771
8/14/2019 9:00,99.77333333,99.785,99.761,99.778,99.769
8/14/2019 10:00,99.77,99.783,99.758,99.775,99.766
8/14/2019 11:00,99.76825,99.779,99.756,99.77,99.766
8/14/2019 12:00,99.73783333,99.778,99.533,99.768,99.599
8/14/2019 13:00,99.15966667,99.699,98.475,99.637,98.649
8/14/2019 14:00,99.429,99.644,98.902,99.606,99.01
8/14/2019 15:00,96.64683333,98.868,95.225,98.586,95.529
8/14/2019 16:00,98.069,98.792,96.606,98.672,96.923
8/14/2019 17:00,99.03608333,99.533,97.43,99.447,97.626
8/14/2019 18:00,97.95266667,99.303,93.22,99.195,94.254
8/14/2019 19:00,92.22608333,94.701,86.852,94.27,88.647
8/14/2019 20:00,98.56191667,99.516,93.945,99.469,94.865
8/14/2019 21:00,99.25025,99.636,98.318,99.581,98.552
8/14/2019 22:00,99.11041667,99.583,98.414,99.519,98.594
8/14/2019 23:00,99.60466667,99.709,99.507,99.654,99.558
8/15/2019 0:00,99.73625,99.784,99.629,99.771,99.676
8/15/2019 1:00,99.772,99.785,99.698,99.776,99.762
8/15/2019 2:00,99.77291667,99.785,99.76,99.775,99.77
8/15/2019 3:00,99.7725,99.785,99.762,99.777,99.771
8/15/2019 4:00,99.7725,99.785,99.761,99.776,99.77
8/15/2019 5:00,99.77225,99.783,99.759,99.776,99.768
8/15/2019 6:00,99.65925,99.782,99.369,99.769,99.427
8/15/2019 7:00,99.52325,99.646,99.174,99.603,99.296
8/15/2019 8:00,98.76408333,99.504,97.956,99.454,98.193
8/15/2019 9:00,96.481,98.494,93.875,98.393,94.343
8/15/2019 10:00,94.56683333,96.328,92.532,95.801,93.229
8/15/2019 11:00,93.45283333,94.978,90.164,94.669,90.661
8/15/2019 12:00,91.278,94.126,86.447,93.381,88.03
8/15/2019 13:00,83.74225,91.286,74.316,90.269,78.299
8/15/2019 14:00,95.81825,98.78,90.014,98.682,90.78
8/15/2019 15:00,99.18566667,99.417,98.816,99.351,98.876
8/15/2019 16:00,99.411,99.52,99.305,99.45,99.342
8/15/2019 17:00,99.5305,99.647,99.404,99.581,99.446
8/15/2019 18:00,99.51925,99.651,99.307,99.582,99.403
8/15/2019 19:00,99.4905,99.584,99.4,99.516,99.455
8/15/2019 20:00,99.18216667,99.504,98.942,99.466,98.969
8/15/2019 21:00,98.16833333,99.055,97.134,98.895,97.365
8/15/2019 22:00,95.85291667,97.661,93.517,97.558,93.9
8/15/2019 23:00,94.06783333,95.502,92.28,95.158,92.493
8/16/2019 0:00,90.78491667,92.476,88.388,91.942,89.049
8/16/2019 1:00,93.92166667,95.362,92.18,95.139,92.452
8/16/2019 2:00,86.91841667,94.781,78.537,94.642,79.247
8/16/2019 3:00,82.01858333,85.279,78.884,84.458,79.552
8/16/2019 4:00,83.02083333,86.346,79.57,85.618,80.165
8/16/2019 5:00,87.02125,88.615,84.422,88.355,85.045
8/16/2019 6:00,83.61558333,85.606,81.019,85.007,81.739
8/16/2019 7:00,78.74916667,83.325,73.033,82.648,75.303
8/16/2019 8:00,71.53358333,77.06,66.126,74.51,68.854
8/16/2019 9:00,69.12475,74.021,64.35,72.178,66.156
8/16/2019 10:00,67.27141667,71.96,62.706,70.549,65.371
8/16/2019 11:00,63.95591667,68.36,58.251,66.698,61.602
8/16/2019 12:00,65.32516667,71.948,58.658,67.954,62.663
8/16/2019 13:00,70.16916667,75.766,64.927,73.22,67.341
8/16/2019 14:00,78.11341667,85.51,72.196,83.547,74.36
8/16/2019 15:00,82.87983333,85.712,78.92,84.278,80.988
8/16/2019 16:00,88.26375,92.879,82.977,92.321,83.614
8/16/2019 17:00,91.85491667,93.846,89.9,93.236,90.137
8/16/2019 18:00,94.73608333,96.029,92.926,95.643,93.196
8/16/2019 19:00,96.59708333,97.41,95.85,97.216,95.951
8/16/2019 20:00,98.72016667,99.192,97.369,99.161,97.551
8/16/2019 21:00,99.32308333,99.474,99.169,99.42,99.207
8/16/2019 22:00,99.47533333,99.586,99.402,99.519,99.425
8/16/2019 23:00,99.58216667,99.68,99.465,99.62,99.518
