"","DATE","TIME","X12CO2","Delta_Raw_iCO2"
"1","2019-07-23","11:59:52.367",410.45983252,-6.4193693419
"2","2019-07-23","11:59:53.571",410.45983252,-6.4193693419
"3","2019-07-23","11:59:54.109",410.63860098,-6.4193693419
"4","2019-07-23","11:59:54.635",410.63860098,-8.3130986785
"5","2019-07-23","11:59:55.852",410.63860098,-8.3130986785
"6","2019-07-23","11:59:57.055",410.63860098,-8.3130986785
"7","2019-07-23","11:59:57.601",410.42249093,-8.3130986785
"8","2019-07-23","11:59:58.145",410.42249093,-4.9624534398
"9","2019-07-23","11:59:59.367",410.42249093,-4.9624534398
"10","2019-07-23","12:00:00.576",410.42249093,-4.9624534398
"11","2019-07-23","12:00:01.109",410.67159904,-4.9624534398
"12","2019-07-23","12:00:01.631",410.67159904,-7.5908220702
"13","2019-07-23","12:00:02.852",410.67159904,-7.5908220702
"14","2019-07-23","12:00:04.058",410.67159904,-7.5908220702
"15","2019-07-23","12:00:04.611",410.65896422,-7.5908220702
"16","2019-07-23","12:00:05.148",410.65896422,-4.0425505109
"17","2019-07-23","12:00:06.357",410.65896422,-4.0425505109
"18","2019-07-23","12:00:07.569",410.65896422,-4.0425505109
"19","2019-07-23","12:00:08.112",410.6394776,-4.0425505109
"20","2019-07-23","12:00:08.637",410.6394776,-5.2904960315
"21","2019-07-23","12:00:09.871",410.6394776,-5.2904960315
"22","2019-07-23","12:00:11.085",410.6394776,-5.2904960315
"23","2019-07-23","12:00:11.634",410.21014963,-5.2904960315
"24","2019-07-23","12:00:12.164",410.21014963,-7.0154230076
"25","2019-07-23","12:00:13.372",410.21014963,-7.0154230076
"26","2019-07-23","12:00:14.573",410.21014963,-7.0154230076
"27","2019-07-23","12:00:15.111",410.53614189,-7.0154230076
"28","2019-07-23","12:00:15.638",410.53614189,-6.8993870344
"29","2019-07-23","12:00:16.861",410.53614189,-6.8993870344
"30","2019-07-23","12:00:18.076",410.53614189,-6.8993870344
"31","2019-07-23","12:00:18.625",410.11481052,-6.8993870344
"32","2019-07-23","12:00:19.151",410.11481052,-7.5781034497
"33","2019-07-23","12:00:20.375",410.11481052,-7.5781034497
"34","2019-07-23","12:00:21.601",410.11481052,-7.5781034497
"35","2019-07-23","12:00:22.124",410.19998442,-7.5781034497
"36","2019-07-23","12:00:22.637",410.19998442,-8.0344384509
"37","2019-07-23","12:00:23.854",410.19998442,-8.0344384509
"38","2019-07-23","12:00:25.049",410.19998442,-8.0344384509
"39","2019-07-23","12:00:25.598",410.04146578,-8.0344384509
"40","2019-07-23","12:00:26.140",410.04146578,-3.5228469823
"41","2019-07-23","12:00:27.355",410.04146578,-3.5228469823
"42","2019-07-23","12:00:28.555",410.04146578,-3.5228469823
"43","2019-07-23","12:00:29.098",410.65873058,-3.5228469823
"44","2019-07-23","12:00:29.621",410.65873058,-7.3284850766
"45","2019-07-23","12:00:30.838",410.65873058,-7.3284850766
"46","2019-07-23","12:00:32.046",410.65873058,-7.3284850766
"47","2019-07-23","12:00:32.594",410.40048934,-7.3284850766
"48","2019-07-23","12:00:33.125",410.40048934,-5.6243869082
"49","2019-07-23","12:00:34.348",410.40048934,-5.6243869082
"50","2019-07-23","12:00:35.561",410.40048934,-5.6243869082
"51","2019-07-23","12:00:36.102",410.18958216,-5.6243869082
"52","2019-07-23","12:00:36.630",410.18958216,-9.7240585958
"53","2019-07-23","12:00:37.846",410.18958216,-9.7240585958
"54","2019-07-23","12:00:39.049",410.18958216,-9.7240585958
"55","2019-07-23","12:00:39.595",410.2679309,-9.7240585958
"56","2019-07-23","12:00:40.125",410.2679309,-7.7230998857
"57","2019-07-23","12:00:41.346",410.2679309,-7.7230998857
"58","2019-07-23","12:00:42.553",410.2679309,-7.7230998857
"59","2019-07-23","12:00:43.098",410.36723159,-7.7230998857
"60","2019-07-23","12:00:43.638",410.36723159,-7.8470437677
"61","2019-07-23","12:00:44.875",410.36723159,-7.8470437677
"62","2019-07-23","12:00:46.084",410.36723159,-7.8470437677
"63","2019-07-23","12:00:46.627",410.50686349,-7.8470437677
"64","2019-07-23","12:00:47.155",410.50686349,-7.6398645407
"65","2019-07-23","12:00:48.371",410.50686349,-7.6398645407
"66","2019-07-23","12:00:49.584",410.50686349,-7.6398645407
"67","2019-07-23","12:00:50.112",410.16797081,-7.6398645407
"68","2019-07-23","12:00:50.638",410.16797081,-8.3061586042
"69","2019-07-23","12:00:51.851",410.16797081,-8.3061586042
"70","2019-07-23","12:00:53.068",410.16797081,-8.3061586042
"71","2019-07-23","12:00:53.624",409.98597604,-8.3061586042
"72","2019-07-23","12:00:54.151",409.98597604,-8.8013799911
"73","2019-07-23","12:00:55.384",409.98597604,-8.8013799911
"74","2019-07-23","12:00:56.591",409.98597604,-8.8013799911
"75","2019-07-23","12:00:57.111",409.97069311,-8.8013799911
"76","2019-07-23","12:00:57.621",409.97069311,-6.0492478713
"77","2019-07-23","12:00:58.834",409.97069311,-6.0492478713
"78","2019-07-23","12:01:00.040",409.97069311,-6.0492478713
"79","2019-07-23","12:01:00.592",410.14397426,-6.0492478713
"80","2019-07-23","12:01:01.135",410.14397426,-6.9620018044
"81","2019-07-23","12:01:02.358",410.14397426,-6.9620018044
"82","2019-07-23","12:01:03.561",410.14397426,-6.9620018044
"83","2019-07-23","12:01:04.101",410.31474997,-6.9620018044
"84","2019-07-23","12:01:04.638",410.31474997,-7.6693200843
"85","2019-07-23","12:01:05.861",410.31474997,-7.6693200843
"86","2019-07-23","12:01:07.071",410.31474997,-7.6693200843
"87","2019-07-23","12:01:07.625",410.26085584,-7.6693200843
"88","2019-07-23","12:01:08.155",410.26085584,-5.7951756524
"89","2019-07-23","12:01:09.388",410.26085584,-5.7951756524
"90","2019-07-23","12:01:10.592",410.26085584,-5.7951756524
"91","2019-07-23","12:01:11.109",410.1904977,-5.7951756524
"92","2019-07-23","12:01:11.625",410.1904977,-8.1151088352
"93","2019-07-23","12:01:12.845",410.1904977,-8.1151088352
"94","2019-07-23","12:01:14.065",410.1904977,-8.1151088352
"95","2019-07-23","12:01:14.609",410.07908041,-8.1151088352
"96","2019-07-23","12:01:15.138",410.07908041,-4.1094710267
"97","2019-07-23","12:01:16.361",410.07908041,-4.1094710267
"98","2019-07-23","12:01:17.572",410.07908041,-4.1094710267
"99","2019-07-23","12:01:18.107",410.1695887,-4.1094710267
"100","2019-07-23","12:01:18.624",410.1695887,-6.7701240886
"101","2019-07-23","12:01:19.845",410.1695887,-6.7701240886
"102","2019-07-23","12:01:21.046",410.1695887,-6.7701240886
"103","2019-07-23","12:01:21.598",410.33880502,-6.7701240886
"104","2019-07-23","12:01:22.125",410.33880502,-9.8644756724
